CASENUM,PER_NO,MTM_CRSH
201211195645,1,1
201211195819,1,9
201211195925,1,9
201211195964,1,12
201211196055,1,2
201211196105,1,1
201211196145,1,1
201211196191,1,9
201211196238,1,9
201211196247,1,9
201211196353,1,1
201211196362,1,0
201211196363,1,9
201211196381,1,2
201211196397,1,1
201211196430,1,2
201211196454,1,9
201211196483,1,9
201211196658,1,9
201211196685,1,2
201211196697,1,0
201211196697,2,0
201211196944,1,0
201211196949,1,1
201211196958,1,2
201211197052,1,1
201211197052,1,12
201211197089,1,0
201211197416,1,4
201211197425,1,19
201211197431,1,2
201211197458,1,0
201211197522,1,1
201211197576,1,0
201211197587,1,1
201211197624,1,9
201211197718,1,1
201211197807,1,0
201211197812,1,0
201211197993,1,0
201211198026,1,19
201211198276,1,0
201211198299,1,12
201211198376,1,0
201211198376,2,0
201211198411,1,1
201211198514,1,0
201211198540,1,0
201211198623,1,0
201211198631,1,9
201211198858,1,0
201211198870,1,1
201211198951,1,1
201211198974,1,0
201211199021,1,0
201211199107,1,0
201211199170,1,9
201211199553,1,0
201211199858,1,1
201211199904,1,0
201211524396,1,0
201211524714,1,19
201211524730,1,2
201211524733,1,2
201211525082,1,1
201211525082,1,6
201211525082,1,21
201211526032,1,1
201211526032,1,2
201211526393,1,9
201211526393,1,19
201211526815,1,0
201211527280,1,0
201211527456,1,2
201211527456,1,19
201211527456,1,21
201211527568,1,2
201211527568,1,19
201211527568,2,19
201211527568,2,2
201211527790,1,0
201211527863,1,2
201211527890,1,0
201212004875,1,4
201212005108,1,1
201212005109,1,0
201212005121,1,0
201212005122,1,1
201212005130,1,6
201212005474,1,1
201212005474,1,4
201212005506,1,1
201212005515,1,0
201212005569,1,12
201212005570,1,0
201212005579,1,9
201212005666,1,4
201212005685,1,1
201212005740,1,0
201212005753,1,1
201212005946,1,9
201212005956,1,0
201212005962,1,2
201212418989,1,21
201212419091,1,1
201212419133,1,0
201212419137,1,1
201212419143,1,2
201212419206,1,0
201212419480,1,1
201212419527,1,21
201212419535,1,0
201212419536,1,2
201212419577,1,1
201212419578,1,2
201212419578,1,3
201212419593,1,0
201212419642,1,0
201212419773,1,2
201212419930,1,9
201212420009,1,2
201212420031,1,1
201212420056,1,12
201212420164,1,1
201212420264,1,0
201212420272,1,2
201212420289,1,5
201212420317,1,12
201212420376,1,1
201212420398,1,12
201212420487,1,4
201212420487,1,19
201212420487,2,19
201212420487,2,4
201212420499,1,1
201212420743,1,0
201212420743,2,0
201212420876,1,2
201212421134,1,12
201213054294,1,12
201213054294,2,12
201213054549,1,0
201213054565,1,4
201213054565,1,6
201213054565,1,19
201213054599,1,0
201213054630,1,0
201213054661,1,2
201213054661,1,12
201213054661,1,18
201213054666,1,1
201213054666,1,12
201213055014,1,12
201213055164,1,0
201213055294,1,0
201213055458,1,2
201213055498,1,19
201213055498,1,21
201213055534,1,2
201213055534,1,19
201213055691,1,0
201213055984,1,2
201213056029,1,2
201213056053,1,2
201213056340,1,1
201213056488,1,12
201213056536,1,0
201213057246,1,0
201213057385,1,12
201213057534,1,12
201213057685,1,2
201213057977,1,3
201213058277,1,0
201213058458,1,3
201213058458,1,21
201213058458,1,1
201213058811,1,0
201213058946,1,12
201213058946,1,19
201213059514,1,0
201213059646,1,0
201213060125,1,0
201213060253,1,1
201213060279,1,12
201213060279,1,19
201213060358,1,2
201213060405,1,6
201213060405,1,12
201213060405,1,19
201213060516,1,6
201213060591,1,0
201213060597,1,0
201213060597,2,0
201213061155,1,2
201213061155,1,17
201213061155,1,19
201213061155,2,2
201213061155,2,17
201213061260,1,0
201213061328,1,19
201213061413,1,0
201213061518,1,2
201213061687,1,12
201213061687,1,19
201213061755,1,0
201213061760,1,2
201213061760,1,6
201213061789,1,0
201213061917,1,2
201213061917,1,6
201213061917,1,12
201213062232,1,2
201213062232,1,6
201213062369,1,2
201213062532,1,2
201213062532,1,6
201213062532,1,12
201213062546,1,19
201213062546,1,2
201213062546,1,6
201213062546,1,12
201213062583,1,2
201213062583,1,12
201213062583,1,19
201213062601,1,2
201213062601,1,6
201213062601,1,12
201213062712,1,19
201213063144,1,0
201213063269,1,19
201213063541,1,2
201213063541,1,3
201213550661,1,1
201213551163,1,1
201213551163,1,12
201213551280,1,0
201213551427,1,1
201213551573,1,0
201213551680,1,0
201213551683,1,0
201213551691,1,1
201213552411,1,0
201213552607,1,0
201213552731,1,1
201213552869,1,0
201213552907,1,1
201213553048,1,0
201213553093,1,0
201213553100,1,0
201213553109,1,2
201213553120,1,1
201213553188,1,0
201213553242,1,0
201213553290,1,0
201213553407,1,0
201213553488,1,0
201213553503,1,0
201213553920,1,0
201213553999,1,2
201213554234,1,0
201213554356,1,2
201213554425,1,0
201213554443,1,0
201213554572,1,0
201213554712,1,21
201213554923,1,8
201213554942,1,0
201213555014,1,0
201213555015,1,0
201213555056,1,0
201213555061,1,0
201213555066,1,0
201213555572,1,2
201213555590,1,0
201213555873,1,0
201213555877,1,0
201213555879,1,0
201213556010,1,1
201213556010,1,2
201213556100,1,0
201213556132,1,0
201213556218,1,0
201213556228,1,0
201213556365,1,0
201213556370,1,0
201213556378,1,1
201213556381,1,0
201213556434,1,0
201213556510,1,1
201213556510,1,2
201213556510,1,19
201213556615,1,0
201213556693,1,0
201213556694,1,0
201213556699,1,0
201213556742,1,0
201213556757,1,0
201213556972,1,0
201213556975,1,12
201213557148,1,0
201213557148,2,0
201213557151,1,1
201213557226,1,0
201213557383,1,1
201213557397,1,0
201213557402,1,0
201213557402,2,0
201213557462,1,0
201213557471,1,1
201213557483,1,0
201213557494,1,0
201213557523,1,3
201213557664,1,0
201213557692,1,1
201213557696,1,0
201213557893,1,0
201213558132,1,0
201213558526,1,0
201213558537,1,0
201213558786,1,12
201213800692,1,12
201213800692,1,19
201214081431,1,1
201214082096,1,0
201214082397,1,9
201214083339,1,0
201214083340,1,9
201214083563,1,0
201214083783,1,2
201214084690,1,0
201214084864,1,0
201214084915,1,2
201214085814,1,0
201214086411,1,0
201214112255,1,0
201214113217,1,0
201214113295,1,1
201214113295,1,2
201214113363,1,5
201214746927,1,21
201214747133,1,9
201214747486,1,2
201214748001,1,12
201214748083,1,0
201214748242,1,2
201214748258,1,0
201214748365,1,0
201214748415,1,2
201214748415,1,15
201214748471,1,2
201214748637,1,1
201214748637,1,2
201214748645,1,1
201214748645,1,2
201214748672,1,1
201214748672,1,2
201214748683,1,2
201214748683,1,3
201214748792,1,0
201214748796,1,1
201214748796,1,12
201214748872,1,7
201214748956,1,4
201214748981,1,9
201214749002,1,2
201214749071,1,0
201214749087,1,0
201214749108,1,1
201214749156,1,17
201214749172,1,2
201214749172,1,3
201214749202,1,3
201214749202,1,1
201214749202,1,2
201214749222,1,0
201214749248,1,0
201214749274,1,1
201214749471,1,0
201214749602,1,2
201214749602,1,3
201214749605,1,2
201214749861,1,0
201214749998,1,2
201214750190,1,0
201214750371,1,0
201214750371,2,0
201214750497,1,7
201214750615,1,12
201214901651,1,21
201214901681,1,2
201214901683,1,1
201214902314,1,4
201214902557,1,0
201214903099,1,0
201214903327,1,0
201214903785,1,0
201214903800,1,1
201214903803,1,0
201214903803,2,0
201214903818,1,1
201215459406,1,1
201215459428,1,1
201215459428,1,2
201215459428,1,3
201215459433,1,0
201215459449,1,0
201215459501,1,2
201215459531,1,1
201215459606,1,1
201215459607,1,1
201215459666,1,0
201215459669,1,4
201215459671,1,1
201215459671,2,1
201215459694,1,0
201215459698,1,2
201215459698,1,19
201215459708,1,0
201215459714,1,0
201215459714,2,0
201215459728,1,4
201215459735,1,1
201215459784,1,3
201215459799,1,0
201215459812,1,1
201215459820,1,1
201215459830,1,1
201215459883,1,0
201215459907,1,0
201215460037,1,1
201215460046,1,0
201215460052,1,2
201215460052,1,3
201215460064,1,0
201215460150,1,1
201215460155,1,0
201215460179,1,0
201215460180,1,2
201215460182,1,2
201215460182,1,3
201215460190,1,0
201215460210,1,2
201215460307,1,0
201215460309,1,1
201215460309,1,3
201215460329,1,0
201215460346,1,0
201215460358,1,1
201215460358,1,2
201215460396,1,2
201215460477,1,2
201215460477,1,3
201215460494,1,0
201215460533,1,0
201215460534,1,0
201215460536,1,0
201215460537,1,8
201215460596,1,1
201215460633,1,0
201215460636,1,1
201215460676,1,0
201215460686,1,18
201215460687,1,4
201215460693,1,1
201215460693,1,2
201215460696,1,3
201215460698,1,0
201215460699,1,2
201215460707,1,0
201215460716,1,0
201215460734,1,0
201215460748,1,0
201215460826,1,0
201215460832,1,0
201215460897,1,0
201215460930,1,0
201215460949,1,7
201215461020,1,6
201215461107,1,0
201215461139,1,0
201215461238,1,0
201215461280,1,0
201215461283,1,0
201215461284,1,0
201215461285,1,9
201215461295,1,1
201215461295,1,2
201215461326,1,0
201215461328,1,9
201215461345,1,0
201215461347,1,1
201215461347,1,12
201215461349,1,9
201215461364,1,0
201215461368,1,2
201215461374,1,0
201215461399,1,4
201215461412,1,2
201215461422,1,2
201215461445,1,2
201215461445,1,3
201215461550,1,1
201215461565,1,0
201215461646,1,0
201215461667,1,0
201215461719,1,0
201215461760,1,3
201215461762,1,0
201215461836,1,0
201215461876,1,0
201215461876,2,0
201215461890,1,2
201215461994,1,2
201215462059,1,0
201215462137,1,1
201215462174,1,1
201215462273,1,0
201215462279,1,1
201215462282,1,0
201215462286,1,1
201215462312,1,1
201215462351,1,1
201215462400,1,0
201215462400,2,0
201215462452,1,0
201215462474,1,2
201215462479,1,7
201215462533,1,1
201215462562,1,1
201215462562,1,2
201215462675,1,0
201215462706,1,0
201215462722,1,0
201215462744,1,2
201215462770,1,0
201215462805,1,0
201215462863,1,0
201215462871,1,0
201215463008,1,9
201215463034,1,19
201215463050,1,2
201215463090,1,2
201215463093,1,0
201215463096,1,2
201215463169,1,9
201215463173,1,2
201215463200,1,0
201215463238,1,0
201215463309,1,0
201215463323,1,0
201215463325,1,2
201215463365,1,12
201215463447,1,0
201215463564,1,6
201215463577,1,0
201215463586,1,0
201215463684,1,0
201215463699,1,0
201215463734,1,2
201215463734,1,6
201215463800,1,1
201215463800,1,2
201215463814,1,1
201215463836,1,9
201215463868,1,0
201215463873,1,0
201215463929,1,0
201215463952,1,0
201215463952,2,0
201215463991,1,0
201215464095,1,0
201215464100,1,8
201215464100,1,19
201215464114,1,0
201215464115,1,21
201215464121,1,0
201215464123,1,2
201215464124,1,4
201215464186,1,21
201215464254,1,0
201215464273,1,9
201215464332,1,2
201215464332,1,3
201215464361,1,0
201215464367,1,21
201215464460,1,2
201215464460,1,3
201215464462,1,0
201215464519,1,1
201215464537,1,2
201215464626,1,9
201215464671,1,0
201215464679,1,19
201215464753,1,0
201215464756,1,0
201215464771,1,1
201215464789,1,2
201215464789,1,6
201215464883,1,10
201215464916,1,21
201215464918,1,4
201215464947,1,0
201215464955,1,0
201215464966,1,2
201215465014,1,0
201215465027,1,0
201215465050,1,0
201215465081,1,0
201215465083,1,0
201215465111,1,1
201215465133,1,0
201215465143,1,0
201215465322,1,0
201215465333,1,19
201215465333,1,4
201215465333,1,6
201215465534,1,9
201215465564,1,0
201215465580,1,1
201215465582,1,0
201215465583,1,2
201215465595,1,0
201215465603,1,2
201215465605,1,2
201215465605,1,5
201215465606,1,12
201215465628,1,3
201215465628,1,19
201215465642,1,1
201215465667,1,19
201215465677,1,0
201215465762,1,2
201215465762,1,3
201215465762,2,3
201215465762,2,2
201215466063,1,4
201215466063,1,19
201216173341,1,4
201216173341,1,19
201216173382,1,0
201216173386,1,0
201216173393,1,2
201216173402,1,0
201216173985,1,0
201216174434,1,0
201216174468,1,0
201216174915,1,1
201216174915,1,2
201216175073,1,2
201216175193,1,0
201216175338,1,0
201216175771,1,0
201216175928,1,4
201216175989,1,0
201216176027,1,0
201216176303,1,1
201216176416,1,1
201216176416,2,1
201216176434,1,1
201216176677,1,0
201216176782,1,0
201216177021,1,2
201216177150,1,2
201216177288,1,0
201216177293,1,0
201216177360,1,12
201216177384,1,19
201216177472,1,1
201216177542,1,2
201216177542,1,17
201216177703,1,2
201216177763,1,12
201216177824,1,1
201216178034,1,0
201216178088,1,4
201216178111,1,0
201216178169,1,3
201216178172,1,1
201216178185,1,7
201216178185,1,18
201216178524,1,0
201216178524,2,0
201216178660,1,6
201216178692,1,1
201216178753,1,0
201216178906,1,9
201216179017,1,0
201216179153,1,1
201216179223,1,2
201216179365,1,1
201216179365,1,2
201216179531,1,2
201216179610,1,0
201216179828,1,0
201216179838,1,1
201216179991,1,7
201216180021,1,0
201216180354,1,1
201216180534,1,0
201216180637,1,0
201216180646,1,13
201216181032,1,4
201216181065,1,0
201216181075,1,1
201216181215,1,0
201216181400,1,0
201216181436,1,4
201216181436,1,19
201216181450,1,21
201216181828,1,12
201216181981,1,0
201216182071,1,0
201216182156,1,0
201216182167,1,0
201216183150,1,0
201216183275,1,2
201216183275,1,3
201216183792,1,0
201216183927,1,2
201216183957,1,1
201216183957,1,2
201216183957,1,19
201216184080,1,19
201216184189,1,0
201216184278,1,2
201216184278,1,7
201216184278,1,21
201216184456,1,2
201216184530,1,0
201216184576,1,0
201216184950,1,19
201216184950,1,21
201216185019,1,0
201216185045,1,3
201216185060,1,0
201216185229,1,0
201216185361,1,2
201216185465,1,12
201216185537,1,0
201216185673,1,4
201216185849,1,0
201216186507,1,0
201216186580,1,2
201216186730,1,1
201216186741,1,2
201216186749,1,0
201216186768,1,0
201216186812,1,0
201216186819,1,0
201216186929,1,0
201216186956,1,0
201216186956,2,0
201216187051,1,0
201216187085,1,0
201216187104,1,12
201216187129,1,1
201216187138,1,1
201216187157,1,12
201216187200,1,0
201216187803,1,0
201216187812,1,0
201216187812,2,0
201216188243,1,1
201216188312,1,4
201216188632,1,5
201216188878,1,0
201216189515,1,2
201216190001,1,0
201216190258,1,0
201216190640,1,0
201216190785,1,4
201216190815,1,12
201216582042,1,0
201216582098,1,0
201216582475,1,0
201216582708,1,0
201216582718,1,1
201216582766,1,0
201216583147,1,0
201216583367,1,1
201216583667,1,0
201216584306,1,2
201216584626,1,1
201216584626,1,2
201216584949,1,0
201216584970,1,2
201216584970,1,3
201216585039,1,0
201216585056,1,0
201216585165,1,0
201216585266,1,0
201216585506,1,1
201216585506,1,5
201216585667,1,1
201216585690,1,0
201216585768,1,0
201216586032,1,0
201216586186,1,2
201216586383,1,1
201216586486,1,0
201216586562,1,12
201216586818,1,0
201216587159,1,0
201216587227,1,7
201216587385,1,0
201216587448,1,2
201216587481,1,0
201216587491,1,2
201216587491,1,3
201216587506,1,0
201216587506,2,0
201216587520,1,1
201216587521,1,21
201216587552,1,0
201216587582,1,0
201216587629,1,0
201216587655,1,2
201216587927,1,4
201216587927,2,4
201216588416,1,1
201216588516,1,1
201216588516,1,3
201216589028,1,0
201216589201,1,0
201216589669,1,0
201216589675,1,0
201216589688,1,0
201216589697,1,21
201216589787,1,0
201216589844,1,2
201216589856,1,0
201216589899,1,0
201216590023,1,1
201216590618,1,9
201216590767,1,0
201216590856,1,0
201216590898,1,9
201216591059,1,0
201216591200,1,0
201216591215,1,1
201216591445,1,4
201216591494,1,1
201216591544,1,21
201216591703,1,0
201216591840,1,0
201216592048,1,0
201216592178,1,1
201216592178,2,1
201216592216,1,0
201216592371,1,0
201216592418,1,0
201216592478,1,0
201216592629,1,0
201216593089,1,0
201216593462,1,21
201216593585,1,0
201216594040,1,0
201216594083,1,0
201216594349,1,0
201216594391,1,0
201216594541,1,3
201216594847,1,0
201216594912,1,2
201216594912,1,3
201216595091,1,1
201216595091,1,6
201217274329,1,12
201217274535,1,2
201217274867,1,0
201217275045,1,1
201217275228,1,2
201217275228,1,12
201217275379,1,2
201217275610,1,1
201217275731,1,1
201217275735,1,0
201217276053,1,1
201217276061,1,1
201217276061,1,2
201217276085,1,0
201217276423,1,12
201217277011,1,3
201217277011,1,2
201217277129,1,2
201217277129,1,12
201217277232,1,4
201217277554,1,0
201217277668,1,4
201217277953,1,1
201217277953,1,2
201217277953,2,1
201217277953,2,2
201217278101,1,4
201217278101,1,19
201217278101,2,19
201217278101,2,4
201217278284,1,4
201217278284,1,6
201217278653,1,0
201217278662,1,0
201217278778,1,2
201217278793,1,12
201217278793,1,1
201217278898,1,1
201217279301,1,2
201217279512,1,0
201217279513,1,2
201217279513,1,3
201217279721,1,1
201217279721,1,2
201217279927,1,13
201217279927,1,19
201217279961,1,8
201217280070,1,0
201217280071,1,2
201217280071,1,12
201217280071,2,12
201217280071,2,2
201217280146,1,0
201217280724,1,4
201217280971,1,0
201217509704,1,0
201217509720,1,0
201217509854,1,0
201217509858,1,2
201217509879,1,12
201217509888,1,0
201217509891,1,1
201217509895,1,0
201217509901,1,0
201217667305,1,0
201217667508,1,1
201217667508,1,2
201217667511,1,0
201217667621,1,0
201217667703,1,0
201217667766,1,0
201217667848,1,1
201217667848,1,2
201217667857,1,1
201217668046,1,2
201217668423,1,0
201217668501,1,0
201217668591,1,1
201217668591,1,2
201217669067,1,1
201217669067,1,2
201217669102,1,2
201217669166,1,0
201217669470,1,0
201217669679,1,1
201217669679,1,2
201217669679,1,12
201217669802,1,2
201217670120,1,1
201217670120,1,2
201217670257,1,1
201217670257,1,2
201217670373,1,0
201217670570,1,0
201217670616,1,1
201217670616,1,2
201217670617,1,0
201217670738,1,1
201217670927,1,0
201217671069,1,2
201217671069,1,3
201217671090,1,2
201217671150,1,2
201217671466,1,1
201217671466,1,2
201217671483,1,5
201217671684,1,0
201217671727,1,2
201217671727,1,12
201217671835,1,2
201217671879,1,0
201217672041,1,4
201217672237,1,0
201217672386,1,0
201217672497,1,0
201217672497,2,0
201217673325,1,2
201217673325,1,12
201217673578,1,2
201217673660,1,1
201217673660,1,2
201217673660,1,12
201217674049,1,2
201217674478,1,0
201217674530,1,0
201217674530,2,0
201217674648,1,0
201217674902,1,1
201217674902,1,2
201217675117,1,0
201217675452,1,2
201217675532,1,0
201217675784,1,2
201217675818,1,0
201217676209,1,0
201217676357,1,1
201217676357,1,2
201217676368,1,0
201217676795,1,0
201217676806,1,2
201217677440,1,0
201217678098,1,9
201217678258,1,0
201217678288,1,2
201217678376,1,2
201217678376,1,12
201217678392,1,1
201217678392,1,2
201217678406,1,2
201217678578,1,2
201217678607,1,2
201217678849,1,2
201217678870,1,3
201217678870,1,12
201217678902,1,0
201217678918,1,4
201217678918,1,19
201217679311,1,2
201217679327,1,2
201217679413,1,0
201217679451,1,2
201217679559,1,0
201217679619,1,0
201217679887,1,1
201217679887,1,2
201217679981,1,1
201217679981,1,2
201217680254,1,1
201217680254,1,2
201217680580,1,21
201217680837,1,0
201217680837,2,0
201217681070,1,0
201217681094,1,1
201217681094,1,2
201217681107,1,1
201217681107,1,2
201217681355,1,1
201217681355,1,2
201217681568,1,1
201217681568,1,2
201217681689,1,2
201217681759,1,2
201217681873,1,2
201217682308,1,2
201217682308,1,4
201217683162,1,1
201217683162,1,2
201218400056,1,0
201218400061,1,0
201218400064,1,0
201218400067,1,0
201218400070,1,0
201218400150,1,0
201218400157,1,0
201218400160,1,0
201218400163,1,0
201218400595,1,0
201218400756,1,0
201218400765,1,0
201218400859,1,0
201218400859,2,0
201218400862,1,0
201218400865,1,0
201218400966,1,9
201218400969,1,0
201218400972,1,2
201218400972,1,3
201218400975,1,0
201218400978,1,7
201218400981,1,0
201218400984,1,0
201218401205,1,0
201218401211,1,0
201218401214,1,1
201218401217,1,4
201218401369,1,0
201218401375,1,12
201218401378,1,0
201218401384,1,0
201218401539,1,0
201218401542,1,0
201218401545,1,0
201218401548,1,0
201218401651,1,2
201218401660,1,1
201218401768,1,0
201218401771,1,20
201218401774,1,0
201218401819,1,0
201218402047,1,1
201218402050,1,3
201218402603,1,0
201218402618,1,2
201218402618,1,3
201218402742,1,9
201218402745,1,0
201218402748,1,1
201218402751,1,0
201218402818,1,0
201218402818,2,0
201218402833,1,1
201218402917,1,0
201218402920,1,0
201218402923,1,0
201218403021,1,0
201218403021,2,0
201218403810,1,0
201218403813,1,7
201218403825,1,0
201218403938,1,2
201218403938,1,3
201218403941,1,0
201218403944,1,0
201218403947,1,0
201218403950,1,0
201218403953,1,0
201218403959,1,0
201218403962,1,0
201218403962,2,0
201218403965,1,0
201218403968,1,0
201218404094,1,0
201218404097,1,0
201218404106,1,0
201218404109,1,2
201218404202,1,0
201218404205,1,2
201218404211,1,0
201218404214,1,1
201218404337,1,0
201218404348,1,0
201218404351,1,0
201218404354,1,0
201218404363,1,2
201218404363,1,3
201218404369,1,1
201218404369,1,12
201218404372,1,1
201218404375,1,0
201218404456,1,0
201218404587,1,0
201218404702,1,2
201218404702,1,3
201218404775,1,1
201218404880,1,0
201218404883,1,0
201218404886,1,10
201218404895,1,2
201218404895,1,3
201218404898,1,0
201218404898,2,0
201218404993,1,2
201218404993,1,3
201218404999,1,2
201218405017,1,0
201218405061,1,0
201218405067,1,0
201218405079,1,0
201218405082,1,9
201218405088,1,7
201218405150,1,0
201218405153,1,0
201218405156,1,0
201218405159,1,0
201218405162,1,0
201218405168,1,0
201218405171,1,7
201218405171,2,7
201218405248,1,0
201218405251,1,0
201218405254,1,0
201218405260,1,0
201218405263,1,2
201218406029,1,0
201218406032,1,1
201218406032,1,2
201218406129,1,0
201218406135,1,0
201218406144,1,0
201218406237,1,2
201218406237,1,3
201218406240,1,0
201218406246,1,0
201218406261,1,2
201218406261,1,3
201218406358,1,0
201218406483,1,0
201218406486,1,0
201218406489,1,0
201218406495,1,0
201218406498,1,0
201218406501,1,12
201218406919,1,0
201218406919,2,0
201218406919,3,0
201218407274,1,0
201218407278,1,1
201218407284,1,0
201218407284,2,0
201218407376,1,0
201218407379,1,1
201218407382,1,1
201218407497,1,0
201218407500,1,1
201218407500,1,2
201218407503,1,0
201218407506,1,1
201218407506,1,2
201218407509,1,0
201218407731,1,0
201218407734,1,1
201218407929,1,0
201218407932,1,1
201218407932,1,2
201218407938,1,0
201218408038,1,0
201218408135,1,0
201218408138,1,0
201218408141,1,7
201218408144,1,0
201218408147,1,0
201218408150,1,0
201218408258,1,0
201218408264,1,0
201218408267,1,0
201218408361,1,0
201218408364,1,0
201218408400,1,0
201218408640,1,0
201218408673,1,0
201218408726,1,2
201218408901,1,0
201218408904,1,0
201218408907,1,1
201218409121,1,0
201218409251,1,1
201218409425,1,0
201218409431,1,0
201218409440,1,6
201218409440,1,2
201218409443,1,0
201218409788,1,0
201218409822,1,0
201218409824,1,2
201218409841,1,2
201218410023,1,0
201218410419,1,0
201218410780,1,2
201218410780,1,12
201218410941,1,0
201218410991,1,0
201218411073,1,0
201218411076,1,0
201218411725,1,2
201218411725,1,12
201218411748,1,0
201218412095,1,0
201218412129,1,0
201218412818,1,0
201218413023,1,4
201218413026,1,6
201218413163,1,1
201218413236,1,0
201218413239,1,0
201218413310,1,4
201218416300,1,1
201218416500,1,0
201218416788,1,0
201218416788,2,0
201218416791,1,4
201218417112,1,0
201218417391,1,0
201218419006,1,1
201218419006,1,2
201218419006,1,3
201218419789,1,2
201218420105,1,0
201218420251,1,9
201218420375,1,0
201218420397,1,0
201218420442,1,12
201218420495,1,0
201218420668,1,0
201218420679,1,1
201218420679,1,2
201218420752,1,0
201218421207,1,0
201218421287,1,2
201218421288,1,1
201218421322,1,1
201218421322,2,1
201218421463,1,4
201218421877,1,0
201218421975,1,21
201218422002,1,0
201218422002,2,0
201218422074,1,1
201218422074,1,2
