CASENUM,VEH_NO,MDRDSTRD
201316195890,1,0
201316195904,1,0
201316195904,2,0
201316195922,1,0
201316195922,2,0
201316195930,1,0
201316195945,1,0
201316195945,2,0
201316195951,1,0
201316195951,2,0
201316195951,3,0
201316195951,4,0
201316195985,1,0
201316195985,2,0
201316196000,1,0
201316196000,2,0
201316196000,3,0
201316196029,1,93
201316196029,2,0
201316196047,1,0
201316196067,1,0
201316196067,2,0
201316196071,1,93
201316196071,2,0
201316196081,1,0
201316196124,1,0
201316196124,2,0
201316196124,3,93
201316196125,1,0
201316196142,1,0
201316196142,2,0
201316196142,3,0
201316196147,1,0
201316196147,2,0
201316196147,3,0
201316196182,1,0
201316196182,2,0
201316196187,1,0
201316196187,2,0
201316196209,1,93
201316196209,2,0
201316196214,1,0
201316196214,2,0
201316196216,1,0
201316196222,1,93
201316196222,2,0
201316196223,1,0
201316196223,2,0
201316196223,3,0
201316196242,1,0
201316196242,2,0
201316196252,1,0
201316196252,2,0
201316196283,1,0
201316196283,2,0
201316196298,1,0
201316196298,2,0
201316196324,1,0
201316196324,2,0
201316196338,1,0
201316196364,2,0
201316196368,1,0
201316196368,2,0
201316196407,1,0
201316196407,2,0
201316196408,1,93
201316196408,2,0
201316196424,1,0
201316196424,2,0
201316196460,1,0
201316196460,2,0
201316196499,1,0
201316196499,2,0
201316196499,3,0
201316196500,1,93
201316196500,2,0
201316196504,1,93
201316196504,2,0
201316196506,1,0
201316196528,1,0
201316196528,2,93
201316196541,1,0
201316196541,2,93
201316196567,1,0
201316196589,1,0
201316196589,2,0
201316196594,1,0
201316196594,2,0
201316196610,1,0
201316196642,1,0
201316196642,2,0
201316196648,1,0
201316196648,2,0
201316196685,1,0
201316196695,1,0
201316196695,2,93
201316196712,1,0
201316196712,2,0
201316196715,1,0
201316196725,1,0
201316196725,2,0
201316196742,1,0
201316196742,2,0
201316196768,1,0
201316196768,2,0
201316196768,3,0
201316196800,1,0
201316196800,2,0
201316196805,1,0
201316196805,2,93
201316196812,1,0
201316196812,2,0
201316196866,1,0
201316196866,2,0
201316196872,1,0
201316196872,2,0
201316196892,1,0
201316196892,2,0
201316196902,1,0
201316196912,1,93
201316196912,2,0
201316196915,1,0
201316196915,2,0
201316196921,1,0
201316196954,1,0
201316196954,2,0
201316196954,3,0
201316196958,1,0
201316196968,1,0
201316196971,1,0
201316196971,2,0
201316197014,1,0
201316197014,2,0
201316197047,1,0
201316197066,2,93
201316197080,1,0
201316197080,2,93
201316197088,1,0
201316197088,2,0
201316197088,3,0
201316197094,1,0
201316197116,1,0
201316197146,1,93
201316197146,2,0
201316197154,1,0
201316197155,1,0
201316197155,2,0
201316197164,1,93
201316197166,1,0
201316197171,1,0
201316197171,2,0
201316197171,3,0
201316197183,1,0
201316197196,1,0
201316197196,2,0
201316197213,1,0
201316197213,2,1
201316197214,1,0
201316197214,2,0
201316197214,3,0
201316197233,1,0
201316197233,2,0
201316197236,1,0
201316197267,1,0
201316197267,2,0
201316197289,1,0
201316197303,1,0
201316197303,2,0
201316197323,1,0
201316197323,2,0
201316197349,1,0
201316197349,2,0
201316197358,1,0
201316197388,1,93
201316197388,2,0
201316197394,1,0
201316197394,2,0
201316197436,1,93
201316197436,2,0
201316197436,3,0
201316197462,1,0
201316197462,2,0
201316197471,1,0
201316197507,1,0
201316197507,2,0
201316197529,1,0
201316197546,1,0
201316197547,1,93
201316197547,2,0
201316197608,1,0
201316197616,1,1
201316197616,2,0
201316197633,1,0
201316197641,1,0
201316197641,2,0
201316197675,1,0
201316197675,2,96
201316197676,1,0
201316197690,1,93
201316197690,2,0
201316197693,1,0
201316197693,2,0
201316197704,1,0
201316197704,2,0
201316197726,1,0
201316197726,2,0
201316197767,1,0
201316197767,2,0
201316197770,1,15
201316197804,1,0
201316197804,2,0
201316197816,1,0
201316197816,2,93
201316197829,1,93
201316197852,1,0
201316197852,2,0
201316197857,1,93
201316197862,1,0
201316197895,1,0
201316197895,2,0
201316197895,3,0
201316197901,1,0
201316197901,2,0
201316197901,3,0
201316197901,4,0
201316197925,1,93
201316197925,2,0
201316197925,3,0
201316197931,1,93
201316197931,2,0
201316197971,1,16
201316197971,2,0
201316197996,1,0
201316197996,2,0
201316197998,1,0
201316198028,1,0
201316198028,2,0
201316198038,1,0
201316198038,2,93
201316198065,1,0
201316198065,2,0
201316198069,1,0
201316198069,2,0
201316198069,3,0
201316198079,1,0
201316198082,1,0
201316198082,2,0
201316198082,3,0
201316198082,4,0
201316198094,1,0
201316198094,2,0
201316198095,1,0
201316198095,2,0
201316198105,1,0
201316198138,1,0
201316198138,2,0
201316198138,3,0
201316198149,1,0
201316198152,1,0
201316198152,2,0
201316198166,1,0
201316198180,1,1
201316198186,1,0
201316198186,2,96
201316198199,1,0
201316198199,2,0
201316198200,1,0
201316198229,1,93
201316198229,2,0
201316198235,1,0
201316198235,2,93
201316198260,1,0
201316198264,1,0
201316198264,2,0
201316198305,1,0
201316198305,2,0
201316198322,1,0
201316198322,2,0
201316198325,1,0
201316198325,2,0
201316198337,1,0
201316198354,1,0
201316198354,2,93
201316198366,1,0
201316198367,1,0
201316198367,2,0
201316198395,1,0
201316198418,1,0
201316198418,2,0
201316198462,1,0
201316198498,1,0
201316198501,1,0
201316198501,2,0
201316198505,1,0
201316198509,1,0
201316198545,1,0
201316198545,2,0
201316198549,1,93
201316198549,2,0
201316198557,1,0
201316198557,2,0
201316198568,1,93
201316198569,1,12
201316198569,2,0
201316198583,1,0
201316198595,1,0
201316198595,2,0
201316198607,1,0
201316198619,1,0
201316198644,1,0
201316198644,2,0
201316198677,1,0
201316198677,2,0
201316198707,1,93
201316198707,2,0
201316198707,3,0
201316198714,1,0
201316198724,1,0
201316198724,2,0
201316198724,3,0
201316198762,1,0
201316198762,2,0
201316198781,1,0
201316198781,2,0
201316198804,1,93
201316198804,2,0
201316198809,1,93
201316198809,2,0
201316198841,1,0
201316198846,1,0
201316198846,2,0
201316198872,1,0
201316198887,1,0
201316198887,2,0
201316198896,1,0
201316198896,2,0
201316198901,1,0
201316198909,1,93
201316198909,2,0
201316198930,1,0
201316198930,2,0
201316198944,1,0
201316198956,1,0
201316198984,1,0
201316199002,1,0
201316199002,2,0
201316199036,1,0
201316199036,2,0
201316199037,1,0
201316199083,1,0
201316199083,2,0
201316199136,1,0
201316199136,2,0
201316199166,1,0
201316199166,2,0
201316199169,1,0
201316199169,2,0
201316199199,1,0
201316199199,2,0
201316199227,1,0
201316199227,2,1
201316199238,1,0
201316199238,2,0
201316199246,1,0
201316199246,2,0
201316199248,1,0
201316199248,2,0
201316199279,1,0
201316199279,2,0
201316199281,1,0
201316199318,1,0
201316199318,2,0
201316199344,1,0
201316199354,1,0
201316199390,1,0
201316199390,2,0
201316199403,1,0
201316199403,2,0
201316199422,1,0
201316199422,2,0
201316199426,1,0
201316199427,1,0
201316199427,2,0
201316199438,1,0
201316199438,2,0
201316199451,1,0
201316199453,1,0
201316199453,2,0
201316199459,1,0
201316199460,1,93
201316199460,2,0
201316199493,1,0
201316199493,2,0
201316199493,3,0
201316199521,1,93
201316199524,1,93
201316199526,1,0
201316199560,1,0
201316199560,2,0
201316199561,1,10
201316199561,2,0
201316199603,1,0
201316199609,1,0
201316199609,2,0
201316199662,1,0
201316199673,1,0
201316199673,2,0
201316199688,1,98
201316199688,2,0
201316199695,1,0
201316199695,2,0
201316199706,1,0
201316199706,2,0
201316199711,1,1
201316199711,2,0
201316199716,1,0
201316199727,1,93
201316199727,2,0
201316199746,1,0
201316199746,2,93
201316199762,1,0
201316199776,1,93
201316199786,1,0
201316199804,1,0
201316199804,2,0
201316199811,1,0
201316199815,1,0
201316199815,2,0
201316199852,1,93
201316199857,1,0
201316199857,2,0
201316199860,1,98
201316199891,1,0
201316199891,2,0
201316199894,1,0
201316199920,1,0
201316199920,2,0
201316199933,1,93
201316199933,2,0
201316199953,1,0
201316199953,2,0
201316199993,1,0
201316199993,2,0
201316199998,1,0
201316199998,2,0
201316199999,1,0
201316199999,2,0
201316500056,1,0
201316500068,1,0
201316500068,2,0
201316500077,1,0
201316500077,2,0
201316500077,3,0
201316500080,2,0
201316500081,1,0
201316500081,2,0
201316500096,1,12
201316500109,1,0
201316500152,1,0
201316500152,2,0
201316500153,1,0
201316500153,2,0
201316500179,2,0
201316500188,1,0
201316500200,1,0
201316500220,1,12
201316500220,2,0
201316500283,1,0
201316500283,2,0
201316500284,1,0
201316500284,2,0
201316500304,1,0
201316500304,2,5
201316500309,1,0
201316500309,2,0
201316500309,3,0
201316500323,1,0
201316500323,2,0
201316500325,1,0
201316500325,2,0
201316500353,1,98
201316500355,1,0
201316500375,1,0
201316500375,2,0
201316500378,1,0
201316500403,1,0
201316500438,1,0
201316500438,2,0
201316500453,1,0
201316500455,1,0
201316500455,2,0
201316500457,1,0
201316500462,1,0
201316500462,2,0
201316500462,3,0
201316500466,1,0
201316500466,2,0
201316500471,1,0
201316500471,2,0
201316500477,1,0
201316500482,1,0
201316500482,2,0
201316500516,1,0
201316500516,2,0
201316500567,1,0
201316500567,2,0
201316500571,1,0
201316500571,2,12
201316500584,1,0
201316500585,1,0
201316500601,1,0
201316500601,2,0
201316500623,1,0
201316500623,2,0
201316500657,1,93
201316500657,2,0
201316500657,3,0
201316500670,1,0
201316500670,2,0
201316500670,3,0
201316500671,1,1
201316500671,2,0
201316500712,1,0
201316500712,2,0
201316500719,1,0
201316500725,1,0
201316500725,2,0
201316500745,1,0
201316500745,2,0
201316500760,1,0
201316500760,2,0
201316500767,1,0
201316500767,2,0
201316500768,1,0
201316500768,2,0
201316500771,1,0
201316500771,2,0
201316500771,3,0
201316500771,4,93
201316500791,1,0
201316500791,2,0
201316500797,1,0
201316500797,2,0
201316500802,2,0
201316500810,1,0
201316500811,1,0
201316500811,2,0
201316500814,1,0
201316500814,2,0
201316500839,1,0
201316500861,1,0
201316500861,2,0
201316500883,1,0
201316500895,1,0
201316500895,2,0
201316500897,1,0
201316500919,1,0
201316500919,2,0
201316500920,1,0
201316500920,2,0
201316500929,1,0
201316500929,2,0
201316500949,2,0
201316500973,1,0
201316500973,2,0
201316501036,1,0
201316501036,2,0
201316501036,3,0
201316501042,1,0
201316501068,1,0
201316501068,2,0
201316501074,1,0
201316501074,2,0
201316501093,1,0
201316501120,1,0
201316501125,1,0
201316501141,1,0
201316501141,2,0
201316501180,1,0
201316501181,1,0
201316501181,2,0
201316501185,1,0
201316501185,2,0
201316501197,1,0
201316501202,1,0
201316501240,1,0
201316501240,2,0
201316501247,2,0
201316501273,1,15
201316501273,2,15
201316501286,1,0
201316501286,2,0
201316501298,1,0
201316501298,2,0
201316501314,2,15
201316501335,1,0
201316501335,2,0
201316501343,1,0
201316501343,2,0
201316501344,1,0
201316501344,2,0
201316501347,1,0
201316501347,2,0
201316501369,1,0
201316501369,2,0
201316501372,1,0
201316501372,2,0
201316501423,2,0
201316501429,1,0
201316501460,1,0
201316501461,1,0
201316501470,1,0
201316501507,1,93
201316501507,2,0
201316501529,2,0
201316501536,1,13
201316501541,1,0
201316501542,1,12
201316501542,2,0
201316501548,1,0
201316501548,2,0
201316501561,1,0
201316501569,1,0
201316501598,1,9
201316501608,2,0
201316501613,1,0
201316501613,2,0
201316501618,1,0
201316501640,1,0
201316501667,1,0
201316501667,2,0
201316501689,1,0
201316501689,2,0
201316501694,1,0
201316501694,2,0
201316501728,1,0
201316501728,2,0
201316501748,1,0
201316501748,2,0
201316501758,1,1
201316501758,2,0
201316501809,1,0
201316501811,1,0
201316501832,1,0
201316501849,1,0
201316501853,1,0
201316501853,2,0
201316501890,1,0
201316501965,1,0
201316501965,2,0
201316501971,1,0
201316501971,2,0
201316501995,1,0
201316501995,2,0
201316502016,1,0
201316502028,1,0
201316502041,1,0
201316502043,1,0
201316502043,2,0
201316502055,1,0
201316502056,1,0
201316502056,2,0
201316502061,1,0
201316502102,1,0
201316502102,2,0
201316502117,1,0
201316502117,2,0
201316502136,1,0
201316502136,2,0
201316502171,1,0
201316502194,1,0
201316502194,2,0
201316502219,1,0
201316502219,2,0
201316502219,3,0
201316502225,1,0
201316502225,2,0
201316502232,1,0
201316502232,2,0
201316502247,1,0
201316502247,2,0
201316502254,1,0
201316502256,1,0
201316502263,2,0
201316502272,1,0
201316502272,2,0
201316502287,1,0
201316502298,1,0
201316502298,2,0
201316502312,2,0
201316502312,3,0
201316502339,1,0
201316502339,2,0
201316502341,1,0
201316502378,1,0
201316502387,1,0
201316502387,2,0
201316502400,1,0
201316502400,2,0
201316502404,1,0
201316502408,2,0
201316502469,1,0
201316502469,2,0
201316502474,1,1
201316502474,2,0
201316502475,1,0
201316502496,1,0
201316502496,2,0
201316502499,1,0
201316502499,2,0
201316502501,1,0
201316502546,1,0
201316502546,2,0
201316502555,1,0
201316502555,2,0
201316502555,3,0
201316502578,1,0
201316502585,1,0
201316502585,2,0
201316502585,3,0
201316502585,4,0
201316502585,5,0
201316502591,1,0
201316502591,2,0
201316502600,1,0
201316502600,2,0
201316502601,1,0
201316502601,2,0
201316502622,1,92
201316502622,2,0
201316502647,1,1
201316502649,1,0
201316502665,1,0
201316502665,2,0
201316502671,2,0
201316502671,3,0
201316502724,1,0
201316502724,2,0
201316502724,3,0
201316502743,1,0
201316502743,2,0
201316502749,1,0
201316502749,2,0
201316502749,3,0
201316502751,1,0
201316502751,2,0
201316502757,1,0
201316502768,2,0
201316502768,3,0
201316502768,4,0
201316502769,1,0
201316502783,1,0
201316502807,1,0
201316502807,2,0
201316502863,1,12
201316502863,2,0
201316502888,1,0
201316502888,2,0
201316502900,2,0
201316502930,1,0
201316502930,2,0
201316502957,1,0
201316502957,2,0
201316502972,2,0
201316502973,1,0
201316502973,2,0
201316502990,1,0
201316502990,2,0
201316503005,1,0
201316503013,1,0
201316503013,2,0
201316503024,1,0
201316503024,2,0
201316503042,2,0
201316503048,2,0
201316503051,1,0
201316503068,1,0
201316503078,1,0
201316503096,1,0
201316503096,2,0
201316503120,1,15
201316503120,2,0
201316503122,1,0
201316503122,2,0
201316503130,1,0
201316503153,1,0
201316503153,2,0
201316503154,2,0
201316503197,1,0
201316503225,1,0
201316503225,2,0
201316503228,1,0
201316503228,2,0
201316503266,1,0
201316503283,1,0
201316503283,2,0
201316503283,3,0
201316503284,2,0
201316503288,1,0
201316503299,1,0
201316503376,2,0
201316503385,1,0
201316503398,1,0
201316503398,2,0
201316503414,1,0
201316503414,2,0
201316503428,1,0
201316503468,1,0
201316503468,2,0
201316503488,1,0
201316503488,2,0
201316503496,1,4
201316503516,1,0
201316503540,1,0
201316503540,2,0
201316503541,2,0
201316503546,1,0
201316503554,1,0
201316503562,1,0
201316503562,2,92
201316503572,1,0
201316503572,2,0
201316503572,3,0
201316503575,1,0
201316503577,1,15
201316503587,1,0
201316503587,2,0
201316503618,2,0
201316503630,1,0
201316503672,1,0
201316503672,2,0
201316503672,3,0
201316503678,1,0
201316503678,2,0
201316503678,3,0
201316503683,1,0
201316503690,1,0
201316503701,1,0
201316503708,1,0
201316503708,2,0
201316503722,1,0
201316503739,1,0
201316503739,2,0
201316503739,3,0
201316503744,1,0
201316503750,1,0
201316503753,1,0
201316503859,1,0
201316503866,1,0
201316503866,2,0
201316503866,3,0
201316503866,4,0
201316503877,1,10
201316503877,2,0
201316503908,1,0
201316503908,2,0
201316503931,1,0
201316503931,2,0
201316503943,1,97
201316503955,1,0
201316503955,2,0
201316503961,1,0
201316503961,2,0
201316504010,1,0
201316504024,1,0
201316504024,2,0
201316504024,3,0
201316504029,1,12
201316504029,2,0
201316504031,1,12
201316504046,1,0
201316504071,1,0
201316504071,2,0
201316504089,1,1
201316504089,2,0
201316504134,1,0
201316504134,2,0
201316504144,1,0
201316504144,2,0
201316504175,1,0
201316504175,2,0
201316504178,1,0
201316504178,2,0
201316504190,1,0
201316504190,2,0
201316504196,1,0
201316504199,1,0
201316504199,2,0
201316504225,2,0
201316504226,1,0
201316504226,2,0
201316504232,1,0
201316504237,1,0
201316504239,1,0
201316504239,2,0
201316504260,2,0
201316504263,2,0
201316504264,1,0
201316504274,1,98
201316504275,1,6
201316504276,1,0
201316504327,1,0
201316504327,2,0
201316504337,1,0
201316504337,2,0
201316504361,2,0
201316504372,1,10
201316504380,1,0
201316504382,1,0
201316504382,2,0
201316504388,2,0
201316504391,1,0
201316504424,1,0
201316504440,1,0
201316504440,2,0
201316504444,1,0
201316504444,2,0
201316504448,1,1
201316504448,2,0
201316504452,1,0
201316504452,2,0
201316504456,1,0
201316504456,2,0
201316504506,1,0
201316504506,2,0
201316504508,1,0
201316504546,1,0
201316504546,2,0
201316504557,1,0
201316504557,2,0
201316504562,1,0
201316504562,2,0
201316504566,1,0
201316504566,2,0
201316504572,1,0
201316504572,2,0
201316504586,1,0
201316504586,2,0
201316504588,1,0
201316504588,2,0
201316504589,1,0
201316504633,1,0
201316504633,2,0
201316504658,1,0
201316504658,2,0
201316504659,2,0
201316504696,1,0
201316504696,2,0
201316504705,3,0
201316504709,1,0
201316504709,2,0
201316504719,1,0
201316504722,1,0
201316504722,2,0
201316504726,1,0
201316504726,2,0
201316504767,1,0
201316504767,2,0
201316504768,1,0
201316504812,2,0
201316504816,1,0
201316504816,2,0
201316504826,2,0
201316504832,1,0
201316504838,1,0
201316504838,2,0
201316504873,1,0
201316504894,1,0
201316504896,1,1
201316504896,2,0
201316504897,1,0
201316504897,2,0
201316504901,2,0
201316504921,1,0
201316504933,2,0
201316504941,1,0
201316504941,2,0
201316504961,1,0
201316504961,2,0
201316504986,1,0
201316504987,1,0
201316504987,2,0
201316504987,3,0
201316505009,1,0
201316505009,2,0
201316505046,1,17
201316505046,2,0
201316505046,3,0
201316505058,1,0
201316505084,1,0
201316505084,2,0
201316505095,1,0
201316505100,1,1
201316505100,2,0
201316505116,2,0
201316505121,1,0
201316505121,2,0
201316505130,2,0
201316505145,1,0
201316505169,1,0
201316505169,2,0
201316505188,1,0
201316505188,2,0
201316505202,1,0
201316505202,2,0
201316505214,1,0
201316505214,2,0
201316505236,1,0
201316505257,2,0
201316505263,1,0
201316505263,2,0
201316505275,1,0
201316505289,1,0
201316505289,2,0
201316505292,1,0
201316505303,1,0
201316505303,2,0
201316505303,3,0
201316505313,1,0
201316505316,1,12
201316505353,1,0
201316505353,2,0
201316505391,1,0
201316505397,1,0
201316505397,2,0
201316505405,2,0
201316505444,1,0
201316505444,2,0
201316505470,1,9
201316505470,2,0
201316505486,1,0
201316505486,2,0
201316505488,1,0
201316505488,2,0
201316505495,1,0
201316505495,2,0
201316505500,1,0
201316505500,2,0
201316505501,1,0
201316505501,2,12
201316505503,1,0
201316505503,2,0
201316505526,1,17
201316505528,1,0
201316505528,2,0
201316505535,1,0
201316505535,2,1
201316505539,1,0
201316505575,1,0
201316505575,2,0
201316505577,1,10
201316505591,1,0
201316505593,1,0
201316505593,2,0
201316505601,1,0
201316505648,1,0
201316505648,2,0
201316505695,1,0
201316505706,1,10
201316505706,2,0
201316505718,1,1
201316505718,2,0
201316505732,1,0
201316505762,1,0
201316505762,2,0
201316505789,1,0
201316505789,2,0
201316505814,1,0
201316505825,1,0
201316505825,2,0
201316505842,1,0
201316505842,2,0
201316505857,1,0
201316505857,2,0
201316505862,1,0
201316505862,2,0
201316505862,3,0
201316505880,1,0
201316505896,1,0
201316505896,2,0
201316505904,1,10
201316505906,1,0
201316505924,1,0
201316505924,2,0
201316505928,1,0
201316505928,2,0
201316505938,1,0
201316505941,1,0
201316505941,2,0
201316505962,1,0
201316505962,2,0
201316505990,1,0
201316505990,2,0
201316505993,1,0
201316505993,2,0
201316506008,1,0
201316506008,2,0
201316506020,2,0
201316506045,1,0
201316506045,2,0
201316506056,1,0
201316506056,2,0
201316506056,3,0
201316506056,4,0
201316506072,1,0
201316506072,2,0
201316506075,1,0
201316506075,2,0
201316506114,1,15
201316506130,1,0
201316506130,2,0
201316506141,1,0
201316506141,2,0
201316506153,1,0
201316506157,1,0
201316506157,2,0
201316506168,2,0
201316506168,3,0
201316506168,4,0
201316506195,1,0
201316506218,1,0
201316506225,1,10
201316506225,1,15
201316506230,1,0
201316506251,1,0
201316506251,2,0
201316506285,2,0
201316506322,1,0
201316506322,2,0
201316506322,3,0
201316506330,1,0
201316506330,2,0
201316506346,1,0
201316506346,2,0
201316506431,1,0
201316506431,2,0
201316506431,3,0
201316506443,1,0
201316506443,2,0
201316506458,1,0
201316506459,1,0
201316506459,2,0
201316506460,1,0
201316506460,2,0
201316506465,1,0
201316506470,1,6
201316506474,1,0
201316506514,1,0
201316506514,2,0
201316506515,1,0
201316506515,2,0
201316506516,1,0
201316506519,1,0
201316506519,2,0
201316506555,1,0
201316506555,2,0
201316506555,3,0
201316506555,4,0
201316506561,1,0
201316506561,2,0
201316506570,1,0
201316506570,2,0
201316506570,3,0
201316506572,1,0
201316506607,2,0
201316506620,1,0
201316506620,2,0
201316506626,1,1
201316506626,2,0
201316506638,1,0
201316506638,2,0
201316506638,3,0
201316506640,1,0
201316506640,2,0
201316506646,1,0
201316506648,1,0
201316506648,2,0
201316506661,1,0
201316506661,2,0
201316506674,2,0
201316506674,3,0
201316506693,1,0
201316506693,2,0
201316506710,1,0
201316506710,2,0
201316506710,3,0
201316506710,4,0
201316506742,1,0
201316506749,1,0
201316506749,2,0
201316506770,1,0
201316506770,2,0
201316506781,1,0
201316506781,2,0
201316506790,1,0
201316506790,2,0
201316506791,1,0
201316506791,2,0
201316506796,1,0
201316506843,1,0
201316506843,2,0
201316506846,1,0
201316506847,1,0
201316506867,2,0
201316506877,1,0
201316506905,1,0
201316506926,1,0
201316506950,1,0
201316506955,1,0
201316506992,1,0
201316506992,2,0
201316507007,1,3
201316507045,1,0
201316507045,2,0
201316507051,1,0
201316507051,2,0
201316507060,1,0
201316507060,2,0
201316507085,1,0
201316507086,1,0
201316507086,2,12
201316507087,1,0
201316507087,2,0
201316507092,1,0
201316507092,2,0
201316507121,1,0
201316507128,1,0
201316507128,2,0
201316507131,1,0
201316507134,1,0
201316507135,1,0
201316507135,2,0
201316507139,1,0
201316507139,2,17
201316507171,1,0
201316507171,2,0
201316507195,2,0
201316507196,1,0
201316507203,1,0
201316507203,2,0
201316507224,1,0
201316507238,1,0
201316507251,1,0
201316507251,2,0
201316507269,1,0
201316507269,2,0
201316507271,1,0
201316507271,2,98
201316507283,1,0
201316507334,1,0
201316507348,1,0
201316507348,2,0
201316507356,1,0
201316507356,2,0
201316507365,1,0
201316507400,1,0
201316507400,2,0
201316507467,1,0
201316507469,1,0
201316507470,1,12
201316507470,2,0
201316507487,1,0
201316507487,2,0
201316507496,1,0
201316507509,1,0
201316507509,2,0
201316507519,1,92
201316507529,2,0
201316507548,1,0
201316507548,2,0
201316507573,1,0
201316507585,1,0
201316507585,2,0
201316507587,1,0
201316507587,2,0
201316507590,1,0
201316507590,2,0
201316507646,1,0
201316507646,2,0
201316507650,1,0
201316507650,2,0
201316507656,1,0
201316507678,1,0
201316507678,2,0
201316507706,1,0
201316507706,2,0
201316507708,1,0
201316507708,2,0
201316507726,1,0
201316507726,2,0
201316507737,2,0
201316507793,1,0
201316507793,2,0
201316507802,2,0
201316507804,1,0
201316507814,1,0
201316507814,2,0
201316507826,1,1
201316507830,1,15
201316507830,2,15
201316507833,1,0
201316507833,2,0
201316507837,1,12
201316507837,2,0
201316507853,1,98
201316507853,2,0
201316507858,1,0
201316507881,1,0
201316507882,1,10
201316507889,1,0
201316507890,1,0
201316507890,2,0
201316507908,1,0
201316507908,2,0
201316507913,1,0
201316507923,1,0
201316507967,1,0
201316507977,1,0
201316507977,2,0
201316507993,1,0
201316507993,2,0
201316508022,1,0
201316508022,2,0
201316508052,1,98
201316508052,2,0
201316508079,1,0
201316508079,2,0
201316508088,1,3
201316508089,1,0
201316508089,2,0
201316508135,1,0
201316508135,2,0
201316508140,1,0
201316508144,1,0
201316508144,2,0
201316508169,1,0
201316508169,2,0
201316508178,1,0
201316508181,1,0
201316508225,1,0
201316508225,2,0
201316508225,3,0
201316508225,4,0
201316508255,1,0
201316508255,2,0
201316508260,1,0
201316508260,2,0
201316508279,1,0
201316508328,1,0
201316508328,2,0
201316508356,2,0
201316508367,1,12
201316508367,2,0
201316508383,1,0
201316508394,2,0
201316508397,1,0
201316508397,2,0
201316508406,1,0
201316508406,2,0
201316508427,1,9
201316508457,1,0
201316508457,2,0
201316508458,1,0
201316508458,2,0
201316508506,1,0
201316508506,2,0
201316508506,3,0
201316508532,1,0
201316508588,2,0
201316595594,1,0
201316595594,2,0
201316595622,1,0
201316595622,2,0
201316595637,1,0
201316595643,1,14
201316595643,2,0
201316595643,3,0
201316595688,1,0
201316595704,1,0
201316595704,2,0
201316595789,1,0
201316595831,1,0
201316595831,2,0
201316595867,1,0
201316595867,2,0
201316595875,1,0
201316595875,2,1
201316595880,2,0
201316595900,1,0
201316595900,2,0
201316595903,1,0
201316595903,2,0
201316595913,1,0
201316595967,1,0
201316595968,1,0
201316595968,2,0
201316596010,1,0
201316596010,2,0
201316596015,1,0
201316596030,1,0
201316596048,1,0
201316596048,2,0
201316596075,1,0
201316596084,1,0
201316596084,2,0
201316596105,1,0
201316596110,1,0
201316596110,2,0
201316596110,3,0
201316596119,1,0
201316596119,2,0
201316596119,3,0
201316596141,1,0
201316596141,2,0
201316596146,1,0
201316596146,2,0
201316596158,1,0
201316596220,1,0
201316596247,1,0
201316596247,2,0
201316596256,1,0
201316596256,2,0
201316596259,1,0
201316596267,1,0
201316596267,2,0
201316596267,3,0
201316596267,4,0
201316596279,1,0
201316596310,1,0
201316596310,2,0
201316596319,1,3
201316596324,1,0
201316596324,2,0
201316596368,1,1
201316596386,1,0
201316596386,2,16
201316596398,1,0
201316596398,2,0
201316596402,1,0
201316596402,2,0
201316596435,1,0
201316596435,2,0
201316596459,1,0
201316596459,2,0
201316596462,1,17
201316596462,2,0
201316596462,3,0
201316596505,1,0
201316596505,2,0
201316596507,1,0
201316596507,2,0
201316596508,1,0
201316596508,2,0
201316596536,1,0
201316596536,2,0
201316596541,1,0
201316596541,2,0
201316596579,1,0
201316596579,2,0
201316596589,1,0
201316596589,2,0
201316596594,1,0
201316596607,1,0
201316596607,2,0
201316596629,1,0
201316596662,1,0
201316596662,2,0
201316596668,1,0
201316596685,1,0
201316596687,2,0
201316596687,3,0
201316596697,1,0
201316596697,2,0
201316596702,1,0
201316596710,1,0
201316596710,2,0
201316596728,1,0
201316596729,2,0
201316596785,1,0
201316596785,2,0
201316596785,3,0
201316596806,1,0
201316596806,2,0
201316596811,1,0
201316596811,2,0
201316596848,1,0
201316596848,2,0
201316596861,1,0
201316596861,2,0
201316596863,1,0
201316596863,2,0
201316596876,1,0
201316596876,2,0
201316596876,3,0
201316596921,1,0
201316596921,2,0
201316596923,1,0
201316596923,2,0
201316596935,1,0
201316596935,2,0
201316596943,1,0
201316596949,1,0
201316596984,1,0
201316596984,2,0
201316596988,1,0
201316596989,1,0
201316597003,1,0
201316597017,2,0
201316597018,2,0
201316597031,1,0
201316597053,1,0
201316597063,1,0
201316597063,2,0
201316597074,1,0
201316597074,2,0
201316597101,1,0
201316597101,2,0
201316597104,1,0
201316597104,2,0
201316597133,1,0
201316597146,1,0
201316597151,1,0
201316597151,2,0
201316597157,1,0
201316597157,2,0
201316597200,1,0
201316597200,2,0
201316597201,1,0
201316597201,2,0
201316597201,3,0
201316597204,1,0
201316597204,2,0
201316597212,2,0
201316597242,1,0
201316597243,1,7
201316597243,2,0
201316597243,3,0
201316597278,1,0
201316597291,1,0
201316597301,1,0
201316597301,2,0
201316597302,1,0
201316597302,2,0
201316597323,1,0
201316597323,2,0
201316597351,1,0
201316597351,2,0
201316597352,1,0
201316597388,1,0
201316597388,2,0
201316597409,1,0
201316597409,2,0
201316597415,1,0
