CASENUM,VEH_NO,MDRDSTRD
201327223934,1,0
201327223934,2,0
201327223946,1,0
201327223946,2,0
201327223961,1,12
201327223961,2,0
201327223962,1,0
201327223962,2,17
201327223976,1,0
201327223976,2,0
201327223983,1,0
201327223984,1,0
201327223984,2,17
201327224003,1,0
201327224003,2,0
201327224003,3,0
201327224008,1,0
201327224008,2,0
201327224012,1,16
201327224013,1,0
201327224022,2,17
201327224031,1,17
201327224031,2,17
201327224058,1,0
201327224058,2,0
201327224066,1,0
201327224066,2,0
201327224069,1,17
201327224069,2,0
201327224070,1,0
201327224070,2,0
201327224074,1,0
201327224074,2,0
201327224074,3,0
201327224077,1,3
201327224080,1,0
201327224083,1,0
201327224083,2,0
201327224085,1,0
201327224085,2,0
201327224087,1,17
201327224087,2,0
201327224090,1,0
201327224090,2,17
201327224091,2,98
201327224132,1,0
201327224135,1,0
201327224135,2,0
201327224138,2,0
201327224141,1,0
201327224141,2,0
201327224149,1,0
201327224149,2,17
201327224178,1,0
201327224178,2,17
201327224195,1,1
201327224195,2,0
201327224212,1,17
201327224222,1,1
201327224222,2,0
201327224224,1,0
201327224225,1,0
201327224225,2,0
201327224266,1,0
201327224289,1,5
201327224321,1,0
201327224321,2,17
201327224327,1,0
201327224327,2,0
201327224334,1,0
201327224340,1,17
201327224355,1,0
201327224355,2,0
201327224378,1,0
201327224378,2,0
201327224394,1,0
201327224398,1,0
201327224398,2,17
201327224412,1,0
201327224412,2,0
201327224420,1,0
201327224420,2,0
201327224429,1,0
201327224429,2,0
201327224438,2,0
201327224456,1,0
201327224457,1,1
201327224472,1,0
201327224472,2,0
201327224479,1,0
201327224479,2,0
201327224502,1,0
201327224502,2,17
201327224509,1,0
201327224556,2,17
201327224592,1,0
201327224592,2,0
201327224606,1,0
201327224655,1,0
201327224663,1,17
201327224663,2,0
201327224667,1,0
201327224669,1,17
201327224671,1,0
201327224671,2,0
201327224672,1,0
201327224672,2,0
201327224689,1,0
201327224689,2,0
201327224721,1,0
201327224721,2,0
201327224728,1,0
201327224728,2,0
201327224730,1,0
201327224732,1,17
201327224732,2,0
201327224790,1,0
201327224790,2,0
201327224801,1,0
201327224801,2,0
201327224801,3,96
201327224807,1,0
201327224807,2,0
201327224823,1,0
201327224823,2,0
201327224835,1,0
201327224835,2,0
201327224841,1,0
201327224889,1,0
201327224889,2,0
201327224895,2,17
201327224910,1,0
201327224910,2,0
201327224923,1,0
201327224923,2,0
201327224948,1,0
201327224948,2,0
201327224950,1,0
201327224963,1,0
201327224963,2,0
201327224977,1,0
201327224979,1,0
201327224979,2,17
201327225026,1,0
201327225041,1,98
201327225044,1,17
201327225044,2,17
201327225073,1,0
201327225075,1,0
201327225075,2,0
201327225082,1,0
201327225082,2,0
201327225162,1,0
201327225162,2,0
201327225165,1,0
201327225165,2,0
201327225176,1,0
201327225176,2,0
201327225176,3,0
201327225176,4,0
201327225182,1,0
201327225182,2,0
201327225228,2,0
201327225237,1,0
201327225237,2,0
201327225246,2,0
201327225265,1,0
201327225265,2,0
201327225277,1,17
201327225277,2,17
201327225284,1,0
201327225284,2,0
201327225292,1,0
201327225292,2,0
201327225301,2,17
201327225314,1,0
201327225314,2,0
201327225330,1,0
201327225330,2,0
201327225346,1,0
201327225346,2,0
201327225370,1,0
201327225370,2,0
201327225384,2,0
201327225400,1,3
201327225417,1,0
201327225417,2,0
201327225424,1,17
201327225424,2,0
201327225431,1,0
201327225440,2,0
201327225471,1,0
201327225471,2,0
201327225477,1,0
201327225484,1,0
201327225484,2,0
201327225493,1,0
201327225493,2,0
201327225496,1,17
201327225496,2,17
201327225507,1,0
201327225507,2,0
201327225534,2,0
201327225536,1,0
201327225536,2,0
201327225542,1,0
201327225542,2,0
201327225544,1,0
201327225544,2,0
201327225547,1,17
201327225547,2,1
201327225549,1,0
201327225549,2,17
201327225551,1,0
201327225551,2,17
201327225554,2,0
201327225557,1,0
201327225560,1,0
201327225568,1,0
201327225568,2,0
201327225568,3,0
201327225590,1,0
201327225590,2,0
201327225606,1,17
201327225608,1,0
201327225608,2,0
201327225623,1,0
201327225624,2,17
201327225648,1,0
201327225648,2,0
201327225653,1,0
201327225653,2,17
201327225678,2,17
201327225694,1,0
201327225694,2,0
201327225706,1,0
201327225721,1,0
201327225721,2,0
201327225734,1,17
201327225740,1,0
201327225740,2,0
201327225749,1,0
201327225749,2,0
201327225763,1,0
201327225763,2,0
201327225765,1,0
201327225765,2,0
201327225765,3,0
201327225768,1,0
201327225768,2,0
201327225806,1,0
201327225806,2,0
201327225815,1,17
201327225815,2,17
201327225818,1,0
201327225818,2,17
201327225819,1,0
201327225821,1,0
201327225821,2,0
201327225824,1,0
201327225824,2,0
201327225840,1,0
201327225842,1,0
201327225842,2,17
201327225860,1,0
201327225860,2,0
201327225864,1,0
201327225864,2,0
201327225875,1,0
201327225875,2,0
201327225878,1,0
201327225878,2,17
201327225885,1,0
201327225887,1,0
201327225887,2,0
201327225890,1,0
201327225890,2,0
201327225893,2,0
201327225957,1,17
201327225961,1,17
201327225961,2,0
201327225985,1,0
201327225985,2,0
201327226000,1,0
201327226000,2,0
201327226011,1,96
201327226011,2,0
201327226032,1,0
201327226076,1,0
201327226076,2,0
201327226083,1,96
201327226106,1,17
201327226106,2,0
201327226143,1,17
201327226143,2,0
201327226144,1,0
201327226144,2,17
201327226145,1,0
201327226145,2,0
201327226149,1,0
201327226149,2,0
201327226151,1,0
201327226153,1,0
201327226153,2,15
201327226156,1,0
201327226156,2,0
201327226159,1,0
201327226159,2,17
201327226164,1,0
201327226164,2,0
201327226165,1,0
201327226165,2,1
201327226189,1,0
201327226189,2,0
201327226196,1,0
201327226196,2,17
201327226212,1,0
201327226212,2,0
201327226224,1,17
201327226228,1,0
201327226239,1,0
201327226239,2,0
201327226254,1,0
201327226254,2,0
201327226293,1,0
201327226293,2,17
201327226311,1,17
201327226320,1,0
201327226320,2,0
201327226352,1,0
201327226383,1,17
201327226394,1,0
201327226394,2,0
201327226408,1,0
201327226408,2,17
201327226421,1,0
201327226421,2,0
201327226441,1,0
201327226441,2,0
201327226454,1,0
201327226462,1,0
201327226462,2,0
201327226494,1,0
201327226512,1,0
201327226512,2,1
201327226516,1,0
201327226516,2,17
201327226536,1,17
201327226536,2,0
201327226555,1,0
201327226555,2,0
201327226587,1,0
201327226598,1,0
201327226611,1,0
201327226611,2,17
201327226625,1,0
201327226625,2,17
201327226625,3,17
201327226629,1,0
201327226647,2,0
201327226651,1,17
201327226651,2,0
201327226671,1,0
201327226671,2,17
201327226679,1,0
201327226679,2,0
201327226689,1,0
201327226689,2,0
201327226691,1,0
201327226691,2,0
201327226694,1,0
201327226720,2,0
201327226723,1,0
201327226723,2,0
201327226726,2,17
201327226750,1,17
201327226750,2,0
201327226760,1,0
201327226760,2,0
201327226766,1,17
201327226791,1,0
201327226804,1,0
201327226804,2,17
201327226806,1,0
201327226806,2,0
201327226831,2,0
201327226849,1,0
201327226849,2,13
201327226860,1,0
201327226860,2,0
201327226868,1,0
201327226895,1,0
201327226895,2,0
201327226897,1,17
201327226897,2,0
201327226902,1,0
201327226902,2,0
201327226908,1,0
201327226908,2,0
201327226931,1,0
201327226931,2,0
201327226931,3,0
201327226932,1,17
201327226934,1,17
201327226934,2,17
201327226940,1,0
201327226940,2,17
201327226973,1,0
201327226974,1,0
201327226974,2,0
201327227008,1,0
201327227008,2,0
201327227017,1,0
201327227023,1,0
201327227023,2,1
201327227046,1,0
201327227046,2,0
201327227061,1,0
201327227068,1,0
201327227068,2,0
201327227081,1,17
201327227090,1,0
201327227090,2,0
201327227101,1,0
201327227101,2,0
201327227118,1,0
201327227118,2,0
201327227124,1,0
201327227124,2,17
201327227148,1,0
201327227148,2,0
201327227171,1,17
201327227182,1,0
201327227191,1,0
201327227197,1,0
201327227197,2,0
201327227236,1,0
201327227238,1,0
201327227238,2,0
201327227260,1,96
201327227260,2,16
201327227272,2,0
201327227277,1,0
201327227277,2,0
201327227277,3,0
201327227285,1,0
201327227292,1,0
201327227292,2,0
201327227331,1,0
201327227331,2,0
201327227336,1,0
201327227341,1,0
201327227341,2,0
201327227350,1,0
201327227352,1,0
201327227381,1,0
201327227389,1,0
201327227389,2,0
201327227399,1,0
201327227399,2,17
201327227413,1,96
201327227427,1,0
201327227438,1,0
201327227438,2,0
201327227445,1,0
201327227448,1,0
201327227448,2,0
201327227463,1,0
201327227463,2,0
201327227466,1,0
201327227466,2,17
201327227489,1,0
201327227489,2,0
201327227489,3,0
201327227518,1,0
201327227521,1,0
201327227521,2,0
201327227533,1,0
201327227535,2,17
201327227545,1,0
201327227545,2,0
201327227546,1,0
201327227546,2,0
201327227562,1,0
201327227566,1,0
201327227585,1,0
201327227585,2,0
201327227597,2,0
201327227598,1,0
201327227598,2,0
201327227610,1,17
201327227622,1,17
201327227622,2,17
201327227631,1,0
201327227641,1,0
201327227641,2,0
201327227712,1,0
201327227722,1,0
201327227772,1,0
201327227772,2,0
201327227774,1,96
201327227783,1,0
201327227783,2,0
201327227793,1,17
201327227793,2,17
201327227800,1,0
201327227805,1,0
201327227808,1,0
201327227808,2,0
201327227814,1,17
201327227814,2,17
201327227820,1,0
201327227833,1,0
201327227833,2,17
201327227856,1,0
201327227856,2,0
201327227866,1,0
201327227866,2,0
201327227885,1,0
201327227890,1,0
201327227890,2,0
201327227898,1,0
201327227898,2,17
201327227899,1,0
201327227899,2,0
201327227905,1,0
201327227905,2,0
201327227925,1,0
201327227925,2,0
201327227946,1,17
201327227946,2,0
201327227960,1,0
201327227960,2,0
201327227972,1,0
201327227972,2,0
201327227976,1,0
201327227977,1,0
201327228012,1,0
201327228014,1,0
201327228053,1,0
201327228053,2,0
201327228063,1,6
201327228063,2,0
201327228103,1,17
201327228103,2,17
201327228144,1,0
201327228169,1,0
201327228169,2,17
201327228178,1,0
201327228178,2,0
201327228178,3,0
201327228182,1,0
201327228182,2,0
201327228192,1,0
201327228201,1,0
201327228201,2,0
201327228212,1,0
201327228212,2,0
201327228246,1,0
201327228246,2,17
201327228248,1,96
201327228248,2,96
201327228256,2,0
201327228257,1,0
201327228271,1,0
201327228271,2,0
201327228282,1,0
201327228282,2,17
201327228297,1,0
201327228297,2,0
201327228314,1,0
201327228314,2,0
201327228326,1,17
201327228344,1,0
201327228350,1,0
201327228350,2,0
201327228363,1,0
201327228363,2,0
201327228454,2,0
201327228463,1,0
201327228463,2,0
201327228472,1,0
201327228472,2,0
201327228475,1,17
201327228501,1,0
201327228509,1,0
201327228534,1,0
201327228534,2,0
201327228549,1,0
201327228549,2,0
201327228570,1,1
201327228581,1,0
201327228581,2,0
201327228591,1,0
201327228591,2,0
201327228594,1,3
201327228597,1,0
201327228597,2,0
201327228600,1,17
201327228600,2,0
201327228601,1,96
201327228601,2,0
201327228604,1,0
201327228645,1,0
201327228645,2,0
201327228658,1,0
201327228664,1,0
201327228666,1,0
201327228690,2,0
201327228693,1,0
201327228693,2,0
201327228702,1,0
201327228702,2,0
201327228708,1,17
201327228708,2,0
201327228714,1,0
201327228726,1,0
201327228726,2,0
201327228731,1,0
201327228754,1,0
201327228768,1,17
201327228768,2,0
201327228771,1,0
201327228771,2,0
201327228783,1,0
201327228783,2,17
201327228801,1,0
201327228801,2,0
201327228814,1,0
201327228814,2,0
201327228820,2,0
201327228851,1,0
201327228851,2,0
201327228851,3,0
201327228883,1,0
201327228883,2,0
201327228884,1,0
201327228884,2,17
201327228899,1,0
201327228919,1,0
201327228921,1,0
201327228957,1,0
201327228957,2,0
201327228958,1,0
201327228961,1,16
201327228961,2,0
201327228964,1,0
201327228970,1,17
201327228970,2,17
201327229004,1,0
201327229022,1,0
201327229022,2,0
201327229041,1,0
201327229045,1,5
201327229045,2,0
201327229055,1,0
201327229055,2,0
201327229066,1,17
201327229066,2,17
201327229069,1,0
201327229069,2,0
201327229079,1,17
201327229079,2,0
201327229084,1,0
201327229084,2,0
201327229088,1,17
201327229089,1,17
201327229141,1,17
201327229155,1,0
201327229165,1,0
201327229165,2,0
201327229172,1,0
201327229175,1,17
201327229176,1,0
201327229176,2,0
201327229189,1,0
201327229202,1,0
201327229202,2,0
201327229205,1,0
201327229224,1,0
201327229224,2,17
201327229238,1,0
201327229241,1,0
201327229248,1,0
201327229250,1,17
201327229250,2,16
201327229285,1,0
201327229285,2,0
201327229285,3,0
201327229297,1,0
201327229297,2,0
201327229303,1,0
201327229303,2,0
201327229361,1,0
201327229361,2,0
201327229374,1,0
201327229374,2,0
201327229383,1,0
201327229386,1,17
201327229386,2,0
201327229395,1,0
201327229395,2,0
201327229401,1,0
201327229430,1,0
201327229430,2,0
201327229435,1,0
201327229435,2,17
201327229461,1,0
201327229461,2,0
201327229494,1,0
201327229494,2,0
201327229496,1,0
201327229496,2,0
201327229555,1,0
201327229555,2,0
201327229564,1,0
201327229564,2,0
201327229584,1,0
201327229584,2,0
201327229586,1,17
201327229588,1,0
201327229588,2,0
201327229594,1,0
201327229594,2,0
201327229597,1,98
201327229597,2,0
201327229600,2,17
201327229603,1,0
201327229603,2,0
201327229606,1,17
201327229606,2,17
201327229609,1,0
201327229609,2,0
201327229625,1,0
201327229625,2,17
201327229649,1,17
201327229649,2,0
201327229663,1,0
201327229684,1,0
201327229706,2,0
201327229716,1,17
201327229744,1,0
201327229744,2,0
201327229745,1,0
201327229745,2,0
201327229749,1,1
201327229763,1,0
201327229801,1,0
201327229801,2,0
201327229801,3,0
201327229824,2,0
201327229835,1,3
201327229835,2,17
201327229839,1,0
201327229862,1,0
201327229862,2,17
201327229874,2,17
201327229889,1,0
201327229922,1,0
201327229922,2,0
201327229926,1,0
201327229926,2,0
201327229927,2,0
201327229946,1,0
201327229946,2,0
201327229955,1,0
201327229964,1,0
201327229964,2,0
201327229979,1,0
201327229979,2,12
201327229989,1,0
201327229989,2,0
201327229989,3,0
201327229997,1,0
201327229997,2,0
201327229999,1,0
201327230008,1,17
201327230008,2,0
201327230025,1,0
201327230039,1,0
201327230039,2,0
201327230050,1,0
201327230050,2,0
201327230053,1,0
201327230053,2,0
201327230071,1,17
201327230071,2,0
201327230080,1,0
201327230080,2,0
201327230090,1,0
201327230090,2,17
201327230101,1,0
201327230142,1,0
201327230142,2,0
201327230240,1,17
201327230256,1,17
201327230256,2,17
201327230366,1,0
201327230366,2,0
201327230375,1,0
201327230375,2,0
201327230375,3,0
201327230483,1,0
201327230483,2,0
201327230492,1,0
201327230492,2,0
201327230511,1,0
201327230523,1,16
201327230523,2,17
201327230538,1,10
201327230538,2,0
201328002811,1,0
201328002813,1,0
201328002813,2,93
201328002814,1,0
201328002815,1,0
201328002824,1,0
201328002826,1,0
201328002828,1,0
201328002829,1,0
201328002829,2,0
201328002841,1,0
201328002842,1,0
201328002842,2,0
201328002843,1,93
201328002843,2,0
201328002844,1,17
201328002844,2,0
201328002845,1,0
201328002847,1,0
201328002848,1,0
201328002861,1,0
201328002862,1,0
201328002862,2,0
201328002862,3,0
201328002863,1,0
201328002864,1,0
201328002881,1,0
201328002883,1,0
201328002883,2,0
201328002884,1,0
201328002885,1,0
201328002886,1,0
201328002887,1,0
201328002888,1,0
201328002889,1,0
201328002889,2,0
201328002890,1,1
201328002890,2,0
201328002901,1,93
201328002901,2,0
201328002903,2,0
201328002920,1,93
201328002920,2,0
201328002922,1,0
201328002923,1,0
201328002923,2,0
201328002924,1,0
201328002925,1,0
201328002927,1,0
201328002929,1,0
201328002930,1,0
201328002930,2,0
201328002940,1,0
201328002940,2,0
201328002941,1,0
201328002941,2,0
201328002942,1,0
201328002943,1,0
201328002943,2,0
201328002944,1,0
201328002946,1,0
201328002946,2,0
201328002947,1,0
201328002948,1,0
201328002948,2,0
201328002949,1,0
201328002950,1,0
201328002951,1,92
201328002951,2,0
201328002953,1,92
201328002961,1,0
201328002961,2,0
201328002963,1,0
201328002963,2,0
201328002965,1,93
201328002967,1,0
201328002967,2,0
201328002980,1,0
201328002982,1,93
201328002982,2,0
201328002984,1,0
201328002984,2,0
201328002985,1,93
201328002989,1,0
201328002992,1,0
201328002994,1,93
201328002995,1,0
201328002996,1,0
201328002998,1,0
201328002998,2,0
201328002999,1,0
201328003020,1,0
201328003020,2,0
201328003021,1,0
201328003023,1,0
201328003023,2,0
201328003025,1,0
201328003026,1,0
201328003026,2,0
201328003027,1,0
201328003027,2,0
201328003028,1,0
201328003028,2,0
201328003040,1,93
201328003040,2,93
201328003040,3,0
201328003045,1,0
201328003046,1,0
201328003047,1,0
201328003047,2,0
201328003048,1,0
201328003048,2,0
201328003060,1,0
201328003060,2,0
201328003061,1,0
201328003063,1,0
201328003065,1,0
201328003066,1,0
201328003068,1,0
201328003068,2,0
201328003070,1,0
201328003070,2,0
201328003072,1,0
201328003072,2,0
201328003080,1,0
201328003081,1,0
201328003081,2,0
201328003082,1,0
201328003083,1,92
201328003084,1,0
201328003085,1,0
201328003086,1,93
201328003086,2,0
201328003088,1,0
201328003088,2,0
201328003089,1,92
201328003089,2,0
201328003091,1,0
201328003092,1,0
201328003094,1,0
201328003095,1,0
201328003096,1,0
201328003100,1,0
201328003101,1,0
201328003103,2,0
201328003104,1,0
201328003121,1,12
201328003122,1,92
201328003122,2,0
201328003140,1,93
201328003140,2,0
201328003142,1,93
201328003143,1,93
201328003143,2,0
201328003143,3,0
201328003143,4,0
201328003145,1,0
201328003146,1,0
201328003147,1,0
201328003160,1,0
201328003162,1,93
201328003162,2,0
201328003164,1,93
201328003165,1,0
201328003168,1,0
201328003169,1,0
201328003169,2,0
201328003170,1,7
201328003171,1,0
201328003180,1,93
201328003180,2,0
201328003181,1,1
201328003181,2,0
201328003183,1,0
201328003183,2,0
201328003184,1,0
201328003185,1,0
201328003185,2,0
201328003187,2,0
201328003188,1,93
201328003189,1,0
201328003191,1,93
201328003191,2,93
201328003192,1,93
201328003200,1,93
201328003200,2,0
201328003201,1,0
201328003204,1,0
201328003220,1,0
201328003220,3,0
201328003221,1,3
201328003240,1,0
201328003240,2,16
201328003241,1,93
201328003241,2,0
201328003242,1,0
201328003244,1,0
201328003245,1,92
201328003246,1,5
201328003246,2,0
201328003247,1,93
201328003247,2,0
201328003248,1,92
201328003249,1,93
201328003260,1,0
201328003260,2,0
201328003262,1,0
201328003263,1,93
201328003263,2,0
201328003265,1,93
201328003266,1,0
201328003268,1,0
201328003269,1,0
201328003270,1,0
201328003271,1,7
201328003271,2,0
201328003272,1,93
201328003272,2,0
201328003273,1,0
201328003274,1,0
201328003274,2,0
201328003275,1,0
201328003276,2,0
201328003281,1,0
201328003282,1,93
201328003284,1,0
201328003285,2,0
201328003286,1,0
201328003286,2,0
201328003286,3,0
201328003287,1,0
201328003287,2,0
201328003288,1,93
201328003289,1,0
201328003301,1,0
201328003301,2,0
201328003302,1,0
201328003304,1,93
201328003304,2,0
201328003305,1,93
201328003305,2,0
201328003305,3,0
201328003307,1,0
201328003308,1,0
201328003320,1,0
201328003320,2,0
201328003322,1,0
201328003322,2,0
201328003323,1,0
201328003324,1,0
201328003325,1,93
201328003325,2,0
201328003327,1,0
201328003328,1,0
201328003328,2,0
201328003342,1,1
201328003342,2,0
201328003360,1,0
201328003360,2,0
201328003362,1,0
201328003362,2,0
201328003363,1,93
201328003364,1,0
201328003365,1,0
201328003366,1,0
201328003368,1,0
201328003369,1,0
201328003369,2,0
201328003371,1,0
201328003372,1,0
201328003373,1,0
201328003375,1,0
201328003375,2,0
201328003377,1,0
201328003377,2,0
201328003378,1,0
201328003380,1,92
201328003380,2,0
201328003382,1,0
201328003383,1,93
201328003386,1,0
201328003386,2,0
201328003387,1,0
201328003387,2,0
201328003388,1,0
201328003420,1,0
201328003421,1,0
201328003422,1,0
201328003425,1,0
201328003426,1,0
201328003426,2,0
201328003427,1,93
201328003429,1,0
201328003430,1,0
201328003430,2,0
201328003431,1,93
201328003431,2,0
201328003432,1,93
201328003432,2,0
201328003440,1,0
201328003442,1,0
201328003443,1,93
201328003443,2,0
201328003444,1,0
201328003445,1,0
201328003447,1,0
201328003448,1,93
201328003448,2,0
201328003450,1,0
201328003450,2,0
201328003451,1,93
201328003451,2,93
201328003452,1,93
201328003452,2,0
201328003460,1,0
201328003460,2,0
201328003461,1,0
201328003462,1,0
201328003462,2,0
201328003463,1,0
201328003463,2,0
201328003464,1,0
201328003466,1,93
201328003466,2,0
201328003467,1,0
201328003467,2,0
201328003480,1,0
201328003480,2,0
201328003484,1,0
201328003484,2,0
201328003485,1,93
201328003485,2,0
201328003486,1,0
201328003487,1,93
201328003487,2,0
201328003487,3,0
201328003488,1,0
201328003488,2,0
201328003490,1,0
201328003491,1,93
201328003491,2,0
201328003500,1,0
201328003502,1,0
201328003502,2,0
201328003503,1,0
201328003503,2,0
201328003504,1,0
201328003521,1,0
201328003522,1,0
201328003524,1,0
201328003524,2,0
201328003525,1,0
201328003526,1,0
201328003528,1,93
201328003528,2,0
201328003530,1,0
201328003531,1,0
201328003532,1,0
201328003533,1,0
201328003533,2,0
201328003535,1,0
201328003536,1,0
201328003536,2,0
201328003537,1,0
201328003538,1,0
201328003539,1,93
201328003541,1,0
201328003560,1,0
201328003561,1,93
201328003561,2,0
201328003562,1,0
201328003563,1,0
201328003564,1,0
201328003565,1,0
201328003566,1,0
201328003568,2,0
201328003569,2,0
201328003570,1,93
201328003570,2,0
201328003572,2,0
201328003580,1,0
201328003582,1,0
201328003583,1,0
201328003584,1,0
201328003586,1,0
201328003588,1,0
201328003589,1,0
201328003591,1,0
201328003592,1,0
201328003600,1,0
201328003601,1,0
201328003603,1,10
201328003604,1,0
201328003605,1,92
201328003621,2,0
201328003622,1,92
201328003624,1,0
201328003625,1,0
201328003626,1,13
201328003628,1,92
201328003628,2,0
201328003629,1,0
201328003630,1,0
201328003631,1,0
201328003631,2,0
201328003632,1,0
201328003633,1,0
201328003640,1,0
201328003640,2,0
201328003642,1,0
201328003643,1,0
201328003643,2,0
201328003645,1,0
201328003646,1,0
201328003648,1,0
201328003650,1,0
201328003651,2,0
201328003652,1,0
201328003652,2,0
201328003661,1,0
201328003662,1,0
201328003665,1,0
201328003666,1,0
201328003666,2,0
201328003668,1,93
201328003670,1,0
201328003671,1,6
201328003681,1,0
201328003682,1,0
201328003683,1,0
201328003683,2,0
201328003684,1,0
201328003686,1,0
201328003687,1,0
201328003688,1,93
201328003688,2,0
201328003689,1,0
201328003689,2,0
201328003700,2,0
201328003702,1,93
201328003702,2,0
201328003702,3,0
201328003703,1,0
201328003705,1,0
201328003706,1,0
201328003707,1,0
201328003708,1,0
201328003709,1,0
201328003710,1,0
201328003720,1,0
201328003721,1,0
201328003723,1,0
201328003724,1,0
201328003726,1,1
201328003727,1,0
201328003729,1,0
201328003730,1,93
201328003730,2,0
201328003732,1,0
201328003734,1,0
201328003734,2,0
201328003735,1,92
201328003736,1,0
201328003737,1,93
201328003737,2,0
201328003738,1,93
201328003739,1,0
201328003739,2,0
201328003740,1,0
201328003741,1,0
201328003741,2,0
201328003742,1,0
201328003744,1,0
201328003745,1,0
201328003746,1,0
201328003748,1,5
201328003749,1,0
201328003750,1,0
201328003750,2,0
201328003751,1,0
201328003752,1,93
201328003752,2,0
201328003754,1,0
201328003756,1,93
201328003760,1,0
201328003762,1,3
201328003764,1,0
201328003765,1,0
201328003767,1,0
201328003768,1,0
201328003769,1,0
201328003770,1,0
201328003772,1,0
201328003773,1,93
201328003774,1,92
201328003780,1,5
201328003780,2,0
201328003782,1,0
201328003783,1,0
201328003784,1,0
201328003786,1,0
201328003787,1,0
201328003788,1,9
201328003790,1,0
201328003791,1,0
201328003800,1,0
201328003801,1,3
201328003801,2,0
201328003802,1,93
201328003802,2,0
201328003804,1,0
201328003820,1,0
201328003821,1,0
201328003822,1,10
201328003823,1,0
201328003841,1,0
201328003842,1,0
201328003843,1,0
201328003844,1,7
201328003845,1,93
201328003845,2,0
201328003846,1,93
201328003846,2,0
201328109995,1,0
201328109999,1,96
201328110006,1,96
201328110006,2,96
201328110010,1,0
201328110010,2,0
201328110011,1,0
201328110011,2,0
201328110015,1,0
201328110015,2,0
201328110018,1,0
201328110018,2,0
201328110019,1,0
201328110019,2,0
201328110020,1,92
201328110020,2,0
201328110024,1,96
201328110024,2,96
201328110028,1,0
201328110032,1,0
201328110032,2,0
201328110033,1,96
201328110033,2,96
201328110036,1,96
201328110036,2,0
201328110039,1,0
201328110039,2,0
201328110042,1,0
201328110042,2,0
201328110044,1,0
201328110044,2,0
201328110047,1,0
201328110047,2,0
201328110048,1,0
201328110052,1,0
201328110052,2,0
201328110058,1,0
201328110061,1,0
201328110068,1,0
201328110069,1,0
201328110069,2,0
201328110069,3,0
201328110082,1,0
201328110086,1,0
201328110086,2,0
201328110092,1,0
201328110092,2,0
201328110095,1,0
201328110096,2,0
201328110099,1,0
201328110101,1,0
201328110101,2,16
201328110108,1,1
201328110108,2,0
201328110112,1,0
201328110116,1,0
201328110118,1,0
201328110118,2,0
201328110121,1,0
201328110125,1,0
201328110128,1,0
201328110131,1,0
201328110132,1,0
201328110132,2,0
201328110133,1,93
201328110140,1,0
201328110140,2,0
201328110141,1,0
201328110141,2,0
201328110141,3,0
201328110141,4,0
201328110147,1,1
201328110147,2,0
201328110150,1,0
201328110152,1,0
201328110158,1,0
201328110158,2,0
201328110160,1,0
201328110161,1,0
201328110164,1,0
201328110168,1,0
201328110170,1,0
201328110174,1,0
201328110174,2,0
201328110176,1,0
201328110177,1,0
201328110177,2,0
201328110181,1,0
201328110187,1,0
201328110187,2,0
201328110189,1,0
201328110192,1,0
201328110192,2,0
201328110197,1,0
201328110197,2,0
201328110202,2,0
201328110206,1,0
201328110208,1,1
201328110208,2,0
201328110212,1,0
201328110212,2,0
201328110213,1,0
201328110215,1,0
201328110217,1,0
201328110217,2,0
201328110220,1,0
201328110220,2,0
201328110225,1,0
201328110226,1,0
201328110230,1,0
201328110230,2,0
201328110231,1,0
201328110238,1,0
201328110240,1,0
201328110243,1,0
201328110249,1,0
201328110254,1,0
201328110255,1,0
201328110255,2,0
201328110257,1,0
201328110258,1,0
201328110258,2,0
201328110263,1,0
201328110264,1,0
201328110274,1,0
201328110275,1,0
201328110278,1,0
201328110286,1,0
201328110294,1,0
201328110294,2,0
201328110298,1,0
201328110307,1,0
201328110321,1,0
201328110326,1,0
201328110330,1,0
201328110334,1,10
201328110335,1,0
201328110338,1,0
201328110342,1,0
201328110343,1,0
201328110345,1,0
201328110345,2,0
201328110348,1,0
201328110348,2,0
201328110350,1,0
201328110350,2,0
201328110351,1,0
201328110354,1,0
201328110356,1,0
201328110356,2,0
201328110360,1,0
201328110360,2,0
201328110361,1,0
201328110361,2,0
201328110365,1,0
201328110366,1,0
201328110366,2,0
201328110369,1,0
201328110369,2,0
201328110372,1,0
201328110374,1,0
201328110376,1,0
201328110379,1,5
201328110379,2,0
201328110381,1,0
201328110400,1,0
201328110400,2,0
201328110401,1,0
201328110404,1,0
201328110405,1,0
201328110407,1,0
201328110412,1,0
201328110417,1,0
201328110417,2,0
201328110418,1,0
201328110420,1,0
201328110420,2,0
201328110421,1,0
201328110421,2,0
201328110429,1,0
201328110435,1,0
201328110441,1,0
201328110441,2,0
201328110453,1,0
201328110453,2,0
201328110454,1,0
201328110454,2,0
201328110457,1,0
201328110457,2,0
201328110460,1,0
201328110464,1,0
201328110464,2,0
201328110466,1,0
201328110466,2,0
201328110472,2,0
201328110477,1,0
201328110477,2,0
201328110481,1,0
201328110482,1,0
201328110482,2,0
201328110483,1,0
201328110483,2,0
201328110484,1,0
201328110484,2,0
201328110500,1,96
201328110504,1,0
201328110513,1,0
201328110513,2,0
201328110515,1,0
201328110524,1,0
201328110524,2,0
201328110527,1,1
201328110527,2,0
201328110535,1,0
201328110540,1,0
201328110543,1,0
201328110543,2,0
201328110543,3,0
201328110544,1,96
