CASENUM,STRATUM,REGION,PJ,PSU,PSUSTRAT,WEIGHT,VE_TOTAL,MONTH,WKDY_IM,YEAR,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,LAND_USE,PVH_INVL,TYP_INT,REL_ROAD,CF1,CF2,CF3
201310436735,6,1,6,2,3,197.12122,1,1,2,2013,3,15,30,0,0,1,3,2,3,2,2,3,0,1,4,0,0,0
201310436740,4,1,6,2,3,344.96213,2,1,1,2013,16,28,12,1,0,1,5,2,0,0,2,3,0,1,1,0,0,0
201310436747,6,1,6,2,3,197.12122,1,1,6,2013,7,54,53,0,0,1,1,10,0,0,2,3,0,1,4,0,0,0
201310436750,4,1,6,2,3,344.96213,1,1,5,2013,6,30,11,0,0,1,4,1,0,0,2,3,0,1,1,0,0,0
201310436757,5,1,6,2,3,98.56061,1,1,4,2013,6,45,48,0,0,1,4,1,1,1,2,3,0,1,4,0,0,0
201310436759,4,1,6,2,3,344.96213,1,1,3,2013,19,0,11,0,0,1,2,1,0,0,2,3,0,1,1,0,0,0
201310436768,6,1,6,2,3,197.12122,1,1,6,2013,7,45,48,0,0,1,1,10,2,1,2,3,0,1,4,0,0,0
201310436769,5,1,6,2,3,98.56061,1,1,6,2013,18,5,42,0,0,1,2,10,1,1,2,3,0,1,4,0,0,0
201310436774,5,1,10,2,3,89.85326,2,1,6,2013,13,0,12,6,0,4,1,1,1,1,2,1,0,1,1,0,0,0
201310436785,6,1,1,2,3,217.168,1,1,2,2013,11,50,59,0,0,1,1,4,0,0,2,1,0,1,4,0,0,0
201310436795,6,1,1,2,3,217.168,2,1,7,2013,18,35,12,7,0,4,2,1,0,0,1,1,0,1,1,0,0,0
201310436797,5,1,1,2,3,81.438,1,1,7,2013,11,29,42,0,0,1,1,1,1,1,2,1,0,1,4,0,0,0
201310436806,5,1,3,2,3,81.438,2,1,2,2013,3,40,53,0,0,1,2,10,2,2,1,1,1,1,4,0,0,0
201310436819,4,1,4,2,3,323.32025,2,1,6,2013,15,20,12,7,0,2,1,1,0,0,2,8,0,2,1,0,0,0
201310436820,6,1,4,2,3,215.54684,1,1,5,2013,6,40,48,0,0,1,4,10,1,1,2,8,0,1,4,0,0,0
201310436835,6,1,9,2,3,230.09492,1,1,4,2013,8,45,30,0,0,1,1,4,0,0,2,1,0,1,4,0,0,0
201310436836,4,1,9,2,3,345.1424,2,1,3,2013,9,1,12,1,0,1,1,10,0,0,2,1,0,1,1,0,0,0
201310436844,4,1,9,2,3,345.1424,2,1,6,2013,18,5,12,6,0,2,3,2,0,0,2,1,0,,1,0,0,0
201310436851,6,1,9,2,3,230.09492,1,1,2,2013,17,15,11,0,0,1,2,1,0,0,2,1,0,1,1,0,0,0
201310436853,4,1,9,2,3,345.1424,1,1,4,2013,19,20,11,0,0,1,2,1,0,0,2,1,0,1,1,0,0,0
201310436856,1,1,9,2,3,57.52373,1,1,4,2013,6,28,42,0,0,1,2,4,3,1,2,1,0,1,4,0,0,0
201310436858,6,1,10,2,3,179.70651,1,1,6,2013,18,6,38,0,0,1,3,10,0,0,2,1,0,1,4,0,0,0
201310436859,5,1,10,2,3,89.85326,1,1,5,2013,16,7,43,0,0,1,1,1,1,1,2,1,0,1,4,0,0,0
201310436861,6,1,10,2,3,179.70651,2,1,2,2013,20,20,12,6,0,2,3,2,0,0,2,1,0,3,1,0,0,0
201310436864,4,1,1,2,3,352.898,2,2,6,2013,8,6,12,1,0,2,1,1,0,0,2,1,0,2,1,0,0,0
201310436878,4,1,3,2,3,352.898,2,2,7,2013,11,35,12,1,0,4,1,1,0,0,2,1,0,1,1,0,0,0
201310436883,6,1,4,2,3,215.54684,3,2,6,2013,18,32,12,1,0,2,3,1,1,1,2,8,0,3,1,0,0,0
201310436885,5,1,4,2,3,107.77342,2,1,3,2013,16,10,12,1,0,1,1,2,1,2,2,8,0,1,1,0,0,0
201310436890,4,1,4,2,3,323.32025,1,1,2,2013,11,17,24,0,0,1,1,4,0,0,2,8,0,1,4,0,0,0
201310436892,5,1,4,2,3,107.77342,1,1,2,2013,11,27,53,0,0,1,1,4,1,4,2,8,0,1,4,0,0,0
201310436894,1,1,6,2,3,49.280304,2,1,6,2013,17,17,12,2,0,1,5,10,3,3,2,3,0,1,1,0,0,0
201310436895,4,1,6,2,3,344.96213,1,1,4,2013,17,40,8,0,0,1,2,10,1,1,2,3,0,1,1,0,0,0
201310436902,6,1,6,2,3,197.12122,1,1,2,2013,21,25,24,0,0,1,2,4,0,0,2,3,0,1,4,0,0,0
201310436905,4,1,6,2,3,344.96213,1,1,1,2013,2,53,11,0,0,1,2,1,0,0,2,3,0,1,1,0,0,0
201310436907,5,1,6,2,3,98.56061,1,1,7,2013,17,20,11,0,0,1,2,10,1,1,2,3,0,1,1,0,0,0
201310436914,4,1,10,2,3,359.41302,3,2,5,2013,15,10,12,1,0,2,1,1,1,1,2,1,0,3,1,0,0,0
201310436919,6,1,10,2,3,179.70651,1,2,6,2013,21,12,24,0,0,1,2,1,0,0,1,1,0,1,4,0,0,0
201310436920,4,1,10,2,3,359.41302,1,2,7,2013,6,36,11,0,0,1,4,1,0,0,2,1,0,1,1,0,0,0
201310436932,1,1,1,2,3,27.146,2,2,6,2013,8,23,12,2,0,1,1,1,3,7,2,1,0,1,1,0,0,0
201310436945,4,1,4,2,3,323.32025,2,2,5,2013,15,36,12,6,0,2,1,1,0,0,2,8,0,3,1,0,0,0
201310436948,6,1,4,2,3,215.54684,1,2,6,2013,19,26,33,0,0,2,3,4,0,0,2,8,0,3,4,0,0,0
201310436956,6,1,10,2,3,179.70651,1,2,7,2013,19,42,35,0,0,1,2,10,0,0,2,1,0,1,4,0,0,0
201310436957,5,1,10,2,3,89.85326,1,2,3,2013,15,2,24,0,0,1,1,1,2,1,2,1,0,1,4,0,0,0
201310436958,4,1,10,2,3,359.41302,2,2,4,2013,6,50,12,8,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201310436967,6,1,3,2,3,217.168,2,2,5,2013,13,16,12,1,0,5,1,1,0,0,2,1,0,1,1,0,0,0
201310436977,4,1,6,2,3,344.96213,1,1,2,2013,5,30,11,0,0,1,2,10,0,0,2,3,0,1,1,0,0,0
201310436981,6,1,6,2,3,197.12122,1,1,2,2013,16,53,30,0,0,1,5,2,0,0,2,3,0,1,4,0,0,0
201310436986,5,1,6,2,3,98.56061,2,1,4,2013,18,10,12,2,0,2,3,2,1,1,2,3,0,,1,0,0,0
201310436989,6,1,6,2,3,197.12122,1,1,5,2013,23,30,59,0,0,1,3,3,0,0,2,3,0,1,4,0,0,0
201310436995,4,1,6,2,3,344.96213,2,2,1,2013,19,37,12,6,0,4,2,10,0,0,2,3,0,1,1,0,0,0
201310436998,6,1,6,2,3,197.12122,2,2,3,2013,17,35,12,1,0,1,3,4,0,0,2,3,0,1,1,0,0,0
201310437002,3,1,10,2,3,89.85326,1,2,5,2013,18,36,9,0,0,1,2,10,2,1,2,1,0,1,1,0,0,0
201310437004,6,1,10,2,3,179.70651,2,2,6,2013,17,14,12,6,0,4,5,1,0,0,2,1,0,1,1,0,0,0
201310437006,4,1,10,2,3,359.41302,1,2,3,2013,5,54,11,0,0,1,3,10,0,0,2,1,0,1,1,0,0,0
201310437030,4,1,4,2,3,323.32025,2,2,4,2013,7,6,12,6,0,2,1,1,0,0,2,8,0,2,1,0,0,0
201310437037,6,1,4,2,3,215.54684,2,2,3,2013,14,52,12,2,0,1,1,2,0,0,2,8,0,1,1,0,0,0
201310437039,4,1,4,2,3,323.32025,2,2,3,2013,16,57,14,0,0,4,3,2,0,0,2,8,1,1,7,0,0,0
201310437052,4,1,6,2,3,344.96213,2,2,1,2013,13,57,12,7,0,2,1,1,0,0,2,3,0,5,1,0,0,0
201310437061,6,1,6,2,3,197.12122,1,2,6,2013,8,55,34,0,0,4,1,1,0,0,2,3,0,1,4,0,0,0
201310437063,4,1,6,2,3,344.96213,2,2,7,2013,9,15,12,6,0,4,1,10,0,0,2,3,0,1,1,0,0,0
201310437067,6,1,6,2,3,197.12122,1,2,6,2013,14,25,39,0,0,1,1,4,0,0,2,3,0,1,4,27,19,0
201310437068,5,1,6,2,3,98.56061,1,2,6,2013,15,15,24,0,0,1,1,4,1,1,2,3,0,1,4,0,0,0
201310437073,5,1,6,2,3,98.56061,1,2,6,2013,15,40,30,0,0,1,1,4,2,1,2,3,0,1,4,0,0,0
201310437078,6,1,6,2,3,197.12122,2,2,5,2013,6,0,14,0,0,1,3,1,1,1,2,3,1,1,7,0,0,0
201310437081,4,1,6,2,3,344.96213,1,2,4,2013,3,15,11,0,0,1,2,10,0,0,2,3,0,1,1,0,0,0
201310437086,5,1,10,2,3,89.85326,1,2,3,2013,15,42,25,0,0,1,1,10,1,2,2,1,0,1,3,0,0,0
201310437120,6,1,1,2,3,217.168,1,3,5,2013,23,43,59,0,0,1,2,4,0,0,2,1,0,1,4,0,0,0
201310437127,5,1,1,2,3,81.438,2,2,5,2013,12,32,12,6,0,2,1,2,1,1,2,1,0,3,1,0,0,0
201310437132,4,1,1,2,3,352.898,1,2,7,2013,19,35,11,0,0,1,2,2,0,0,2,1,0,1,1,0,0,0
201310437137,6,1,1,2,3,217.168,1,2,1,2013,15,5,48,0,0,2,1,1,0,0,2,1,0,3,4,0,0,0
201310437140,4,1,2,2,3,352.898,2,3,6,2013,18,16,12,6,0,4,3,1,0,0,2,1,0,1,1,0,0,0
201310437143,2,1,2,2,3,54.292,1,2,3,2013,14,57,42,0,0,1,1,2,0,0,2,1,0,1,4,0,0,0
201310437159,6,1,2,2,3,217.168,1,3,1,2013,19,33,1,0,0,1,2,1,0,0,2,1,0,1,4,0,0,0
201310437162,1,1,2,2,3,27.146,1,2,6,2013,21,22,42,0,0,1,2,10,3,1,2,1,0,1,4,0,0,0
201310437166,4,1,3,2,3,352.898,1,2,5,2013,8,50,11,0,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201310437177,6,1,4,2,3,215.54684,2,3,7,2013,17,0,12,9,0,4,1,1,0,0,2,8,0,1,1,0,0,0
201310437179,4,1,4,2,3,323.32025,2,3,7,2013,12,6,14,0,0,4,1,1,0,0,2,8,1,1,7,0,0,0
201310437182,6,1,6,2,3,197.12122,1,2,3,2013,22,0,59,0,0,1,2,1,0,0,2,3,0,1,4,0,0,0
201310437187,5,1,6,2,3,98.56061,2,2,4,2013,8,4,12,2,0,2,1,1,1,1,2,3,0,2,1,0,0,0
201310437193,6,1,6,2,3,197.12122,1,2,3,2013,4,46,52,0,0,1,2,1,0,0,2,3,0,1,4,0,0,0
201310437197,4,1,6,2,3,344.96213,1,2,5,2013,17,20,11,0,0,1,3,1,0,0,2,3,0,1,1,0,0,0
201310437202,6,1,6,2,3,197.12122,1,3,3,2013,17,30,30,0,0,1,1,1,0,0,2,3,0,1,4,0,0,0
201310437203,4,1,10,2,3,359.41302,2,3,2,2013,17,45,12,9,0,4,1,1,0,0,2,1,0,1,1,0,0,0
201310437204,5,1,10,2,3,89.85326,1,3,2,2013,16,10,59,0,0,1,1,1,1,1,2,1,0,1,4,0,0,0
201310437205,6,1,10,2,3,179.70651,2,3,2,2013,19,49,12,6,0,2,3,1,0,0,2,1,0,2,1,0,0,0
201310437207,6,1,10,2,3,179.70651,1,3,5,2013,23,24,42,0,0,1,2,4,0,0,2,1,0,1,4,0,0,0
201310437227,2,1,1,2,3,54.292,2,3,6,2013,14,10,12,1,0,1,1,2,0,0,2,1,0,1,1,0,0,0
201310437241,6,1,4,2,3,215.54684,1,3,6,2013,10,50,59,0,0,1,1,4,0,0,2,8,0,1,4,0,0,0
201310437250,4,1,6,2,3,344.96213,1,3,1,2013,12,30,53,0,0,1,1,1,0,0,2,3,0,1,4,0,0,0
201310437257,3,1,9,2,3,57.52373,1,2,7,2013,19,54,5,0,0,1,2,2,4,1,2,1,0,1,1,0,0,0
201310437261,6,1,9,2,3,230.09492,1,2,5,2013,6,53,24,0,0,1,4,2,0,0,2,1,0,1,4,0,0,0
201310437262,4,1,9,2,3,345.1424,2,2,1,2013,21,45,11,0,0,1,3,1,0,0,2,1,0,1,1,14,0,0
201310437269,6,1,9,2,3,230.09492,1,2,4,2013,6,22,38,0,0,1,1,3,0,0,2,1,0,1,4,0,0,0
201310437273,6,1,9,2,3,230.09492,1,2,7,2013,7,30,24,0,0,1,1,10,0,0,2,1,0,1,4,0,0,0
201310437277,6,1,9,2,3,230.09492,1,2,5,2013,1,27,18,0,0,1,3,1,0,0,1,1,0,1,5,0,0,0
201310437280,4,1,9,2,3,345.1424,1,2,3,2013,19,20,42,0,0,1,3,10,0,0,2,1,0,1,4,0,0,0
201310437283,1,1,9,2,3,57.52373,1,1,6,2013,4,15,30,0,0,1,2,1,3,1,2,1,0,1,4,0,0,0
201310437284,1,1,9,2,3,57.52373,1,2,2,2013,15,8,42,0,0,1,1,1,3,2,2,1,0,1,4,0,0,0
201310437287,6,1,10,2,3,179.70651,2,3,5,2013,17,29,12,6,0,2,1,10,1,1,2,1,0,,1,0,0,0
201310437317,4,1,3,2,3,352.898,2,3,5,2013,16,43,12,6,0,4,1,1,0,0,2,1,0,1,1,0,0,0
201310437327,4,1,4,2,3,323.32025,1,3,6,2013,19,29,11,0,0,1,2,1,0,0,2,8,0,1,1,0,0,0
201310437337,6,1,6,2,3,197.12122,1,3,6,2013,1,30,53,0,0,1,2,1,0,0,2,3,0,1,4,0,0,0
201310437343,4,1,6,2,3,344.96213,2,3,2,2013,13,17,12,6,0,1,1,10,0,0,2,3,0,1,1,0,0,0
201310437344,6,1,6,2,3,197.12122,1,3,2,2013,22,15,42,0,0,2,3,3,0,0,2,3,0,3,4,0,0,0
201310437345,4,1,10,2,3,359.41302,2,3,3,2013,20,46,12,9,0,1,3,4,0,0,2,1,0,1,1,0,0,0
201310437364,4,1,2,2,3,352.898,2,3,4,2013,17,49,14,0,0,1,1,1,1,1,2,1,1,1,7,0,0,0
201310437365,5,1,2,2,3,81.438,1,3,2,2013,16,3,42,0,0,1,1,10,1,2,2,1,0,1,4,0,0,0
201310437371,6,1,4,2,3,215.54684,1,3,2,2013,20,2,42,0,0,1,3,4,0,0,2,8,0,1,4,0,0,0
201310437376,4,1,4,2,3,323.32025,1,3,3,2013,10,6,42,0,0,1,1,3,0,0,2,8,0,1,4,0,0,0
201310437380,6,1,4,2,3,215.54684,2,3,6,2013,14,42,12,6,0,4,1,1,0,0,2,8,0,1,1,0,0,0
201310437393,6,1,6,2,3,197.12122,1,3,3,2013,9,12,18,0,0,1,1,4,0,0,2,3,0,1,1,0,0,0
201310437394,5,1,6,2,3,98.56061,2,3,3,2013,10,49,12,9,0,1,1,4,1,2,2,3,0,1,1,0,0,0
201310437406,5,1,1,2,3,81.438,2,3,3,2013,19,30,12,6,0,4,2,1,1,3,2,1,0,1,1,0,0,0
201310437408,6,1,3,2,3,217.168,2,3,7,2013,10,37,12,1,0,5,1,1,0,0,2,1,0,1,1,0,0,0
201310437415,5,1,4,2,3,107.77342,1,3,2,2013,17,37,52,0,0,1,1,10,1,1,2,8,0,1,3,0,0,0
201310437419,4,1,4,2,3,323.32025,1,3,6,2013,10,16,30,0,0,4,1,1,0,0,2,8,0,1,4,0,0,0
201310437428,1,1,6,2,3,49.280304,4,3,6,2013,12,30,12,1,0,1,1,10,3,5,2,3,0,1,1,0,0,0
201310437430,4,1,6,2,3,344.96213,1,3,3,2013,6,43,11,0,0,1,1,10,0,0,2,3,0,1,1,0,0,0
201310437431,6,1,6,2,3,197.12122,1,3,3,2013,21,21,18,0,0,1,2,1,0,0,2,3,0,1,1,0,0,0
201310437438,4,1,6,2,3,344.96213,1,3,7,2013,4,11,11,0,0,1,2,10,0,0,2,3,0,1,1,0,0,0
201310437442,5,1,6,2,3,98.56061,2,4,4,2013,8,50,12,1,0,1,1,1,3,2,2,3,0,1,1,0,0,0
201310437447,1,1,6,2,3,49.280304,1,3,5,2013,23,25,8,0,0,1,2,10,4,2,1,3,0,1,4,0,0,0
201310437448,1,1,6,2,3,49.280304,2,3,7,2013,15,48,12,2,0,1,1,1,3,8,2,3,0,1,1,0,0,0
201310437451,6,1,10,2,3,179.70651,2,3,1,2013,16,39,12,1,0,2,1,1,1,1,2,1,0,,1,0,0,0
201310437452,5,1,10,2,3,89.85326,1,3,7,2013,1,47,42,0,0,1,3,1,1,1,1,1,0,1,4,0,0,0
201310437466,5,1,2,2,3,81.438,2,4,5,2013,19,26,12,6,0,2,1,1,1,2,2,1,0,2,1,0,0,0
201310437470,5,1,3,2,3,81.438,2,4,4,2013,7,40,12,2,0,4,1,1,1,1,2,1,0,1,1,0,0,0
201310437471,4,1,3,2,3,352.898,2,4,7,2013,14,8,12,6,0,2,1,1,0,0,2,1,0,,1,0,0,0
201310437479,5,1,3,2,3,81.438,2,4,2,2013,6,8,12,6,0,4,4,10,1,1,2,1,0,1,1,0,0,0
201310437485,6,1,4,2,3,215.54684,2,4,6,2013,11,10,14,0,0,1,1,1,0,0,1,8,1,1,7,0,0,0
201310437487,4,1,4,2,3,323.32025,2,4,5,2013,16,55,12,6,0,2,1,1,0,0,2,8,0,3,1,0,0,0
201310437493,4,1,6,2,3,344.96213,1,4,1,2013,2,35,11,0,0,1,3,1,0,0,2,3,0,1,1,0,0,0
201310437495,5,1,6,2,3,98.56061,2,4,6,2013,17,30,12,6,0,4,1,1,1,1,2,3,0,1,1,0,0,0
201310437496,1,1,6,2,3,49.280304,2,3,3,2013,6,2,12,2,0,1,2,3,3,2,2,3,0,1,1,0,0,0
201310437506,4,1,10,2,3,359.41302,3,4,6,2013,9,40,12,1,0,1,1,2,0,0,2,1,0,1,1,0,0,0
201310437508,5,1,16,2,3,106.64496,1,1,4,2013,9,15,48,0,0,1,1,1,1,1,2,1,0,1,4,0,0,0
201310437510,5,1,16,2,3,106.64496,1,1,3,2013,13,19,39,0,0,1,1,1,1,1,1,1,0,1,4,0,0,0
201310437511,5,1,16,2,3,106.64496,1,1,5,2013,14,15,32,0,0,1,1,1,1,3,2,1,0,1,4,0,0,0
201310437513,6,1,16,2,3,213.28992,2,2,2,2013,12,11,12,6,0,2,1,10,0,0,2,1,0,2,1,0,0,0
201310437515,6,1,16,2,3,213.28992,1,2,3,2013,12,11,34,0,0,1,1,10,0,0,2,1,0,1,4,0,0,0
201310437537,4,1,2,2,3,352.898,1,3,5,2013,13,38,11,0,0,1,1,10,0,0,2,1,0,1,1,0,0,0
201310437553,4,1,4,2,3,323.32025,2,4,4,2013,9,10,12,6,0,2,1,1,0,0,2,8,0,3,1,0,0,0
201310437554,6,1,4,2,3,215.54684,1,4,6,2013,6,13,30,0,0,1,2,1,0,0,1,8,0,1,4,0,0,0
201310437557,5,1,6,2,3,98.56061,2,4,3,2013,15,35,12,1,0,1,1,2,1,1,2,3,0,1,1,0,0,0
201310437558,6,1,6,2,3,197.12122,2,4,3,2013,14,49,12,2,0,1,1,10,1,1,2,3,0,1,1,0,0,0
201310437567,5,1,9,2,3,115.04746,1,4,3,2013,9,30,42,0,0,1,1,1,1,2,2,1,0,1,4,0,0,0
201310437568,6,1,9,2,3,230.09492,2,4,5,2013,7,55,12,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201310437572,4,1,9,2,3,345.1424,1,3,3,2013,6,30,11,0,0,1,4,10,0,0,2,1,0,1,1,0,0,0
201310437579,2,1,9,2,3,57.52373,2,3,4,2013,9,38,12,6,0,2,1,10,0,0,2,1,0,2,1,0,0,0
201310437580,6,1,9,2,3,230.09492,2,3,5,2013,15,5,12,6,0,2,1,1,0,0,2,1,0,3,1,0,0,0
201310437586,1,1,9,2,3,57.52373,1,3,5,2013,0,42,42,0,0,1,3,10,3,4,1,1,0,1,4,0,0,0
201310437587,6,1,9,2,3,230.09492,1,3,2,2013,5,26,42,0,0,1,2,10,0,0,2,1,0,1,4,0,0,0
201310437589,4,1,9,2,3,345.1424,1,3,4,2013,20,5,11,0,0,1,2,1,0,0,2,1,0,1,1,0,0,0
201310437598,5,1,9,2,3,115.04746,1,3,1,2013,12,20,35,0,0,1,1,1,2,1,2,1,0,1,4,0,0,0
201310437600,6,1,10,2,3,179.70651,3,4,6,2013,16,22,12,1,0,1,1,10,1,1,2,1,0,1,1,0,0,0
201310437612,6,1,1,2,3,217.168,2,3,1,2013,16,45,12,2,0,2,1,2,0,0,2,1,0,3,1,0,0,0
201310437617,4,1,1,2,3,352.898,2,4,5,2013,13,30,54,11,0,1,1,1,0,0,2,1,0,1,1,14,0,0
201310437624,4,1,3,2,3,352.898,1,4,6,2013,11,57,59,0,0,5,1,1,0,0,2,1,0,1,4,0,0,0
201310437632,4,1,6,2,3,344.96213,1,4,5,2013,11,4,9,0,0,1,1,10,1,1,2,3,0,1,1,0,0,0
201310437634,1,1,6,2,3,49.280304,2,4,1,2013,19,13,12,6,0,4,1,10,3,2,2,3,0,1,1,0,0,0
201310437638,2,1,6,2,3,49.280304,2,4,4,2013,8,50,12,1,0,1,1,1,3,1,2,3,0,1,1,0,0,0
201310437642,6,1,10,2,3,179.70651,1,4,1,2013,3,27,3,0,0,1,2,1,0,0,1,1,0,1,4,0,0,0
201310437643,4,1,10,2,3,359.41302,1,4,1,2013,8,50,24,0,0,1,1,1,0,0,2,1,0,1,3,0,0,0
201310437676,5,1,3,2,3,81.438,5,4,6,2013,15,51,12,2,0,1,1,1,2,5,2,1,0,1,1,0,0,0
201310437677,6,1,3,2,3,217.168,2,4,3,2013,13,46,12,1,0,2,1,1,1,1,2,1,0,,1,0,0,0
201310437692,3,1,6,2,3,49.280304,1,4,5,2013,17,55,1,0,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201310437693,5,1,6,2,3,98.56061,2,4,6,2013,16,5,12,1,0,4,1,1,1,2,2,3,0,1,1,0,0,0
201310437694,6,1,6,2,3,197.12122,1,4,7,2013,21,15,24,0,0,1,2,10,0,0,2,3,0,1,4,0,0,0
201310437700,6,1,10,2,3,179.70651,3,4,7,2013,13,38,12,6,0,4,1,1,2,2,2,1,1,1,1,0,0,0
201310437701,5,1,10,2,3,89.85326,4,4,1,2013,0,23,12,1,0,2,3,1,1,4,1,1,0,,1,0,0,0
201310437702,4,1,10,2,3,359.41302,2,4,3,2013,18,32,12,8,0,2,1,1,0,0,2,1,0,,1,0,0,0
201310437704,6,1,10,2,3,179.70651,2,4,3,2013,14,43,12,1,0,1,1,1,1,1,2,1,0,1,1,0,0,0
201310437706,5,1,10,2,3,89.85326,2,5,5,2013,22,40,12,2,0,1,3,1,4,2,1,1,0,1,1,0,0,0
201310437709,3,1,10,2,3,89.85326,1,5,7,2013,12,56,1,0,0,2,1,1,2,1,2,1,0,2,1,0,0,0
201310437710,4,1,10,2,3,359.41302,1,5,6,2013,21,30,35,0,0,1,2,1,0,0,2,1,0,1,4,0,0,0
201310437724,5,1,1,2,3,81.438,3,5,4,2013,11,4,12,1,0,1,1,2,1,2,2,1,0,1,1,0,0,0
201310437726,1,1,1,2,3,27.146,1,5,7,2013,0,24,42,0,0,2,3,10,3,1,1,1,0,2,4,0,0,0
201310437727,1,1,1,2,3,27.146,2,5,2,2013,8,4,24,0,0,1,1,1,3,2,2,1,0,1,4,0,0,0
201310437745,4,1,4,2,3,323.32025,2,5,6,2013,8,22,12,1,1,5,1,1,0,0,2,8,0,1,1,0,0,0
201310437748,4,1,6,2,3,344.96213,1,5,1,2013,7,40,11,0,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201310437749,1,1,6,2,3,49.280304,1,5,1,2013,2,25,33,0,0,1,2,1,3,1,1,3,0,1,4,0,0,0
201310437755,2,1,6,2,3,49.280304,2,4,3,2013,9,54,12,6,0,4,1,10,0,0,2,3,0,1,1,0,0,0
201310437758,4,1,6,2,3,344.96213,1,4,2,2013,0,20,11,0,0,1,2,1,0,0,2,3,0,1,1,0,0,0
201310437761,5,1,10,2,3,89.85326,2,5,2,2013,15,45,12,2,0,4,1,1,1,2,2,1,0,1,1,0,0,0
201310437766,6,1,10,2,3,179.70651,2,5,7,2013,10,0,12,8,0,2,1,10,0,0,2,1,0,3,1,0,0,0
201310437785,4,1,1,2,3,352.898,2,5,1,2013,1,22,14,0,0,2,2,1,0,0,1,1,1,10,4,0,0,0
201310437788,6,1,1,2,3,217.168,1,5,1,2013,8,30,11,0,0,1,1,10,0,0,2,1,0,1,1,0,0,0
201310437791,5,1,2,2,3,81.438,3,5,1,2013,20,30,12,1,0,1,2,1,2,2,1,1,0,1,1,0,0,0
201310437798,3,1,4,2,3,53.88671,1,5,6,2013,2,26,8,0,0,2,3,5,3,1,2,8,0,2,1,0,0,0
201310437803,6,1,6,2,3,197.12122,1,5,2,2013,13,50,34,0,0,1,1,1,0,0,2,3,0,1,4,0,0,0
201310437806,3,1,6,2,3,49.280304,1,5,1,2013,15,38,1,0,0,1,1,1,2,1,2,3,0,1,4,0,0,0
