CASENUM,STRATUM,REGION,PJ,PSU,PSUSTRAT,WEIGHT,VE_TOTAL,MONTH,WKDY_IM,YEAR,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,LAND_USE,PVH_INVL,TYP_INT,REL_ROAD,CF1,CF2,CF3
201320102595,1,4,5,75,11,14.066514,4,1,5,2013,6,48,12,6,0,2,4,1,3,1,2,3,0,2,1,0,0,0
201320102597,4,4,5,75,11,351.66284,2,1,4,2013,13,2,12,9,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320102614,3,4,5,75,11,14.066514,1,1,4,2013,15,54,18,0,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320102650,6,4,1,75,11,209.9552,2,2,6,2013,18,35,12,6,0,4,2,1,0,0,2,1,0,1,1,0,0,0
201320102659,3,4,1,75,11,16.1504,1,1,3,2013,13,0,1,0,0,1,1,6,3,1,2,1,0,1,4,0,0,0
201320102663,5,4,1,75,11,88.8272,2,1,3,2013,11,3,12,6,0,2,1,1,2,1,2,1,0,,1,0,0,0
201320102717,4,4,2,75,11,347.2336,2,2,3,2013,13,52,12,7,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320102738,1,4,2,75,11,8.0752,2,2,6,2013,13,13,12,6,0,4,1,1,3,3,1,3,0,1,1,0,0,0
201320102739,6,4,2,75,11,209.9552,2,2,2,2013,9,59,12,6,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320102801,4,4,5,75,11,351.66284,2,2,4,2013,7,1,12,1,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320102805,6,4,5,75,11,210.99771,2,2,3,2013,6,43,12,1,1,18,1,1,0,0,2,3,0,1,1,0,0,0
201320102832,5,4,2,75,11,88.8272,2,2,4,2013,10,35,12,1,0,2,1,1,1,1,2,3,0,,1,0,0,0
201320102836,4,4,2,75,11,347.2336,2,2,3,2013,16,49,12,1,0,5,1,1,0,0,2,3,0,1,1,0,0,0
201320102838,3,4,2,75,11,16.1504,1,2,3,2013,19,57,8,0,0,1,3,1,3,1,2,3,0,1,1,0,0,0
201320102886,3,4,2,75,11,16.1504,2,2,5,2013,12,44,12,1,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320102893,6,4,2,75,11,209.9552,3,2,4,2013,9,16,12,1,0,2,1,1,0,0,2,3,0,,1,0,0,0
201320102911,5,4,1,75,11,88.8272,1,2,6,2013,15,8,42,0,0,1,1,1,2,1,2,1,0,1,4,0,0,0
201320102936,1,4,1,75,11,8.0752,3,2,5,2013,6,35,12,2,0,2,4,1,3,2,2,1,0,2,1,0,0,0
201320102948,1,4,1,75,11,8.0752,1,1,7,2013,20,9,33,0,0,2,3,1,4,2,1,1,0,,4,0,0,0
201320102973,5,4,5,75,11,84.399086,2,2,4,2013,8,1,12,1,0,1,1,1,1,1,2,3,0,1,1,0,0,0
201320102975,3,4,5,75,11,14.066514,1,2,4,2013,18,49,8,0,0,2,3,1,3,1,2,3,0,2,1,0,0,0
201320102987,4,4,1,75,11,347.2336,2,2,7,2013,8,50,12,1,1,2,1,1,0,0,2,1,0,,1,0,0,0
201320102993,6,4,1,75,11,209.9552,2,2,5,2013,9,50,14,0,0,1,1,4,0,0,2,1,1,1,2,0,0,0
201320102995,5,4,1,75,11,88.8272,2,2,3,2013,11,33,12,6,0,2,1,1,1,1,2,1,0,,1,0,0,0
201320103077,1,4,2,75,11,8.0752,2,3,7,2013,22,35,12,6,0,4,3,1,3,4,2,3,0,1,1,0,0,0
201320103108,4,4,2,75,11,347.2336,2,3,2,2013,9,35,12,6,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320103129,6,4,2,75,11,209.9552,2,3,7,2013,16,5,12,1,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320103173,4,4,5,75,11,351.66284,1,2,5,2013,9,57,33,0,0,1,1,1,0,0,1,3,0,1,4,0,0,0
201320103211,5,4,5,75,11,84.399086,2,3,7,2013,12,24,12,6,0,2,1,4,1,2,2,3,0,2,1,0,0,0
201320103214,6,4,5,75,11,210.99771,2,3,6,2013,7,42,12,1,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320103238,4,4,5,75,11,351.66284,2,3,1,2013,11,49,12,7,1,5,1,1,0,0,2,3,0,1,1,19,0,0
201320103290,6,4,2,75,11,209.9552,2,3,7,2013,11,15,12,7,0,1,1,4,0,0,2,3,0,1,1,0,0,0
201320103305,4,4,2,75,11,347.2336,2,3,5,2013,7,55,12,1,0,2,1,1,0,0,2,3,0,,1,0,0,0
201320103320,5,4,5,75,11,84.399086,4,3,4,2013,16,17,12,1,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320103332,6,4,5,75,11,210.99771,2,3,5,2013,15,47,12,7,0,2,1,1,0,0,2,3,0,2,1,,,
201320103357,6,4,1,75,11,209.9552,2,3,7,2013,10,20,12,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320103377,4,4,1,75,11,347.2336,2,3,7,2013,17,45,12,7,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320103418,3,4,5,75,11,14.066514,1,3,7,2013,12,32,9,0,0,2,1,1,2,1,2,3,0,2,1,16,0,0
201320103436,1,4,2,75,11,8.0752,2,3,1,2013,17,55,12,6,0,2,1,1,3,2,2,3,0,2,1,0,0,0
201320103450,5,4,2,75,11,88.8272,2,4,3,2013,9,29,12,1,0,2,1,1,2,2,2,3,0,2,1,0,0,0
201320103456,5,4,5,75,11,84.399086,3,3,7,2013,11,14,12,8,0,1,1,4,1,6,2,3,0,1,1,0,0,0
201320103485,3,4,2,75,11,16.1504,2,3,6,2013,15,56,12,1,0,2,1,1,2,1,2,3,0,2,1,0,0,0
201320103489,4,4,2,75,11,347.2336,2,3,6,2013,12,0,12,7,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320103490,6,4,2,75,11,209.9552,2,3,5,2013,20,15,12,1,0,1,3,1,0,0,2,3,0,1,1,0,0,0
201320103557,1,4,2,75,11,8.0752,2,4,3,2013,18,54,12,6,0,2,5,3,3,6,1,3,0,,1,0,0,0
201320103585,3,4,2,75,11,16.1504,2,4,5,2013,17,56,12,7,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320103594,4,4,2,75,11,347.2336,2,4,1,2013,15,16,12,9,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320103596,3,4,2,75,11,16.1504,1,4,1,2013,13,18,9,0,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320103629,6,4,2,75,11,209.9552,2,4,5,2013,10,31,12,6,0,2,1,1,0,0,2,3,0,3,1,0,0,0
201320103648,2,4,4,75,11,56.5264,3,4,4,2013,9,34,12,1,1,18,1,1,3,2,2,2,0,1,1,0,0,0
201320103668,5,4,4,75,11,88.8272,2,4,3,2013,15,23,12,6,0,2,1,1,2,2,2,2,0,,1,0,0,0
201320103686,4,4,5,75,11,351.66284,2,4,6,2013,20,4,12,1,0,2,3,1,0,0,2,3,0,,1,0,0,0
201320103688,3,4,5,75,11,14.066514,1,4,5,2013,11,27,9,0,0,4,1,1,3,1,2,3,0,1,1,0,0,0
201320103697,6,4,5,75,11,210.99771,2,4,2,2013,11,25,12,7,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320103723,3,4,2,75,11,16.1504,1,4,2,2013,16,43,8,0,0,2,1,4,2,1,2,3,0,,1,0,0,0
201320103743,4,4,2,75,11,347.2336,2,4,6,2013,6,45,12,1,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320103867,5,4,5,75,11,84.399086,2,4,1,2013,0,14,12,6,0,2,3,1,2,2,2,3,0,2,1,0,0,0
201320103890,5,4,2,75,11,88.8272,3,4,2,2013,15,51,12,1,0,1,1,3,2,3,1,3,0,1,1,0,0,0
201320103900,3,4,2,75,11,16.1504,1,4,2,2013,6,57,9,0,0,2,1,1,2,1,2,3,0,,1,0,0,0
201320103909,4,4,2,75,11,347.2336,1,4,7,2013,15,3,43,0,0,2,1,1,0,0,2,3,0,,4,0,0,0
201320103985,4,4,2,75,11,347.2336,2,5,3,2013,7,28,12,1,0,1,1,1,1,1,2,3,0,1,1,0,0,0
201320103988,3,4,2,75,11,16.1504,2,5,1,2013,18,32,12,11,0,4,1,1,3,1,2,3,0,1,1,0,0,0
201320103991,6,4,2,75,11,209.9552,1,5,1,2013,2,10,1,0,0,2,3,1,0,0,1,3,0,,4,0,0,0
201320104025,1,4,5,75,11,14.066514,2,5,3,2013,15,55,12,6,0,2,1,1,3,2,2,3,0,2,1,0,0,0
201320104035,1,4,5,75,11,14.066514,2,5,4,2013,15,45,12,6,0,2,1,2,3,1,2,3,0,3,1,0,0,0
201320104037,4,4,5,75,11,351.66284,2,5,4,2013,20,35,12,6,0,2,3,3,0,0,2,3,0,,1,0,0,0
201320104054,4,4,1,75,11,347.2336,2,5,4,2013,16,0,12,1,0,2,1,2,1,3,2,1,0,,1,0,0,0
201320104069,6,4,1,75,11,209.9552,1,5,2,2013,16,10,1,0,0,1,1,1,0,0,2,1,0,1,4,0,0,0
201320104079,3,4,1,75,11,16.1504,2,5,7,2013,12,45,12,1,0,2,1,1,2,1,2,1,0,,1,0,0,0
201320104107,3,4,5,75,11,14.066514,2,5,1,2013,21,18,12,6,0,2,3,1,2,2,1,3,0,2,1,0,0,0
201320104109,6,4,5,75,11,210.99771,2,5,1,2013,0,10,12,1,0,2,3,1,0,0,2,3,0,,1,0,0,0
201320104129,3,4,5,75,11,14.066514,1,5,7,2013,12,56,9,0,0,2,1,1,2,1,2,3,0,3,1,0,0,0
201320104152,3,4,2,75,11,16.1504,1,5,3,2013,17,4,5,0,0,1,1,1,3,1,2,3,0,1,6,0,0,0
201320104178,4,4,2,75,11,347.2336,2,5,7,2013,9,14,12,1,0,2,1,1,0,0,2,3,0,,1,0,0,0
201320104196,3,4,2,75,11,16.1504,1,5,5,2013,15,45,1,0,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320104202,6,4,2,75,11,209.9552,2,5,5,2013,8,10,12,6,0,2,1,1,0,0,2,3,0,,1,0,0,0
201320104233,1,4,1,75,11,8.0752,1,5,3,2013,21,30,1,0,0,1,2,1,3,2,2,1,0,1,6,0,0,0
201320104239,5,4,1,75,11,88.8272,2,5,5,2013,7,45,12,6,0,4,1,1,1,1,2,1,0,1,1,0,0,0
201320104254,4,4,1,75,11,347.2336,2,5,2,2013,6,50,12,1,0,1,1,2,0,0,2,1,0,1,1,0,0,0
201320104257,6,4,1,75,11,209.9552,1,5,2,2013,9,42,59,0,0,1,1,1,0,0,2,1,0,1,4,0,0,0
201320104290,3,4,1,75,11,16.1504,2,5,7,2013,16,0,12,6,0,2,1,1,2,1,2,1,0,,1,0,0,0
201320104296,3,4,1,75,11,16.1504,1,5,4,2013,5,21,11,0,0,1,1,1,3,1,2,1,0,1,1,0,0,0
201320104300,1,4,1,75,11,8.0752,4,5,7,2013,19,5,12,1,0,1,1,1,3,8,2,1,0,1,1,0,0,0
201320104311,1,4,1,75,11,8.0752,2,5,2,2013,15,15,12,1,0,1,1,1,3,2,2,1,0,1,1,0,0,0
201320104359,4,4,1,75,11,347.2336,2,6,2,2013,22,15,12,1,0,2,2,1,0,0,2,1,0,2,1,0,0,0
201320104364,3,4,1,75,11,16.1504,1,5,1,2013,16,0,1,0,0,1,1,1,2,1,2,1,0,1,1,0,0,0
201320104365,1,4,1,75,11,8.0752,2,5,2,2013,11,20,12,6,0,2,1,1,3,3,2,1,0,3,1,0,0,0
201320104384,3,4,2,75,11,16.1504,2,6,1,2013,15,23,1,0,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320104394,4,4,2,75,11,347.2336,2,6,7,2013,17,0,12,7,0,2,1,1,0,0,2,3,0,2,1,0,0,0
201320104424,3,4,2,75,11,16.1504,1,5,3,2013,17,34,9,0,0,2,1,1,3,1,2,3,0,3,1,0,0,0
201320104432,4,4,5,75,11,351.66284,2,5,6,2013,14,25,12,1,0,1,1,1,1,2,2,3,0,1,1,3,0,0
201320104444,3,4,5,75,11,14.066514,1,5,2,2013,20,21,1,0,0,2,5,1,2,1,2,3,0,3,1,0,0,0
201320104475,3,4,5,75,11,14.066514,1,6,7,2013,23,10,9,0,0,1,3,1,3,1,2,3,0,1,1,0,0,0
201320104479,6,4,5,75,11,210.99771,2,6,5,2013,12,46,12,6,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320104484,3,4,5,75,11,14.066514,1,6,4,2013,9,20,8,0,1,2,1,1,2,1,2,3,0,2,1,0,0,0
201320104510,4,4,5,75,11,351.66284,2,6,7,2013,17,53,12,6,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320104511,5,4,5,75,11,84.399086,2,6,5,2013,10,39,12,1,0,1,1,1,2,2,2,3,0,1,1,0,0,0
201320104527,3,4,5,75,11,14.066514,2,6,6,2013,17,12,12,7,0,1,1,1,2,1,2,3,0,1,1,0,0,0
201320104548,3,4,5,75,11,14.066514,1,6,4,2013,8,5,8,0,0,2,1,1,2,1,2,3,0,3,1,0,0,0
201320104571,6,4,5,75,11,210.99771,1,7,4,2013,3,8,20,0,1,5,6,1,0,0,2,3,0,1,4,0,0,0
201320104607,3,4,5,75,11,14.066514,2,7,3,2013,14,44,12,7,0,2,1,1,2,1,2,3,0,2,1,0,0,0
201320104616,5,4,5,75,11,84.399086,1,7,7,2013,15,50,31,0,0,4,1,1,2,1,2,3,0,1,4,0,0,0
201320104630,3,4,1,75,11,16.1504,1,7,4,2013,15,11,9,0,0,2,1,1,2,1,2,1,0,,1,0,0,0
201320104647,6,4,1,75,11,209.9552,1,7,3,2013,19,37,42,0,0,1,1,1,0,0,2,1,0,1,4,0,0,0
201320104655,4,4,1,75,11,347.2336,2,7,3,2013,9,17,12,1,0,2,1,1,1,1,2,1,0,2,1,0,0,0
201320104658,3,4,1,75,11,16.1504,1,7,2,2013,14,15,15,0,0,2,1,2,2,1,2,1,0,,1,0,0,0
201320104679,5,4,1,75,11,88.8272,2,7,7,2013,18,51,12,2,0,2,1,1,2,2,2,1,0,2,1,0,0,0
201320104682,2,4,1,75,11,56.5264,2,7,1,2013,15,57,12,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320104688,3,4,1,75,11,16.1504,1,7,5,2013,13,45,1,0,0,2,1,1,2,1,2,1,0,3,1,0,0,0
201320104711,4,4,5,75,11,351.66284,3,7,6,2013,14,39,12,1,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320104713,3,4,5,75,11,14.066514,1,7,5,2013,12,24,9,0,0,2,1,1,3,1,2,3,0,2,1,0,0,0
201320104725,6,4,5,75,11,210.99771,2,7,2,2013,7,12,12,1,1,18,1,1,0,0,2,3,0,1,1,0,0,0
201320104790,3,4,1,75,11,16.1504,1,8,6,2013,14,20,9,0,0,2,1,1,2,1,2,1,0,,1,0,0,0
201320104799,4,4,1,75,11,347.2336,2,7,4,2013,8,0,12,7,0,2,1,1,1,1,2,1,0,2,1,0,0,0
201320104805,5,4,1,75,11,88.8272,1,7,3,2013,21,32,33,0,0,2,3,1,1,1,2,1,0,,3,0,0,0
201320104812,6,4,1,75,11,209.9552,2,7,4,2013,7,20,12,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320104851,3,4,5,75,11,14.066514,1,8,2,2013,17,44,9,0,0,2,1,1,2,1,2,3,0,2,1,16,0,0
201320104862,3,4,5,75,11,14.066514,1,7,2,2013,10,50,9,0,0,2,1,1,2,1,2,3,0,2,1,0,0,0
201320104863,4,4,5,75,11,351.66284,2,7,2,2013,9,10,12,1,0,1,1,1,1,2,2,3,0,1,1,0,0,0
201320104871,3,4,5,75,11,14.066514,2,7,4,2013,11,41,12,1,0,1,1,1,3,1,2,3,0,1,1,0,0,0
201320104892,1,4,1,75,11,8.0752,3,8,1,2013,6,15,12,2,0,1,1,1,4,10,2,1,0,1,1,0,0,0
201320104917,3,4,1,75,11,16.1504,1,8,6,2013,10,47,24,0,0,1,1,1,2,1,2,1,0,1,4,0,0,0
201320104918,1,4,1,75,11,8.0752,1,8,3,2013,23,30,1,0,0,1,3,1,3,2,1,1,0,1,3,0,0,0
201320104930,4,4,1,75,11,347.2336,2,8,4,2013,17,40,12,1,0,2,1,1,0,0,2,1,0,,1,0,0,0
201320104983,5,4,1,75,11,88.8272,1,8,4,2013,13,0,57,0,0,1,1,1,1,2,2,1,0,1,3,0,0,0
201320105008,3,4,1,75,11,16.1504,1,8,1,2013,14,0,1,0,0,1,1,1,3,1,2,1,0,1,4,0,0,0
201320105019,1,4,1,75,11,8.0752,2,6,3,2013,13,26,12,2,0,1,1,1,4,2,2,1,0,1,2,0,0,0
201320105022,2,4,1,75,11,56.5264,1,8,4,2013,12,15,1,0,0,1,1,1,1,1,2,1,0,1,4,0,0,0
201320105023,3,4,1,75,11,16.1504,1,8,5,2013,21,39,35,0,0,1,3,1,3,1,1,1,0,1,4,0,0,0
201320105034,6,4,5,75,11,210.99771,2,8,5,2013,14,37,12,6,0,2,1,1,0,0,2,3,0,3,1,0,0,0
201320105046,1,4,5,75,11,14.066514,1,8,4,2013,23,42,33,0,0,1,2,1,3,1,1,3,0,1,4,0,0,0
201320105056,6,4,1,75,11,209.9552,1,8,7,2013,16,39,42,0,0,1,1,2,0,0,2,1,0,1,3,0,0,0
201320105058,4,4,1,75,11,347.2336,2,8,5,2013,20,52,12,6,0,1,3,1,0,0,2,1,0,1,1,0,0,0
201320105107,5,4,5,75,11,84.399086,3,8,6,2013,14,32,12,1,0,2,1,1,1,1,2,3,0,2,1,0,0,0
201320105108,3,4,5,75,11,14.066514,1,8,5,2013,7,18,9,0,0,2,1,1,2,1,2,3,0,3,1,16,0,0
201320105170,6,4,5,75,11,210.99771,2,9,2,2013,17,44,12,6,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320105172,4,4,5,75,11,351.66284,2,9,7,2013,15,14,12,7,0,2,1,1,0,0,2,3,0,2,1,0,0,0
201320105176,1,4,5,75,11,14.066514,2,9,6,2013,8,58,12,6,0,2,1,1,3,2,2,3,0,2,1,0,0,0
201320105177,3,4,5,75,11,14.066514,1,9,6,2013,7,42,8,0,0,2,1,1,3,1,2,3,0,2,1,0,0,0
201320105178,3,4,5,75,11,14.066514,1,9,5,2013,10,36,9,0,0,2,1,1,2,1,2,3,0,2,1,0,0,0
201320105186,6,4,1,75,11,209.9552,2,9,2,2013,9,16,12,6,0,2,1,1,0,0,2,1,0,,1,0,0,0
201320105191,3,4,1,75,11,16.1504,1,9,7,2013,12,0,1,0,0,1,1,1,3,1,2,1,0,1,4,0,0,0
201320105216,1,4,5,75,11,14.066514,3,9,3,2013,10,5,12,1,0,2,1,1,3,2,2,3,0,2,1,14,0,0
201320105250,4,4,5,75,11,351.66284,2,9,4,2013,17,1,12,6,0,2,1,1,0,0,2,3,0,2,1,0,0,0
201320105263,3,4,5,75,11,14.066514,1,9,2,2013,11,42,8,0,0,2,1,1,2,1,2,3,0,2,1,16,0,0
201320105300,6,4,1,75,11,209.9552,2,9,3,2013,8,0,12,1,1,5,1,1,0,0,2,1,0,1,1,0,0,0
201320105310,1,4,1,75,11,8.0752,3,9,5,2013,7,20,12,1,0,1,1,1,3,1,2,1,0,1,1,0,0,0
201320105351,5,4,5,75,11,84.399086,2,10,6,2013,8,15,12,6,0,2,1,1,2,2,2,3,0,2,1,0,0,0
201320105354,6,4,5,75,11,210.99771,2,10,5,2013,14,53,12,1,0,1,1,1,1,1,2,3,0,1,1,0,0,0
201320105359,4,4,5,75,11,351.66284,2,10,2,2013,7,53,12,1,0,4,1,1,0,0,2,3,0,1,1,0,0,0
201320105387,3,4,1,75,11,16.1504,2,10,4,2013,18,24,12,6,0,2,3,1,3,1,2,1,0,2,1,0,0,0
201320105400,1,4,1,75,11,8.0752,1,10,3,2013,3,28,31,0,1,5,2,1,4,1,2,1,0,1,8,0,0,0
201320105425,5,4,1,75,11,88.8272,2,10,5,2013,22,20,12,1,0,1,3,1,1,1,1,1,0,1,1,0,0,0
201320105468,4,4,1,75,11,347.2336,2,10,1,2013,12,15,12,1,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320105498,5,4,1,75,11,88.8272,2,10,5,2013,14,0,12,1,0,2,1,1,1,2,2,1,0,,1,0,0,0
201320105504,2,4,1,75,11,56.5264,2,10,6,2013,6,30,12,8,0,1,4,4,0,0,2,1,0,1,1,0,0,0
201320105521,4,4,5,75,11,351.66284,2,10,3,2013,17,9,12,1,0,2,1,1,0,0,2,3,0,2,1,0,0,0
201320105538,6,4,1,75,11,209.9552,2,11,1,2013,16,43,12,6,0,2,1,1,0,0,1,1,0,,1,0,0,0
201320105545,3,4,1,75,11,16.1504,1,11,7,2013,20,39,1,0,0,2,3,1,2,1,1,1,0,,1,0,0,0
201320105568,1,4,5,75,11,14.066514,2,11,7,2013,18,4,12,1,0,2,3,1,3,1,2,3,0,2,1,0,0,0
201320105571,1,4,5,75,11,14.066514,1,11,6,2013,18,32,21,0,0,1,3,1,3,1,1,3,0,1,4,0,0,0
201320105572,6,4,5,75,11,210.99771,3,11,6,2013,15,55,12,1,0,2,1,1,0,0,1,3,0,,1,0,0,0
201320105579,2,4,5,75,11,56.266056,2,10,3,2013,7,5,12,6,0,2,4,1,0,0,2,3,0,2,1,0,0,0
201320105586,1,4,5,75,11,14.066514,2,10,6,2013,10,39,33,0,0,1,1,1,3,1,1,3,1,1,4,0,0,0
201320105607,5,4,5,75,11,84.399086,2,11,6,2013,13,10,12,7,0,4,1,1,2,2,2,3,0,1,1,0,0,0
201320105652,1,4,5,75,11,14.066514,2,11,4,2013,15,16,12,6,0,2,1,1,3,5,2,3,0,2,1,0,0,0
201320105683,5,4,1,75,11,88.8272,1,11,5,2013,20,50,42,0,0,1,2,3,2,1,2,1,0,1,3,0,0,0
201320105695,6,4,1,75,11,209.9552,1,11,5,2013,2,15,33,0,0,2,2,3,0,0,2,1,0,,4,0,0,0
201320105701,6,4,5,75,11,210.99771,2,11,2,2013,17,26,12,2,0,2,3,1,1,2,2,3,0,,1,0,0,0
201320105705,4,4,5,75,11,351.66284,2,11,7,2013,18,1,12,1,0,2,3,1,0,0,2,3,0,,1,0,0,0
201320105733,4,4,1,75,11,347.2336,1,11,7,2013,11,45,53,0,0,1,1,1,0,0,2,1,0,1,4,0,0,0
201320105752,3,4,1,75,11,16.1504,2,11,1,2013,17,33,12,1,0,1,3,1,4,2,1,1,0,1,1,0,0,0
201320105760,1,4,1,75,11,8.0752,3,11,6,2013,22,28,59,0,0,2,3,1,3,3,1,1,0,,3,0,0,0
201320105865,4,4,4,75,11,347.2336,2,12,5,2013,8,40,12,1,1,2,1,1,0,0,2,2,0,,1,0,0,0
201320105883,5,4,5,75,11,84.399086,3,12,6,2013,15,26,12,1,0,2,1,1,2,2,2,3,0,,1,0,0,0
201320105889,4,4,5,75,11,351.66284,2,12,5,2013,9,23,12,1,0,2,1,1,0,0,2,3,0,,1,0,0,0
201320105942,3,4,1,75,11,16.1504,2,12,5,2013,8,5,12,1,0,1,1,1,2,2,2,1,0,1,1,23,0,0
201320105950,4,4,1,75,11,347.2336,2,12,5,2013,8,34,12,1,0,4,1,1,0,0,2,1,0,1,1,0,0,0
201320105967,6,4,5,75,11,210.99771,1,12,1,2013,15,51,33,0,0,2,1,1,0,0,2,3,0,2,3,0,0,0
201320105987,1,4,1,75,11,8.0752,1,12,5,2013,15,5,31,0,0,1,1,1,4,1,2,1,0,1,4,0,0,0
201320106028,5,4,1,75,11,88.8272,3,12,6,2013,17,0,12,1,0,1,2,1,1,2,2,1,0,1,1,0,0,0
201320106032,6,4,1,75,11,209.9552,1,12,5,2013,15,46,11,0,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320106076,1,4,1,75,11,8.0752,1,12,4,2013,17,55,38,0,0,1,6,1,4,1,2,1,0,1,5,0,0,0
201320106093,1,4,1,75,11,8.0752,2,12,7,2013,15,40,12,8,0,1,1,1,3,2,2,1,0,1,1,0,0,0
201320106113,4,4,1,75,11,347.2336,2,12,4,2013,8,35,12,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0
201320106118,1,4,1,75,11,8.0752,2,8,5,2013,15,5,12,2,0,1,1,2,4,5,2,1,0,1,1,0,0,0
201320106133,1,4,5,75,11,14.066514,1,12,2,2013,10,1,33,0,0,2,1,1,3,1,2,3,0,2,3,0,0,0
201320106135,5,4,5,75,11,84.399086,4,12,1,2013,10,0,12,1,0,1,1,1,2,2,2,3,0,1,1,0,0,0
201320106137,4,4,5,75,11,351.66284,2,12,7,2013,21,47,12,1,0,1,1,1,0,0,2,3,0,1,1,0,0,0
201320106141,6,4,5,75,11,210.99771,2,12,7,2013,10,36,12,1,0,2,1,1,0,0,2,3,0,2,1,0,0,0
201320106162,1,4,5,75,11,14.066514,2,12,4,2013,18,56,12,1,0,2,3,1,4,3,2,3,0,3,1,0,0,0
201320106507,1,4,1,75,11,8.0752,1,12,4,2013,21,35,24,0,0,1,3,4,4,1,1,1,0,1,3,0,0,0
201320106728,1,4,1,75,11,8.0752,1,12,6,2013,21,30,59,0,0,1,2,1,4,1,1,1,0,1,4,0,0,0
201320519671,6,4,1,76,12,210.5812,1,1,3,2013,0,50,35,0,0,2,2,1,0,0,2,8,0,3,4,0,0,0
201320519717,1,4,18,76,12,105.2906,1,1,5,2013,19,31,1,0,0,5,2,1,3,1,1,8,0,1,4,0,0,0
201320519734,4,4,4,76,12,315.8718,2,1,4,2013,11,53,12,7,0,4,1,1,0,0,2,1,0,1,1,0,0,0
201320519758,5,4,1,76,12,105.2906,1,1,3,2013,21,59,1,0,0,1,2,11,2,1,2,8,0,1,6,0,0,0
201320519760,5,4,1,76,12,105.2906,1,1,7,2013,14,14,18,0,0,1,1,1,1,1,2,8,0,1,1,0,0,0
201320519761,6,4,1,76,12,210.5812,1,1,1,2013,8,46,11,0,0,1,1,1,0,0,2,8,0,1,1,0,0,0
201320519771,6,4,1,76,12,210.5812,1,1,4,2013,16,54,30,0,0,1,1,1,0,0,2,8,0,1,4,0,0,0
201320519772,4,4,1,76,12,315.8718,1,1,4,2013,17,40,2,0,0,1,2,1,0,0,2,8,0,1,1,0,0,0
201320519774,5,4,2,76,12,105.2906,1,1,3,2013,8,58,34,0,0,1,1,1,1,1,2,8,0,1,5,0,0,0
201320519776,4,4,2,76,12,315.8718,2,1,3,2013,22,48,12,1,0,2,3,1,0,0,2,8,0,2,1,0,0,0
201320519777,3,4,3,76,12,105.2906,1,1,4,2013,8,56,9,0,0,4,1,1,2,1,2,1,0,1,1,0,0,0
201320519778,3,4,3,76,12,105.2906,1,1,4,2013,11,59,8,0,0,2,1,1,3,1,2,1,0,2,1,0,0,0
201320519781,5,4,6,76,12,105.2906,1,1,3,2013,12,7,18,0,0,1,1,1,2,1,2,8,0,1,4,0,0,0
201320519783,5,4,6,76,12,105.2906,1,1,6,2013,9,55,35,0,0,1,1,1,2,3,2,8,0,1,4,0,0,0
201320519784,6,4,7,76,12,300.83,2,1,5,2013,9,50,12,2,0,4,1,1,5,2,2,1,0,1,1,0,0,0
201320519785,4,4,7,76,12,300.83,2,1,2,2013,8,2,12,6,0,4,1,1,0,0,2,1,0,1,1,0,0,0
201320519786,4,4,7,76,12,300.83,2,1,1,2013,14,53,12,7,0,1,1,1,0,0,2,1,0,1,1,0,0,0
201320519814,1,4,1,76,12,105.2906,1,1,2,2013,3,1,42,0,0,1,2,1,3,1,2,8,0,1,6,0,0,0
201320519817,4,4,6,76,12,315.8718,2,1,2,2013,7,53,12,6,0,4,1,1,0,0,2,8,0,1,1,0,0,0
