CASENUM,PER_NO,MTM_CRSH
201115455863,1,2
201115455863,2,2
201115455863,3,2
201115455914,1,0
201115455914,2,0
201115455961,1,2
201115455961,2,2
201115456016,1,2
201115456020,1,1
201115456020,1,2
201115456030,1,9
201115456049,1,9
201115456049,1,19
201115456064,1,0
201115456075,1,9
201115456079,1,0
201115456172,1,1
201115456199,1,9
201115456210,1,0
201115456216,1,0
201115456245,1,0
201115456245,2,0
201115456308,1,3
201115456308,2,3
201115456313,1,2
201115456313,1,19
201115456313,2,19
201115456313,2,2
201115456320,1,0
201115456338,1,1
201115456338,1,2
201115456342,1,1
201115456342,1,2
201115456349,1,21
201115456383,1,4
201115456384,1,4
201115456430,1,1
201115456431,1,2
201115456431,1,3
201115456436,1,0
201115456436,2,0
201115456530,1,0
201115456542,1,2
201115456542,1,3
201115456636,1,0
201115456703,1,0
201115456705,1,2
201115456705,1,3
201115456709,1,0
201115456800,1,0
201115456801,1,0
201115456808,1,21
201115456837,1,1
201115456914,1,1
201115456931,1,0
201115456939,1,0
201115456947,1,21
201115456955,1,21
201115457015,1,0
201115457025,1,3
201115457175,1,1
201115457185,1,0
201115457217,1,1
201115457314,1,2
201115457314,1,3
201115457333,1,0
201115457369,1,2
201115457398,1,0
201115457462,1,0
201115457485,1,21
201115457487,1,0
201115457565,1,1
201115457613,1,0
201115457688,1,0
201115457742,1,4
201115457754,1,1
201115457772,1,0
201115457798,1,4
201115457855,1,0
201115457868,1,2
201115457875,1,0
201115457880,1,2
201115457880,2,21
201115457884,1,1
201115457896,1,21
201115457898,1,1
201115457956,1,19
201115457979,1,19
201115457980,1,1
201115458001,1,0
201115458068,1,0
201115458095,1,0
201115458114,1,0
201115458131,1,4
201115458131,2,4
201115458164,1,2
201115458167,1,0
201115458186,1,2
201115458209,1,2
201115458209,1,3
201115458215,1,21
201115458276,1,2
201115458374,1,1
201115458374,1,2
201115458386,1,2
201115458392,1,0
201115458453,1,0
201115458475,1,0
201115458476,1,1
201115458476,1,21
201115458484,1,1
201115458508,1,21
201115458517,1,1
201115458517,1,19
201115458520,1,4
201115458520,2,4
201115458520,3,4
201115458575,1,0
201115458651,1,0
201115458740,1,2
201115458742,1,0
201115458831,1,0
201115458831,2,0
201115458831,3,0
201115458831,4,0
201115458874,1,0
201115458930,1,0
201115458958,1,2
201115458958,1,3
201115459054,1,1
201115459080,1,0
201115459113,1,4
201115459130,1,21
201115459153,1,0
201115459214,1,2
201115459233,1,1
201115459233,1,2
201115459233,1,3
201115459239,1,2
201115459239,1,3
201115459241,1,3
201115459261,1,0
201115459295,1,2
201115459296,1,2
201115459296,1,3
201115459303,1,0
201115459348,1,1
201115459460,1,2
201116155575,1,0
201116155575,2,0
201116155589,1,0
201116155793,1,21
201116155808,1,0
201116155836,1,0
201116155896,1,0
201116155896,2,0
201116156503,1,1
201116156609,1,4
201116156616,1,0
201116156833,1,0
201116156861,1,9
201116156949,1,2
201116156975,1,0
201116157087,1,0
201116157934,1,0
201116158085,1,9
201116158293,1,0
201116158606,1,0
201116158777,1,1
201116158904,1,2
201116159045,1,1
201116159159,1,0
201116159159,2,0
201116160093,1,2
201116160261,1,9
201116160311,1,0
201116160400,1,5
201116160772,1,13
201116160846,1,6
201116161080,1,0
201116161222,1,0
201116161365,1,6
201116161436,1,2
201116161506,1,15
201116161908,1,0
201116162163,1,2
201116162163,1,3
201116162275,1,0
201116162291,1,0
201116162376,1,1
201116162456,1,0
201116162456,2,0
201116162461,1,3
201116162464,1,0
201116162469,1,0
201116162470,1,1
201116162648,1,21
201116162924,1,0
201116162967,1,0
201116163079,1,0
201116163229,1,9
201116163278,1,6
201116163317,1,7
201116163447,1,0
201116163472,1,0
201116163777,1,2
201116163777,1,3
201116164092,1,0
201116164199,1,3
201116164353,1,0
201116164354,1,1
201116164371,1,0
201116165930,1,1
201116165930,1,6
201116166234,1,15
201116166238,1,1
201116166992,1,1
201116167235,1,0
201116167374,1,8
201116167425,1,3
201116167444,1,2
201116167444,1,3
201116167584,1,0
201116167639,1,0
201116167667,1,0
201116167755,1,4
201116167810,1,19
201116167978,1,0
201116168010,1,0
201116168313,1,1
201116168418,1,1
201116168432,1,0
201116168646,1,16
201116168654,1,1
201116168654,1,4
201116168709,1,8
201116168712,1,6
201116168819,1,0
201116168939,1,0
201116169152,1,2
201116169152,1,21
201116169159,1,0
201116169375,1,1
201116169469,1,0
201116169786,1,3
201116170185,1,0
201116170405,1,0
201116170425,1,0
201116170850,1,0
201116170912,1,2
201116171340,1,1
201116171340,1,19
201116171341,1,0
201116171341,2,0
201116171368,1,2
201116171368,1,6
201116171746,1,0
201116171776,1,2
201116172104,1,0
201116172460,1,0
201116172609,1,1
201116172609,1,3
201116172759,1,2
201116172842,1,21
201116173478,1,0
201116173558,1,0
201116173565,1,0
201116569319,1,0
201116569501,1,0
201116569623,1,21
201116569699,1,1
201116570046,1,1
201116570046,1,2
201116570511,1,21
201116570836,1,0
201116571062,1,2
201116571238,1,0
201116571356,1,0
201116571385,1,0
201116571426,1,5
201116571691,1,0
201116572458,1,0
201116572785,1,0
201116573158,1,0
201116573267,1,0
201116574323,1,1
201116574329,1,3
201116574700,1,4
201116574906,1,0
201116575292,1,1
201116575292,1,2
201116575658,1,21
201116575859,1,0
201116575873,1,4
201116575990,1,0
201116576247,1,1
201116576838,1,12
201116577214,1,4
201116577325,1,0
201116577687,1,20
201116577698,1,4
201116577766,1,12
201116577858,1,2
201116578112,1,0
201116578144,1,2
201116578144,1,3
201116578290,1,1
201116578329,1,0
201116578720,1,0
201116579594,1,1
201116579650,1,3
201116579650,1,19
201116579650,1,2
201116579651,1,0
201116579971,1,0
201116580932,1,12
201116581444,1,0
201117267868,1,1
201117267868,1,2
201117268590,1,6
201117268590,1,19
201117268884,1,4
201117268971,1,0
201117269805,1,0
201117269805,2,0
201117270289,1,0
201117270299,1,0
201117270490,1,2
201117270754,1,1
201117270754,1,2
201117271608,1,1
201117271721,1,4
201117272112,1,1
201117272112,2,1
201117272338,1,0
201117272556,1,3
201117272556,1,2
201117272726,1,12
201117273009,1,9
201117273113,1,2
201117273113,1,9
201117505731,1,1
201117505802,1,0
201117505832,1,4
201117505840,1,0
201117505840,2,0
201117505840,3,0
201117505840,4,0
201117505840,5,0
201117505868,1,0
201117505872,1,1
201117505954,1,1
201117505963,1,1
201117505967,1,0
201117505967,2,0
201117506039,1,0
201117506056,1,2
201117506094,1,0
201117506097,1,0
201117506099,1,0
201117506118,1,1
201117506169,1,0
201117506193,1,1
201117506194,1,0
201117506239,1,1
201117506256,1,0
201117506256,2,0
201117506266,1,0
201117506269,1,0
201117506280,1,4
201117506298,1,0
201117506336,1,4
201117506345,1,1
201117506349,1,0
201117506408,1,0
201117506457,1,1
201117506458,1,0
201117506474,1,19
201117506474,2,19
201117506474,4,19
201117506558,1,2
201117506567,1,0
201117506606,1,9
201117506634,1,8
201117506638,1,0
201117506644,1,12
201117506702,1,0
201117506708,1,0
201117506708,2,0
201117506708,3,0
201117506762,1,1
201117506765,1,1
201117506817,1,0
201117506830,1,0
201117506837,1,1
201117506851,1,1
201117506924,1,0
201117506942,1,0
201117506979,1,1
201117506984,1,0
201117507010,1,0
201117507022,1,0
201117507022,2,0
201117507022,3,0
201117507034,1,4
201117507041,1,21
201117507055,1,0
201117507109,1,7
201117507118,1,1
201117507130,1,1
201117507143,1,0
201117507143,2,0
201117507144,1,1
201117507166,1,1
201117507196,1,19
201117507208,1,0
201117507209,1,1
201117507212,1,1
201117507250,1,17
201117507269,1,0
201117507280,1,1
201117507280,1,2
201117507287,1,1
201117507302,1,1
201117507302,1,2
201117507309,1,1
201117507351,1,0
201117507357,1,1
201117507401,1,1
201117507436,1,0
201117507439,1,0
201117507439,2,0
201117507448,1,1
201117507451,1,0
201117507466,1,4
201117507505,1,1
201117507512,1,9
201117507557,1,0
201117507586,1,1
201117507590,1,3
201117507614,1,1
201117507614,1,12
201117507680,1,5
201117507736,1,1
201117507739,1,0
201117507803,1,0
201117507819,1,0
201117507857,1,0
201117507860,1,0
201117507905,1,0
201117507928,1,3
201117507928,1,17
201117507931,1,1
201117507933,1,0
201117507934,1,0
201117507951,1,0
201117507965,1,1
201117507965,1,2
201117507972,1,0
201117507983,1,0
201117508008,1,0
201117508031,1,1
201117508031,1,12
201117508035,1,0
201117508069,1,3
201117508074,1,17
201117508175,1,0
201117508232,1,2
201117508232,1,3
201117508319,1,0
201117508322,1,1
201117508340,1,2
201117508340,1,3
201117508350,1,1
201117508351,1,0
201117508355,1,21
201117508359,1,0
201117508413,1,1
201117508413,1,3
201117508441,1,17
201117508444,1,1
201117508449,1,9
201117508552,1,10
201117508552,1,21
201117508570,1,9
201117508611,1,1
201117508614,1,0
201117508629,1,0
201117508670,1,0
201117508693,1,2
201117508771,1,1
201117508791,1,1
201117508791,1,6
201117508800,1,0
201117508838,1,1
201117508853,1,12
201117508863,1,1
201117508863,1,19
201117508871,1,0
201117508878,1,3
201117508881,1,0
201117508887,1,2
201117508887,1,3
201117508916,1,1
201117508920,1,12
201117508925,1,2
201117508925,1,9
201117508925,1,17
201117508948,1,1
201117508948,1,2
201117508950,1,1
201117508950,1,2
201117508950,1,3
201117508971,1,3
201117509020,1,1
201117509023,1,1
201117509025,1,0
201117509032,1,0
201117509035,1,0
201117509045,1,1
201117509079,1,0
201117509093,1,19
201117509111,1,1
201117509163,1,1
201117509252,1,1
201117509266,1,0
201117509294,1,0
201117509344,1,0
201117509345,1,1
201117509359,1,0
201117509372,1,0
201117509381,1,0
201117509406,1,0
201117509429,1,2
201117509451,1,1
201117509451,1,3
201117509454,1,0
201117509468,1,0
201117509470,1,0
201117509503,1,1
201117509503,1,12
201117509512,1,19
201117509524,1,0
201117509592,1,12
201117509592,1,19
201117509595,1,1
201117509605,1,1
201117509658,1,0
201117509672,1,0
201117509863,1,0
201117653429,1,0
201117653429,2,0
201117653467,1,0
201117653703,1,0
201117653921,1,0
201117654005,1,0
201117654372,1,0
201117654455,1,1
201117654455,1,2
201117654481,1,0
201117654533,1,2
201117654846,1,2
201117655039,1,0
201117655078,1,0
201117655278,1,1
201117655278,1,2
201117655365,1,1
201117655377,1,1
201117655377,1,2
201117655409,1,0
201117655507,1,0
201117655780,1,12
201117655810,1,1
201117655810,1,2
201117656038,1,1
201117656038,1,2
201117656049,1,0
201117656242,1,0
201117656595,1,2
201117656737,1,4
201117656811,1,12
201117656861,1,0
201117656861,2,0
201117656861,3,0
201117657117,1,0
201117657238,1,0
201117657473,1,0
201117657623,1,12
201117657623,1,1
201117657937,1,1
201117657937,1,2
201117658015,1,0
201117658025,1,0
201117658103,1,0
201117658110,1,1
201117658132,1,0
201117658162,1,2
201117658421,1,0
201117658498,1,12
201117658498,1,1
201117658498,1,2
201117658866,1,0
201117659065,1,2
201117659233,1,9
201117659897,1,0
201117660154,1,0
201117660201,1,2
201117660360,1,2
201117660360,1,3
201117660360,2,2
201117660360,2,3
201117660970,1,9
201117661000,1,2
201117661000,2,2
201117661000,3,2
201117661157,1,2
201117661419,1,2
201117661511,1,2
201117661704,1,0
201117661828,1,0
201117661866,1,2
201117661866,1,3
201117662041,1,0
201117662733,1,2
201117662733,1,14
201117662840,1,0
201117662866,1,2
201117662866,1,12
201117662968,1,0
201117662986,1,1
201117662986,1,2
201117663495,1,2
201117663803,1,1
201117663803,1,2
201117663942,1,0
201117664165,1,2
201117664165,1,3
201117664165,1,9
201117664311,1,2
201117664311,1,12
201117665016,1,2
201117665406,1,2
201117665515,1,0
201117665853,1,0
201117666139,1,0
201117666139,2,0
201117666367,1,0
201117666453,1,2
201117666562,1,0
201117666842,1,2
201117666842,1,3
201117666867,1,1
201117666867,1,2
201117666908,1,0
201117667006,1,0
201117667013,1,2
201117667049,1,0
201117667414,1,2
201118471319,1,0
201118471442,1,2
201118472473,1,0
201118473465,1,0
201118473465,2,0
201118473966,1,1
201118473966,1,2
201118473966,1,12
201118474003,1,21
201118474083,1,2
201118474223,1,8
201118474415,1,0
201118474415,2,0
201118474824,1,8
201118474825,1,0
201118475123,1,1
201118475123,1,2
201118475198,1,0
201118475546,1,2
201118475546,1,3
201118475571,1,0
201118475601,1,2
201118475613,1,2
201118475613,1,12
201118475789,1,12
201118475789,1,2
201118476244,1,0
201118476302,1,6
201118476302,1,12
201118476447,1,0
201118476450,1,1
201118476791,1,4
201118476902,1,0
201118477004,1,1
201118477347,1,0
201118477603,1,0
201118477624,1,2
201118477666,1,9
201118477868,1,9
201118477870,1,0
201118477873,1,0
201118478014,1,0
201118478233,1,0
201118478236,1,2
201118478236,1,3
201118478236,2,3
201118478236,2,2
201118478356,1,0
201118479060,1,0
201118479063,1,1
201118479063,1,2
201118479108,1,0
201118479270,1,4
201118479630,1,0
201118479682,1,0
201118479747,1,2
201118479747,1,3
201118479764,1,0
201118479833,1,2
201118479833,1,3
201118479959,1,0
201118480167,1,0
201118480188,1,1
201118480455,1,0
201118480477,1,1
201118480527,1,1
201118480527,1,2
201118480585,1,0
201118480591,1,1
201118480591,1,2
201118480602,1,0
201118480748,1,0
201118480748,2,0
201118480830,1,0
201118480978,1,3
201118480978,1,1
201118480978,1,2
201118481097,1,0
201118481118,1,8
201118481282,1,0
201118481395,1,1
201118481395,1,2
201118481665,1,2
201118481665,1,3
201118481942,1,0
201118482015,1,21
201118482039,1,0
201118482127,1,1
201118482127,1,2
201118482264,1,0
201118482433,1,2
201118482433,1,3
201118482458,1,0
201118482460,1,6
201118482965,1,0
201118483040,1,0
201118483111,1,4
201118483238,1,0
201118483491,1,0
201118483603,1,1
201118483603,1,2
201118483635,1,2
201118483833,1,0
201118483935,1,0
201118483965,1,0
201118483967,1,0
201118483968,1,0
201118483973,1,2
201118484269,1,0
201118484390,1,21
201118484404,1,0
201118484698,1,0
201118484773,1,0
201118484864,1,0
201118484890,1,0
201118484890,2,0
201118484943,1,0
201118485015,1,0
201118485152,1,21
201118485399,1,1
201118485488,1,0
201118485518,1,0
201118485545,1,0
201118485754,1,0
201118485929,1,0
201118486057,1,0
201118486161,1,1
201118486161,1,3
201118486305,1,1
201118486305,1,2
201118486446,1,0
201118486512,1,1
201118486598,1,0
201118486764,1,0
201118486782,1,0
201118486789,1,0
201118486796,1,1
201118486796,1,2
201118486917,1,0
201118486973,1,0
201118487007,1,0
201118487007,2,0
201118487037,1,21
201118487186,1,12
201118487311,1,0
