CASENUM	VEH_NO	PER_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MSAFEQMT	WEIGHT
201417292777	0	1	3	3	2	48	9	8	51.964
201417292887	0	1	3	3	4	48	9	1	51.964
201417292931	0	1	3	3	1	48	9	1	51.964
201417293059	0	1	3	3	1	48	9	1	51.964
201417293127	0	1	3	3	4	48	9	1	51.964
201417293296	0	1	3	3	1	48	9	1	51.964
201417293561	0	1	3	3	3	48	9	2	51.964
201417293580	0	1	3	3	4	48	9	1	51.964
201417294070	0	1	3	3	4	48	9	1	51.964
201417294238	0	1	3	3	3	48	9	8	51.964
201417294602	0	1	3	3	4	48	9	1	51.964
201417294609	0	1	3	3	4	48	9	1	51.964
201417600045	0	1	3	3	1	49	7	8	10.4276
201417600088	0	1	3	3	1	49	7	8	10.4276
201417600093	0	1	3	3	1	49	7	8	10.4276
201417600321	0	1	3	3	1	49	7	1	10.4276
201417600915	0	1	3	3	1	49	7	1	10.4276
201417601413	0	1	3	3	1	49	7	1	10.4276
201417601561	0	1	3	3	1	49	7	1	10.4276
201417601721	0	1	3	3	1	49	7	1	10.4276
201417601802	0	1	3	3	1	49	7	1	10.4276
201417601811	0	1	3	3	1	49	7	1	10.4276
201417602565	0	1	3	3	1	49	7	8	10.4276
201417602807	0	1	3	3	1	49	7	1	10.4276
201417603140	0	1	3	3	1	49	7	1	10.4276
201417603537	0	1	3	3	1	49	7	1	10.4276
201417603722	0	1	3	3	1	49	7	1	10.4276
201417603766	0	1	3	3	1	49	7	1	10.4276
201417603942	0	1	3	3	1	49	7	1	10.4276
201417603944	0	1	3	3	1	49	7	1	10.4276
201417604362	0	1	3	3	1	49	7	1	10.4276
201417604659	0	1	3	3	1	49	7	8	10.4276
201417604830	0	1	3	3	1	49	7	8	10.4276
201417604916	0	1	3	3	1	49	7	8	10.4276
201417605281	0	1	3	3	1	49	7	1	10.4276
201417605624	0	1	3	3	1	49	7	8	10.4276
201417605863	0	1	3	3	1	49	7	1	10.4276
201417605873	0	1	3	3	1	49	7	1	10.4276
201417606018	0	1	3	3	1	49	7	1	10.4276
201417606119	0	1	3	3	3	49	7	8	13.0345
201417606142	0	1	3	3	1	49	7	7	10.4276
201417606212	0	1	3	3	1	49	7	1	10.4276
201417606483	0	1	3	3	1	49	7	2	10.4276
201417606603	0	1	3	3	1	49	7	1	10.4276
201417606673	0	1	3	3	1	49	7	1	10.4276
201417606742	0	1	3	3	1	49	7	1	10.4276
201417607122	0	1	3	3	1	49	7	8	10.4276
201417607166	0	1	3	3	1	49	7	8	10.4276
201417607648	0	1	3	3	1	49	7	8	10.4276
201417607735	0	1	3	3	1	49	7	1	10.4276
201417607745	0	1	3	3	1	49	7	8	10.4276
201417607802	0	1	3	3	3	49	7	1	13.0345
201417608105	0	1	3	3	1	49	7	8	10.4276
201417608233	0	1	3	3	1	49	7	1	10.4276
201417608622	0	1	3	3	1	49	7	1	10.4276
201417608881	0	1	3	3	1	49	7	1	10.4276
201417608964	0	1	3	3	1	49	7	1	10.4276
201417608989	0	1	3	3	1	49	7	1	10.4276
201417609124	0	1	3	3	1	49	7	8	10.4276
201417609143	0	1	3	3	1	49	7	8	10.4276
201417609177	0	1	3	3	1	49	7	8	10.4276
201417609197	0	1	3	3	1	49	7	2	10.4276
201417609245	0	1	3	3	1	49	7	8	10.4276
201417609266	0	1	3	3	1	49	7	8	10.4276
201417609630	0	1	3	4	1	49	7	8	239.8348
201417609640	0	1	3	3	1	49	7	8	10.4276
201417609802	0	1	3	3	1	49	7	1	10.4276
201417609850	0	1	3	4	1	49	7	1	239.8348
201417610283	0	1	3	3	1	49	7	8	10.4276
201417610499	0	1	3	3	1	49	7	8	10.4276
201417610567	0	1	3	3	1	49	7	8	10.4276
201417610704	0	1	3	3	1	49	7	8	10.4276
201417610763	0	1	3	3	1	49	7	8	10.4276
201417610763	0	2	3	3	1	49	7	8	10.4276
201417610763	0	3	3	3	1	49	7	8	10.4276
201417610763	0	4	3	3	1	49	7	8	10.4276
201417610862	0	1	3	3	1	49	7	8	10.4276
201417610992	0	1	3	3	1	49	7	8	10.4276
201417611133	0	1	3	3	1	49	7	8	10.4276
201417611208	0	1	3	3	1	49	7	8	10.4276
201417611208	0	2	3	3	1	49	7	8	10.4276
201417611478	0	1	3	3	1	49	7	8	10.4276
201417611865	0	1	3	3	1	49	7	8	10.4276
201417612318	0	1	3	3	1	49	7	8	10.4276
201417612320	0	1	3	6	1	49	7	8	99.0622
201417612562	0	1	3	3	1	49	7	8	10.4276
201417613259	0	1	3	3	1	49	7	8	10.4276
201417613524	0	1	3	3	1	49	7	8	10.4276
201417614078	0	1	3	3	1	49	7	8	10.4276
201417698063	0	1	3	3	1	49	7	1	10.4276
201417698127	0	1	3	3	1	49	7	8	10.4276
201417698443	0	1	3	3	1	49	7	8	10.4276
201417698707	0	1	3	3	1	49	7	8	10.4276
201417698707	0	2	3	3	1	49	7	8	10.4276
201417698801	0	1	3	3	3	49	7	8	13.0345
201417698927	0	1	3	3	1	49	7	5	10.4276
201417699006	0	1	3	3	1	49	7	8	10.4276
201417699249	0	1	3	3	1	49	7	8	10.4276
201417699644	0	1	3	3	1	49	7	1	10.4276
201418455966	0	1	2	3	8	72	13	1	15
201418456236	0	1	2	3	8	72	13	1	15
201418456345	0	1	2	3	8	72	13	9	15
201418456381	0	1	2	3	8	72	13	1	15
201418457227	0	1	2	3	8	72	13	1	15
201418457722	0	1	2	3	8	72	13	1	15
201418459202	0	1	2	3	8	72	13	2	15
201418459460	0	1	2	3	8	72	13	1	15
201418459793	0	1	2	3	8	72	13	8	15
201418459911	0	1	2	3	8	72	13	1	15
201418460480	0	1	2	3	8	72	13	1	15
201418460727	0	1	2	3	8	72	13	8	15
201418462015	0	1	2	3	8	72	13	1	15
201418462589	0	1	2	3	8	72	13	1	15
201418463648	0	1	2	3	8	72	13	1	15
201418464615	0	1	2	3	8	72	13	8	15
201418465340	0	1	2	3	8	72	13	2	15
201418465501	0	1	2	3	8	72	13	2	15
201418465536	0	1	2	1	8	72	13	9	5
201418465559	0	1	2	3	8	72	13	8	15
201418465775	0	1	2	3	8	72	13	1	15
201418465994	0	1	2	3	8	72	13	1	15
201418466167	0	1	2	3	8	72	13	1	15
201418466442	0	1	2	2	8	72	13	1	55
201418467024	0	1	2	3	8	72	13	1	15
201418467695	0	1	2	3	8	72	13	8	15
201418467784	0	1	2	3	8	72	13	8	15
201418467888	0	1	2	3	8	72	13	8	15
201418468375	0	1	2	3	8	72	13	8	15
201418468954	0	1	2	3	8	72	13	8	15
201418469001	0	1	2	3	8	72	13	8	15
201418469260	0	1	2	3	8	72	13	8	15
201418469416	0	1	2	3	8	72	13	8	15
201418469608	0	1	2	3	8	72	13	8	15
201418470235	0	1	2	3	8	72	13	8	15
201418470542	0	1	2	3	8	72	13	8	15
201418470955	0	1	2	3	8	72	13	8	15
201418472182	0	1	2	3	8	72	13	8	15
201418472814	0	1	2	3	8	72	13	8	15
201418473097	0	1	2	3	8	72	13	8	15
201418922401	0	1	2	3	4	73	5	8	10.9806
201418924955	0	1	2	3	2	73	5	1	10.9806
201418925332	0	1	2	3	1	73	5	8	10.9806
201418925332	0	2	2	3	1	73	5	8	10.9806
201418925344	0	1	2	1	1	73	5	8	5.4903
201418925344	0	2	2	1	1	73	5	8	5.4903
201418925380	0	1	2	3	2	73	5	8	10.9806
201418925408	0	1	2	3	4	73	5	8	10.9806
201418925512	0	1	2	3	2	73	5	8	10.9806
201418925731	0	1	2	3	3	73	5	8	10.9806
201418925989	0	1	2	3	10	73	5	8	31.925051
201418925989	0	2	2	3	10	73	5	8	31.925051
201418926154	0	1	2	3	1	73	5	8	10.9806
201418926385	0	1	2	3	10	73	5	8	31.925051
201418926408	0	1	2	3	5	73	5	8	10.125815
201418926422	0	1	2	3	3	73	5	8	10.9806
201418926561	0	1	2	3	2	73	5	1	10.9806
201418926600	0	1	2	3	10	73	5	1	31.925051
201418926690	0	1	2	3	5	73	5	8	10.125815
201418927042	0	1	2	3	2	73	5	8	10.9806
201418927178	0	1	2	3	10	73	5	8	31.925051
201418927184	0	1	2	3	10	73	5	8	31.925051
201418927204	0	1	2	3	5	73	5	8	10.125815
201418927228	0	1	2	3	3	73	5	8	10.9806
201418927291	0	1	2	3	2	73	5	8	10.9806
201418927461	0	1	2	3	2	73	5	8	10.9806
201418927487	0	1	2	3	2	73	5	8	10.9806
201418927841	0	1	2	3	2	73	5	8	10.9806
201418927947	0	1	2	3	10	73	5	8	31.925051
201418927982	0	1	2	3	5	73	5	8	10.125815
201418928148	0	1	2	3	9	73	5	8	21.642927
201418928277	0	1	2	3	2	73	5	8	10.9806
201418928533	0	1	2	3	1	73	5	8	10.9806
201418928574	0	1	2	3	2	73	5	8	10.9806
201418928662	0	1	2	3	5	73	5	8	10.125815
201418928890	0	1	2	3	1	73	5	8	10.9806
201418928918	0	1	2	3	2	73	5	8	10.9806
201418929060	0	1	2	3	2	73	5	8	10.9806
201418929385	0	1	2	3	5	73	5	8	10.125815
201418929458	0	1	2	3	2	73	5	8	10.9806
201418929507	0	1	2	3	1	73	5	1	10.9806
201418929794	0	1	2	3	9	73	5	8	21.642927
201418929837	0	1	2	3	5	73	5	1	10.125815
201418930182	0	1	2	3	5	73	5	8	10.125815
201418930273	0	1	2	3	2	73	5	8	10.9806
201418930275	0	1	2	3	2	73	5	8	10.9806
201418930587	0	1	2	3	2	73	5	8	10.9806
201418930644	0	1	2	3	1	73	5	8	10.9806
201418930644	0	2	2	3	1	73	5	8	10.9806
201418931345	0	1	2	3	9	73	5	8	21.642927
201418931410	0	1	2	3	1	73	5	8	10.9806
201418931496	0	1	2	3	2	73	5	1	10.9806
201419304685	0	1	2	3	1	74	4	1	12.5274
201419304967	0	1	2	3	9	74	4	1	12.5274
201419305076	0	1	2	3	9	74	4	8	12.5274
201419305607	0	1	2	3	1	74	4	1	12.5274
201419305715	0	1	2	3	1	74	4	8	12.5274
201419305785	0	1	2	3	1	74	4	8	12.5274
201419305885	0	1	2	3	2	74	4	1	12.5274
201419305903	0	1	2	3	1	74	4	1	12.5274
201419306050	0	1	2	3	1	74	4	1	12.5274
201419306307	0	1	2	3	2	74	4	2	12.5274
201419306515	0	1	2	3	1	74	4	2	12.5274
201419306665	0	1	2	3	9	74	4	8	12.5274
201419306749	0	1	2	3	1	74	4	8	12.5274
201419306781	0	1	2	3	2	74	4	8	12.5274
201419307071	0	1	2	3	9	74	4	1	12.5274
201419307172	0	1	2	4	1	74	4	8	238.0206
201419307254	0	1	2	3	1	74	4	1	12.5274
201419307541	0	1	2	3	9	74	4	1	12.5274
201420107478	0	1	4	3	1	75	11	2	16.1504
201420107765	0	1	4	3	1	75	11	1	16.1504
201420107821	0	1	4	3	5	75	11	8	14.066514
201420107938	0	1	4	3	5	75	11	2	14.066514
201420108199	0	1	4	3	5	75	11	8	14.066514
201420108200	0	1	4	3	5	75	11	8	14.066514
201420108233	0	1	4	3	1	75	11	2	16.1504
201420108407	0	1	4	3	5	75	11	8	14.066514
201420108456	0	1	4	3	1	75	11	2	16.1504
201420108538	0	1	4	3	1	75	11	1	16.1504
201420108771	0	1	4	3	1	75	11	8	16.1504
201420109010	0	1	4	3	1	75	11	2	16.1504
201420109226	0	1	4	3	1	75	11	1	16.1504
201420109294	0	1	4	3	1	75	11	2	16.1504
201420109735	0	1	4	3	1	75	11	1	16.1504
201420521652	0	1	4	3	1	76	12	2	105.2906
201420521664	0	1	4	3	4	76	12	2	105.2906
201420521785	0	1	4	3	5	76	12	1	105.2906
201420521822	0	1	4	4	3	76	12	8	210.5812
201420521891	0	1	4	4	1	76	12	1	210.5812
201420522349	0	1	4	4	7	76	12	8	300.829985
201420522380	0	1	4	3	3	76	12	1	105.2906
201420522544	0	1	4	3	3	76	12	1	105.2906
201420522788	0	1	4	3	5	76	12	1	105.2906
201420523023	0	1	4	6	7	76	12	8	300.829985
201420523025	0	1	4	3	18	76	12	2	105.2906
201420523139	0	1	4	6	1	76	12	8	105.2906
201420523393	0	1	4	4	3	76	12	8	210.5812
201420934719	0	1	4	3	2	78	12	8	55.3177
201420934723	0	1	4	3	2	78	12	1	55.3177
201420934826	0	1	4	3	1	78	12	1	55.3177
201420934854	0	1	4	3	1	78	12	1	55.3177
201420934882	0	1	4	3	1	78	12	1	55.3177
201420934883	0	1	4	3	1	78	12	1	55.3177
201420934911	0	1	4	3	1	78	12	2	55.3177
201420934940	0	1	4	3	2	78	12	1	55.3177
201420934962	0	1	4	3	1	78	12	1	55.3177
201420934982	0	1	4	3	1	78	12	1	55.3177
201420935005	0	1	4	1	2	78	12	1	55.3177
201420935020	0	1	4	3	1	78	12	2	55.3177
201420935026	0	1	4	3	1	78	12	1	55.3177
201420935140	0	1	4	3	1	78	12	1	55.3177
201420935169	0	1	4	3	1	78	12	2	55.3177
201420935169	0	1	4	3	1	78	12	3	55.3177
201420935203	0	1	4	3	1	78	12	8	55.3177
201420935205	0	1	4	3	1	78	12	1	55.3177
201420935316	0	1	4	3	1	78	12	1	55.3177
201420935340	0	1	4	3	2	78	12	8	55.3177
201420935481	0	1	4	3	1	78	12	2	55.3177
201420935482	0	1	4	3	1	78	12	1	55.3177
201420935487	0	1	4	3	1	78	12	8	55.3177
201420935490	0	1	4	3	1	78	12	1	55.3177
201420935506	0	1	4	3	1	78	12	8	55.3177
201420935514	0	1	4	3	1	78	12	8	55.3177
201420935601	0	1	4	3	1	78	12	8	55.3177
201420935619	0	1	4	3	2	78	12	1	55.3177
201420935741	0	1	4	6	4	78	12	2	110.6354
201420935741	0	2	4	6	4	78	12	2	110.6354
201420935773	0	1	4	3	1	78	12	1	55.3177
201420935779	0	1	4	3	1	78	12	1	55.3177
201420935780	0	1	4	3	1	78	12	1	55.3177
201420935913	0	1	4	3	1	78	12	1	55.3177
201420935917	0	1	4	3	1	78	12	1	55.3177
201420935919	0	1	4	3	1	78	12	1	55.3177
201420936102	0	1	4	6	1	78	12	1	110.6354
201420936110	0	1	4	2	1	78	12	1	55.3177
201420936145	0	1	4	3	1	78	12	1	55.3177
201420936170	0	1	4	3	1	78	12	1	55.3177
201420936263	0	1	4	4	1	78	12	1	221.2708
201420936374	0	1	4	3	1	78	12	1	55.3177
201420936391	0	1	4	4	1	78	12	1	221.2708
201420936418	0	1	4	2	4	78	12	8	55.3177
201420936581	0	1	4	3	1	78	12	1	55.3177
201420936641	0	1	4	3	1	78	12	1	55.3177
201420936685	0	1	4	4	1	78	12	1	221.2708
201420936741	0	1	4	3	1	78	12	2	55.3177
201420936741	0	1	4	3	1	78	12	5	55.3177
201420936747	0	1	4	4	1	78	12	8	221.2708
201420936811	0	1	4	3	1	78	12	1	55.3177
201420936816	0	1	4	3	1	78	12	1	55.3177
201420936835	0	1	4	5	1	78	12	1	55.3177
201420936938	0	1	4	3	1	78	12	1	55.3177
201420937030	0	1	4	3	1	78	12	1	55.3177
201420937031	0	1	4	3	1	78	12	1	55.3177
201420937041	0	1	4	3	1	78	12	1	55.3177
201420937068	0	1	4	3	1	78	12	1	55.3177
201420937071	0	1	4	3	1	78	12	1	55.3177
201420937166	0	1	4	3	1	78	12	8	55.3177
201420937166	0	2	4	3	1	78	12	8	55.3177
201420937228	0	1	4	3	1	78	12	8	55.3177
201420937243	0	1	4	3	1	78	12	8	55.3177
201420937248	0	1	4	2	1	78	12	8	55.3177
201420937255	0	1	4	3	2	78	12	8	55.3177
201420937292	0	1	4	3	1	78	12	1	55.3177
201420937300	0	1	4	3	1	78	12	1	55.3177
201420937518	0	1	4	6	3	78	12	1	110.6354
201420937562	0	1	4	3	1	78	12	8	55.3177
201421201437	0	1	2	3	1	11	6	8	19.0507
201421201446	0	1	2	3	1	11	6	2	19.0507
201421201447	0	1	2	3	1	11	6	8	19.0507
201421201528	0	1	2	3	1	11	6	2	19.0507
201421201562	0	1	2	3	1	11	6	8	19.0507
201421201565	0	1	2	3	1	11	6	9	19.0507
201421201734	0	1	2	3	1	11	6	8	19.0507
201421201786	0	1	2	3	1	11	6	8	19.0507
201421320928	0	1	4	3	7	79	10	8	11.093989
201421321316	0	1	4	3	4	79	10	8	11.689272
201421322479	0	1	4	3	2	79	10	8	13.3128
201422038570	0	1	4	3	11	81	11	1	10.656839
201422038720	0	1	4	3	10	81	11	1	12.019
201422038820	0	1	4	3	5	81	11	1	12.019
201422038911	0	1	4	3	4	81	11	1	12.019
201422038954	0	1	4	3	3	81	11	1	12.019
201422039666	0	1	4	3	10	81	11	2	12.019
201422039804	0	1	4	3	5	81	11	1	12.019
201422040217	0	1	4	3	1	81	11	8	14.4228
201422040235	0	1	4	3	3	81	11	8	12.019
201422040487	0	1	4	3	1	81	11	1	14.4228
201422040615	0	1	4	3	4	81	11	1	12.019
201422040736	0	1	4	3	1	81	11	1	14.4228
201422040736	0	2	4	3	1	81	11	1	14.4228
201422041032	0	1	4	3	4	81	11	1	12.019
201422041625	0	1	4	3	1	81	11	1	14.4228
201422041914	0	1	4	3	4	81	11	2	12.019
201422042528	0	1	4	3	4	81	11	3	12.019
201422042959	0	1	4	3	11	81	11	1	10.656839
201422043146	0	1	4	3	10	81	11	2	12.019
201422043331	0	1	4	3	4	81	11	8	12.019
201422043552	0	1	4	3	1	81	11	1	14.4228
201422044074	0	1	4	3	1	81	11	2	14.4228
201422044161	0	1	4	3	10	81	11	2	12.019
201422044381	0	1	4	3	7	81	11	1	15.561408
201422044593	0	1	4	3	3	81	11	2	12.019
201422044837	0	1	4	3	4	81	11	2	12.019
201422044843	0	1	4	3	11	81	11	2	10.656839
201422045043	0	1	4	3	3	81	11	1	12.019
201422045334	0	1	4	3	10	81	11	1	12.019
201422045393	0	1	4	3	10	81	11	1	12.019
201422045393	0	2	4	3	10	81	11	8	12.019
201422045546	0	1	4	3	1	81	11	3	14.4228
201422045892	0	1	4	3	3	81	11	2	12.019
201422045982	0	1	4	3	4	81	11	2	12.019
201422046381	0	1	4	3	11	81	11	1	10.656839
201422046685	0	1	4	3	1	81	11	8	14.4228
201422046872	0	1	4	3	7	81	11	1	15.561408
201422046942	0	1	4	3	7	81	11	9	15.561408
201422047023	0	1	4	4	3	81	11	1	240.38
201422047354	0	1	4	3	1	81	11	8	14.4228
201422047506	0	1	4	3	1	81	11	2	14.4228
201422047518	0	1	4	3	3	81	11	1	12.019
201422047747	0	1	4	3	7	81	11	1	15.561408
201422047749	0	1	4	3	1	81	11	1	14.4228
201422047861	0	1	4	3	1	81	11	2	14.4228
201422047892	0	1	4	3	1	81	11	1	14.4228
201422047914	0	1	4	3	3	81	11	1	12.019
201422047969	0	1	4	3	4	81	11	1	12.019
201422048494	0	1	4	3	1	81	11	1	14.4228
201422048812	0	1	4	3	1	81	11	1	14.4228
201422048846	0	1	4	3	10	81	11	1	12.019
201422048973	0	1	4	3	5	81	11	1	12.019
201422049129	0	1	4	3	1	81	11	8	14.4228
201422049360	0	1	4	3	3	81	11	8	12.019
201422049360	0	2	4	3	3	81	11	8	12.019
201422049559	0	1	4	3	1	81	11	1	14.4228
201422049606	0	1	4	4	7	81	11	1	238.608256
201422050342	0	1	4	3	1	81	11	8	14.4228
201422050354	0	1	4	3	1	81	11	8	14.4228
201422050553	0	1	4	1	3	81	11	1	2.4038
201422050855	0	1	4	3	4	81	11	8	12.019
201422051046	0	1	4	3	2	81	11	8	14.4228
201422051110	0	1	4	3	7	81	11	8	15.561408
201422051142	0	1	4	3	5	81	11	8	12.019
201422051264	0	1	4	3	3	81	11	8	12.019
201422051715	0	1	4	3	4	81	11	8	12.019
201422051940	0	1	4	3	2	81	11	8	14.4228
201422368328	0	1	4	3	1	82	10	1	10.944
201422368343	0	1	4	3	1	82	10	8	10.944
201422368345	0	1	4	3	1	82	10	1	10.944
201422368350	0	1	4	3	1	82	10	2	10.944
201422368369	0	1	4	3	1	82	10	2	10.944
201422368394	0	1	4	3	1	82	10	2	10.944
201422368394	0	2	4	3	1	82	10	2	10.944
201422368394	0	3	4	3	1	82	10	2	10.944
201422368394	0	4	4	3	1	82	10	2	10.944
201422368397	0	1	4	3	1	82	10	1	10.944
201422368617	0	1	4	3	1	82	10	1	10.944
201422368624	0	1	4	3	1	82	10	1	10.944
201422368658	0	1	4	3	1	82	10	2	10.944
201422368900	0	1	4	3	1	82	10	2	10.944
201422368900	0	1	4	3	1	82	10	5	10.944
201422368915	0	1	4	3	1	82	10	8	10.944
201422368925	0	1	4	3	1	82	10	8	10.944
201422368939	0	1	4	3	1	82	10	9	10.944
201422369169	0	1	4	3	1	82	10	2	10.944
201422369183	0	1	4	3	1	82	10	1	10.944
201422369202	0	1	4	3	1	82	10	2	10.944
201422369213	0	1	4	3	1	82	10	1	10.944
201422369363	0	1	4	3	1	82	10	2	10.944
201422369379	0	1	4	3	1	82	10	8	10.944
201422369387	0	1	4	3	1	82	10	8	10.944
201422369405	0	1	4	3	1	82	10	8	10.944
201422369422	0	1	4	3	1	82	10	8	10.944
201422369712	0	1	4	3	1	82	10	8	10.944
201422369742	0	1	4	3	1	82	10	1	10.944
201422369752	0	1	4	3	1	82	10	2	10.944
201422369752	0	1	4	3	1	82	10	3	10.944
201422369752	0	1	4	3	1	82	10	5	10.944
201422369772	0	1	4	3	1	82	10	2	10.944
201422369948	0	1	4	3	1	82	10	8	10.944
201422370125	0	1	4	3	1	82	10	1	10.944
201422370363	0	1	4	3	1	82	10	9	10.944
201422370395	0	1	4	3	1	82	10	7	10.944
201422370405	0	1	4	3	1	82	10	7	10.944
201422370421	0	1	4	3	1	82	10	1	10.944
201422370428	0	1	4	3	1	82	10	1	10.944
201422370694	0	1	4	3	1	82	10	2	10.944
201422370734	0	1	4	3	1	82	10	2	10.944
201422371124	0	1	4	3	1	82	10	2	10.944
201422371124	0	1	4	3	1	82	10	3	10.944
201422371128	0	1	4	3	1	82	10	8	10.944
201422371131	0	1	4	3	1	82	10	1	10.944
201422371164	0	1	4	3	1	82	10	1	10.944
201422371169	0	1	4	3	1	82	10	8	10.944
201422371345	0	1	4	3	1	82	10	8	10.944
201422371356	0	1	4	3	1	82	10	8	10.944
201422371696	0	1	4	3	1	82	10	8	10.944
201422371701	0	1	4	3	1	82	10	2	10.944
201422371705	0	1	4	3	1	82	10	8	10.944
201422371734	0	1	4	3	1	82	10	1	10.944
201422371931	0	1	4	3	1	82	10	8	10.944
201422371951	0	1	4	3	1	82	10	2	10.944
201422371955	0	1	4	3	1	82	10	8	10.944
201422371969	0	1	4	3	1	82	10	1	10.944
201422371989	0	1	4	3	1	82	10	2	10.944
201422372003	0	1	4	3	1	82	10	8	10.944
201422372144	0	1	4	3	1	82	10	2	10.944
201422372166	0	1	4	3	1	82	10	2	10.944
201422372180	0	1	4	3	1	82	10	1	10.944
201422372453	0	1	4	4	1	82	10	8	240.768
201422372503	0	1	4	3	1	82	10	1	10.944
201422372511	0	1	4	3	1	82	10	1	10.944
201422372527	0	1	4	3	1	82	10	2	10.944
201422372559	0	1	4	3	1	82	10	1	10.944
201422372755	0	1	4	3	1	82	10	1	10.944
201422372760	0	1	4	3	1	82	10	2	10.944
201422372768	0	1	4	3	1	82	10	2	10.944
201422372772	0	1	4	3	1	82	10	8	10.944
201422372789	0	1	4	3	1	82	10	2	10.944
201422373034	0	1	4	3	1	82	10	2	10.944
201422373034	0	1	4	3	1	82	10	3	10.944
201422373034	0	1	4	3	1	82	10	5	10.944
201422373048	0	1	4	3	1	82	10	3	10.944
201422373061	0	1	4	3	1	82	10	2	10.944
201422373061	0	1	4	3	1	82	10	5	10.944
201422373089	0	1	4	3	1	82	10	8	10.944
201422373107	0	1	4	3	1	82	10	8	10.944
201422373112	0	1	4	3	1	82	10	8	10.944
201422373115	0	1	4	3	1	82	10	1	10.944
201422373297	0	1	4	4	1	82	10	1	240.768
201422373341	0	1	4	4	1	82	10	2	240.768
201422373341	0	1	4	4	1	82	10	3	240.768
201422373376	0	1	4	3	1	82	10	2	10.944
201422373388	0	1	4	3	1	82	10	8	10.944
201422373392	0	1	4	3	1	82	10	8	10.944
201422373421	0	1	4	3	1	82	10	1	10.944
201422373643	0	1	4	3	1	82	10	2	10.944
201422373681	0	1	4	3	1	82	10	2	10.944
201422373694	0	1	4	3	1	82	10	1	10.944
201422374096	0	1	4	3	1	82	10	1	10.944
201422374100	0	1	4	3	1	82	10	3	10.944
201422374105	0	1	4	3	1	82	10	1	10.944
201422374110	0	1	4	3	1	82	10	1	10.944
201422374110	0	2	4	3	1	82	10	1	10.944
201422374122	0	1	4	3	1	82	10	1	10.944
201422374144	0	1	4	3	1	82	10	1	10.944
201422374347	0	1	4	3	1	82	10	1	10.944
201422374351	0	1	4	3	1	82	10	1	10.944
201422374351	0	2	4	3	1	82	10	1	10.944
201422374354	0	1	4	3	1	82	10	1	10.944
201422374382	0	1	4	3	1	82	10	2	10.944
201422374389	0	1	4	3	1	82	10	8	10.944
201422374393	0	1	4	3	1	82	10	3	10.944
201422374665	0	1	4	3	1	82	10	2	10.944
201422374681	0	1	4	3	1	82	10	1	10.944
201422374694	0	1	4	3	1	82	10	1	10.944
201422374701	0	1	4	3	1	82	10	1	10.944
201422374711	0	1	4	3	1	82	10	8	10.944
201422374730	0	1	4	3	1	82	10	2	10.944
201422374968	0	1	4	3	1	82	10	2	10.944
201422375011	0	1	4	3	1	82	10	2	10.944
201422375018	0	1	4	3	1	82	10	8	10.944
201422375192	0	1	4	3	1	82	10	2	10.944
201422375209	0	1	4	3	1	82	10	9	10.944
201422375227	0	1	4	3	1	82	10	8	10.944
201422375418	0	1	4	3	1	82	10	1	10.944
201422375422	0	1	4	3	1	82	10	1	10.944
201422375431	0	1	4	3	1	82	10	2	10.944
201422375578	0	1	4	3	1	82	10	8	10.944
201422375932	0	1	4	3	1	82	10	2	10.944
201422375949	0	1	4	3	1	82	10	1	10.944
201422375951	0	1	4	3	1	82	10	2	10.944
201422375953	0	1	4	3	1	82	10	2	10.944
201422375957	0	1	4	3	1	82	10	8	10.944
201422375978	0	1	4	3	1	82	10	2	10.944
201422375986	0	1	4	3	1	82	10	8	10.944
201422375995	0	1	4	3	1	82	10	2	10.944
201422376008	0	1	4	3	1	82	10	1	10.944
201422376016	0	1	4	3	1	82	10	8	10.944
201422376099	0	1	4	3	1	82	10	8	10.944
201422376102	0	1	4	3	1	82	10	8	10.944
201422376109	0	1	4	3	1	82	10	1	10.944
201422376115	0	1	4	3	1	82	10	8	10.944
201422376564	0	1	4	3	1	82	10	2	10.944
201422376581	0	1	4	3	1	82	10	1	10.944
201422376593	0	1	4	3	1	82	10	1	10.944
201422376603	0	1	4	3	1	82	10	1	10.944
201422376959	0	1	4	3	1	82	10	8	10.944
201422376991	0	1	4	3	1	82	10	2	10.944
201422377000	0	1	4	3	1	82	10	1	10.944
201422377340	0	1	4	3	1	82	10	2	10.944
201422377363	0	1	4	3	1	82	10	2	10.944
201422377365	0	1	4	3	1	82	10	2	10.944
201422377384	0	1	4	3	1	82	10	2	10.944
201422377523	0	1	4	3	1	82	10	1	10.944
201422377523	0	2	4	3	1	82	10	1	10.944
201422377556	0	1	4	3	1	82	10	1	10.944
201422377882	0	1	4	3	1	82	10	1	10.944
201422377888	0	1	4	3	1	82	10	1	10.944
201422377899	0	1	4	3	1	82	10	8	10.944
201422377903	0	1	4	3	1	82	10	8	10.944
201422377923	0	1	4	3	1	82	10	2	10.944
201422377923	0	2	4	3	1	82	10	2	10.944
201422377926	0	1	4	3	1	82	10	2	10.944
201422378158	0	1	4	3	1	82	10	2	10.944
201422378176	0	1	4	3	1	82	10	2	10.944
201422378189	0	1	4	3	1	82	10	2	10.944
201422378199	0	1	4	3	1	82	10	1	10.944
201422378204	0	1	4	3	1	82	10	2	10.944
201422378206	0	1	4	3	1	82	10	1	10.944
