CASENUM	VEH_NO	PER_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MSAFEQMT	WEIGHT
201414101748	0	1	1	3	4	6	1	8	11.492
201414101752	0	1	1	3	11	6	1	8	8.941356
201414101754	0	1	1	3	14	6	1	8	11.62076
201414101757	0	1	1	3	20	6	1	8	14.820011
201414101763	0	1	1	3	5	6	1	8	10.908946
201414101769	0	1	1	3	20	6	1	7	14.820011
201414101771	0	1	1	3	14	6	1	8	11.62076
201414101784	0	1	1	3	14	6	1	8	11.62076
201414101798	0	1	1	3	7	6	1	9	10.975026
201414101801	0	1	1	3	26	6	1	8	20.242467
201414101803	0	1	1	3	26	6	1	8	20.242467
201414101850	0	1	1	3	4	6	1	8	11.492
201414101861	0	1	1	4	11	6	1	8	241.416612
201414101865	0	1	1	3	11	6	1	8	8.941356
201414101879	0	1	1	3	20	6	1	8	14.820011
201414101899	0	1	1	3	26	6	1	8	20.242467
201414101906	0	1	1	3	5	6	1	8	10.908946
201414101942	0	1	1	3	11	6	1	9	8.941356
201414101948	0	1	1	3	1	6	1	8	13.8125
201414101958	0	1	1	3	14	6	1	8	11.62076
201414101976	0	1	1	3	26	6	1	8	20.242467
201414102009	0	1	1	3	11	6	1	8	8.941356
201414102039	0	1	1	3	20	6	1	8	14.820011
201414102041	0	1	1	3	20	6	1	2	14.820011
201414102058	0	1	1	3	7	6	1	8	10.975026
201414102067	0	1	1	3	5	6	1	8	10.908946
201414102079	0	1	1	3	5	6	1	8	10.908946
201414102085	0	1	1	4	26	6	1	9	242.909604
201414102088	0	1	1	3	26	6	1	8	20.242467
201414102092	0	1	1	3	26	6	1	8	20.242467
201414102113	0	1	1	3	4	6	1	2	11.492
201414102151	0	1	1	4	14	6	1	8	244.03596
201414102152	0	1	1	3	14	6	1	8	11.62076
201414102153	0	1	1	3	14	6	1	8	11.62076
201414102164	0	1	1	3	20	6	1	8	14.820011
201414102166	0	1	1	3	20	6	1	8	14.820011
201414102167	0	1	1	4	20	6	1	8	237.120176
201414102178	0	1	1	3	7	6	1	8	10.975026
201414102196	0	1	1	3	26	6	1	2	20.242467
201414102198	0	1	1	3	26	6	1	8	20.242467
201414102201	0	1	1	3	26	6	1	8	20.242467
201414102208	0	1	1	3	26	6	1	8	20.242467
201414102210	0	1	1	3	26	6	1	8	20.242467
201414102223	0	1	1	3	14	6	1	8	11.62076
201414102243	0	1	1	3	2	6	1	8	13.8125
201414102280	0	1	1	3	11	6	1	8	8.941356
201414102296	0	1	1	3	14	6	1	8	11.62076
201414102302	0	1	1	3	14	6	1	8	11.62076
201414102313	0	1	1	3	20	6	1	8	14.820011
201414102337	0	1	1	3	26	6	1	8	20.242467
201414102378	0	1	1	3	14	6	1	8	11.62076
201414102381	0	1	1	3	14	6	1	8	11.62076
201414102408	0	1	1	3	26	6	1	8	20.242467
201414102410	0	1	1	3	26	6	1	8	20.242467
201414102412	0	1	1	3	26	6	1	8	20.242467
201414102435	0	1	1	3	11	6	1	8	8.941356
201414102436	0	1	1	3	11	6	1	8	8.941356
201414102440	0	1	1	3	11	6	1	9	8.941356
201414102447	0	1	1	3	1	6	1	8	13.8125
201414102460	0	1	1	3	14	6	1	8	11.62076
201414102493	0	1	1	3	26	6	1	8	20.242467
201414102508	0	1	1	3	4	6	1	8	11.492
201414102518	0	1	1	3	11	6	1	9	8.941356
201414102523	0	1	1	3	11	6	1	8	8.941356
201414102525	0	1	1	3	14	6	1	8	11.62076
201414102525	0	2	1	3	14	6	1	8	11.62076
201414102541	0	1	1	3	5	6	1	8	10.908946
201414102549	0	1	1	3	26	6	1	8	20.242467
201414102551	0	1	1	3	26	6	1	8	20.242467
201414102591	0	1	1	3	14	6	1	8	11.62076
201414102611	0	1	1	3	26	6	1	8	20.242467
201414102631	0	1	1	3	26	6	1	8	20.242467
201414102666	0	1	1	3	11	6	1	8	8.941356
201414102717	0	1	1	3	14	6	1	8	11.62076
201414102730	0	1	1	3	7	6	1	8	10.975026
201414102739	0	1	1	4	5	6	1	8	239.996812
201414102744	0	1	1	3	26	6	1	8	20.242467
201414102749	0	1	1	4	26	6	1	8	242.909604
201414102771	0	1	1	3	14	6	1	8	11.62076
201414102781	0	1	1	3	1	6	1	8	13.8125
201414102784	0	1	1	3	11	6	1	8	8.941356
201414102810	0	1	1	3	4	6	1	8	11.492
201414102819	0	1	1	3	20	6	1	8	14.820011
201414102897	0	1	1	3	11	6	1	8	8.941356
201414102919	0	1	1	2	1	6	1	8	55.25
201414102967	0	1	1	4	26	6	1	8	242.909604
201414103033	0	1	1	3	14	6	1	9	11.62076
201414103036	0	1	1	4	20	6	1	9	237.120176
201414103038	0	1	1	3	20	6	1	9	14.820011
201414103064	0	1	1	3	5	6	1	8	10.908946
201414103075	0	1	1	3	26	6	1	8	20.242467
201414103159	0	1	1	3	26	6	1	8	20.242467
201414103166	0	1	1	3	26	6	1	8	20.242467
201414103189	0	1	1	4	26	6	1	8	242.909604
201414103205	0	1	1	3	7	6	1	8	10.975026
201414103211	0	1	1	3	20	6	1	8	14.820011
201414103219	0	1	1	3	14	6	1	8	11.62076
201414103220	0	1	1	3	14	6	1	8	11.62076
201414103246	0	1	1	3	11	6	1	8	8.941356
201414103334	0	1	1	3	14	6	1	8	11.62076
201414103342	0	1	1	3	14	6	1	9	11.62076
201414103426	0	1	1	3	26	6	1	8	20.242467
201414103427	0	1	1	3	26	6	1	8	20.242467
201414103502	0	1	1	3	11	6	1	8	8.941356
201414103531	0	1	1	3	5	6	1	8	10.908946
201414103753	0	1	1	3	2	6	1	1	13.8125
201414700038	0	1	2	4	1	13	6	8	233.8002
201414700088	0	1	2	3	3	13	6	8	38.9667
201414700127	0	1	2	3	4	13	6	8	38.9667
201414700345	0	1	2	3	1	13	6	8	38.9667
201414700406	0	1	2	3	3	13	6	8	38.9667
201414700846	0	1	2	3	3	13	6	8	38.9667
201414700888	0	1	2	4	6	13	6	8	233.8002
201414796654	0	1	2	3	1	13	6	8	38.9667
201414797173	0	1	2	2	4	13	6	8	38.9667
201414797337	0	1	2	4	1	13	6	8	233.8002
201414797707	0	1	2	4	1	13	6	8	233.8002
201414797872	0	1	2	3	6	13	6	8	38.9667
201414798303	0	1	2	3	3	13	6	8	38.9667
201414798565	0	1	2	3	6	13	6	8	38.9667
201414798652	0	1	2	3	2	13	6	8	38.9667
201414798766	0	1	2	3	3	13	6	8	38.9667
201414798766	0	2	2	3	3	13	6	8	38.9667
201414798766	0	3	2	3	3	13	6	8	38.9667
201414798771	0	1	2	3	6	13	6	8	38.9667
201414798855	0	1	2	4	6	13	6	8	233.8002
201414798969	0	1	2	3	3	13	6	8	38.9667
201414799004	0	1	2	3	1	13	6	8	38.9667
201414799004	0	2	2	3	1	13	6	8	38.9667
201414799042	0	1	2	3	1	13	6	8	38.9667
201414799073	0	1	2	3	6	13	6	8	38.9667
201414799086	0	1	2	4	5	13	6	8	233.8002
201414799111	0	1	2	3	3	13	6	8	38.9667
201414799111	0	2	2	3	3	13	6	8	38.9667
201414799137	0	1	2	3	1	13	6	8	38.9667
201414799155	0	1	2	3	1	13	6	8	38.9667
201414799208	0	1	2	3	1	13	6	8	38.9667
201414799274	0	1	2	3	5	13	6	8	38.9667
201414799305	0	1	2	3	3	13	6	8	38.9667
201414799343	0	1	2	3	1	13	6	8	38.9667
201414799349	0	1	2	4	1	13	6	8	233.8002
201414799604	0	1	2	3	5	13	6	8	38.9667
201414799629	0	1	2	3	1	13	6	8	38.9667
201414799852	0	1	2	3	2	13	6	8	38.9667
201414799940	0	1	2	3	3	13	6	8	38.9667
201414799940	0	2	2	3	3	13	6	8	38.9667
201414799950	0	1	2	3	6	13	6	8	38.9667
201415474386	0	1	3	3	1	41	7	2	10.0268
201415474506	0	1	3	3	1	41	7	8	10.0268
201415474777	0	1	3	3	2	41	7	8	10.0268
201415474910	0	1	3	3	1	41	7	8	10.0268
201415474910	0	2	3	3	1	41	7	8	10.0268
201415474936	0	1	3	3	1	41	7	1	10.0268
201415474994	0	1	3	3	4	41	7	3	10.0268
201415475079	0	1	3	3	1	41	7	1	10.0268
201415475152	0	1	3	3	1	41	7	1	10.0268
201415475166	0	1	3	3	1	41	7	1	10.0268
201415475255	0	1	3	3	1	41	7	1	10.0268
201415475370	0	1	3	3	1	41	7	1	10.0268
201415475394	0	1	3	4	1	41	7	1	240.6432
201415475430	0	1	3	3	2	41	7	1	10.0268
201415475439	0	1	3	3	2	41	7	1	10.0268
201415475474	0	1	3	3	1	41	7	1	10.0268
201415475520	0	1	3	3	1	41	7	1	10.0268
201415475597	0	1	3	3	1	41	7	1	10.0268
201415475647	0	1	3	3	2	41	7	2	10.0268
201415475686	0	1	3	3	1	41	7	5	10.0268
201415475686	0	2	3	3	1	41	7	1	10.0268
201415475692	0	1	3	3	1	41	7	1	10.0268
201415475738	0	1	3	3	1	41	7	1	10.0268
201415475747	0	1	3	3	1	41	7	1	10.0268
201415475754	0	1	3	3	2	41	7	1	10.0268
201415475761	0	1	3	3	1	41	7	1	10.0268
201415475774	0	1	3	3	1	41	7	1	10.0268
201415475826	0	1	3	3	1	41	7	1	10.0268
201415475833	0	1	3	3	1	41	7	1	10.0268
201415475869	0	1	3	3	1	41	7	1	10.0268
201415475938	0	1	3	3	1	41	7	8	10.0268
201415476018	0	1	3	3	1	41	7	1	10.0268
201415476078	0	1	3	3	2	41	7	8	10.0268
201415476078	0	2	3	3	2	41	7	8	10.0268
201415476208	0	1	3	3	1	41	7	1	10.0268
201415476258	0	1	3	3	1	41	7	1	10.0268
201415476280	0	1	3	3	1	41	7	1	10.0268
201415476290	0	1	3	3	1	41	7	1	10.0268
201415476348	0	1	3	3	2	41	7	8	10.0268
201415476415	0	1	3	3	2	41	7	1	10.0268
201415476545	0	1	3	3	1	41	7	1	10.0268
201415476563	0	1	3	3	1	41	7	8	10.0268
201415476569	0	1	3	3	1	41	7	1	10.0268
201415476573	0	1	3	3	1	41	7	1	10.0268
201415476743	0	1	3	3	1	41	7	1	10.0268
201415476746	0	1	3	3	1	41	7	1	10.0268
201415476805	0	1	3	3	1	41	7	1	10.0268
201415476826	0	1	3	3	1	41	7	1	10.0268
201415476858	0	1	3	3	1	41	7	8	10.0268
201415476878	0	1	3	3	2	41	7	8	10.0268
201415476885	0	1	3	3	2	41	7	8	10.0268
201415476933	0	1	3	3	1	41	7	1	10.0268
201415476973	0	1	3	3	1	41	7	8	10.0268
201415477004	0	1	3	3	1	41	7	1	10.0268
201415477052	0	1	3	3	1	41	7	1	10.0268
201415477072	0	1	3	3	1	41	7	1	10.0268
201415477086	0	1	3	3	1	41	7	1	10.0268
201415477102	0	1	3	3	1	41	7	1	10.0268
201415477150	0	1	3	3	1	41	7	1	10.0268
201415477167	0	1	3	3	1	41	7	1	10.0268
201415477275	0	1	3	3	1	41	7	2	10.0268
201415477340	0	1	3	3	1	41	7	1	10.0268
201415477391	0	1	3	3	1	41	7	1	10.0268
201415477438	0	1	3	3	1	41	7	1	10.0268
201415477475	0	1	3	3	2	41	7	8	10.0268
201415477524	0	1	3	3	1	41	7	2	10.0268
201415477537	0	1	3	3	1	41	7	1	10.0268
201415477540	0	1	3	3	1	41	7	1	10.0268
201415477553	0	1	3	3	2	41	7	1	10.0268
201415477604	0	1	3	3	1	41	7	1	10.0268
201415477670	0	1	3	3	1	41	7	1	10.0268
201415477696	0	1	3	3	1	41	7	1	10.0268
201415477707	0	1	3	3	1	41	7	2	10.0268
201415477810	0	1	3	3	1	41	7	1	10.0268
201415477818	0	1	3	3	1	41	7	2	10.0268
201415477832	0	1	3	3	1	41	7	1	10.0268
201415477873	0	1	3	3	1	41	7	1	10.0268
201415477962	0	1	3	3	2	41	7	8	10.0268
201415477962	0	2	3	3	2	41	7	1	10.0268
201415477983	0	1	3	3	1	41	7	1	10.0268
201415478050	0	1	3	3	1	41	7	1	10.0268
201415478117	0	1	3	3	1	41	7	8	10.0268
201415478122	0	1	3	3	1	41	7	1	10.0268
201415478170	0	1	3	3	1	41	7	1	10.0268
201415478214	0	1	3	3	1	41	7	1	10.0268
201415478244	0	1	3	3	3	41	7	8	10.0268
201415478250	0	1	3	3	1	41	7	1	10.0268
201415478303	0	1	3	3	2	41	7	8	10.0268
201415478362	0	1	3	3	1	41	7	1	10.0268
201415478371	0	1	3	3	1	41	7	1	10.0268
201415478380	0	1	3	3	2	41	7	8	10.0268
201415478452	0	1	3	3	1	41	7	8	10.0268
201415478525	0	1	3	3	2	41	7	8	10.0268
201415478531	0	1	3	3	2	41	7	1	10.0268
201415478546	0	1	3	3	1	41	7	1	10.0268
201415478614	0	1	3	3	1	41	7	1	10.0268
201415478623	0	1	3	3	1	41	7	1	10.0268
201415478641	0	1	3	3	1	41	7	1	10.0268
201415478690	0	1	3	3	1	41	7	1	10.0268
201415478711	0	1	3	3	1	41	7	8	10.0268
201415478843	0	1	3	3	1	41	7	2	10.0268
201415478863	0	1	3	3	1	41	7	1	10.0268
201415478903	0	1	3	3	1	41	7	2	10.0268
201415478908	0	1	3	3	1	41	7	8	10.0268
201415478948	0	1	3	3	1	41	7	8	10.0268
201415478973	0	1	3	3	1	41	7	1	10.0268
201415478982	0	1	3	3	2	41	7	8	10.0268
201415479018	0	1	3	3	1	41	7	1	10.0268
201415479169	0	1	3	3	2	41	7	8	10.0268
201415479209	0	1	3	3	1	41	7	1	10.0268
201415479277	0	1	3	3	1	41	7	8	10.0268
201415479323	0	1	3	3	1	41	7	2	10.0268
201415479330	0	1	3	3	1	41	7	8	10.0268
201415479377	0	1	3	3	1	41	7	1	10.0268
201415479405	0	1	3	3	1	41	7	1	10.0268
201415479416	0	1	3	3	1	41	7	8	10.0268
201415479434	0	1	3	3	1	41	7	1	10.0268
201415479510	0	1	3	3	2	41	7	8	10.0268
201415479592	0	1	3	3	2	41	7	8	10.0268
201415479649	0	1	3	3	1	41	7	1	10.0268
201415479780	0	1	3	4	1	41	7	1	240.6432
201415479803	0	1	3	3	1	41	7	8	10.0268
201415479933	0	1	3	3	3	41	7	8	10.0268
201415480034	0	1	3	3	1	41	7	1	10.0268
201415480105	0	1	3	3	1	41	7	1	10.0268
201415480118	0	1	3	4	1	41	7	8	240.6432
201415480216	0	1	3	3	1	41	7	1	10.0268
201415480242	0	1	3	3	1	41	7	1	10.0268
201415480265	0	1	3	3	1	41	7	1	10.0268
201415480269	0	1	3	3	1	41	7	1	10.0268
201415480484	0	1	3	3	1	41	7	1	10.0268
201415480508	0	1	3	3	1	41	7	1	10.0268
201415480524	0	1	3	3	1	41	7	1	10.0268
201415480572	0	1	3	3	1	41	7	1	10.0268
201415480572	0	2	3	3	1	41	7	8	10.0268
201415480584	0	1	3	3	1	41	7	1	10.0268
201415480608	0	1	3	3	1	41	7	1	10.0268
201415480683	0	1	3	3	1	41	7	8	10.0268
201415480691	0	1	3	3	1	41	7	8	10.0268
201415480810	0	1	3	3	1	41	7	1	10.0268
201415480829	0	1	3	3	2	41	7	8	10.0268
201415480895	0	1	3	3	1	41	7	2	10.0268
201415481053	0	1	3	3	1	41	7	1	10.0268
201415481064	0	1	3	3	1	41	7	1	10.0268
201415481245	0	1	3	3	1	41	7	8	10.0268
201415481261	0	1	3	3	1	41	7	1	10.0268
201415481288	0	1	3	3	1	41	7	8	10.0268
201415481313	0	1	3	3	2	41	7	5	10.0268
201415481361	0	1	3	4	1	41	7	1	240.6432
201415481443	0	1	3	3	1	41	7	8	10.0268
201415481488	0	1	3	6	1	41	7	3	100.268
201415481537	0	1	3	3	1	41	7	1	10.0268
201415481552	0	1	3	3	1	41	7	1	10.0268
201415481683	0	1	3	3	1	41	7	1	10.0268
201415481686	0	1	3	3	1	41	7	2	10.0268
201415481785	0	1	3	3	1	41	7	1	10.0268
201415481794	0	1	3	3	1	41	7	1	10.0268
201415481802	0	1	3	3	1	41	7	1	10.0268
201415481810	0	1	3	3	1	41	7	1	10.0268
201415481811	0	1	3	3	1	41	7	1	10.0268
201415481872	0	1	3	3	1	41	7	1	10.0268
201415481927	0	1	3	3	1	41	7	8	10.0268
201415481938	0	1	3	3	1	41	7	1	10.0268
201415481943	0	1	3	3	1	41	7	1	10.0268
201415481963	0	1	3	3	1	41	7	9	10.0268
201415482055	0	1	3	3	1	41	7	1	10.0268
201415482117	0	1	3	3	1	41	7	8	10.0268
201415482154	0	1	3	3	1	41	7	1	10.0268
201415482168	0	1	3	3	1	41	7	1	10.0268
201415482300	0	1	3	3	1	41	7	1	10.0268
201415482342	0	1	3	3	1	41	7	8	10.0268
201415482357	0	1	3	3	1	41	7	1	10.0268
201415482357	0	2	3	3	1	41	7	1	10.0268
201415482414	0	1	3	3	1	41	7	1	10.0268
201415482500	0	1	3	3	1	41	7	8	10.0268
201415482507	0	1	3	3	1	41	7	1	10.0268
201415482512	0	1	3	3	1	41	7	1	10.0268
201415482520	0	1	3	3	1	41	7	1	10.0268
201415482537	0	1	3	3	2	41	7	8	10.0268
201415482564	0	1	3	3	1	41	7	1	10.0268
201415482613	0	1	3	3	1	41	7	1	10.0268
201415482631	0	1	3	3	1	41	7	1	10.0268
201415482657	0	1	3	3	1	41	7	1	10.0268
201415482717	0	1	3	3	1	41	7	8	10.0268
201415482723	0	1	3	3	1	41	7	1	10.0268
201415482723	0	2	3	3	1	41	7	8	10.0268
201415482724	0	1	3	4	1	41	7	1	240.6432
201415482735	0	1	3	3	2	41	7	8	10.0268
201415482749	0	1	3	3	1	41	7	1	10.0268
201415482864	0	1	3	3	1	41	7	1	10.0268
201415482942	0	1	3	3	1	41	7	1	10.0268
201415483068	0	1	3	3	1	41	7	1	10.0268
201415483071	0	1	3	3	1	41	7	1	10.0268
201415483130	0	1	3	3	1	41	7	1	10.0268
201415483131	0	1	3	3	1	41	7	2	10.0268
201415483132	0	1	3	3	1	41	7	1	10.0268
201415483149	0	1	3	3	1	41	7	1	10.0268
201415483161	0	1	3	3	1	41	7	8	10.0268
201415483172	0	1	3	3	1	41	7	1	10.0268
201415483215	0	1	3	3	1	41	7	1	10.0268
201415483339	0	1	3	3	1	41	7	1	10.0268
201415483380	0	1	3	3	2	41	7	1	10.0268
201415483421	0	1	3	3	1	41	7	1	10.0268
201415483424	0	1	3	3	1	41	7	1	10.0268
201415483427	0	1	3	3	1	41	7	1	10.0268
201415483476	0	1	3	3	1	41	7	8	10.0268
201415483528	0	1	3	3	1	41	7	5	10.0268
201415483601	0	1	3	3	1	41	7	8	10.0268
201415483650	0	1	3	3	1	41	7	8	10.0268
201415483678	0	1	3	3	1	41	7	8	10.0268
201415483780	0	1	3	3	2	41	7	2	10.0268
201415483801	0	1	3	3	1	41	7	2	10.0268
201415483801	0	1	3	3	1	41	7	4	10.0268
201415484015	0	1	3	3	1	41	7	1	10.0268
201415484151	0	1	3	3	1	41	7	8	10.0268
201416110098	0	1	3	3	2	43	9	1	12.2215
201416110287	0	1	3	3	1	43	9	1	12.2215
201416110746	0	1	3	3	1	43	9	1	12.2215
201416111135	0	1	3	3	1	43	9	1	12.2215
201416111623	0	1	3	3	1	43	9	1	12.2215
201416111752	0	1	3	3	2	43	9	1	12.2215
201416111752	0	2	3	3	2	43	9	1	12.2215
201416112816	0	1	3	4	3	43	9	1	244.43
201416112963	0	1	3	3	1	43	9	1	12.2215
201416113323	0	1	3	3	2	43	9	1	12.2215
201416113858	0	1	3	3	1	43	9	1	12.2215
201416114266	0	1	3	3	1	43	9	7	12.2215
201416114326	0	1	3	3	2	43	9	4	12.2215
201416114329	0	1	3	3	2	43	9	1	12.2215
201416114351	0	1	3	3	2	43	9	2	12.2215
201416114371	0	1	3	3	2	43	9	1	12.2215
201416114480	0	1	3	3	1	43	9	1	12.2215
201416114497	0	1	3	3	1	43	9	1	12.2215
201416114608	0	1	3	3	1	43	9	1	12.2215
201416114773	0	1	3	3	2	43	9	2	12.2215
201416114992	0	1	3	3	6	43	9	1	41.417319
201416115019	0	1	3	3	1	43	9	1	12.2215
201416115193	0	1	3	3	1	43	9	1	12.2215
201416115298	0	1	3	3	1	43	9	1	12.2215
201416115681	0	1	3	3	1	43	9	8	12.2215
201416116004	0	1	3	3	1	43	9	1	12.2215
201416116787	0	1	3	3	1	43	9	1	12.2215
201416117072	0	1	3	3	1	43	9	1	12.2215
201416117443	0	1	3	3	4	43	9	1	12.2215
201416117450	0	1	3	3	2	43	9	7	12.2215
201416117493	0	1	3	3	1	43	9	1	12.2215
201416117840	0	1	3	3	3	43	9	1	12.2215
201416118094	0	1	3	3	1	43	9	1	12.2215
201416118959	0	1	3	3	1	43	9	1	12.2215
201416119140	0	1	3	3	6	43	9	1	41.417319
201416119833	0	1	3	3	1	43	9	1	12.2215
201416119883	0	1	3	3	3	43	9	2	12.2215
201416119890	0	1	3	3	3	43	9	2	12.2215
201416120300	0	1	3	3	1	43	9	1	12.2215
201416120331	0	1	3	3	1	43	9	1	12.2215
201416120391	0	1	3	3	1	43	9	9	12.2215
201416120594	0	1	3	3	2	43	9	7	12.2215
201416120642	0	1	3	3	1	43	9	1	12.2215
201416120778	0	1	3	3	3	43	9	1	12.2215
201416120780	0	1	3	3	3	43	9	1	12.2215
201416120898	0	1	3	3	1	43	9	1	12.2215
201416121355	0	1	3	3	1	43	9	2	12.2215
201416121452	0	1	3	3	1	43	9	1	12.2215
201416121497	0	1	3	3	4	43	9	1	12.2215
201416122633	0	1	3	3	1	43	9	1	12.2215
201416122698	0	1	3	3	1	43	9	2	12.2215
201416122895	0	1	3	3	1	43	9	1	12.2215
201416122964	0	1	3	3	1	43	9	1	12.2215
201416123200	0	1	3	3	1	43	9	1	12.2215
201416123214	0	1	3	3	6	43	9	1	41.417319
201416123232	0	1	3	3	10	43	9	1	57.347067
201416124235	0	1	3	3	6	43	9	1	41.417319
201416124378	0	1	3	3	3	43	9	1	12.2215
201416124600	0	1	3	3	4	43	9	3	12.2215
201416124600	0	1	3	3	4	43	9	7	12.2215
201416124688	0	1	3	3	1	43	9	9	12.2215
201416124989	0	1	3	3	3	43	9	1	12.2215
201416125710	0	1	3	3	1	43	9	1	12.2215
201416125814	0	1	3	3	1	43	9	1	12.2215
201416126323	0	1	3	3	1	43	9	1	12.2215
201416126382	0	1	3	3	1	43	9	1	12.2215
201416126957	0	1	3	3	1	43	9	1	12.2215
201416127644	0	1	3	3	3	43	9	1	12.2215
201416508538	0	1	3	6	1	45	8	8	101.062
201416508572	0	1	3	3	1	45	8	1	10.1062
201416508694	0	1	3	3	1	45	8	2	10.1062
201416509075	0	1	3	3	3	45	8	1	10.1062
201416509107	0	1	3	3	1	45	8	1	10.1062
201416509293	0	1	3	3	2	45	8	1	10.1062
201416509413	0	1	3	3	1	45	8	1	10.1062
201416509441	0	1	3	3	2	45	8	1	10.1062
201416509538	0	1	3	3	1	45	8	1	10.1062
201416509909	0	1	3	3	1	45	8	1	10.1062
201416510297	0	1	3	3	3	45	8	1	10.1062
201416510346	0	1	3	3	1	45	8	1	10.1062
201416510346	0	2	3	3	1	45	8	1	10.1062
201416510361	0	1	3	6	2	45	8	1	101.062
201416511034	0	1	3	3	1	45	8	1	10.1062
201416511135	0	1	3	3	1	45	8	1	10.1062
201416511869	0	1	3	3	1	45	8	1	10.1062
201416512001	0	1	3	3	1	45	8	1	10.1062
201416512054	0	1	3	3	1	45	8	1	10.1062
201416512160	0	1	3	3	1	45	8	1	10.1062
201416512300	0	1	3	3	1	45	8	1	10.1062
201416512385	0	1	3	3	1	45	8	1	10.1062
201416512484	0	1	3	3	3	45	8	1	10.1062
201416512694	0	1	3	3	1	45	8	1	10.1062
201416512739	0	1	3	3	1	45	8	1	10.1062
201416512971	0	1	3	3	1	45	8	1	10.1062
201416513013	0	1	3	3	2	45	8	1	10.1062
201416513061	0	1	3	3	1	45	8	1	10.1062
201416513529	0	1	3	3	2	45	8	1	10.1062
201416513550	0	1	3	3	1	45	8	1	10.1062
201416513587	0	1	3	3	1	45	8	1	10.1062
201416513877	0	1	3	3	1	45	8	1	10.1062
201416513985	0	1	3	3	1	45	8	1	10.1062
201416514046	0	1	3	3	1	45	8	1	10.1062
201416514675	0	1	3	3	1	45	8	1	10.1062
201416514720	0	1	3	3	2	45	8	1	10.1062
201416514787	0	1	3	3	1	45	8	1	10.1062
201416515064	0	1	3	3	1	45	8	1	10.1062
201416515144	0	1	3	3	2	45	8	1	10.1062
201416515581	0	1	3	3	1	45	8	1	10.1062
201416515587	0	1	3	3	1	45	8	1	10.1062
201416515731	0	1	3	3	1	45	8	1	10.1062
201416515789	0	1	3	3	1	45	8	1	10.1062
201416515824	0	1	3	4	1	45	8	1	242.5488
201416515836	0	1	3	3	1	45	8	1	10.1062
201416516303	0	1	3	3	1	45	8	1	10.1062
201416516417	0	1	3	3	2	45	8	1	10.1062
201416516537	0	1	3	3	1	45	8	1	10.1062
201416516597	0	1	3	3	1	45	8	1	10.1062
201416516720	0	1	3	3	1	45	8	8	10.1062
201416517054	0	1	3	3	1	45	8	1	10.1062
201416517178	0	1	3	3	1	45	8	1	10.1062
201416517189	0	1	3	3	2	45	8	2	10.1062
201416517419	0	1	3	3	2	45	8	1	10.1062
201416517526	0	1	3	3	1	45	8	2	10.1062
201416518342	0	1	3	3	1	45	8	1	10.1062
201416518497	0	1	3	3	1	45	8	8	10.1062
201416518549	0	1	3	3	2	45	8	8	10.1062
201416518703	0	1	3	4	1	45	8	1	242.5488
201416518718	0	1	3	3	1	45	8	1	10.1062
201416519008	0	1	3	3	1	45	8	1	10.1062
201416519027	0	1	3	3	1	45	8	1	10.1062
201416519066	0	1	3	3	1	45	8	1	10.1062
201416519243	0	1	3	3	1	45	8	1	10.1062
201416519434	0	1	3	3	1	45	8	8	10.1062
201416519441	0	1	3	3	2	45	8	8	10.1062
201416519498	0	1	3	3	1	45	8	8	10.1062
201416519646	0	1	3	3	2	45	8	8	10.1062
201416519660	0	1	3	3	1	45	8	8	10.1062
201416519930	0	1	3	3	2	45	8	8	10.1062
201416520185	0	1	3	3	1	45	8	8	10.1062
201416520434	0	1	3	3	1	45	8	2	10.1062
201416520634	0	1	3	4	1	45	8	8	242.5488
201416520766	0	1	3	3	1	45	8	8	10.1062
201416520892	0	1	3	3	1	45	8	8	10.1062
201416520997	0	1	3	3	1	45	8	8	10.1062
201416521298	0	1	3	3	1	45	8	8	10.1062
201416521406	0	1	3	3	1	45	8	8	10.1062
201416521406	0	2	3	3	1	45	8	8	10.1062
201417288042	0	1	3	3	1	48	9	1	51.964
201417288122	0	1	3	3	3	48	9	1	51.964
201417288199	0	1	3	3	1	48	9	8	51.964
201417288391	0	1	3	3	1	48	9	1	51.964
201417288427	0	1	3	3	2	48	9	1	51.964
201417288788	0	1	3	3	2	48	9	1	51.964
201417288991	0	1	3	3	1	48	9	8	51.964
201417289224	0	1	3	3	1	48	9	8	51.964
201417289464	0	1	3	3	4	48	9	1	51.964
201417289467	0	1	3	4	4	48	9	1	259.82
201417289470	0	1	3	3	4	48	9	1	51.964
201417289473	0	1	3	3	4	48	9	1	51.964
201417289473	0	2	3	3	4	48	9	1	51.964
201417289545	0	1	3	3	1	48	9	3	51.964
201417289574	0	1	3	3	1	48	9	1	51.964
201417289710	0	1	3	3	1	48	9	9	51.964
201417290005	0	1	3	3	1	48	9	1	51.964
201417290459	0	1	3	3	1	48	9	1	51.964
201417290819	0	1	3	3	1	48	9	2	51.964
201417291017	0	1	3	3	2	48	9	3	51.964
201417291027	0	1	3	3	3	48	9	1	51.964
201417291289	0	1	3	5	3	48	9	2	51.964
201417291383	0	1	3	3	1	48	9	8	51.964
201417291384	0	1	3	3	1	48	9	8	51.964
201417291834	0	1	3	3	1	48	9	1	51.964
201417292417	0	1	3	3	1	48	9	1	51.964
201417292662	0	1	3	3	4	48	9	1	51.964
201417292731	0	1	3	3	1	48	9	8	51.964
