CASENUM	VEH_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	PVE_FORMS	PNUMOCCS	PMONTH	PHOUR	PMINUTE	PHARM_EV	PMAN_COLL	PTYPE	PHIT_RUN	PMAKE	PMODEL	PMAK_MOD	PBODYTYP	PMODYEAR	PVIN	PTRAILER	PMCARR_I1	PMCARR_I2	PMCARR_ID	PGVWR	PV_CONFIG	PCARGTYP	PHAZ_INV	PHAZPLAC	PHAZ_ID	PHAZ_CNO	PHAZ_REL	PBUS_USE	PSP_USE	PEM_USE	PIMPACT1	PVEH_SEV	PTOWED	PM_HARM	PVEH_SC1	PVEH_SC2	PFIRE	WEIGHT
201419305397	2	2	1	1	74	4	1	0	6	14	35	38	0	2	0	12	481	12481	31	2003	2FTRX17233CB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0	4.1758
201419306007	2	2	6	9	74	4	1	0	7	23	17	14	0	2	0	37	32	37032	4	1996	1HGCD5636TA1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	100.2192
201419306007	3	2	6	9	74	4	1	0	7	23	17	14	0	2	0	20	481	20481	31	1986	1GCEK14H6GF3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	100.2192
201419306007	4	2	6	9	74	4	1	0	7	23	17	14	0	2	0	12	422	12422	15	2000	1FMPU16L5YLA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	100.2192
201419306014	1	2	4	9	74	4	1	0	7	99	99	14	0	2	0	12	37	12037	4	2009	1FAHP35N19W1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	5	12	0	0	0	238.0206
201419306542	3	2	1	1	74	4	2	0	9	17	24	12	6	2	0	55	33	55033	4	2006	5NPEU46F66H0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	5	12	0	0	0	4.1758
201419307553	3	2	6	9	74	4	2	0	10	8	57	12	6	2	0	12	401	12401	14	2006	1FMEU74856UB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	100.2192
201419307636	2	2	6	9	74	4	1	0	11	5	25	14	0	2	0	30	47	30047	1	2003	3VWCK21Y63M3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	100.2192
201419307636	3	2	6	9	74	4	1	0	11	5	25	14	0	2	0	30	47	30047	3	2000	3VWDD21C9YM4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	14	0	0	0	100.2192
201419307647	2	2	4	9	74	4	1	0	11	99	99	14	0	2	0	20	2	20002	4	2007	2G1WU58R5793	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	238.0206
201419307719	1	2	4	9	74	4	1	0	11	5	42	14	0	2	0	12	17	12017	4	2002	1FAFP55S52G1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	238.0206
201419308020	1	2	4	9	74	4	1	0	12	10	45	14	0	2	0	48	38	48038	4	2004	JF1GD29644H5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	5	12	0	0	0	238.0206
201419308317	2	2	1	9	74	4	1	0	12	19	30	14	0	2	0	41	35	41035	4	1996	JM1BB1420T03	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	4.1758
201420106281	2	4	3	1	75	11	1	0	1	12	10	14	0	2	0	18	5	18005	2	1991	1G4EZ13LXMU4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	16.1504
201420106869	2	4	6	5	75	11	1	0	2	18	39	14	0	2	0	12	481	12481	31	2000	1FTRX18L3YNA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	5	12	0	0	0	98.465598
201420108314	2	4	5	5	75	11	1	0	7	16	43	14	0	2	0	12	401	12401	14	2002	1FMZU74E12ZB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	56.266056
201420109474	2	4	5	5	75	11	1	0	11	19	25	14	0	2	0	22	20	22020	2	1998	1G2WP12K5WF2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	56.266056
201420109474	3	4	5	5	75	11	1	0	11	19	25	14	0	2	0	2	404	2404	14	1999	1J4FF68S6XL5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	12	0	0	0	56.266056
201420109474	4	4	5	5	75	11	1	0	11	19	25	14	0	2	0	12	471	12471	30	1990	1FTCR11T1LPB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	4	5	14	0	0	0	56.266056
201420521441	2	4	6	2	76	12	1	0	1	21	29	14	0	2	0	20	431	20431	16	1984	1G8EC16CXEF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	105.2906
201420521441	3	4	6	2	76	12	1	0	1	21	29	14	0	2	0	30	441	30441	20	1985	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0	105.2906
201420521443	2	4	6	2	76	12	1	0	1	2	24	14	0	2	0	20	481	20481	31	2005	1GCHK23215F8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420521478	2	4	6	4	76	12	1	0	1	14	1	14	0	2	0	20	37	20037	4	2010	1G1ZB5EBXAF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0	105.2906
201420521497	2	4	6	2	76	12	1	0	1	7	38	14	0	3	0	12	481	12481	31	2004	1FTPX14554NA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	105.2906
201420521529	2	4	4	1	76	12	1	0	1	7	52	14	0	2	0	20	481	20481	31	2000	1GCEC14V9YE4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0	210.5812
201420521557	2	4	4	3	76	12	1	1	1	13	2	14	0	2	0	12	881	12881	61	2000	1FDXF46S3YEA	0	88	888888888	88888888888	2	1	97	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0	210.5812
201420521601	2	4	5	3	76	12	1	0	1	9	45	14	0	2	0	52	46	52046	4	2004	JA3AJ26E14U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0	105.2906
201420521601	3	4	5	3	76	12	1	0	1	9	45	14	0	3	0	55	35	55035	4	2001	KMHDN45DX1U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0	105.2906
201420521606	2	4	4	7	76	12	1	0	2	22	15	14	0	2	0	49	40	49040	4	2004	4T1BE32K84U3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	99	9	5	12	0	0	0	300.829985
201420521606	3	4	4	7	76	12	1	0	2	22	15	14	0	2	0	12	401	12401	14	2006	1FMEU63E06UA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	99	9	5	12	0	0	0	300.829985
201420521720	2	4	5	2	76	12	1	0	2	2	55	14	0	2	0	7	482	7482	31	1999	1B7HC16Y7XS1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	105.2906
201420521722	2	4	6	4	76	12	1	0	2	5	12	72	0	2	0	7	442	7442	20	1994	2B4FH25K3RR7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	73	0	0	0	105.2906
201420521762	2	4	6	6	76	12	1	0	3	15	35	14	0	2	0	20	481	20481	31	2005	2GCEC13T6512	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420521865	2	4	4	5	76	12	1	0	4	11	29	14	0	2	0	7	402	7402	14	2003	1D4HR38N73F5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	5	12	0	0	0	210.5812
201420521866	2	4	4	6	76	12	1	0	3	6	35	42	0	3	0	35	50	35050	4	2012	3N1CN7AP1CL9	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	210.5812
201420521975	2	4	1	2	76	12	1	0	4	19	24	19	0	3	0	99	999	99999	99	9999	999999999999	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	105.2906
201420522002	2	4	4	4	76	12	1	0	5	15	21	14	0	2	0	20	481	20481	31	2007	2GCEC13Z3711	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0	210.5812
201420522009	2	4	6	7	76	12	1	0	3	19	50	14	0	2	0	18	19	18019	4	2011	W04GN5EC4B10	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	300.829985
201420522009	3	4	6	7	76	12	1	0	3	19	50	14	0	2	0	23	421	23421	15	1999	1GKEC13R7XJ8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	14	0	0	0	300.829985
201420522009	4	4	6	7	76	12	1	0	3	19	50	14	0	2	0	20	431	20431	16	2003	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	300.829985
201420522150	2	4	4	5	76	12	1	1	5	10	50	14	0	2	0	12	481	12481	31	9999	1FDRF3F663EC	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	210.5812
201420522225	2	4	6	2	76	12	1	0	6	18	50	14	0	2	0	23	481	23481	31	1986	1GTHC33J5GS5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	105.2906
201420522228	2	4	6	2	76	12	1	0	7	12	44	14	0	2	0	23	481	23481	31	2012	3GTP1VE7XCG2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420522261	2	4	6	2	76	12	1	0	7	7	2	14	0	2	0	12	3	12003	2	1996	1FALP42X3TF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420522262	2	4	4	2	76	12	1	0	7	16	7	14	0	2	0	7	20	7020	4	2003	1B3ES26C63D1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0	210.5812
201420522297	2	4	4	3	76	12	1	0	5	11	51	14	0	2	0	2	1	2001	6	2007	1J8FT57W37D1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0	210.5812
201420522309	3	4	6	6	76	12	2	0	7	13	28	12	6	3	0	35	47	35047	2	2008	1N4BL24E88C1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	5	12	0	0	0	105.2906
201420522375	1	4	4	2	76	12	1	0	7	20	43	14	0	2	0	7	880	7880	67	2007	3D7ML46C47G7	0	88	888888888	88888888888	2	1	97	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0	210.5812
201420522385	2	4	6	6	76	12	1	0	7	0	20	14	0	2	0	22	16	22016	2	1996	3G2JB1246TS8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	5	12	0	0	0	105.2906
201420522394	2	4	6	1	76	12	1	2	7	14	53	14	0	2	0	55	36	55036	3	2007	KMHCM36C97U0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420522402	2	4	4	3	76	12	1	0	7	12	4	14	0	2	0	35	471	35471	30	1995	1N6SD11S1SC4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	8	5	12	0	0	0	210.5812
201420522450	2	4	4	4	76	12	1	0	7	17	15	14	0	2	0	37	31	37031	2	2000	1HGEJ6125YL0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	8	5	12	0	0	0	210.5812
201420522482	2	4	4	2	76	12	1	0	7	16	0	14	0	2	0	19	3	19003	4	1999	1G6KD54Y8XU7	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	5	12	0	0	0	210.5812
201420522586	2	4	3	5	76	12	1	0	6	15	48	14	0	2	0	20	481	20481	31	2004	1GCEC14V04Z2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	5	8	5	12	0	0	0	105.2906
201420522586	3	4	3	5	76	12	1	0	6	15	48	14	0	2	0	49	472	49472	30	2012	3TMJU4GN6CM1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	8	5	12	0	0	0	105.2906
201420522586	4	4	3	5	76	12	1	0	6	15	48	14	0	2	0	23	481	23481	31	2006	1GTHK23D96F2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	14	0	0	0	105.2906
201420522621	2	4	4	3	76	12	1	0	8	14	55	14	0	2	0	12	481	12481	31	2000	3FTNW21S9YMA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	2	5	12	0	0	0	210.5812
201420522638	2	4	6	2	76	12	1	0	9	13	55	14	0	2	0	7	461	7461	48	2001	2B6HB11Y41K5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0	105.2906
201420522643	2	4	4	3	76	12	1	0	9	8	39	14	0	2	0	49	32	49032	4	2002	1NXBR12E32Z5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	2	5	12	0	0	0	210.5812
201420522714	2	4	4	3	76	12	1	0	9	5	0	14	0	2	0	12	481	12481	31	2006	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	5	12	0	0	0	210.5812
201420522787	1	4	4	5	76	12	1	0	9	9	10	14	0	3	0	35	39	35039	4	2007	1N4BA41E27C8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	8	5	12	0	0	0	210.5812
201420522860	2	4	6	2	76	12	1	0	11	20	1	14	0	2	0	20	431	20431	16	2001	3GNFK16T61G1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	82	6	2	12	0	0	0	105.2906
201420523112	2	4	6	3	76	12	1	0	12	16	13	14	0	2	0	20	421	20421	15	2001	1GNDT13W2121	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420523139	2	4	6	1	76	12	1	0	12	8	1	8	0	2	0	35	499	35499	39	9999	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	105.2906
201420523144	1	4	4	1	76	12	1	1	12	16	55	45	0	4	0	86	881	86881	63	1999	1M2P270C1XM0	0	77	777777777	77777777777	3	2	97	1	0	0	0	0	0	0	0	1	0	5	12	0	0	0	210.5812
201420523153	2	4	4	3	76	12	1	0	12	17	49	14	0	2	0	6	52	6052	6	2007	3A8FY68847T5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	10	8	5	12	0	0	0	210.5812
201420934547	2	4	6	1	78	12	1	0	1	16	54	14	0	2	0	21	23	21023	4	2000	1G3WH52H1YF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0	110.6354
201420934557	2	4	4	1	78	12	1	0	1	14	43	14	0	2	0	20	481	20481	31	2010	1GC4KXB62AF1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0	221.2708
201420934623	2	4	5	1	78	12	1	0	1	14	15	14	0	2	0	20	473	20473	30	2005	1GCCS1486581	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	6	2	12	0	0	0	55.3177
201420934709	2	4	2	2	78	12	1	0	1	13	52	14	0	2	0	98	850	98850	65	1981	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	55.3177
201420934891	2	4	6	1	78	12	1	0	2	8	16	14	0	2	0	49	472	49472	30	2006	5TEJU62N16Z3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	110.6354
201420934891	3	4	6	1	78	12	1	0	2	8	16	14	0	2	0	2	404	2404	14	1993	1J4FY49S9PP2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0	110.6354
201420934891	4	4	6	1	78	12	1	0	2	8	16	14	0	2	0	12	23	12023	4	2007	3FAHP07Z47R2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0	110.6354
201420935005	3	4	1	2	78	12	2	0	2	6	30	12	6	3	0	12	16	12016	4	2007	2FAFP71W77X1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	41	0	0	55.3177
201420935034	2	4	6	1	78	12	1	0	3	11	20	14	0	2	0	18	20	18020	4	1996	2G4WB52M8T14	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	110.6354
201420935034	3	4	6	1	78	12	1	0	3	11	20	14	0	2	0	20	481	20481	31	1953	LBM132814	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	5	14	0	0	0	110.6354
201420935043	2	4	4	1	78	12	1	1	3	16	36	14	0	2	0	37	31	37031	2	2012	2HGFG3B25CH5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	5	12	0	0	0	221.2708
201420935056	1	4	4	2	78	12	1	1	2	16	47	14	0	2	0	12	422	12422	15	2007	1FMFK15577LA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0	221.2708
201420935082	2	4	1	1	78	12	1	0	3	2	30	14	0	3	0	12	481	12481	31	2004	1FTPW14534KA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	8	5	12	0	0	0	55.3177
201420935082	3	4	1	1	78	12	1	0	3	2	30	14	0	3	0	12	3	12003	1	2004	1FAFP44414F1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	55.3177
201420935082	4	4	1	1	78	12	1	0	3	2	30	14	0	3	0	20	37	20037	4	2009	1G1ZH57B69F1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	55.3177
201420935103	2	4	2	1	78	12	1	0	3	7	35	14	0	2	0	87	883	87883	66	1999	1XP6D99X0XD6	1	6	31822	0631822	3	6	2	1	0	0	0	0	0	0	0	6	2	5	12	0	0	0	55.3177
201420935216	2	4	4	1	78	12	1	0	3	10	55	14	0	2	0	49	40	49040	4	2004	JTDBE32K1402	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	4	5	12	0	0	0	221.2708
201420935318	2	4	5	1	78	12	1	0	3	22	49	1	0	2	0	12	423	12423	16	2000	1FMNU43S3YED	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	83	2	5	12	0	0	0	55.3177
201420935360	2	4	5	1	78	12	1	0	1	4	2	14	0	2	0	63	32	63032	4	2001	KNADC1238160	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	55.3177
201420935371	2	4	4	1	78	12	1	0	4	4	50	14	0	2	0	35	32	35032	2	1996	1N4AB42DXTC5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	221.2708
201420935371	3	4	4	1	78	12	1	0	4	4	50	14	0	2	0	7	21	7021	6	2006	2D4FV47T16H3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	5	12	0	0	0	221.2708
201420935371	4	4	4	1	78	12	1	0	4	4	50	14	0	3	0	12	421	12421	15	1984	1FMCU14SXEUA	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	7	2	5	12	0	0	0	221.2708
201420935427	2	4	5	1	78	12	1	0	4	5	46	14	0	2	0	20	443	20443	20	2000	1GNDX03E0YD1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	55.3177
201420935484	2	4	6	1	78	12	1	0	3	99	99	14	0	2	0	20	441	20441	20	1986	1GCCM15Z8GB1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	2	3	12	0	0	0	110.6354
201420935488	2	4	4	1	78	12	1	0	3	11	59	14	0	2	0	7	20	7020	4	2004	1B3ES26C94D5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	221.2708
201420935491	2	4	5	1	78	12	1	0	4	4	47	14	0	2	0	54	31	54031	3	1996	JH4DC4459TS0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	2	5	12	0	0	0	55.3177
201420935491	3	4	5	1	78	12	1	0	4	4	47	14	0	2	0	12	481	12481	31	2003	1FTRW08L63KC	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	5	12	0	0	0	55.3177
201420935518	2	4	4	1	78	12	1	0	4	13	57	14	0	2	0	2	482	2482	31	1987	1JTML6316HT1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	4	5	12	0	0	0	221.2708
201420935783	2	4	6	1	78	12	1	0	6	2	2	14	0	2	0	23	481	23481	31	2005	2GTEC19T4512	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0	110.6354
201420935786	2	4	2	2	78	12	1	0	3	21	10	14	0	2	0	12	881	12881	61	2002	1FDAF57F32EA	0	77	777777777	77777777777	2	1	96	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	55.3177
201420935920	2	4	6	1	78	12	1	0	5	12	18	14	0	2	0	20	16	20016	2	1992	1G1JC1444N71	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	6	2	12	0	0	0	110.6354
201420935924	2	4	2	1	78	12	1	0	6	1	22	14	0	2	0	23	881	23881	62	1999	1GDG6H1B7XJ5	0	77	777777777	77777777777	2	2	3	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	55.3177
201420935927	2	4	5	1	78	12	1	0	6	4	50	14	0	2	0	2	404	2404	14	1998	1J4GZ78S2WC3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	55.3177
201420936040	2	4	4	2	78	12	1	0	6	17	21	14	0	2	0	63	402	63402	14	2003	KNDJC7338351	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	221.2708
201420936047	1	4	6	2	78	12	1	1	6	11	36	45	0	4	0	98	998	98998	97	2005	806279	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	8	5	12	0	0	0	110.6354
201420936113	2	4	4	1	78	12	1	0	7	14	17	14	0	2	0	20	39	20039	4	2007	KL1TD56657B1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	9	2	5	12	0	0	0	221.2708
201420936143	2	4	1	1	78	12	1	0	6	2	58	18	0	2	0	12	13	12013	6	1993	3FAPP15J6PR1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	2	5	12	0	0	0	55.3177
201420936163	2	4	6	1	78	12	1	0	7	21	10	14	0	3	0	37	402	37402	14	2001	JHLRD18501C8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	81	6	2	12	0	0	0	110.6354
201420936172	2	4	4	1	78	12	1	0	7	17	12	14	0	2	0	35	50	35050	5	2014	3N1CN7AP3EL8	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	5	12	0	0	0	221.2708
201420936247	3	4	6	1	78	12	2	0	7	14	4	12	2	2	0	12	3	12003	1	2001	1FAFP44421F1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	110.6354
201420936320	2	4	4	1	78	12	1	0	8	10	39	14	0	2	0	37	31	37031	2	1999	1HGEJ6225XL0	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0	221.2708
201420936360	2	4	3	1	78	12	1	0	7	23	8	14	0	2	0	18	10	18010	2	1984	1G4AM47A7EH4	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	55.3177
201420936365	2	4	6	1	78	12	1	0	7	2	27	14	0	2	0	12	471	12471	30	2002	888888888888	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	4	5	12	0	0	0	110.6354
201420936406	2	4	5	3	78	12	1	2	8	18	20	14	0	2	0	49	40	49040	4	2000	JT2BG22K1Y04	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	55.3177
201420936481	3	4	5	4	78	12	2	1	8	14	10	12	2	2	0	12	481	12481	31	2008	1FTSW20Y18ED	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	8	5	12	0	0	0	55.3177
201420936507	2	4	4	1	78	12	1	0	8	5	59	14	0	2	0	20	481	20481	31	2013	1GCRCSE07DZ3	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	221.2708
201420936615	2	4	6	2	78	12	1	0	8	2	50	14	0	2	0	12	17	12017	4	1997	1FALP51U8VA2	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	6	2	12	0	0	0	110.6354
201420936622	2	4	4	2	78	12	1	0	9	10	0	14	0	3	0	12	422	12422	15	1999	1FMPU18L3XLB	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	6	8	5	12	0	0	0	221.2708
201420936696	2	4	4	1	78	12	1	0	9	22	29	14	0	2	0	2	404	2404	14	2011	1J4RS4GG3BC5	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	62	4	5	12	0	0	0	221.2708
201420936702	2	4	6	1	78	12	1	0	9	6	34	14	0	2	0	49	471	49471	30	1989	JT4RN01P6K40	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0	110.6354
201420936754	2	4	5	1	78	12	1	0	9	2	50	14	0	2	0	20	25	20025	4	2011	1G1PF5S95B72	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0	55.3177
201420936769	2	4	4	2	78	12	1	0	9	10	40	14	0	2	0	23	471	23471	30	1999	1GTCS1448X85	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	61	8	5	12	0	0	0	221.2708
201420936769	3	4	4	2	78	12	1	0	9	10	40	14	0	2	0	24	7	24007	4	2006	1G8AJ55F86Z1	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	63	6	2	12	0	0	0	221.2708
201420936770	3	4	2	2	78	12	2	1	9	7	55	12	1	3	0	63	37	63037	6	2012	KNDJT2A67C74	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0	55.3177
201420936801	2	4	3	1	78	12	1	0	8	1	17	14	0	2	0	20	481	20481	31	2002	2GCEC19T6212	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	12	6	2	12	0	0	0	55.3177
201420936815	2	4	5	1	78	12	1	0	10	23	11	33	0	3	0	13	421	13421	15	1999	5LMRU27AXXLJ	0	0	000000000	00000000000	0	0	0	1	0	0	0	0	0	0	0	3	4	5	12	0	0	0	55.3177
