CASENUM	VEH_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MDRMANAV	WEIGHT
201495323230	2	3	6	2	61	9	0	104.1441
201495323230	3	3	6	2	61	9	0	104.1441
201495323233	1	3	3	2	61	9	98	34.7147
201495323234	1	3	4	2	61	9	0	243.0029
201495323234	2	3	4	2	61	9	98	243.0029
201495323236	1	3	6	2	61	9	98	104.1441
201495323236	2	3	6	2	61	9	98	104.1441
201495323243	1	3	3	2	61	9	98	34.7147
201495323246	1	3	6	2	61	9	98	104.1441
201495323246	2	3	6	2	61	9	0	104.1441
201495323247	1	3	3	2	61	9	0	34.7147
201495323247	2	3	3	2	61	9	0	34.7147
201495323248	1	3	5	2	61	9	98	69.4294
201495323248	2	3	5	2	61	9	98	69.4294
201495323249	1	3	3	2	61	9	98	34.7147
201495323249	2	3	3	2	61	9	98	34.7147
201495323250	1	3	4	2	61	9	98	243.0029
201495323250	2	3	4	2	61	9	98	243.0029
201495323258	1	3	3	2	61	9	98	34.7147
201495323259	1	3	3	2	61	9	0	34.7147
201495323260	1	3	3	2	61	9	98	34.7147
201495323261	1	3	3	2	61	9	99	34.7147
201495323262	1	3	5	2	61	9	0	69.4294
201495323262	2	3	5	2	61	9	0	69.4294
201495323262	3	3	5	2	61	9	4	69.4294
201495323266	1	3	6	2	61	9	98	104.1441
201495323266	2	3	6	2	61	9	98	104.1441
201495323267	1	3	4	2	61	9	98	243.0029
201495323267	2	3	4	2	61	9	98	243.0029
201495323271	1	3	3	5	61	9	98	34.7147
201495323273	1	3	3	5	61	9	0	34.7147
201495323276	1	3	4	5	61	9	98	243.0029
201495323276	2	3	4	5	61	9	0	243.0029
201495323278	1	3	6	5	61	9	4	104.1441
201495323278	2	3	6	5	61	9	98	104.1441
201495323286	1	3	4	1	46	8	98	247.104
201495323288	1	3	5	1	46	8	3	67.392
201495323290	1	3	2	1	46	8	0	44.928
201495323290	2	3	2	1	46	8	0	44.928
201495323296	1	3	6	1	46	8	3	89.856
201495323296	2	3	6	1	46	8	4	89.856
201495323303	1	3	4	1	46	8	98	247.104
201495323303	2	3	4	1	46	8	98	247.104
201495323332	1	3	6	1	46	8	98	89.856
201495323332	2	3	6	1	46	8	98	89.856
201495323335	1	3	1	1	46	8	98	22.464
201495323336	1	3	5	1	46	8	98	67.392
201495323336	2	3	5	1	46	8	98	67.392
201495323336	3	3	5	1	46	8	98	67.392
201495323336	4	3	5	1	46	8	98	67.392
201495323340	1	3	6	3	46	8	98	89.856
201495323340	2	3	6	3	46	8	98	89.856
201495323342	1	3	4	3	46	8	0	247.104
201495323342	2	3	4	3	46	8	4	247.104
201495323352	1	3	3	3	46	8	98	22.464
201495323354	1	3	6	3	46	8	98	89.856
201495323354	2	3	6	3	46	8	98	89.856
201495323357	1	3	5	4	46	8	98	67.392
201495323357	2	3	5	4	46	8	98	67.392
201495323357	3	3	5	4	46	8	0	67.392
201495323358	1	3	6	4	46	8	98	89.856
201495323358	2	3	6	4	46	8	0	89.856
201495323373	1	3	4	4	46	8	98	247.104
201495323373	2	3	4	4	46	8	98	247.104
201495323377	1	3	5	4	46	8	98	67.392
201495323378	1	3	6	4	46	8	0	89.856
201495323404	1	3	4	5	46	8	98	247.104
201495323404	2	3	4	5	46	8	98	247.104
201495323406	1	3	6	5	46	8	98	89.856
201495323406	2	3	6	5	46	8	98	89.856
201495323420	1	3	6	5	46	8	0	89.856
201495323420	2	3	6	5	46	8	98	89.856
201495323422	1	3	4	5	46	8	0	247.104
201495323422	2	3	4	5	46	8	98	247.104
201495323457	1	1	5	2	7	2	98	56.3802
201495323466	1	1	6	3	7	2	4	103.3637
201495323466	2	1	6	3	7	2	0	103.3637
201495323468	1	1	6	5	7	2	98	96.593845
201495323478	1	1	6	10	7	2	0	104.072212
201495323480	1	1	5	10	7	2	4	52.036106
201495323480	2	1	5	10	7	2	4	52.036106
201495323501	1	3	4	1	46	8	0	247.104
201495323501	2	3	4	1	46	8	98	247.104
201495323514	1	3	6	1	46	8	4	89.856
201495323514	2	3	6	1	46	8	98	89.856
201495323515	1	3	3	1	46	8	98	22.464
201495323515	2	3	3	1	46	8	98	22.464
201495323519	1	3	5	1	46	8	98	67.392
201495323519	2	3	5	1	46	8	4	67.392
201495323520	1	3	4	1	46	8	99	247.104
201495323530	1	3	6	1	46	8	98	89.856
201495323530	2	3	6	1	46	8	0	89.856
201495323537	1	3	4	1	46	8	98	247.104
201495323544	1	3	4	3	46	8	0	247.104
201495323544	2	3	4	3	46	8	0	247.104
201495323550	1	3	6	3	46	8	4	89.856
201495323550	2	3	6	3	46	8	0	89.856
201495323561	1	3	3	4	46	8	4	22.464
201495323561	2	3	3	4	46	8	5	22.464
201495323569	1	3	6	4	46	8	98	89.856
201495323569	2	3	6	4	46	8	98	89.856
201495323571	1	3	4	4	46	8	98	247.104
201495323571	2	3	4	4	46	8	98	247.104
201495323588	1	3	5	7	46	8	98	52.01045
201495323588	2	3	5	7	46	8	98	52.01045
201495323590	1	3	5	7	46	8	98	52.01045
201495323594	1	3	5	5	61	9	0	69.4294
201495323594	2	3	5	5	61	9	98	69.4294
201495323600	1	3	6	5	61	9	98	104.1441
201495323600	2	3	6	5	61	9	0	104.1441
201495323600	3	3	6	5	61	9	0	104.1441
201495323600	4	3	6	5	61	9	0	104.1441
201495323606	1	3	6	1	61	9	98	104.1441
201495323610	1	3	3	1	61	9	98	34.7147
201495323610	2	3	3	1	61	9	98	34.7147
201495323611	1	3	6	1	61	9	0	104.1441
201495323611	2	3	6	1	61	9	4	104.1441
201495323616	1	3	4	1	61	9	4	243.0029
201495323616	2	3	4	1	61	9	0	243.0029
201495323624	1	3	6	1	61	9	98	104.1441
201495323624	2	3	6	1	61	9	98	104.1441
201495323625	1	3	4	1	61	9	0	243.0029
201495323626	1	3	3	1	61	9	98	34.7147
201495323627	1	3	5	1	61	9	0	69.4294
201495323627	2	3	5	1	61	9	98	69.4294
201495323631	1	3	6	1	61	9	98	104.1441
201495323631	2	3	6	1	61	9	4	104.1441
201495323640	1	3	4	5	61	9	98	243.0029
201495323640	2	3	4	5	61	9	98	243.0029
201495323645	1	3	6	5	61	9	92	104.1441
201495323649	1	3	6	5	61	9	0	104.1441
201495323649	2	3	6	5	61	9	98	104.1441
201495323650	1	3	3	5	61	9	3	34.7147
201495323653	1	3	3	5	61	9	92	34.7147
201495323657	1	3	6	6	61	9	98	104.1441
201495323660	1	3	6	1	61	9	0	104.1441
201495323660	2	3	6	1	61	9	98	104.1441
201495323664	1	3	1	1	61	9	98	34.7147
201495323666	1	3	5	1	61	9	98	69.4294
201495323666	2	3	5	1	61	9	98	69.4294
201495323668	1	3	1	1	61	9	98	34.7147
201495323668	2	3	1	1	61	9	98	34.7147
201495323676	1	1	6	2	7	2	98	103.3637
201495323676	2	1	6	2	7	2	98	103.3637
201495323692	1	1	5	2	7	2	0	56.3802
201495323692	2	1	5	2	7	2	0	56.3802
201495323693	1	1	1	2	7	2	98	9.3967
201495323696	1	1	6	2	7	2	98	103.3637
201495323713	1	1	3	3	7	2	98	9.3967
201495323721	1	1	6	10	7	2	98	104.072212
201495323723	1	1	2	10	7	2	98	52.036106
201495323723	2	1	2	10	7	2	0	52.036106
201495323724	1	1	6	10	7	2	0	104.072212
201495323724	2	1	6	10	7	2	98	104.072212
201495323726	1	1	6	16	7	2	98	76.733922
201495323727	1	1	6	16	7	2	98	76.733922
201495323727	2	1	6	16	7	2	98	76.733922
201495323728	1	1	4	16	7	2	92	230.201766
201495323740	1	3	6	1	61	9	98	104.1441
201495323740	2	3	6	1	61	9	98	104.1441
201495323741	1	3	3	1	61	9	98	34.7147
201495323741	2	3	3	1	61	9	98	34.7147
201495323742	1	3	2	1	61	9	0	69.4294
201495323742	2	3	2	1	61	9	0	69.4294
201495323742	3	3	2	1	61	9	0	69.4294
201495323743	1	3	1	1	61	9	98	34.7147
201495323750	1	3	4	1	61	9	98	243.0029
201495323750	2	3	4	1	61	9	0	243.0029
201495323750	3	3	4	1	61	9	99	243.0029
201495323751	1	3	6	1	61	9	0	104.1441
201495323751	2	3	6	1	61	9	0	104.1441
201495323755	1	3	2	1	61	9	99	69.4294
201495323755	2	3	2	1	61	9	98	69.4294
201495323757	1	3	5	1	61	9	0	69.4294
201495323757	2	3	5	1	61	9	98	69.4294
201495323757	3	3	5	1	61	9	98	69.4294
201495323760	1	3	3	1	61	9	98	34.7147
201495323760	2	3	3	1	61	9	98	34.7147
201495323761	1	3	1	1	61	9	98	34.7147
201495323761	2	3	1	1	61	9	98	34.7147
201495323761	3	3	1	1	61	9	98	34.7147
201495323763	1	3	2	1	61	9	4	69.4294
201495323763	2	3	2	1	61	9	0	69.4294
201495323763	3	3	2	1	61	9	0	69.4294
201495323767	1	3	6	1	61	9	0	104.1441
201495323767	2	3	6	1	61	9	98	104.1441
201495323770	1	3	3	1	61	9	98	34.7147
201495323772	1	3	4	1	61	9	4	243.0029
201495323772	2	3	4	1	61	9	98	243.0029
201495323773	1	3	5	1	61	9	92	69.4294
201495323776	1	3	6	1	61	9	98	104.1441
201495323778	1	3	1	1	61	9	98	34.7147
201495323778	2	3	1	1	61	9	98	34.7147
201495323782	1	3	1	1	61	9	0	34.7147
201495323782	2	3	1	1	61	9	4	34.7147
201495323783	1	3	6	1	61	9	0	104.1441
201495323783	2	3	6	1	61	9	4	104.1441
201495323784	1	3	3	1	61	9	0	34.7147
201495323787	1	3	3	1	61	9	98	34.7147
201495323790	1	3	6	1	61	9	0	104.1441
201495323790	2	3	6	1	61	9	0	104.1441
201495323795	1	3	6	1	61	9	98	104.1441
201495323795	2	3	6	1	61	9	98	104.1441
201495323798	1	3	4	1	61	9	98	243.0029
201495323798	2	3	4	1	61	9	98	243.0029
201495323799	1	3	5	1	61	9	98	69.4294
201495323799	2	3	5	1	61	9	98	69.4294
201495323801	1	3	3	1	61	9	0	34.7147
201495323803	1	3	3	1	61	9	0	34.7147
201495323803	2	3	3	1	61	9	0	34.7147
201495323805	1	3	3	1	61	9	0	34.7147
201495323806	1	3	5	1	61	9	4	69.4294
201495323806	2	3	5	1	61	9	0	69.4294
201495323806	3	3	5	1	61	9	99	69.4294
201495323807	1	3	3	1	61	9	0	34.7147
201495323807	2	3	3	1	61	9	98	34.7147
201495323809	1	3	6	1	61	9	0	104.1441
201495323809	2	3	6	1	61	9	98	104.1441
201495323813	1	3	6	1	61	9	0	104.1441
201495323813	2	3	6	1	61	9	0	104.1441
201495323817	1	3	6	1	61	9	0	104.1441
201495323817	2	3	6	1	61	9	98	104.1441
201495323822	1	3	5	1	61	9	0	69.4294
201495323822	2	3	5	1	61	9	98	69.4294
201495323825	1	3	4	1	61	9	98	243.0029
201495323831	1	3	6	1	61	9	98	104.1441
201495323831	2	3	6	1	61	9	98	104.1441
201495323833	1	3	3	1	61	9	4	34.7147
201495323833	2	3	3	1	61	9	0	34.7147
201495323833	3	3	3	1	61	9	0	34.7147
201495323833	4	3	3	1	61	9	0	34.7147
201495323837	1	3	4	1	61	9	4	243.0029
201495323837	2	3	4	1	61	9	0	243.0029
201495323848	1	3	6	4	46	8	98	89.856
201495323848	2	3	6	4	46	8	98	89.856
201495323857	1	3	5	4	46	8	98	67.392
201495323857	2	3	5	4	46	8	98	67.392
201495323860	1	3	4	5	46	8	0	247.104
201495323860	2	3	4	5	46	8	98	247.104
201495323862	1	3	6	5	46	8	98	89.856
201495323871	1	3	4	7	46	8	98	260.05225
201495323871	2	3	4	7	46	8	99	260.05225
201495323872	1	3	2	7	46	8	0	52.01045
201495323872	2	3	2	7	46	8	98	52.01045
201495323872	3	3	2	7	46	8	98	52.01045
201495323877	1	3	6	3	46	8	98	89.856
201495323877	2	3	6	3	46	8	0	89.856
201495323879	1	3	1	3	46	8	98	22.464
201495323882	1	3	4	3	46	8	99	247.104
201495323887	1	3	6	3	46	8	0	89.856
201495323887	2	3	6	3	46	8	98	89.856
201495323892	1	3	5	3	46	8	98	67.392
201495323892	2	3	5	3	46	8	98	67.392
201495323898	1	3	4	3	46	8	98	247.104
201495323898	2	3	4	3	46	8	98	247.104
201495323912	1	3	6	1	46	8	98	89.856
201495323919	1	3	6	1	46	8	99	89.856
201495323922	1	3	4	1	46	8	98	247.104
201495323931	1	3	6	1	46	8	98	89.856
201495323941	1	3	4	1	46	8	98	247.104
201495323941	2	3	4	1	46	8	98	247.104
201495323942	1	3	5	1	46	8	98	67.392
201495323942	2	3	5	1	46	8	98	67.392
201495323946	1	3	6	1	46	8	98	89.856
201495323946	2	3	6	1	46	8	0	89.856
201495323951	1	3	3	1	46	8	98	22.464
201495323958	1	3	4	1	46	8	0	247.104
201495323958	2	3	4	1	46	8	0	247.104
201495323961	1	3	6	1	46	8	0	89.856
201495323970	1	3	6	1	46	8	98	89.856
201495323970	2	3	6	1	46	8	98	89.856
201495323975	1	3	3	1	46	8	98	22.464
201495323975	2	3	3	1	46	8	0	22.464
201495323979	1	3	4	2	46	8	99	247.104
201495323983	1	3	3	3	46	8	0	22.464
201495323983	2	3	3	3	46	8	98	22.464
201495323988	1	3	4	3	46	8	0	247.104
201495323988	2	3	4	3	46	8	92	247.104
201495323993	1	3	6	4	46	8	98	89.856
201495323999	1	3	4	4	46	8	0	247.104
201495323999	2	3	4	4	46	8	98	247.104
201495324010	1	3	6	4	46	8	0	89.856
201495324010	2	3	6	4	46	8	98	89.856
201495324012	1	3	3	5	46	8	99	22.464
201495324012	2	3	3	5	46	8	99	22.464
201495324015	1	3	6	5	46	8	98	89.856
201495324015	2	3	6	5	46	8	98	89.856
201495324019	1	3	4	5	46	8	0	247.104
201495324019	2	3	4	5	46	8	98	247.104
201495324035	1	3	6	5	61	9	98	104.1441
201495324035	2	3	6	5	61	9	98	104.1441
201495324053	1	1	5	3	7	2	98	56.3802
201495324053	2	1	5	3	7	2	98	56.3802
201495324056	1	1	3	3	7	2	98	9.3967
201495324059	1	1	3	3	7	2	98	9.3967
201495324063	1	1	6	3	7	2	98	103.3637
201495324063	2	1	6	3	7	2	98	103.3637
201495324067	1	1	6	5	7	2	4	96.593845
201495324067	2	1	6	5	7	2	98	96.593845
201495324072	1	1	6	8	7	2	98	103.721526
201495324072	2	1	6	8	7	2	0	103.721526
201495324075	1	1	4	10	7	2	98	260.18053
201495324076	1	1	5	10	7	2	98	52.036106
201495324076	2	1	5	10	7	2	0	52.036106
201495324076	3	1	5	10	7	2	0	52.036106
201495324078	1	1	6	10	7	2	4	104.072212
201495324078	2	1	6	10	7	2	0	104.072212
201495324078	3	1	6	10	7	2	0	104.072212
201495324101	1	3	6	1	61	9	98	104.1441
201495324105	1	3	1	1	61	9	98	34.7147
201495324105	2	3	1	1	61	9	98	34.7147
201495324106	1	3	5	1	61	9	0	69.4294
201495324106	2	3	5	1	61	9	98	69.4294
201495324110	1	3	6	1	61	9	0	104.1441
201495324110	2	3	6	1	61	9	0	104.1441
201495324112	1	3	4	1	61	9	0	243.0029
201495324112	2	3	4	1	61	9	98	243.0029
201495324114	1	3	3	1	61	9	4	34.7147
201495324114	2	3	3	1	61	9	0	34.7147
201495324114	3	3	3	1	61	9	0	34.7147
201495324114	4	3	3	1	61	9	0	34.7147
201495324120	1	1	3	1	7	2	98	9.3967
201495324122	1	1	3	1	7	2	98	9.3967
201495324122	2	1	3	1	7	2	98	9.3967
201495324125	1	1	5	2	7	2	98	56.3802
201495324129	1	1	6	2	7	2	98	103.3637
201495324140	1	1	1	2	7	2	4	9.3967
201495324140	2	1	1	2	7	2	98	9.3967
201495324140	3	1	1	2	7	2	98	9.3967
201495324159	1	1	4	5	7	2	3	231.825228
201495324160	1	1	6	5	7	2	98	96.593845
201495324160	2	1	6	5	7	2	98	96.593845
201495324162	1	1	5	8	7	2	98	69.147684
201495324167	1	1	6	10	7	2	0	104.072212
201495324167	2	1	6	10	7	2	0	104.072212
201495324170	1	1	3	16	7	2	98	76.733922
201495324180	1	3	4	5	61	9	98	243.0029
201495324180	2	3	4	5	61	9	98	243.0029
201495324184	1	3	6	5	61	9	98	104.1441
201495324184	2	3	6	5	61	9	98	104.1441
201495324187	1	3	3	5	61	9	0	34.7147
201495324187	2	3	3	5	61	9	0	34.7147
201495324194	1	3	2	1	61	9	98	69.4294
201495324195	1	3	6	1	61	9	98	104.1441
201495324195	2	3	6	1	61	9	98	104.1441
201495324197	1	3	3	1	61	9	4	34.7147
201495324197	2	3	3	1	61	9	0	34.7147
201495324200	1	3	3	1	61	9	98	34.7147
201495324200	2	3	3	1	61	9	98	34.7147
201495324204	1	3	6	1	61	9	4	104.1441
201495324204	2	3	6	1	61	9	98	104.1441
201495324205	1	3	4	1	61	9	99	243.0029
201495324205	2	3	4	1	61	9	0	243.0029
201495324208	1	3	6	1	61	9	0	104.1441
201495324208	2	3	6	1	61	9	98	104.1441
201495324209	1	3	5	1	61	9	0	69.4294
201495324209	2	3	5	1	61	9	98	69.4294
201495324209	3	3	5	1	61	9	0	69.4294
201495324210	1	3	3	1	61	9	98	34.7147
201495324212	1	3	1	1	61	9	98	34.7147
201495324214	1	3	3	1	61	9	92	34.7147
201495324216	1	3	3	1	61	9	92	34.7147
201495324217	1	3	3	1	61	9	98	34.7147
201495324217	2	3	3	1	61	9	98	34.7147
201495324219	1	3	6	1	61	9	92	104.1441
201495324220	1	3	5	1	61	9	98	69.4294
201495324220	2	3	5	1	61	9	98	69.4294
201495324220	3	3	5	1	61	9	98	69.4294
201495324228	1	3	6	1	61	9	98	104.1441
201495324228	2	3	6	1	61	9	98	104.1441
201495324228	3	3	6	1	61	9	0	104.1441
201495324230	1	3	1	1	61	9	98	34.7147
201495324239	1	3	6	2	61	9	99	104.1441
201495324241	1	3	5	2	61	9	98	69.4294
201495324241	2	3	5	2	61	9	98	69.4294
201495324243	1	3	4	2	61	9	98	243.0029
201495324243	2	3	4	2	61	9	0	243.0029
201495324246	1	3	3	2	61	9	0	34.7147
201495324246	2	3	3	2	61	9	0	34.7147
201495324246	3	3	3	2	61	9	98	34.7147
201495324248	1	3	3	2	61	9	0	34.7147
201495324255	1	3	3	2	61	9	5	34.7147
201495324256	1	3	4	2	61	9	4	243.0029
201495324256	2	3	4	2	61	9	98	243.0029
201495324257	1	3	6	2	61	9	98	104.1441
201495324257	2	3	6	2	61	9	0	104.1441
201495324266	1	3	3	2	61	9	98	34.7147
201495324268	1	3	4	2	61	9	98	243.0029
201495324268	2	3	4	2	61	9	4	243.0029
201495324269	1	3	6	2	61	9	0	104.1441
201495324269	2	3	6	2	61	9	4	104.1441
201495324276	1	3	3	2	61	9	5	34.7147
201495324278	1	3	5	2	61	9	98	69.4294
201495324278	2	3	5	2	61	9	98	69.4294
201495324279	1	3	6	2	61	9	98	104.1441
201495324279	2	3	6	2	61	9	98	104.1441
201495324284	1	3	4	2	61	9	98	243.0029
201495324284	2	3	4	2	61	9	98	243.0029
201495324287	1	3	5	2	61	9	98	69.4294
201495324287	2	3	5	2	61	9	98	69.4294
201495324289	1	3	6	2	61	9	0	104.1441
201495324289	2	3	6	2	61	9	98	104.1441
201495324294	1	3	6	2	61	9	98	104.1441
201495324294	2	3	6	2	61	9	0	104.1441
201495324295	1	3	3	2	61	9	98	34.7147
201495324295	2	3	3	2	61	9	0	34.7147
201495324300	1	3	1	2	61	9	98	34.7147
201495324300	2	3	1	2	61	9	98	34.7147
201495324301	1	3	4	2	61	9	98	243.0029
201495324301	2	3	4	2	61	9	0	243.0029
201495324303	1	3	6	2	61	9	98	104.1441
201495324303	2	3	6	2	61	9	92	104.1441
201495324310	1	3	6	2	61	9	0	104.1441
201495324310	2	3	6	2	61	9	0	104.1441
201495324312	1	3	3	2	61	9	98	34.7147
201495324315	1	3	4	2	61	9	0	243.0029
201495324315	2	3	4	2	61	9	98	243.0029
201495324321	1	3	6	2	61	9	98	104.1441
201495324322	1	3	5	2	61	9	98	69.4294
201495324322	2	3	5	2	61	9	98	69.4294
201495324327	2	3	4	2	61	9	99	243.0029
201495324329	1	3	6	2	61	9	98	104.1441
201495324329	2	3	6	2	61	9	4	104.1441
201495324331	1	3	3	2	61	9	0	34.7147
201495324331	2	3	3	2	61	9	98	34.7147
201495324337	1	3	6	1	46	8	98	89.856
201495324343	1	3	5	1	46	8	98	67.392
201495324345	1	3	6	1	46	8	0	89.856
201495324348	1	3	4	1	46	8	98	247.104
201495324349	1	3	3	1	46	8	98	22.464
201495324349	2	3	3	1	46	8	98	22.464
201495324351	1	3	3	1	46	8	98	22.464
201495324351	2	3	3	1	46	8	98	22.464
201495324352	1	3	1	1	46	8	98	22.464
201495324359	1	3	6	1	46	8	98	89.856
201495324359	2	3	6	1	46	8	98	89.856
201495324366	1	3	4	1	46	8	98	247.104
201495324366	2	3	4	1	46	8	98	247.104
201495324370	1	3	3	2	46	8	0	22.464
201495324380	1	3	6	3	46	8	4	89.856
201495324380	2	3	6	3	46	8	0	89.856
201495324382	1	3	4	3	46	8	98	247.104
201495324382	2	3	4	3	46	8	0	247.104
201495324393	1	3	4	4	46	8	98	247.104
201495324395	1	3	5	4	46	8	98	67.392
201495324395	2	3	5	4	46	8	98	67.392
201495324400	1	3	3	4	46	8	98	22.464
201495324400	2	3	3	4	46	8	0	22.464
201495324410	1	3	6	5	46	8	98	89.856
201495324410	2	3	6	5	46	8	98	89.856
201495324417	1	3	4	5	46	8	98	247.104
201495324418	1	3	6	5	46	8	98	89.856
201495324420	1	3	5	5	46	8	98	67.392
201495324425	1	3	6	7	46	8	92	104.0209
201495324428	1	3	6	7	46	8	98	104.0209
201495324430	1	3	6	7	46	8	98	104.0209
201495324430	2	3	6	7	46	8	98	104.0209
201495324434	1	3	3	5	61	9	0	34.7147
201495324436	1	3	4	5	61	9	98	243.0029
201495324436	2	3	4	5	61	9	98	243.0029
201495324437	1	3	3	5	61	9	98	34.7147
201495324441	1	3	6	1	61	9	4	104.1441
201495324441	2	3	6	1	61	9	98	104.1441
201495324443	1	3	5	1	61	9	98	69.4294
201495324443	2	3	5	1	61	9	98	69.4294
201495324444	1	3	4	1	61	9	98	243.0029
201495324446	1	3	3	1	61	9	98	34.7147
201495324446	2	3	3	1	61	9	98	34.7147
201495324449	1	3	6	1	61	9	0	104.1441
201495324449	2	3	6	1	61	9	98	104.1441
201495324454	1	3	3	1	61	9	98	34.7147
201495324455	1	3	6	1	61	9	0	104.1441
201495324455	2	3	6	1	61	9	4	104.1441
201495324461	1	3	4	1	61	9	0	243.0029
201495324461	2	3	4	1	61	9	0	243.0029
201495324463	1	3	5	1	61	9	98	69.4294
201495324466	1	3	3	1	61	9	0	34.7147
201495324468	1	3	6	1	61	9	98	104.1441
201495324468	2	3	6	1	61	9	98	104.1441
201495324472	1	3	1	1	61	9	98	34.7147
201495324474	1	3	6	1	61	9	0	104.1441
201495324474	2	3	6	1	61	9	98	104.1441
201495324476	1	3	3	1	61	9	4	34.7147
201495324476	2	3	3	1	61	9	98	34.7147
201495324479	1	3	4	1	61	9	92	243.0029
201495324479	2	3	4	1	61	9	98	243.0029
201495324481	1	3	6	1	61	9	0	104.1441
201495324481	2	3	6	1	61	9	98	104.1441
201495324490	1	3	1	1	61	9	98	34.7147
201495324491	1	3	6	1	61	9	98	104.1441
201495324493	1	3	4	1	61	9	98	243.0029
201495324493	2	3	4	1	61	9	98	243.0029
201495324497	1	3	1	1	61	9	4	34.7147
201495324497	2	3	1	1	61	9	4	34.7147
201495324501	1	3	3	1	61	9	0	34.7147
201495324503	1	3	6	1	61	9	98	104.1441
201495324506	1	3	4	1	61	9	4	243.0029
201495324506	2	3	4	1	61	9	0	243.0029
201495324510	1	1	4	1	7	2	98	244.3142
201495324510	2	1	4	1	7	2	98	244.3142
201495324511	1	1	5	1	7	2	98	56.3802
201495324511	2	1	5	1	7	2	98	56.3802
201495324515	1	1	3	1	7	2	5	9.3967
201495324520	1	1	6	2	7	2	92	103.3637
201495324535	1	1	1	2	7	2	98	9.3967
201495324543	1	1	6	3	7	2	98	103.3637
201495324547	1	1	5	3	7	2	98	56.3802
201495324547	2	1	5	3	7	2	4	56.3802
201495324547	3	1	5	3	7	2	98	56.3802
201495324559	1	1	6	10	7	2	0	104.072212
201495324563	1	1	5	10	7	2	98	52.036106
201495324564	1	1	6	10	7	2	98	104.072212
201495324564	2	1	6	10	7	2	98	104.072212
201495324585	1	3	6	1	46	8	3	89.856
201495324593	1	3	4	1	46	8	98	247.104
201495324593	2	3	4	1	46	8	98	247.104
201495324600	1	3	5	1	46	8	98	67.392
201495324600	2	3	5	1	46	8	98	67.392
201495324604	1	3	6	1	46	8	92	89.856
201495324611	1	3	4	1	46	8	98	247.104
201495324611	2	3	4	1	46	8	98	247.104
201495324616	1	3	6	1	46	8	98	89.856
201495324616	2	3	6	1	46	8	0	89.856
201495324616	3	3	6	1	46	8	0	89.856
201495324631	1	3	4	3	46	8	98	247.104
201495324631	2	3	4	3	46	8	98	247.104
201495324635	1	3	6	3	46	8	98	89.856
201495324644	1	3	4	4	46	8	98	247.104
201495324644	2	3	4	4	46	8	98	247.104
201495324657	1	3	4	4	46	8	98	247.104
201495324657	2	3	4	4	46	8	0	247.104
201495324667	1	3	4	5	46	8	98	247.104
201495324670	1	3	1	5	46	8	98	22.464
201495324670	2	3	1	5	46	8	98	22.464
201495324680	1	3	4	5	46	8	4	247.104
201495324680	2	3	4	5	46	8	98	247.104
201495324680	3	3	4	5	46	8	98	247.104
201495324680	4	3	4	5	46	8	98	247.104
201495324686	1	3	3	5	46	8	98	22.464
201495324686	2	3	3	5	46	8	98	22.464
201495324688	1	3	6	5	46	8	98	89.856
201495324688	2	3	6	5	46	8	0	89.856
201495324692	1	3	4	7	46	8	98	260.05225
201495324692	2	3	4	7	46	8	0	260.05225
201495324697	1	3	3	1	46	8	98	22.464
201495324702	1	3	1	1	46	8	0	22.464
201495324703	1	3	4	1	46	8	98	247.104
201495324703	2	3	4	1	46	8	98	247.104
201495324704	1	3	6	1	46	8	3	89.856
201495324707	1	3	5	1	46	8	98	67.392
201495324707	2	3	5	1	46	8	98	67.392
201495324707	3	3	5	1	46	8	98	67.392
201495324716	1	3	6	1	46	8	98	89.856
201495324720	1	3	3	1	46	8	98	22.464
201495324723	1	3	4	1	46	8	98	247.104
201495324732	1	3	6	2	46	8	3	89.856
201495324736	1	3	6	3	46	8	4	89.856
201495324736	2	3	6	3	46	8	0	89.856
201495324742	1	3	4	3	46	8	98	247.104
201495324742	2	3	4	3	46	8	0	247.104
201495324755	1	3	6	4	46	8	98	89.856
201495324755	2	3	6	4	46	8	98	89.856
201495324759	1	3	4	4	46	8	98	247.104
201495324759	2	3	4	4	46	8	98	247.104
201495324768	1	3	3	5	46	8	98	22.464
201495324768	2	3	3	5	46	8	98	22.464
201495324768	3	3	3	5	46	8	3	22.464
201495324771	1	3	4	5	46	8	98	247.104
201495324771	2	3	4	5	46	8	4	247.104
201495324774	1	3	6	7	46	8	98	104.0209
201495324776	1	3	6	7	46	8	98	104.0209
201495324776	2	3	6	7	46	8	98	104.0209
201495324781	1	3	5	5	61	9	98	69.4294
201495324781	2	3	5	5	61	9	98	69.4294
201495324782	1	3	1	5	61	9	98	34.7147
201495324786	1	3	3	1	61	9	99	34.7147
201495324790	1	3	6	1	61	9	98	104.1441
201495324794	1	3	6	1	61	9	98	104.1441
201495324794	2	3	6	1	61	9	98	104.1441
201495324800	1	3	4	1	61	9	92	243.0029
201495324802	1	3	2	1	61	9	98	69.4294
201495324804	1	3	3	1	61	9	0	34.7147
201495324811	1	3	4	1	61	9	98	243.0029
201495324811	2	3	4	1	61	9	98	243.0029
201495324813	1	3	5	1	61	9	98	69.4294
201495324813	2	3	5	1	61	9	98	69.4294
201495324814	1	3	6	1	61	9	0	104.1441
201495324821	1	3	4	1	61	9	99	243.0029
201495324821	2	3	4	1	61	9	98	243.0029
