CASENUM	VEH_NO	REGION	STRATUM	PJ	PSU	PSUSTRAT	MDRMANAV	WEIGHT
201417291965	1	3	6	1	48	9	0	103.928
201417291971	1	3	6	1	48	9	4	103.928
201417291971	2	3	6	1	48	9	0	103.928
201417291971	3	3	6	1	48	9	0	103.928
201417291972	1	3	4	1	48	9	0	259.82
201417291972	2	3	4	1	48	9	0	259.82
201417291977	1	3	1	1	48	9	0	51.964
201417291981	1	3	5	1	48	9	0	51.964
201417291981	2	3	5	1	48	9	98	51.964
201417291982	1	3	4	1	48	9	0	259.82
201417291982	2	3	4	1	48	9	0	259.82
201417291985	1	3	3	1	48	9	0	51.964
201417291985	2	3	3	1	48	9	0	51.964
201417291990	1	3	6	2	48	9	0	103.928
201417291993	1	3	1	2	48	9	98	51.964
201417291993	2	3	1	2	48	9	0	51.964
201417291993	3	3	1	2	48	9	0	51.964
201417291994	1	3	4	2	48	9	0	259.82
201417291995	1	3	2	2	48	9	0	51.964
201417291995	2	3	2	2	48	9	0	51.964
201417291996	1	3	5	2	48	9	98	51.964
201417292000	1	3	1	2	48	9	0	51.964
201417292000	2	3	1	2	48	9	4	51.964
201417292004	1	3	6	2	48	9	0	103.928
201417292004	2	3	6	2	48	9	98	103.928
201417292005	1	3	4	2	48	9	0	259.82
201417292005	2	3	4	2	48	9	0	259.82
201417292006	1	3	2	2	48	9	0	51.964
201417292006	2	3	2	2	48	9	0	51.964
201417292007	1	3	2	2	48	9	0	51.964
201417292007	2	3	2	2	48	9	98	51.964
201417292008	1	3	5	2	48	9	0	51.964
201417292010	1	3	6	2	48	9	0	103.928
201417292013	1	3	6	3	48	9	0	103.928
201417292013	2	3	6	3	48	9	0	103.928
201417292013	3	3	6	3	48	9	0	103.928
201417292015	1	3	4	3	48	9	4	259.82
201417292015	2	3	4	3	48	9	92	259.82
201417292020	1	3	4	3	48	9	0	259.82
201417292020	2	3	4	3	48	9	0	259.82
201417292025	1	3	4	3	48	9	4	259.82
201417292025	2	3	4	3	48	9	0	259.82
201417292032	1	3	4	6	48	9	0	259.82
201417292035	1	3	4	1	48	9	98	259.82
201417292035	2	3	4	1	48	9	0	259.82
201417292036	1	3	6	1	48	9	98	103.928
201417292036	2	3	6	1	48	9	0	103.928
201417292041	1	3	4	1	48	9	98	259.82
201417292041	2	3	4	1	48	9	98	259.82
201417292044	1	3	3	1	48	9	4	51.964
201417292044	2	3	3	1	48	9	0	51.964
201417292047	1	3	3	1	48	9	98	51.964
201417292047	2	3	3	1	48	9	98	51.964
201417292048	1	3	4	1	48	9	98	259.82
201417292048	2	3	4	1	48	9	98	259.82
201417292051	1	3	3	1	48	9	98	51.964
201417292051	2	3	3	1	48	9	0	51.964
201417292056	1	3	4	1	48	9	98	259.82
201417292056	2	3	4	1	48	9	0	259.82
201417292061	1	3	6	1	48	9	4	103.928
201417292061	2	3	6	1	48	9	98	103.928
201417292063	1	3	4	1	48	9	4	259.82
201417292063	2	3	4	1	48	9	0	259.82
201417292065	1	3	6	1	48	9	98	103.928
201417292065	2	3	6	1	48	9	0	103.928
201417292070	1	3	4	1	48	9	98	259.82
201417292070	2	3	4	1	48	9	0	259.82
201417292076	1	3	4	1	48	9	98	259.82
201417292076	2	3	4	1	48	9	98	259.82
201417292081	1	3	2	1	48	9	98	51.964
201417292081	2	3	2	1	48	9	98	51.964
201417292083	1	3	4	1	48	9	98	259.82
201417292083	2	3	4	1	48	9	98	259.82
201417292086	1	3	6	1	48	9	92	103.928
201417292089	1	3	5	1	48	9	98	51.964
201417292089	2	3	5	1	48	9	98	51.964
201417292090	1	3	6	1	48	9	98	103.928
201417292090	2	3	6	1	48	9	98	103.928
201417292093	1	3	2	2	48	9	98	51.964
201417292093	2	3	2	2	48	9	98	51.964
201417292093	3	3	2	2	48	9	98	51.964
201417292093	4	3	2	2	48	9	4	51.964
201417292098	1	3	4	2	48	9	98	259.82
201417292098	2	3	4	2	48	9	98	259.82
201417292100	1	3	5	2	48	9	98	51.964
201417292102	1	3	6	2	48	9	0	103.928
201417292103	1	3	5	2	48	9	98	51.964
201417292108	1	3	6	2	48	9	98	103.928
201417292108	2	3	6	2	48	9	4	103.928
201417292109	1	3	4	2	48	9	98	259.82
201417292109	2	3	4	2	48	9	98	259.82
201417292115	1	3	4	2	48	9	98	259.82
201417292116	1	3	5	2	48	9	3	51.964
201417292117	1	3	6	2	48	9	3	103.928
201417292118	1	3	2	2	48	9	98	51.964
201417292118	2	3	2	2	48	9	4	51.964
201417292119	1	3	5	2	48	9	98	51.964
201417292119	2	3	5	2	48	9	98	51.964
201417292119	3	3	5	2	48	9	98	51.964
201417292124	1	3	4	3	48	9	98	259.82
201417292124	2	3	4	3	48	9	98	259.82
201417292129	1	3	4	3	48	9	98	259.82
201417292129	2	3	4	3	48	9	92	259.82
201417292130	1	3	6	3	48	9	98	103.928
201417292130	2	3	6	3	48	9	98	103.928
201417292134	1	3	6	8	48	9	98	103.928
201417292134	2	3	6	8	48	9	98	103.928
201417292140	1	3	6	5	48	9	98	103.928
201417292140	2	3	6	5	48	9	98	103.928
201417292142	1	3	6	11	48	9	98	103.928
201417292142	2	3	6	11	48	9	98	103.928
201417292145	1	3	6	12	48	9	98	103.928
201417292145	2	3	6	12	48	9	98	103.928
201417292156	1	3	4	1	48	9	0	259.82
201417292160	1	3	1	1	48	9	0	51.964
201417292164	1	3	4	1	48	9	0	259.82
201417292164	2	3	4	1	48	9	0	259.82
201417292166	1	3	6	1	48	9	98	103.928
201417292166	2	3	6	1	48	9	98	103.928
201417292166	3	3	6	1	48	9	0	103.928
201417292169	1	3	6	1	48	9	4	103.928
201417292169	2	3	6	1	48	9	92	103.928
201417292172	1	3	4	1	48	9	0	259.82
201417292172	2	3	4	1	48	9	0	259.82
201417292177	1	3	4	1	48	9	0	259.82
201417292183	1	3	1	1	48	9	0	51.964
201417292185	1	3	4	1	48	9	0	259.82
201417292185	2	3	4	1	48	9	0	259.82
201417292192	1	3	6	1	48	9	0	103.928
201417292192	2	3	6	1	48	9	0	103.928
201417292192	3	3	6	1	48	9	0	103.928
201417292195	1	3	4	1	48	9	0	259.82
201417292195	2	3	4	1	48	9	4	259.82
201417292196	1	3	5	1	48	9	4	51.964
201417292196	2	3	5	1	48	9	0	51.964
201417292196	3	3	5	1	48	9	98	51.964
201417292200	1	3	6	1	48	9	3	103.928
201417292201	1	3	5	1	48	9	0	51.964
201417292201	2	3	5	1	48	9	0	51.964
201417292201	3	3	5	1	48	9	0	51.964
201417292203	1	3	4	1	48	9	0	259.82
201417292203	2	3	4	1	48	9	0	259.82
201417292203	3	3	4	1	48	9	0	259.82
201417292204	1	3	2	1	48	9	4	51.964
201417292204	2	3	2	1	48	9	0	51.964
201417292210	1	3	5	2	48	9	98	51.964
201417292213	1	3	2	2	48	9	98	51.964
201417292213	2	3	2	2	48	9	98	51.964
201417292217	1	3	6	2	48	9	98	103.928
201417292219	1	3	5	2	48	9	98	51.964
201417292220	1	3	6	2	48	9	98	103.928
201417292221	1	3	4	2	48	9	92	259.82
201417292224	1	3	6	2	48	9	98	103.928
201417292224	2	3	6	2	48	9	98	103.928
201417292227	1	3	5	2	48	9	0	51.964
201417292228	1	3	6	2	48	9	1	103.928
201417292228	2	3	6	2	48	9	98	103.928
201417292233	1	3	4	1	48	9	4	259.82
201417292233	2	3	4	1	48	9	98	259.82
201417292234	1	3	6	1	48	9	0	103.928
201417292234	2	3	6	1	48	9	98	103.928
201417292240	1	3	4	2	48	9	98	259.82
201417292240	2	3	4	2	48	9	98	259.82
201417292243	1	3	5	3	48	9	0	51.964
201417292245	1	3	4	3	48	9	98	259.82
201417292245	2	3	4	3	48	9	0	259.82
201417292249	1	3	5	3	48	9	0	51.964
201417292249	2	3	5	3	48	9	98	51.964
201417292251	1	3	4	3	48	9	98	259.82
201417292251	2	3	4	3	48	9	98	259.82
201417292258	1	3	4	3	48	9	98	259.82
201417292258	2	3	4	3	48	9	0	259.82
201417292261	1	3	5	3	48	9	98	51.964
201417292261	2	3	5	3	48	9	98	51.964
201417292262	1	3	6	3	48	9	4	103.928
201417292262	2	3	6	3	48	9	0	103.928
201417292268	1	3	4	8	48	9	98	259.82
201417292268	2	3	4	8	48	9	98	259.82
201417292271	1	3	1	10	48	9	98	51.964
201417292271	2	3	1	10	48	9	4	51.964
201417292273	1	3	2	11	48	9	4	51.964
201417292273	2	3	2	11	48	9	98	51.964
201417292275	1	3	4	1	48	9	0	259.82
201417292275	2	3	4	1	48	9	98	259.82
201417292281	1	3	1	1	48	9	0	51.964
201417292281	2	3	1	1	48	9	4	51.964
201417292283	1	3	4	1	48	9	98	259.82
201417292283	2	3	4	1	48	9	4	259.82
201417292286	1	3	6	1	48	9	4	103.928
201417292286	2	3	6	1	48	9	0	103.928
201417292286	3	3	6	1	48	9	0	103.928
201417292290	1	3	4	1	48	9	0	259.82
201417292290	2	3	4	1	48	9	0	259.82
201417292293	1	3	1	1	48	9	98	51.964
201417292293	2	3	1	1	48	9	98	51.964
201417292298	1	3	5	1	48	9	0	51.964
201417292298	2	3	5	1	48	9	98	51.964
201417292299	1	3	5	1	48	9	0	51.964
201417292299	2	3	5	1	48	9	98	51.964
201417292300	1	3	4	1	48	9	98	259.82
201417292300	2	3	4	1	48	9	98	259.82
201417292305	1	3	4	1	48	9	0	259.82
201417292305	2	3	4	1	48	9	98	259.82
201417292310	1	3	4	1	48	9	0	259.82
201417292310	2	3	4	1	48	9	0	259.82
201417292313	1	3	1	1	48	9	4	51.964
201417292313	2	3	1	1	48	9	0	51.964
201417292313	3	3	1	1	48	9	0	51.964
201417292313	4	3	1	1	48	9	0	51.964
201417292319	1	3	6	1	48	9	4	103.928
201417292319	2	3	6	1	48	9	0	103.928
201417292322	1	3	4	1	48	9	0	259.82
201417292322	2	3	4	1	48	9	98	259.82
201417292323	1	3	5	1	48	9	4	51.964
201417292323	2	3	5	1	48	9	98	51.964
201417292327	1	3	5	1	48	9	0	51.964
201417292329	1	3	4	1	48	9	98	259.82
201417292329	2	3	4	1	48	9	98	259.82
201417292333	1	3	6	1	48	9	98	103.928
201417292333	2	3	6	1	48	9	98	103.928
201417292334	1	3	5	1	48	9	0	51.964
201417292334	2	3	5	1	48	9	0	51.964
201417292334	3	3	5	1	48	9	0	51.964
201417292342	1	3	4	2	48	9	99	259.82
201417292342	2	3	4	2	48	9	98	259.82
201417292345	1	3	6	2	48	9	0	103.928
201417292346	1	3	5	2	48	9	0	51.964
201417292349	1	3	5	2	48	9	98	51.964
201417292349	2	3	5	2	48	9	0	51.964
201417292349	3	3	5	2	48	9	4	51.964
201417292353	1	3	1	2	48	9	92	51.964
201417292353	2	3	1	2	48	9	4	51.964
201417292356	1	3	4	2	48	9	0	259.82
201417292356	2	3	4	2	48	9	98	259.82
201417292358	1	3	5	2	48	9	0	51.964
201417292364	1	3	4	1	48	9	98	259.82
201417292364	2	3	4	1	48	9	0	259.82
201417292366	1	3	4	3	48	9	98	259.82
201417292366	2	3	4	3	48	9	0	259.82
201417292371	1	3	4	3	48	9	0	259.82
201417292371	2	3	4	3	48	9	4	259.82
201417292373	1	3	6	3	48	9	0	103.928
201417292373	2	3	6	3	48	9	0	103.928
201417292378	1	3	6	3	48	9	0	103.928
201417292379	1	3	4	3	48	9	4	259.82
201417292379	2	3	4	3	48	9	0	259.82
201417292384	1	3	3	3	48	9	98	51.964
201417292384	2	3	3	3	48	9	98	51.964
201417292385	1	3	4	3	48	9	98	259.82
201417292385	2	3	4	3	48	9	0	259.82
201417292386	1	3	5	3	48	9	98	51.964
201417292386	2	3	5	3	48	9	98	51.964
201417292391	1	3	4	4	48	9	4	259.82
201417292391	2	3	4	4	48	9	0	259.82
201417292394	1	3	6	4	48	9	4	103.928
201417292394	2	3	6	4	48	9	0	103.928
201417292399	1	3	5	12	48	9	98	51.964
201417292399	2	3	5	12	48	9	98	51.964
201417292402	1	3	5	1	48	9	98	51.964
201417292402	2	3	5	1	48	9	4	51.964
201417292408	1	3	6	1	48	9	98	103.928
201417292408	2	3	6	1	48	9	98	103.928
201417292411	1	3	4	1	48	9	4	259.82
201417292411	2	3	4	1	48	9	92	259.82
201417292412	1	3	3	1	48	9	0	51.964
201417292416	1	3	6	1	48	9	92	103.928
201417292416	2	3	6	1	48	9	0	103.928
201417292417	1	3	3	1	48	9	0	51.964
201417292420	1	3	4	1	48	9	98	259.82
201417292420	2	3	4	1	48	9	98	259.82
201417292425	1	3	5	1	48	9	98	51.964
201417292425	2	3	5	1	48	9	98	51.964
201417292426	1	3	4	1	48	9	98	259.82
201417292426	2	3	4	1	48	9	4	259.82
201417292429	1	3	6	1	48	9	98	103.928
201417292429	2	3	6	1	48	9	98	103.928
201417292432	1	3	4	1	48	9	0	259.82
201417292432	2	3	4	1	48	9	0	259.82
201417292433	1	3	3	1	48	9	0	51.964
201417292433	2	3	3	1	48	9	0	51.964
201417292439	1	3	4	1	48	9	4	259.82
201417292439	2	3	4	1	48	9	0	259.82
201417292440	1	3	2	1	48	9	0	51.964
201417292440	2	3	2	1	48	9	98	51.964
201417292446	1	3	4	1	48	9	0	259.82
201417292446	2	3	4	1	48	9	98	259.82
201417292448	1	3	5	1	48	9	98	51.964
201417292448	2	3	5	1	48	9	0	51.964
201417292452	1	3	4	1	48	9	99	259.82
201417292452	2	3	4	1	48	9	0	259.82
201417292458	1	3	6	2	48	9	98	103.928
201417292461	1	3	6	2	48	9	0	103.928
201417292462	1	3	5	2	48	9	3	51.964
201417292465	1	3	2	2	48	9	0	51.964
201417292465	2	3	2	2	48	9	98	51.964
201417292467	1	3	3	2	48	9	98	51.964
201417292467	2	3	3	2	48	9	98	51.964
201417292468	1	3	4	2	48	9	0	259.82
201417292468	2	3	4	2	48	9	0	259.82
201417292472	1	3	6	2	48	9	3	103.928
201417292475	1	3	4	2	48	9	98	259.82
201417292475	2	3	4	2	48	9	98	259.82
201417292479	1	3	6	2	48	9	3	103.928
201417292480	1	3	5	2	48	9	98	51.964
201417292484	1	3	4	2	48	9	0	259.82
201417292484	2	3	4	2	48	9	98	259.82
201417292486	1	3	6	2	48	9	0	103.928
201417292490	1	3	4	2	48	9	98	259.82
201417292490	2	3	4	2	48	9	0	259.82
201417292495	1	3	1	3	48	9	98	51.964
201417292495	2	3	1	3	48	9	98	51.964
201417292499	1	3	6	3	48	9	98	103.928
201417292499	2	3	6	3	48	9	4	103.928
201417292501	1	3	4	3	48	9	98	259.82
201417292501	2	3	4	3	48	9	0	259.82
201417292503	1	3	5	3	48	9	98	51.964
201417292503	2	3	5	3	48	9	98	51.964
201417292505	1	3	2	3	48	9	98	51.964
201417292505	2	3	2	3	48	9	98	51.964
201417292513	1	3	4	4	48	9	98	259.82
201417292513	2	3	4	4	48	9	0	259.82
201417292519	1	3	4	4	48	9	98	259.82
201417292519	2	3	4	4	48	9	0	259.82
201417292520	1	3	6	4	48	9	98	103.928
201417292520	2	3	6	4	48	9	0	103.928
201417292520	3	3	6	4	48	9	0	103.928
201417292523	1	3	4	1	48	9	4	259.82
201417292523	2	3	4	1	48	9	0	259.82
201417292523	3	3	4	1	48	9	0	259.82
201417292526	1	3	4	5	48	9	98	259.82
201417292526	2	3	4	5	48	9	98	259.82
201417292528	1	3	4	11	48	9	98	259.82
201417292528	2	3	4	11	48	9	0	259.82
201417292532	1	3	5	8	48	9	0	51.964
201417292535	1	3	6	1	48	9	98	103.928
201417292535	2	3	6	1	48	9	98	103.928
201417292543	1	3	4	1	48	9	98	259.82
201417292543	2	3	4	1	48	9	98	259.82
201417292547	1	3	2	1	48	9	4	51.964
201417292547	2	3	2	1	48	9	98	51.964
201417292548	1	3	6	1	48	9	98	103.928
201417292548	2	3	6	1	48	9	4	103.928
201417292550	1	3	4	1	48	9	98	259.82
201417292550	2	3	4	1	48	9	0	259.82
201417292553	1	3	5	1	48	9	98	51.964
201417292556	1	3	4	1	48	9	98	259.82
201417292556	2	3	4	1	48	9	0	259.82
201417292557	1	3	5	1	48	9	98	51.964
201417292557	2	3	5	1	48	9	98	51.964
201417292561	1	3	6	1	48	9	98	103.928
201417292561	2	3	6	1	48	9	98	103.928
201417292564	1	3	4	1	48	9	98	259.82
201417292564	2	3	4	1	48	9	0	259.82
201417292565	1	3	5	1	48	9	98	51.964
201417292565	2	3	5	1	48	9	98	51.964
201417292565	3	3	5	1	48	9	0	51.964
201417292570	1	3	4	1	48	9	98	259.82
201417292570	2	3	4	1	48	9	0	259.82
201417292576	1	3	4	1	48	9	98	259.82
201417292576	2	3	4	1	48	9	98	259.82
201417292581	1	3	4	1	48	9	98	259.82
201417292581	2	3	4	1	48	9	0	259.82
201417292582	1	3	5	1	48	9	98	51.964
201417292582	2	3	5	1	48	9	98	51.964
201417292584	1	3	6	1	48	9	98	103.928
201417292584	2	3	6	1	48	9	0	103.928
201417292584	3	3	6	1	48	9	0	103.928
201417292588	1	3	4	1	48	9	98	259.82
201417292588	2	3	4	1	48	9	98	259.82
201417292593	1	3	4	1	48	9	0	259.82
201417292593	2	3	4	1	48	9	0	259.82
201417292597	1	3	5	1	48	9	98	51.964
201417292597	2	3	5	1	48	9	98	51.964
201417292598	1	3	6	1	48	9	98	103.928
201417292601	1	3	4	1	48	9	98	259.82
201417292601	2	3	4	1	48	9	98	259.82
201417292610	1	3	4	2	48	9	3	259.82
201417292610	2	3	4	2	48	9	98	259.82
201417292611	1	3	6	2	48	9	92	103.928
201417292613	1	3	5	2	48	9	4	51.964
201417292613	2	3	5	2	48	9	98	51.964
201417292619	1	3	3	2	48	9	98	51.964
201417292620	1	3	4	2	48	9	98	259.82
201417292620	2	3	4	2	48	9	0	259.82
201417292621	1	3	6	2	48	9	98	103.928
201417292623	1	3	5	2	48	9	98	51.964
201417292628	1	3	4	2	48	9	98	259.82
201417292628	2	3	4	2	48	9	0	259.82
201417292630	1	3	3	2	48	9	98	51.964
201417292630	2	3	3	2	48	9	0	51.964
201417292630	3	3	3	2	48	9	0	51.964
201417292631	1	3	6	2	48	9	3	103.928
201417292633	1	3	6	2	48	9	98	103.928
201417292633	2	3	6	2	48	9	98	103.928
201417292639	1	3	4	3	48	9	98	259.82
201417292639	2	3	4	3	48	9	0	259.82
201417292644	1	3	4	3	48	9	98	259.82
201417292644	2	3	4	3	48	9	98	259.82
201417292646	1	3	6	3	48	9	98	103.928
201417292646	2	3	6	3	48	9	98	103.928
201417292650	1	3	4	3	48	9	98	259.82
201417292650	2	3	4	3	48	9	0	259.82
201417292651	1	3	5	3	48	9	98	51.964
201417292651	2	3	5	3	48	9	98	51.964
201417292661	1	3	6	4	48	9	98	103.928
201417292661	2	3	6	4	48	9	98	103.928
201417292662	1	3	3	4	48	9	98	51.964
201417292663	1	3	4	4	48	9	98	259.82
201417292666	1	3	2	10	48	9	98	51.964
201417292666	2	3	2	10	48	9	0	51.964
201417292670	1	3	4	3	48	9	98	259.82
201417292670	2	3	4	3	48	9	98	259.82
201417292695	1	3	2	1	48	9	0	51.964
201417292695	2	3	2	1	48	9	98	51.964
201417292696	1	3	6	1	48	9	4	103.928
201417292696	2	3	6	1	48	9	98	103.928
201417292697	1	3	4	1	48	9	98	259.82
201417292697	2	3	4	1	48	9	98	259.82
201417292702	1	3	4	1	48	9	0	259.82
201417292702	2	3	4	1	48	9	0	259.82
201417292707	1	3	4	1	48	9	98	259.82
201417292707	2	3	4	1	48	9	0	259.82
201417292714	1	3	4	1	48	9	4	259.82
201417292714	2	3	4	1	48	9	0	259.82
201417292717	1	3	6	1	48	9	4	103.928
201417292717	2	3	6	1	48	9	0	103.928
201417292720	1	3	4	1	48	9	98	259.82
201417292720	2	3	4	1	48	9	98	259.82
201417292723	1	3	6	1	48	9	98	103.928
201417292723	2	3	6	1	48	9	98	103.928
201417292725	1	3	5	1	48	9	0	51.964
201417292725	2	3	5	1	48	9	4	51.964
201417292729	1	3	5	1	48	9	98	51.964
201417292729	2	3	5	1	48	9	0	51.964
201417292730	1	3	3	1	48	9	98	51.964
201417292730	2	3	3	1	48	9	98	51.964
201417292731	1	3	3	1	48	9	98	51.964
201417292733	1	3	4	1	48	9	98	259.82
201417292733	2	3	4	1	48	9	0	259.82
201417292733	3	3	4	1	48	9	0	259.82
201417292734	1	3	6	1	48	9	98	103.928
201417292734	2	3	6	1	48	9	0	103.928
201417292741	1	3	6	1	48	9	98	103.928
201417292741	2	3	6	1	48	9	98	103.928
201417292742	1	3	5	1	48	9	98	51.964
201417292742	2	3	5	1	48	9	0	51.964
201417292743	1	3	4	1	48	9	98	259.82
201417292743	2	3	4	1	48	9	4	259.82
201417292748	1	3	5	1	48	9	0	51.964
201417292749	1	3	6	1	48	9	0	103.928
201417292749	2	3	6	1	48	9	4	103.928
201417292751	1	3	4	1	48	9	98	259.82
201417292751	2	3	4	1	48	9	0	259.82
201417292753	1	3	1	1	48	9	4	51.964
201417292753	2	3	1	1	48	9	0	51.964
201417292753	3	3	1	1	48	9	0	51.964
201417292755	1	3	6	1	48	9	0	103.928
201417292755	2	3	6	1	48	9	98	103.928
201417292758	1	3	6	1	48	9	98	103.928
201417292758	2	3	6	1	48	9	98	103.928
201417292759	1	3	5	1	48	9	98	51.964
201417292759	2	3	5	1	48	9	98	51.964
201417292761	1	3	4	2	48	9	98	259.82
201417292761	2	3	4	2	48	9	98	259.82
201417292763	1	3	3	2	48	9	92	51.964
201417292766	1	3	5	2	48	9	0	51.964
201417292767	1	3	6	2	48	9	0	103.928
201417292771	1	3	6	2	48	9	98	103.928
201417292773	1	3	4	2	48	9	0	259.82
201417292773	2	3	4	2	48	9	0	259.82
201417292774	1	3	5	2	48	9	0	51.964
201417292775	1	3	5	2	48	9	98	51.964
201417292775	2	3	5	2	48	9	98	51.964
201417292776	1	3	5	2	48	9	0	51.964
201417292777	1	3	3	2	48	9	99	51.964
201417292779	1	3	5	2	48	9	98	51.964
201417292779	2	3	5	2	48	9	98	51.964
201417292780	1	3	5	2	48	9	98	51.964
201417292780	2	3	5	2	48	9	98	51.964
201417292782	1	3	6	2	48	9	0	103.928
201417292787	1	3	4	2	48	9	0	259.82
201417292787	2	3	4	2	48	9	0	259.82
201417292788	1	3	6	2	48	9	0	103.928
201417292794	1	3	4	3	48	9	98	259.82
201417292796	1	3	5	3	48	9	98	51.964
201417292796	2	3	5	3	48	9	4	51.964
201417292800	1	3	6	3	48	9	98	103.928
201417292800	2	3	6	3	48	9	98	103.928
201417292801	1	3	4	3	48	9	98	259.82
201417292801	2	3	4	3	48	9	0	259.82
201417292807	1	3	4	3	48	9	0	259.82
201417292807	2	3	4	3	48	9	99	259.82
201417292810	1	3	6	3	48	9	98	103.928
201417292810	2	3	6	3	48	9	0	103.928
201417292817	1	3	3	4	48	9	98	51.964
201417292817	2	3	3	4	48	9	4	51.964
201417292818	1	3	5	4	48	9	98	51.964
201417292818	2	3	5	4	48	9	98	51.964
201417292820	1	3	4	4	48	9	98	259.82
201417292820	2	3	4	4	48	9	99	259.82
201417292822	1	3	5	6	48	9	98	51.964
201417292822	2	3	5	6	48	9	98	51.964
201417292826	1	3	4	11	48	9	99	259.82
201417292826	2	3	4	11	48	9	98	259.82
201417292836	1	3	6	1	48	9	0	103.928
201417292836	2	3	6	1	48	9	0	103.928
201417292841	1	3	5	1	48	9	4	51.964
201417292841	2	3	5	1	48	9	98	51.964
201417292842	1	3	6	1	48	9	0	103.928
201417292842	2	3	6	1	48	9	98	103.928
201417292843	1	3	4	1	48	9	98	259.82
201417292843	2	3	4	1	48	9	98	259.82
201417292844	1	3	3	1	48	9	4	51.964
201417292844	2	3	3	1	48	9	0	51.964
201417292844	3	3	3	1	48	9	0	51.964
201417292849	1	3	4	1	48	9	0	259.82
201417292849	2	3	4	1	48	9	0	259.82
201417292856	1	3	5	2	48	9	98	51.964
201417292856	2	3	5	2	48	9	98	51.964
201417292860	1	3	6	2	48	9	98	103.928
201417292860	2	3	6	2	48	9	98	103.928
201417292860	3	3	6	2	48	9	0	103.928
201417292861	1	3	5	2	48	9	98	51.964
201417292861	2	3	5	2	48	9	4	51.964
201417292861	3	3	5	2	48	9	4	51.964
201417292863	1	3	4	2	48	9	0	259.82
201417292863	2	3	4	2	48	9	98	259.82
201417292864	1	3	2	2	48	9	0	51.964
201417292864	2	3	2	2	48	9	98	51.964
201417292866	1	3	5	2	48	9	98	51.964
201417292866	2	3	5	2	48	9	98	51.964
201417292871	1	3	5	2	48	9	0	51.964
201417292874	1	3	4	3	48	9	98	259.82
201417292874	2	3	4	3	48	9	0	259.82
201417292875	1	3	6	3	48	9	98	103.928
201417292875	2	3	6	3	48	9	98	103.928
201417292881	1	3	4	3	48	9	0	259.82
201417292881	2	3	4	3	48	9	98	259.82
201417292882	1	3	6	3	48	9	98	103.928
201417292882	2	3	6	3	48	9	98	103.928
201417292887	1	3	3	4	48	9	0	51.964
201417292904	1	3	4	1	48	9	0	259.82
201417292904	2	3	4	1	48	9	0	259.82
201417292907	1	3	6	1	48	9	4	103.928
201417292907	2	3	6	1	48	9	0	103.928
201417292911	1	3	4	1	48	9	0	259.82
201417292911	2	3	4	1	48	9	0	259.82
201417292914	1	3	6	1	48	9	98	103.928
201417292914	2	3	6	1	48	9	98	103.928
201417292917	1	3	4	1	48	9	98	259.82
201417292917	2	3	4	1	48	9	92	259.82
201417292919	1	3	6	1	48	9	98	103.928
201417292919	2	3	6	1	48	9	98	103.928
201417292923	1	3	6	1	48	9	92	103.928
201417292923	2	3	6	1	48	9	0	103.928
201417292923	3	3	6	1	48	9	0	103.928
201417292926	1	3	4	1	48	9	4	259.82
201417292926	2	3	4	1	48	9	0	259.82
201417292930	1	3	3	1	48	9	0	51.964
201417292931	1	3	3	1	48	9	0	51.964
201417292935	1	3	4	2	48	9	0	259.82
201417292938	1	3	5	2	48	9	0	51.964
201417292940	1	3	6	2	48	9	98	103.928
201417292940	2	3	6	2	48	9	98	103.928
201417292943	1	3	6	2	48	9	0	103.928
201417292944	1	3	5	2	48	9	98	51.964
201417292944	2	3	5	2	48	9	98	51.964
201417292946	1	3	3	2	48	9	0	51.964
201417292949	1	3	6	2	48	9	4	103.928
201417292949	2	3	6	2	48	9	98	103.928
201417292951	1	3	4	2	48	9	4	259.82
201417292951	2	3	4	2	48	9	98	259.82
201417292954	1	3	6	2	48	9	0	103.928
201417292958	1	3	5	3	48	9	4	51.964
201417292958	2	3	5	3	48	9	98	51.964
201417292962	1	3	6	3	48	9	4	103.928
201417292962	2	3	6	3	48	9	0	103.928
201417292964	1	3	4	3	48	9	99	259.82
201417292964	2	3	4	3	48	9	0	259.82
201417292969	1	3	4	4	48	9	4	259.82
201417292969	2	3	4	4	48	9	0	259.82
201417292970	1	3	6	4	48	9	98	103.928
201417292970	2	3	6	4	48	9	0	103.928
201417292979	1	3	2	13	48	9	98	51.964
201417292979	2	3	2	13	48	9	98	51.964
201417292995	1	3	4	1	48	9	98	259.82
201417292995	2	3	4	1	48	9	92	259.82
201417292996	1	3	1	1	48	9	98	51.964
201417292996	2	3	1	1	48	9	98	51.964
201417292996	3	3	1	1	48	9	0	51.964
201417292999	1	3	6	1	48	9	98	103.928
201417292999	2	3	6	1	48	9	98	103.928
201417293003	1	3	6	1	48	9	98	103.928
201417293003	2	3	6	1	48	9	98	103.928
201417293005	1	3	4	1	48	9	98	259.82
201417293005	2	3	4	1	48	9	98	259.82
201417293008	1	3	3	1	48	9	98	51.964
201417293008	2	3	3	1	48	9	0	51.964
201417293012	1	3	4	1	48	9	98	259.82
201417293012	2	3	4	1	48	9	0	259.82
201417293017	1	3	4	1	48	9	0	259.82
201417293017	2	3	4	1	48	9	98	259.82
201417293019	1	3	6	1	48	9	98	103.928
201417293019	2	3	6	1	48	9	98	103.928
201417293023	1	3	4	1	48	9	98	259.82
201417293023	2	3	4	1	48	9	98	259.82
