CASENUM,VEH_NO,MTM_CRSH
201022316489,1,7
201022316503,1,0
201022316510,1,3
201022316518,1,4
201022316534,1,21
201022316772,1,0
201022316989,1,2
201022316989,1,19
201022317014,1,0
201022317024,1,2
201022317024,1,7
201022317261,1,2
201022317261,1,3
201022317261,1,12
201022317289,1,0
201022317313,1,0
201022317575,2,0
201022317612,1,2
201022317612,1,12
201022317623,1,0
201022317829,1,0
201022318078,1,0
201022318089,1,21
201022318368,1,0
201022318402,1,0
201022318413,1,4
201022318599,1,0
201022318617,1,0
201022318635,1,0
201022318649,1,0
201022318845,1,1
201022318845,1,2
201022318858,1,0
201022318872,1,0
201022318894,1,2
201022319168,1,0
201022319178,1,0
201022319186,1,8
201022319186,1,12
201022319309,1,0
201022319402,1,2
201022319402,1,7
201022319421,1,21
201022319727,1,0
201022319734,1,0
201022319942,1,0
201022319955,1,0
201022320003,1,0
201022320224,1,0
201022320224,2,0
201022320256,1,0
201022320281,1,0
201022320293,1,1
201022320293,1,2
201022320549,1,0
201022320556,1,0
201022320611,1,0
201022321118,1,0
201022321141,1,0
201022321364,1,8
201022321396,1,0
201022321414,1,0
201022321462,1,0
201022321772,1,0
201022321997,1,0
201022322038,1,13
201022322046,1,0
201022322070,1,21
201022322326,1,0
201022322342,1,0
201022322357,1,0
201022322382,1,12
201022322389,1,6
201022322389,1,14
201022322389,1,15
201022322399,1,6
201022322512,1,0
201022322763,1,0
201022322782,1,0
201022322788,1,0
201022322802,1,0
201024801655,1,0
201024801728,1,4
201024801898,1,2
201024802037,1,9
201024802134,1,0
201024802338,1,7
201024901618,1,0
201024901618,2,0
201024902032,1,0
201024902141,1,0
201024902514,1,10
201024902606,1,9
201024902638,1,0
201025000173,1,9
201025109432,1,1
201025109432,1,2
201025109432,1,12
201025109468,1,1
201025109719,1,1
201025109719,1,12
201025109755,1,1
201025109755,1,2
201025109755,2,1
201025109755,2,2
201025109963,1,2
201025109963,1,12
201025109978,1,0
201025109986,1,12
201025110549,1,2
201025110549,1,12
201025110574,1,2
201025110574,1,12
201025110622,1,2
201025110622,1,12
201025110622,2,2
201025110622,2,12
201025110622,2,21
201025111164,1,9
201025111431,1,1
201025111431,1,2
201025111461,1,1
201025111461,1,2
201025111594,1,1
201025111901,1,12
201025111917,1,2
201025111917,1,3
201025112302,1,1
201025112556,1,0
201025112775,1,10
201025113047,1,0
201025113287,2,5
201025113710,1,0
201025113732,1,2
201025113732,1,17
201025113768,1,19
201025113953,1,2
201025113981,1,9
201025114105,1,2
201025114105,1,9
201025114320,1,9
201025114325,1,0
201025114660,1,1
201025114660,1,2
201025114660,1,3
201025114692,1,0
201025114876,1,2
201025114876,1,3
201025115087,1,0
201025115143,1,9
201025115305,1,0
201025115517,1,0
201025115536,1,0
201025115681,1,0
201025115681,2,0
201025115693,1,0
201025115904,1,0
201025116084,1,9
201025116114,1,10
201025116114,1,14
201025116133,1,0
201025116138,1,0
201025116300,1,0
201025116337,1,1
201025116337,1,2
201025116337,1,12
201025116341,1,9
201025116347,1,6
201025116361,1,9
201025116420,1,0
201025116581,1,0
201025116803,1,10
201025116807,1,0
201025117078,1,0
201025117078,2,0
201025117324,1,2
201025117324,1,9
201025117339,1,2
201025117352,1,1
201025117352,1,2
201025117583,1,2
201025117583,1,12
201025117609,1,0
201025118108,1,9
201025118394,1,1
201025118394,1,2
201025118416,1,0
201025118435,1,1
201025118435,1,2
201025118866,1,21
201025119045,1,2
201025119045,1,12
201025119072,1,0
201025119601,1,0
201025119873,1,0
201025120368,1,0
201025120387,1,1
201026600411,1,0
201026600640,1,2
201026600640,2,2
201026600911,1,0
201026600911,2,0
201026601309,1,1
201026601451,1,19
201026601495,1,21
201026601501,1,2
201026601520,1,12
201026601756,1,2
201026602107,1,21
201026602708,1,2
201026602708,2,2
201026602710,1,17
201026602746,1,12
201026602768,1,2
201026602810,1,0
201026604129,1,4
201026700422,1,0
201026700460,1,2
201026700460,1,12
201026700614,1,0
201026700746,1,1
201026700746,2,1
201026700796,1,12
201026700824,1,0
201026700862,1,0
201026700984,1,0
201026701085,1,1
201026701406,1,0
201026701464,1,0
201026701523,1,0
201026701534,1,0
201026701581,1,2
201026701581,1,3
201026701818,1,0
201026701885,1,1
201026701903,1,1
201026701904,1,1
201026701910,1,1
201026702046,1,0
201026702271,1,9
201026702277,1,0
201026702406,1,0
201026702423,1,1
201026702697,1,0
201026702721,1,4
201026800798,1,0
201026800798,2,0
201026801077,1,2
201026801077,1,6
201026900479,1,0
201026900530,1,0
201026900552,1,0
201026900965,1,0
201026900980,1,0
201026901326,1,0
201026901935,1,21
201026901998,1,0
201026902107,1,2
201026902516,1,8
201026903188,1,2
201026903330,1,2
201026903852,1,1
201026904048,1,0
201026904148,1,9
201026904276,1,2
201026904923,1,0
201026905236,1,1
201026905511,1,1
201027000403,1,12
201027000502,1,21
201027000721,1,0
201027000813,1,0
201027001035,1,21
201027001084,1,0
201027001171,1,2
201027001171,1,3
201027001290,1,0
201027001293,1,0
201027001482,1,2
201027001567,1,2
201027001711,1,6
201027001744,1,0
201027001780,1,0
201027001780,2,0
201027001804,1,0
201027002189,1,0
201027002245,1,0
201027100682,1,2
201027101268,1,0
201027101282,1,18
201027101533,1,15
201027101555,1,2
201027101770,1,4
201027101864,1,4
201027101947,1,0
201027101978,1,2
201027103015,1,1
201027103015,1,2
201027103072,1,1
201027103084,1,0
201027103160,1,0
201027103420,1,1
201027103484,1,0
201027103504,1,9
201027103776,1,17
201027103915,1,21
201027104127,1,21
201027104147,1,4
201027104164,1,7
201027104164,1,16
201027104171,1,0
201027104474,1,4
201027104491,1,0
201027104494,1,0
201027104829,1,2
201027105064,1,19
201027105611,1,4
201027105896,1,3
201027106206,1,0
201027106443,1,2
201027106474,1,0
201027106474,2,0
201027200376,1,0
201027200404,1,2
201027200453,1,1
201027200455,1,0
201027200471,1,0
201027200476,1,0
201027200479,1,2
201027200498,1,0
201027200503,1,0
201027200728,1,0
201027200769,1,21
201027200956,1,0
201027201057,1,1
201027201095,1,0
201027201279,1,1
201027201382,1,0
201027201399,1,0
201027201482,1,0
201027201558,1,0
201027201599,1,0
201027201617,1,0
201027201699,1,0
201027201704,1,3
201027201796,1,0
201027201872,1,0
201027202026,1,1
201027202082,1,0
201027202084,1,4
201027202122,1,0
201027202125,1,12
201027202269,1,12
201027202382,1,2
201027202394,1,2
201027202681,1,2
201027202831,1,0
201027202845,1,0
201027202995,1,12
201027203025,1,12
201027203082,1,2
201027203093,1,0
201027203107,1,12
201027203109,1,0
201027203113,1,0
201027203232,1,1
201027203234,1,0
201027203240,1,0
201027203322,1,0
201027203334,1,0
201027203340,1,2
201027203414,1,18
201027203415,1,0
201027203489,1,0
201027203507,1,12
201027203561,1,0
201027203588,1,1
201027203588,1,2
201027203588,1,3
201027203600,1,2
201027203600,1,3
201027203603,1,2
201027203603,1,3
201027203614,1,0
201027203637,1,0
201027203702,1,21
201027203805,1,0
201027203811,1,0
201027203851,1,1
201027203863,1,3
201027203912,1,0
201027203921,1,0
201027203940,1,1
201027203965,1,0
201027204002,1,0
201027204113,1,0
201027204148,1,1
201027204148,1,2
201027204148,1,3
201027204149,1,0
201027204204,1,21
201027204294,1,21
201027204305,1,21
201027204463,1,0
201027204510,1,4
201027204540,1,4
201027204578,1,12
201027204658,1,0
201027204670,1,12
201027204779,1,0
201027204848,1,0
201027204913,1,0
201027204929,1,0
201027204961,1,0
201027204981,1,0
201027205026,1,2
201027205026,1,17
201027205035,1,0
201027205035,2,0
201027205074,1,1
201027205103,1,12
201027205108,1,0
201027205124,1,0
201027205141,1,0
201027205141,2,0
201027205256,1,21
201027205282,1,0
201027205290,1,0
201027205314,1,1
201027205317,1,1
201027205334,1,0
201027205380,1,21
201027205541,1,0
201027205543,1,9
201027205575,1,21
201027205588,1,21
201027205589,1,4
201027205591,1,0
201027205627,1,0
201027205700,1,3
201027205803,1,0
201027205984,1,0
201027206008,1,12
201027206049,1,2
201027206049,1,3
201027206065,1,4
201027206066,1,12
201027206109,1,21
201027206133,1,0
201027206152,1,15
201027206232,1,0
201027206279,1,0
201027206284,1,8
201027206318,1,0
201027206341,1,0
201027206347,1,13
201027206476,1,15
201027206478,1,0
201027206541,1,4
201027206685,1,0
201027206685,2,0
201027206721,1,0
201027206751,1,0
201027206798,1,0
201027206817,1,12
201027206853,1,0
201027206931,1,0
201027206975,1,0
201027206990,1,2
201027207086,1,0
201027207101,1,0
201027300698,1,4
201027302883,1,0
201027302894,1,0
201027302894,2,0
201027302894,3,0
201027302915,1,0
201027303024,1,9
201027303312,1,0
201027303312,2,0
201027303312,3,0
201027303532,1,0
201027303651,1,2
201027303699,1,0
201027303700,1,0
201027303810,1,2
201027303826,1,9
201027303897,1,1
201027304040,1,17
201027304136,1,16
201027304287,1,0
201027304428,1,0
201027304440,1,0
201027304639,1,2
201027305077,1,0
201027305448,1,21
201027305835,1,0
201027305934,1,2
201027306512,1,12
201027307071,1,4
201027400457,1,2
201027400735,1,0
201027400767,1,0
201027400846,1,1
201027400902,1,21
201027401274,1,4
201027401302,1,4
201027401723,1,0
201027401884,1,2
201027402080,1,0
201027402276,1,0
201027402437,1,1
201027402542,1,1
201027402553,1,1
201027402569,1,0
201027402583,1,2
201027402736,1,0
201027402744,1,1
201027402857,1,8
201027403167,1,2
201027403190,1,0
201027403494,1,0
201027403525,1,0
201027403640,1,12
201027403732,1,2
201027403782,1,12
201027403876,1,9
201027403898,1,12
201027404043,1,1
201027404043,1,2
201027404193,1,2
201027404193,1,17
201027404361,1,1
201027404365,1,0
201027404384,1,10
201027404447,1,2
201027404466,1,7
201027404510,1,0
201027404531,1,2
201027404573,1,1
201027405249,1,3
201027405320,1,0
201027405439,1,1
201027405495,1,0
201027405501,1,0
201027405835,1,0
201027405943,1,7
201027405957,1,0
201027406114,1,1
201027406162,1,0
201027406711,1,0
201027406822,1,2
201027406916,1,0
201027406922,1,1
201027407150,1,0
201027407250,1,2
201027407285,1,12
201027407328,1,4
201027407416,1,12
201027407432,1,2
201027407532,1,0
201027407571,1,0
201027407625,1,0
201027407658,1,2
201027407710,1,1
201027407728,1,12
201027407873,1,0
201027407905,1,9
201027407969,1,12
201027408040,1,1
201027408162,1,3
201027408166,1,1
201027408549,1,4
201027408697,1,9
201027408774,1,2
201027408774,1,3
201027408818,1,0
201027409046,1,2
201027409152,1,2
201027409336,1,4
201027409436,1,0
201027409669,1,0
201027409767,1,0
201027409957,1,1
201027410059,1,0
201027410100,1,0
201027410392,1,2
201027410499,1,2
201027500378,1,0
201027500567,1,0
201027501021,1,0
201027501163,1,10
201027501224,1,0
201027501275,1,3
201027501424,1,1
201027501472,1,0
201027501761,1,0
201027501776,1,0
201027501865,1,0
201027501912,1,0
201027501919,1,4
201027502426,1,4
201027502426,2,4
201027502757,1,9
201027502866,1,0
201027502874,1,2
201027502961,1,21
201027503009,1,0
201027503090,1,13
201027503197,1,21
201027503290,1,0
201027503290,2,0
201027503386,1,2
201027503704,1,0
201027600858,1,0
201027601098,1,0
201027601170,1,2
201027601170,1,3
201027601542,1,0
201027601791,1,0
201027601836,1,0
201027602030,1,1
201027602505,1,0
201027602527,1,2
201027602640,1,1
201027602754,1,0
201027602792,1,0
201027603049,1,9
201027603202,1,2
201027603552,1,5
201027700457,1,9
201027700461,1,0
201027700463,1,0
201027700482,1,21
201027700484,1,0
201027700516,1,0
201027700542,1,0
201027700549,1,2
201027700549,1,3
201027700557,1,2
201027700563,1,0
201027700583,1,2
201027700583,1,3
201027700583,1,13
201027700596,1,0
201027700613,1,1
201027700641,1,0
201027700647,1,0
201027700660,1,2
201027700678,1,0
201027700716,1,0
201027700746,1,0
201027700870,1,0
201027700872,1,0
201027700905,1,0
201027700914,1,12
201027700952,1,0
201027700953,1,9
201027700995,1,0
201027701071,1,0
201027701081,1,0
201027701128,1,0
201027701202,1,0
201027701212,1,0
201027701226,1,0
201027701242,1,3
201027701244,1,2
201027701244,1,13
201027701244,1,21
201027701365,1,7
201027701422,1,0
201027701447,1,21
201027701481,1,7
201027701484,1,0
201027701510,1,0
201027701533,1,2
201027701533,1,3
201027701558,1,0
201027701585,1,10
201027701617,1,2
201027701617,1,3
201027701651,1,0
201027701655,1,1
201027701681,1,0
201027701691,1,0
201027701710,1,2
201027701710,1,3
201027701742,1,9
201027701749,1,0
201027701753,1,0
201027701753,2,0
201027701769,1,0
201027701777,1,0
201027701780,1,2
201027701795,1,10
201027701841,1,0
201027701909,1,0
201027701927,1,0
201027701930,1,0
201027701955,1,0
201027701958,1,0
201027702127,1,0
201027702136,1,0
201027702144,1,0
201027702151,1,1
201027702201,1,2
201027801601,1,0
201027802614,1,4
201027802710,1,19
201027802879,1,4
201027803919,1,1
201027804450,1,1
201027804467,1,2
201027804484,1,2
201027804484,2,2
201027805384,1,7
201027805480,1,7
201027805485,1,1
201027805495,1,21
201027805824,1,2
201027805824,2,2
201027805829,1,0
201027806775,1,0
201027807510,1,1
201027900391,1,2
201027900486,1,9
201027900693,1,0
201027900694,1,0
201027900835,1,0
201027900878,1,0
201027900919,1,0
201027901078,1,0
201027901163,1,0
201027901198,1,0
201027901424,1,0
201027901486,1,0
201027901555,1,0
201027901608,1,12
201027901682,1,0
201027901893,1,13
201027902044,1,9
201027902051,1,2
201027902124,1,2
201027902326,1,0
201027902416,1,2
201027902752,1,1
201027903007,1,0
201027903013,1,2
201027903153,1,0
201027903239,1,10
201027903368,1,1
201027903500,1,12
201027903583,1,0
201027903635,1,0
201027903681,1,0
201027903772,1,17
201027903811,1,2
201027903923,1,10
201027903953,1,2
201027903957,1,0
201027904138,1,0
201027904214,1,0
201027904405,1,2
201027904405,2,2
201027904650,1,0
201027904683,1,2
201027904886,1,0
201027904963,1,0
201027905045,1,0
201027905129,1,0
201027905480,1,4
201027905620,1,2
201027905620,1,3
201027905620,1,10
201027905840,1,0
201027905922,1,2
201027906008,1,2
201027906075,1,21
201027906086,1,0
201027906304,1,0
201027906400,1,0
201027906414,1,3
201027906496,1,0
201027906594,1,0
201027906654,1,12
201027906655,1,0
201027906952,1,9
201027907188,1,12
201027907741,1,1
201027907756,1,0
201027908122,1,9
201027908381,1,0
201027908665,1,2
201027908665,1,3
201027908766,1,0
201027908882,1,0
201027908931,1,0
201027909096,1,2
201027909334,1,2
201027909367,1,0
201027909583,1,2
201027909700,1,2
201027909782,1,0
201027909857,1,2
201027910261,1,0
201027910283,1,2
201027910443,1,0
201027911200,1,0
201027911313,1,0
201027911361,1,0
201027911375,1,2
201027911393,1,0
201027911395,1,0
201027911566,1,2
201027911812,1,0
201027911812,2,0
201027911824,1,0
201027911890,1,2
201027912185,1,9
201027912291,1,0
201027912651,1,1
201027912818,1,1
201027912818,1,2
201027912872,1,0
201027912932,1,0
201027912937,1,0
201027913255,1,2
201027913397,1,0
201027913581,1,21
201027913718,1,10
201027913720,1,2
201027913979,1,1
201027913979,1,2
201027914168,1,2
201027914204,1,0
201027914213,1,2
201027914293,1,0
201027914564,1,1
201027914760,1,0
201027914789,1,2
201027915348,1,0
201027915398,1,0
201027915604,1,0
201027915749,1,2
201027915869,1,12
201027916548,1,0
201027916548,2,0
201027916690,1,0
201027917054,1,0
201027917112,1,2
201027917215,1,0
201027917371,1,0
201027920496,1,9
201027920511,1,0
201027920519,1,0
201027920523,1,0
201027920529,1,0
201027920586,1,0
201027920588,1,0
201027920595,1,0
201027920612,1,0
201027920626,1,0
201027920737,1,1
201028000402,1,5
201028000527,1,19
201028000640,1,0
201028100438,1,4
201028100718,1,0
201028100944,1,1
201028100947,1,0
201028100961,1,17
201028101045,1,1
201028101045,1,12
201028101196,1,0
201028101402,1,9
201028101419,1,16
201028101419,1,21
201028101420,1,9
201028101500,1,0
201028101578,1,2
201028101578,1,17
201028101584,1,1
201028101613,1,2
201028101613,1,19
201028101986,1,0
201028102070,1,0
201028102272,1,0
201028102296,1,9
201028102332,1,0
201028102350,1,6
201028103112,1,0
201028200796,1,12
201028201266,1,1
201028201320,1,0
201028201340,1,0
201028201363,1,0
201028201881,1,1
201028201900,1,1
201028202284,1,2
201028202284,1,12
201028202415,1,1
201028202553,1,1
201028202578,1,1
201028202750,1,1
201028202750,1,12
201028202882,1,21
201028202993,1,2
201028202993,1,3
201028203403,1,7
201028203500,1,1
201028203558,1,4
201028203844,1,21
201028203863,1,0
201028204137,1,0
201028204252,1,5
201028204298,1,0
201028205133,1,0
201028205528,1,0
201028205796,1,4
201028205965,1,0
201028206091,1,0
201028206145,1,9
201028206462,1,0
201028206749,1,9
201028206749,1,19
201028206818,1,0
201028206855,1,1
201028206855,1,2
201028206855,1,12
201028206906,1,10
201028207300,1,2
201028207352,1,1
201028207386,1,2
201028207386,1,3
201028207515,1,0
201028207515,2,0
201028207515,3,0
201028207666,1,9
201028207791,1,2
201028207791,1,10
201028207791,1,12
201028207859,1,0
201028207859,2,0
201028208200,1,21
201028208276,1,17
201028208440,1,0
201028208446,1,2
201028208482,1,1
201028208498,1,2
201028208498,1,3
201028208530,1,0
201028208575,1,1
201028208575,1,2
201028208636,1,2
201028208636,1,10
201028208824,1,0
201028209112,1,1
201028209112,1,2
201028209112,1,12
201028209425,1,0
201028209558,1,0
201028209589,1,1
201028209589,1,12
201028209630,1,0
201028209745,1,2
201028209745,1,3
201028209745,1,9
201028209751,1,1
201028209751,1,12
201028209797,1,2
201028209797,1,3
201028209797,1,17
201028210728,1,2
201028210728,1,12
201028210752,1,0
201028210793,1,2
201028210793,1,12
201028210846,1,1
201028210846,1,12
201028210984,1,1
201028210984,1,2
201028210984,1,9
201028211234,1,1
201028211357,1,1
201028211357,1,12
201028211454,1,21
201028211506,1,1
201028211506,1,2
201028212453,1,0
201028213406,1,2
201028213406,1,12
201028300375,1,1
201028300375,1,2
201028300512,1,6
201028300929,1,1
201028300936,1,1
201028301374,1,1
201028301374,1,2
201028301589,1,0
201028301589,2,0
201028301616,1,19
201028301757,1,15
201028301834,1,0
201028301948,1,12
201028302202,1,2
201028302202,1,6
201028302240,1,0
201028302242,1,0
201028302257,1,2
201028302539,1,1
201028302539,1,2
201028302622,1,15
201028302670,1,2
201028302747,1,0
201028302876,1,1
201028302876,1,2
201028302915,1,1
201028302915,1,2
201028303071,1,21
201028303101,1,0
201028303242,1,0
201028303486,1,9
201028400496,1,18
201028400550,1,2
201028400550,1,10
201028400550,1,13
201028400550,1,14
201028400623,1,2
201028400937,1,19
201028401528,1,1
201028401528,1,12
201028401563,1,2
201028401563,1,10
201028401730,1,0
201028402030,1,0
201028402061,1,9
201028402115,1,2
201028402115,1,3
201028402156,1,0
201028402210,1,1
201028402210,1,2
201028402226,1,0
201028402301,1,0
201028402403,1,2
201028402403,1,3
201028402403,1,9
201028402486,1,0
201028402493,1,0
201028403238,1,10
201028403254,1,1
201028403254,1,12
201028404123,1,0
201028404123,2,0
201028404400,1,12
201028404408,1,0
201028404442,1,0
201028404450,1,5
201028404618,1,0
201028404634,1,6
201028404786,1,1
201028404786,1,12
201028405008,1,21
201028405042,1,2
201028405561,1,1
201028405561,1,2
201028405570,1,1
201028405570,1,2
201028405729,1,1
201028405740,1,2
201028405746,1,4
201028405839,1,13
201028405946,1,0
201028406091,1,2
201028406091,1,12
201028406259,1,2
201028406259,1,4
201028406293,1,1
201028406293,1,2
201028406312,1,0
201028406323,1,1
201028406323,1,2
201028406455,1,9
201028406490,1,2
201028406490,1,12
201028406491,1,10
201028406961,1,1
201028406961,1,2
201028407049,1,0
201028407081,1,0
201028407101,1,1
201028407101,1,2
201028407101,1,12
201028407105,1,2
201028407378,1,4
201028407422,1,2
201028407422,1,3
201028407496,1,0
201028407580,1,2
201028407798,1,21
201028408093,1,0
201028408093,2,0
201028408093,3,21
201028408608,1,9
201028408785,1,2
201028408785,1,19
201028408789,1,13
201028408789,1,14
201028408789,1,15
201028409033,1,2
201028409101,1,0
201028409947,1,0
201028410000,1,2
201028410001,1,0
201028410064,1,2
201028410064,1,12
201028410097,1,2
201028410108,1,9
201028410149,1,0
201028500747,1,9
201028501419,1,1
201028501419,1,12
201028501700,1,0
201028501934,1,12
201028502520,1,12
201028503110,1,10
201028503341,1,19
201028504474,1,0
201028505201,1,2
201028505204,1,4
201028505204,1,21
201028505905,1,2
201028505976,1,2
201028505976,1,3
201028505990,1,2
201028505990,1,3
201028506184,1,9
201028506184,1,21
201028506283,1,0
201028506859,1,2
201028506859,1,19
201028507121,1,2
201028507313,1,1
201028507313,1,2
201028507553,1,0
201028507924,1,16
201028507924,1,21
201028507957,1,4
201028507957,1,6
201028508272,1,9
201028508272,1,19
201028508307,1,0
201028508782,1,14
201028509070,1,0
201028509207,1,0
201028509343,1,15
201028509504,1,1
201028509504,1,2
201028509632,1,0
201028509895,3,0
201028509895,4,0
201028510072,1,0
201028510473,1,0
201028701563,1,2
201028701563,1,3
201028701571,1,9
201028701728,1,0
201028701778,1,2
201028701825,1,17
201028701956,1,9
201028701957,1,9
201028702238,1,9
201028702548,1,2
201028702548,1,3
201028702749,1,2
201028702877,1,0
201028702912,1,1
201028702912,1,2
201028702965,1,2
201028702965,1,14
201028703009,1,21
201028703067,1,18
201028703149,1,0
201028703154,1,0
201028703224,1,21
201028703266,1,0
201028703285,1,0
201028703358,1,0
201028703358,2,0
201028703358,3,0
201028703418,1,1
201028703418,1,2
201028703452,1,9
201028703780,1,19
201028703791,1,2
201028703791,1,6
201028703791,1,12
201028703791,1,17
201028703801,1,0
201028703878,1,1
201028703878,1,2
201028703915,1,2
201028703915,1,9
201028704221,1,5
201028704355,1,2
201028704422,1,19
201028704467,1,2
201028704467,1,12
201028704540,1,0
201028704562,1,0
201028705271,1,6
201028800478,1,2
201028800673,1,19
201028800866,1,0
201028800982,1,2
201028801132,1,0
201028801176,1,2
201028801358,1,0
201028801371,1,0
201028801380,1,16
201028801417,1,13
201028801425,1,0
201028801463,1,2
201028801463,1,3
201028802068,1,0
201028802111,1,0
201028802154,1,9
201028802209,1,0
201028802215,1,0
201028802340,1,0
201028802526,1,0
201028802684,1,0
201028803004,1,2
201028803004,1,9
201028803014,1,0
201028803339,1,1
201028803631,1,2
201028803645,1,0
201028803710,1,0
201028803828,1,2
201028803828,1,17
201028803845,1,2
201028803845,1,3
201028803946,1,0
201028803953,1,0
201028804014,1,0
201028804127,1,0
201028804129,1,0
201028804351,1,1
201028804410,1,0
201028804448,1,0
201028804636,1,19
201028804824,1,2
201028805106,1,2
201028805157,1,2
201028805157,1,7
201028805337,1,0
201028805386,1,0
201028805453,1,0
201028805736,1,0
201028805880,1,0
201028805918,1,10
201028805934,1,0
201028806001,1,2
201028806093,1,2
201028806187,1,2
201028806187,1,12
201028806187,2,2
201028806187,2,12
201028806566,1,0
201028806618,1,0
201028806630,1,0
201028806818,1,0
201028806838,1,1
201028806838,1,2
201028806838,1,3
201028806925,1,0
201028807168,1,7
201028807211,1,0
201028807559,1,1
201028807559,1,12
201028807562,1,0
201028807606,1,0
201028807649,1,0
201028807664,1,0
201028807868,1,2
201028808024,1,2
201028808024,1,3
201028808047,1,0
201028808047,2,0
201028808067,1,15
201028808108,1,0
201028808511,1,0
201028808532,1,2
201028808538,1,0
201028808586,1,0
201028808658,1,0
201028808956,1,1
201028808956,1,12
201028808956,1,19
201028809266,1,0
201028809301,1,1
201028809362,1,2
201028809362,1,6
201028809395,1,2
201028809395,1,12
201028809409,1,2
201028809409,1,12
201028809456,1,2
201028809456,1,12
201028809716,1,1
201028809775,1,2
201028810037,1,1
201028810037,1,12
201028810082,1,7
201028810082,1,12
201028810082,1,13
201028810082,1,14
201028810144,1,0
201028810169,1,0
201028900803,1,1
201028900803,1,2
201028900803,1,3
201028901053,1,0
201028901177,1,9
201028901190,1,0
201028901193,1,2
201028901193,1,12
201028901214,1,12
201028901331,1,0
201028901360,1,19
201028901484,1,15
201028901581,1,10
201028901602,1,6
201028901707,1,1
201028901707,1,12
201028901801,1,0
201028901801,2,0
201028901994,1,0
201028902007,1,1
201028902015,1,0
201028902514,1,1
201028902514,1,2
201028902872,1,2
201028902872,1,3
201028902916,1,0
201028903204,1,9
201028903204,1,10
201028903221,1,9
201028903221,1,18
201028903560,1,0
201028903579,1,2
201028903579,1,3
201028903579,1,6
201028903579,1,9
201028903579,1,13
201028903579,1,14
201028903579,1,19
201028903598,1,0
201028903598,2,0
201028903663,1,0
201028903707,1,0
201028903711,1,0
201028903953,1,9
201028903983,1,2
201028903983,1,3
201028904115,1,0
201028904422,1,2
201028904422,1,3
201028904422,1,9
201028904480,1,0
201028904547,1,2
201028904650,1,9
201028904650,1,21
201028904701,1,9
201028904701,1,14
201028904703,1,21
201028904709,1,0
201028904710,1,9
201028904793,1,0
201028904920,1,2
201028905202,1,0
201028905204,1,1
201028905204,1,2
201028905227,1,3
201028905592,1,0
201028905593,1,9
201028905593,2,9
201028905607,1,0
201028905687,1,2
201028905718,1,2
201028905718,1,10
201028905803,1,1
201028905881,1,2
201028905881,1,10
201028905893,1,17
201028906072,1,0
201028906135,1,2
201028906308,1,0
201028906308,2,0
201028906332,1,1
201028906332,1,2
201028906374,1,1
201028906374,1,2
201028906575,1,1
201028906575,1,2
201028906892,1,10
201028907009,1,1
201028907041,1,0
201028907051,1,9
201028907065,1,4
201028907065,1,19
201028907074,1,2
201028907074,1,17
201028907095,1,0
201028907392,1,6
201028907745,1,19
201029000691,1,0
201029001678,1,0
201029002045,1,6
201029002295,1,0
201029002349,1,1
201029002349,1,2
201029002808,1,0
201029003205,1,12
201029003557,1,0
201029003720,1,0
201029004042,1,21
201029004971,1,2
201029004971,1,6
201029004971,1,14
201029004971,2,2
201029004971,2,6
201029004971,2,14
201029004991,1,1
201029004991,1,2
201029004991,1,19
201029005050,1,2
201029005050,1,12
201029005068,1,0
201029005274,1,0
201029005502,1,2
201029006053,1,1
201029006053,1,2
201029006053,1,3
201029006348,1,8
201029006766,1,1
201029006766,1,2
201029006766,1,6
201029007463,1,2
201029007463,1,10
201029007798,1,2
201029007798,1,12
201029007953,1,0
201029008040,1,1
201029008040,1,2
201029008040,1,3
201029008248,1,1
201029008248,1,2
201029008482,1,0
201029008780,1,21
201029009181,1,0
201029009614,1,2
201029009614,1,3
201029010217,1,0
201029010379,1,0
201029010523,1,0
201029010654,1,1
201029010654,1,6
201029010864,1,0
201029010901,1,1
201029010901,1,2
201029010901,1,12
201029010901,2,1
201029010901,2,2
201029010901,2,12
201029011086,1,0
201029011301,1,0
201029011350,1,2
201029011350,1,6
201029011737,1,4
201029011737,2,4
201029012153,1,0
201029012158,1,1
201029012158,1,2
201029012355,1,2
201029012625,1,0
201029013008,1,2
201029013008,1,19
201029013804,1,2
201029013804,1,3
201029014014,1,1
201029014066,1,2
201029014788,1,2
201029014788,1,3
201029014850,1,0
201029014850,2,0
201029014850,3,0
201029014850,4,0
201029014850,5,0
201029014850,6,0
201029014850,7,0
201029014850,8,0
201029014850,9,0
201029014850,10,0
201029014850,11,0
201029014850,12,0
201029014850,13,0
201029014850,14,0
201029014850,15,0
201029014850,16,0
201029014850,17,0
201029014850,18,0
201029014850,19,0
201029014850,20,0
201029014850,21,0
201029014850,22,0
201029014850,23,0
201029014850,24,0
201029014850,25,0
201029014850,26,0
201029014850,27,0
201029014850,28,0
201029014850,29,0
201029014850,30,0
201029100371,1,0
201029100984,1,1
201029100984,1,2
201029101035,1,0
201029201097,1,0
201029202503,1,10
201029202525,1,10
201029202699,1,10
201029203116,1,4
201029203510,1,2
201029203510,1,3
201029203609,1,0
201029204321,1,12
201029204853,1,10
201029204918,1,1
201029205104,1,10
201029205253,1,0
201029205575,1,0
201029205941,1,2
201029205941,1,6
201029205941,1,10
201029206090,1,2
201029206090,1,3
201029206324,1,6
201029206324,1,10
201029206599,1,0
201029207387,1,0
201029207419,1,0
201029207762,1,0
