CASENUM,STRATUM,REGION,PJ,PSU,PSUSTRAT,WEIGHT,VE_TOTAL,MONTH,WKDY_IM,YEAR,HOUR_IM,MINUTE_IM,EVENT1_IM,MANCOL_IM,RELJCT1_IM,RELJCT2_IM,LGTCON_IM,WEATHR_IM,MAXSEV_IM,NO_INJ_IM,ALCHL_IM,LAND_USE,PVH_INVL,TYP_INT,REL_ROAD,CF1,CF2,CF3
201010425911,4,1,1,2,3,298.606,2,1,7,2010,14,55,12,1,0,4,1,1,0,0,2,1,0,1,1,,,
201010425916,1,1,1,2,3,27.146,1,1,6,2010,3,32,35,0,0,1,2,4,3,1,2,1,0,1,4,,,
201010425917,6,1,1,2,3,135.73,1,1,6,2010,16,24,53,0,0,1,5,4,0,0,2,1,0,1,4,,,
201010425922,3,1,3,2,3,27.146,1,1,7,2010,7,42,30,0,0,1,1,1,2,1,2,1,0,1,4,,,
201010425929,4,1,3,2,3,298.606,2,1,4,2010,13,37,12,6,0,2,1,1,0,0,2,1,0,8,1,,,
201010425938,6,1,3,2,3,135.73,3,1,2,2010,16,33,12,1,0,1,1,10,1,2,2,1,0,1,1,,,
201010425942,5,1,3,2,3,54.292,2,1,2,2010,10,47,12,1,0,2,1,10,1,2,2,1,0,3,1,,,
201010425943,5,1,2,2,3,54.292,1,1,7,2010,14,1,42,0,0,1,1,10,1,1,2,1,0,1,5,,,
201010425946,6,1,10,2,3,89.853,1,1,7,2010,23,55,24,0,0,1,2,1,0,0,2,1,0,1,1,,,
201010425947,6,1,10,2,3,89.853,1,1,2,2010,15,5,40,0,0,2,1,10,0,0,2,1,0,10,5,,,
201010425948,6,1,10,2,3,89.853,2,1,2,2010,17,5,12,1,0,2,3,1,0,0,2,1,0,10,1,,,
201010425949,4,1,10,2,3,269.56,2,1,2,2010,16,20,12,6,0,2,5,1,0,0,2,1,0,8,1,,,
201010425951,6,1,10,2,3,89.853,1,1,4,2010,6,10,24,0,0,1,1,1,0,0,2,1,0,1,1,,,
201010425955,4,1,2,2,3,298.606,2,1,7,2010,23,10,12,6,0,1,3,10,0,0,2,1,0,1,1,,,
201010425981,6,1,1,2,3,135.73,1,1,1,2010,15,0,30,0,0,1,1,4,0,0,2,1,0,1,4,,,
201010425985,4,1,4,2,3,269.434,3,1,2,2010,14,45,12,1,0,1,1,1,1,1,2,8,0,1,1,,,
201010425996,6,1,4,2,3,107.773,2,1,6,2010,15,45,12,1,0,1,1,4,0,0,2,8,0,1,1,,,
201010426002,4,1,3,2,3,298.606,2,1,7,2010,16,10,12,6,0,4,1,1,1,1,2,1,0,1,1,,,
201010426006,6,1,3,2,3,135.73,1,1,7,2010,7,2,74,0,0,1,1,10,0,0,2,1,0,1,4,,,
201010426009,3,1,3,2,3,27.146,1,1,1,2010,1,58,73,0,0,1,3,1,2,1,1,1,0,1,4,,,
201010426012,4,1,10,2,3,269.56,1,1,6,2010,2,22,24,0,0,1,2,1,0,0,2,1,0,1,1,,,
201010426013,5,1,10,2,3,89.853,1,1,1,2010,12,53,53,0,0,1,1,4,1,1,2,1,0,1,4,,,
201010426016,6,1,10,2,3,89.853,1,1,5,2010,8,11,75,0,0,2,1,1,0,0,2,1,0,8,3,,,
201010426017,6,1,6,2,3,147.841,1,1,5,2010,6,35,35,0,0,1,1,1,0,0,2,3,0,1,5,,,
201010426022,5,1,6,2,3,49.28,1,1,3,2010,17,9,43,0,0,1,2,10,2,1,2,3,0,1,3,,,
201010426023,5,1,10,2,3,89.853,1,1,6,2010,8,11,30,0,0,1,1,4,2,1,2,1,0,1,4,,,
201010426024,5,1,6,2,3,49.28,1,1,3,2010,4,6,25,0,0,1,3,10,1,1,2,3,0,1,3,,,
201010426026,6,1,10,2,3,89.853,1,1,6,2010,11,15,33,0,0,2,1,10,0,0,2,1,0,10,4,,,
201010426028,6,1,10,2,3,89.853,1,1,6,2010,7,52,74,0,0,1,1,4,0,0,2,1,0,1,4,,,
201010426029,4,1,6,2,3,295.682,1,1,3,2010,7,20,24,0,0,1,1,1,0,0,2,3,0,1,1,,,
201010426030,4,1,10,2,3,269.56,3,1,6,2010,20,23,12,1,0,1,2,3,1,1,2,1,0,1,1,,,
201010426032,6,1,10,2,3,89.853,2,1,7,2010,11,57,12,6,0,4,1,1,0,0,2,1,0,1,1,,,
201010426035,6,1,10,2,3,89.853,1,1,7,2010,11,35,74,0,0,1,1,1,2,1,2,1,0,1,4,,,
201010426038,5,1,10,2,3,89.853,2,1,4,2010,14,40,12,1,0,2,1,1,1,1,2,1,0,3,1,,,
201010426039,6,1,6,2,3,147.841,1,1,1,2010,17,30,42,0,0,1,1,4,0,0,2,3,0,1,4,,,
201010426041,4,1,6,2,3,295.682,1,1,7,2010,2,40,24,0,0,1,2,1,0,0,2,3,0,1,1,,,
201010426043,5,1,6,2,3,49.28,1,1,6,2010,16,0,74,0,0,1,1,10,2,1,2,3,0,1,4,,,
201010426066,5,1,4,2,3,53.887,3,1,3,2010,15,20,12,1,0,2,1,2,1,1,2,8,0,3,1,,,
201010426067,4,1,4,2,3,269.434,1,1,1,2010,21,8,35,0,0,1,2,2,0,0,1,8,0,1,4,,,
201010426069,6,1,4,2,3,107.773,2,1,1,2010,16,59,12,8,0,1,5,4,0,0,2,8,0,1,1,,,
201010426071,6,1,4,2,3,107.773,2,1,5,2010,14,20,12,6,0,4,1,1,0,0,2,8,0,1,1,,,
201010426075,4,1,1,2,3,298.606,2,1,4,2010,17,11,12,6,0,1,1,1,0,0,2,1,0,1,1,,,
201010426086,3,1,3,2,3,27.146,1,1,1,2010,14,50,35,0,0,1,1,3,2,1,2,1,0,1,4,,,
201010426092,5,1,6,2,3,49.28,2,1,3,2010,17,13,12,6,0,2,1,10,2,1,2,3,0,2,1,,,
201010426093,1,1,6,2,3,49.28,1,1,3,2010,17,0,42,0,0,1,2,1,3,1,2,3,0,1,5,,,
201010426099,6,1,2,2,3,135.73,1,1,1,2010,15,41,48,0,0,2,1,1,0,0,2,1,0,8,4,,,
201010426100,1,1,2,2,3,27.146,1,1,7,2010,0,48,30,0,0,1,3,10,3,4,2,1,0,1,4,,,
201010426104,1,1,1,2,3,27.146,1,1,6,2010,23,39,42,0,0,1,2,1,3,2,2,1,0,1,4,,,
201010426105,6,1,6,2,3,147.841,1,1,5,2010,8,50,24,0,0,1,1,1,0,0,2,3,0,1,1,,,
201010426106,1,1,6,2,3,49.28,2,1,5,2010,12,55,12,2,0,1,1,1,3,3,2,3,0,1,1,,,
201010426110,1,1,1,2,3,27.146,1,1,1,2010,7,30,30,0,0,1,1,1,3,2,2,1,0,1,4,,,
201010426111,4,1,6,2,3,295.682,1,1,4,2010,6,3,48,0,0,2,1,10,0,0,1,3,0,3,4,,,
201010426112,5,1,6,2,3,49.28,2,1,3,2010,11,20,12,1,0,2,1,10,1,2,2,3,0,3,1,,,
201010426116,5,1,6,2,3,49.28,2,1,2,2010,9,50,12,6,0,2,1,10,2,2,2,3,0,3,1,,,
201010426124,6,1,1,2,3,135.73,1,1,5,2010,10,10,34,0,0,1,1,4,3,1,2,1,0,1,4,,,
201010426125,6,1,6,2,3,147.841,1,1,7,2010,9,59,48,0,0,1,1,1,0,0,2,3,0,1,4,,,
201010426127,4,1,6,2,3,295.682,1,1,6,2010,0,3,42,0,0,1,3,1,0,0,2,3,0,1,5,,,
201010426128,5,1,6,2,3,49.28,2,1,6,2010,7,39,12,6,0,4,1,1,1,1,2,3,0,1,1,,,
201010426129,5,1,1,2,3,54.292,1,1,1,2010,20,24,17,0,0,1,2,3,1,2,2,1,0,1,4,,,
201010426132,2,1,6,2,3,49.28,2,1,5,2010,16,50,12,6,0,2,1,1,1,1,2,3,0,4,1,,,
201010426141,6,1,6,2,3,147.841,2,1,4,2010,17,35,12,2,0,4,1,1,0,0,2,3,0,1,1,,,
201010426145,4,1,3,2,3,298.606,2,1,1,2010,9,0,14,0,0,1,1,1,0,0,2,1,1,1,7,,,
201010426146,6,1,3,2,3,135.73,2,1,6,2010,13,28,12,6,0,4,1,1,0,0,2,1,0,1,1,,,
201010426152,5,1,3,2,3,54.292,1,1,5,2010,9,0,35,0,0,5,1,4,1,1,2,1,0,2,4,,,
201010426163,4,1,9,2,3,287.619,1,1,1,2010,19,0,24,0,0,1,2,4,0,0,2,1,0,1,1,,,
201010426164,6,1,9,2,3,115.047,1,1,7,2010,17,48,43,0,0,1,2,1,0,0,2,1,0,1,4,,,
201010426165,5,1,9,2,3,57.524,1,1,3,2010,10,20,74,0,0,1,1,1,2,1,2,1,0,1,4,,,
201010426166,5,1,9,2,3,57.524,2,1,6,2010,12,55,12,1,0,2,1,1,1,1,2,1,0,3,1,,,
201010426169,2,1,9,2,3,57.524,1,1,6,2010,9,19,53,0,0,1,1,1,2,1,2,1,0,1,4,,,
201010426172,6,1,9,2,3,115.047,1,1,1,2010,15,23,1,0,0,1,1,3,0,0,2,1,0,1,4,,,
201010426173,5,1,4,2,3,53.887,2,1,6,2010,11,21,12,1,0,1,1,1,1,1,2,8,0,1,1,,,
201010426176,6,1,9,2,3,115.047,1,1,1,2010,20,40,42,0,0,1,2,2,0,0,2,1,0,1,4,,,
201010426177,5,1,4,2,3,53.887,2,1,5,2010,13,41,12,1,0,1,1,1,1,1,2,8,0,1,1,,,
201010426178,5,1,9,2,3,57.524,2,1,1,2010,15,22,12,2,0,2,1,3,3,1,2,1,0,4,1,,,
201010426180,1,1,9,2,3,57.524,1,1,1,2010,17,16,35,0,0,1,3,4,3,2,2,1,0,1,4,,,
201010426181,6,1,4,2,3,107.773,2,1,4,2010,6,45,12,2,1,5,1,1,0,0,2,8,0,3,1,,,
201010426183,3,1,4,2,3,53.887,2,1,4,2010,8,35,12,1,0,1,1,1,2,2,2,8,0,1,1,,,
201010426185,4,1,9,2,3,287.619,1,1,1,2010,16,59,59,0,0,1,5,4,0,0,2,1,0,1,4,,,
201010426187,6,1,9,2,3,115.047,1,1,1,2010,17,30,42,0,0,1,2,4,0,0,2,1,0,1,4,,,
201010426190,6,1,9,2,3,115.047,1,1,5,2010,7,9,53,0,0,1,1,1,1,1,2,1,0,1,4,,,
201010426192,6,1,9,2,3,115.047,4,1,2,2010,10,30,12,1,0,1,1,1,1,1,2,1,0,1,1,,,
201010426194,4,1,10,2,3,269.56,2,1,7,2010,10,57,12,6,0,4,1,1,0,0,2,1,0,1,1,,,
201010426197,5,1,9,2,3,57.524,2,1,5,2010,16,5,12,1,0,2,1,1,1,2,2,1,0,3,1,,,
201010426198,4,1,10,2,3,269.56,1,1,7,2010,4,20,42,0,0,1,3,1,0,0,2,1,0,1,4,,,
201010426200,5,1,10,2,3,89.853,1,1,1,2010,14,0,17,0,0,1,1,2,1,1,2,1,0,1,4,,,
201010426201,5,1,9,2,3,57.524,2,1,4,2010,12,19,12,1,0,1,1,10,1,1,2,1,0,1,1,,,
201010426203,5,1,9,2,3,57.524,1,1,4,2010,9,56,35,0,0,1,1,10,1,1,2,1,0,1,4,,,
201010426204,6,1,10,2,3,89.853,1,1,5,2010,9,9,75,0,0,1,1,4,0,0,2,1,0,1,3,,,
201010426207,6,1,9,2,3,115.047,1,1,3,2010,2,55,42,0,0,1,2,4,0,0,2,1,0,1,4,,,
201010426208,4,1,10,2,3,269.56,2,1,7,2010,13,37,12,1,0,2,1,1,0,0,2,1,0,2,1,,,
201010426209,5,1,9,2,3,57.524,1,1,3,2010,1,55,42,0,0,1,2,4,1,1,2,1,0,1,5,,,
201010426210,6,1,10,2,3,89.853,1,1,1,2010,16,19,34,0,0,1,1,2,0,0,2,1,0,1,5,,,
201010426211,5,1,9,2,3,57.524,1,1,1,2010,9,21,75,0,0,1,1,1,1,1,2,1,0,1,4,,,
201010426213,4,1,9,2,3,287.619,2,1,7,2010,8,50,12,6,0,2,1,1,0,0,2,1,0,2,1,,,
201010426216,5,1,9,2,3,57.524,1,1,6,2010,6,20,40,0,0,1,3,1,1,2,2,1,0,1,4,,,
201010426220,6,1,9,2,3,115.047,1,1,1,2010,12,53,30,0,0,1,1,4,0,0,2,1,0,1,4,,,
201010426221,5,1,9,2,3,57.524,1,1,1,2010,15,39,43,0,0,4,1,4,1,2,2,1,0,1,5,,,
201010426224,5,1,1,2,3,54.292,1,1,1,2010,15,50,42,0,0,1,1,3,1,1,2,1,0,1,4,,,
201010426227,5,1,1,2,3,54.292,2,2,4,2010,20,58,12,2,0,1,2,10,1,4,2,1,0,1,1,,,
201010426231,4,1,3,2,3,298.606,2,1,1,2010,15,55,12,6,0,4,1,1,0,0,2,1,0,1,1,,,
201010426236,6,1,3,2,3,135.73,1,2,2,2010,4,24,19,0,0,2,3,1,0,0,2,1,0,3,4,,,
201010426240,4,1,4,2,3,269.434,2,1,7,2010,12,32,12,1,0,4,1,10,1,1,2,8,0,1,1,,,
201010426241,6,1,4,2,3,107.773,1,1,7,2010,9,13,1,0,0,1,1,1,1,1,2,8,0,1,1,,,
201010426244,5,1,4,2,3,53.887,1,1,5,2010,9,45,30,0,0,1,3,4,1,1,2,8,0,1,4,,,
201010426254,6,1,2,2,3,135.73,1,1,5,2010,15,31,53,0,0,1,1,10,0,0,2,1,0,1,4,,,
201010426255,2,1,2,2,3,27.146,2,1,5,2010,15,40,12,6,0,1,1,1,1,2,2,1,0,1,1,,,
201010426256,6,1,4,2,3,107.773,2,1,5,2010,7,55,12,6,0,2,1,4,0,0,2,8,0,2,1,,,
201010426262,1,1,4,2,3,53.887,2,1,1,2010,13,0,12,6,0,2,1,1,3,2,2,8,0,2,1,,,
201010426263,4,1,6,2,3,295.682,1,1,4,2010,15,55,72,0,0,1,1,1,0,0,2,3,0,1,4,,,
201010426264,6,1,6,2,3,147.841,1,1,5,2010,0,5,24,0,0,1,2,1,0,0,2,3,0,1,1,,,
201010426271,4,1,6,2,3,295.682,1,1,5,2010,9,23,30,0,0,2,1,4,0,0,2,3,0,10,,,,
201010426272,2,1,6,2,3,49.28,2,1,5,2010,7,37,45,0,0,2,1,4,0,0,2,3,1,3,1,,,
201010426276,6,1,6,2,3,147.841,1,1,5,2010,8,40,30,0,0,1,1,4,0,0,2,3,0,1,4,,,
201010426282,5,1,6,2,3,49.28,1,1,1,2010,13,20,42,0,0,1,1,3,1,1,2,3,0,1,5,,,
201010426283,4,1,6,2,3,295.682,1,1,1,2010,16,22,35,0,0,1,1,3,0,0,2,3,0,1,4,,,
201010426284,5,1,6,2,3,49.28,1,1,1,2010,16,15,42,0,0,1,1,3,1,1,2,3,0,1,4,,,
201010426285,6,1,6,2,3,147.841,1,1,1,2010,12,45,34,0,0,1,1,3,0,0,2,3,0,1,1,,,
201010426290,6,1,6,2,3,147.841,1,1,1,2010,14,22,42,0,0,1,1,3,0,0,2,3,0,1,5,,,
201010426291,5,1,6,2,3,49.28,1,1,1,2010,14,39,1,0,0,1,1,3,1,5,2,3,0,1,4,,,
201010426292,2,1,6,2,3,49.28,2,1,7,2010,7,50,12,6,0,1,1,1,3,5,2,3,0,1,1,,,
201010426293,5,1,6,2,3,49.28,1,1,6,2010,4,16,53,0,0,1,2,1,2,1,1,3,0,1,4,,,
201010426294,5,1,6,2,3,49.28,2,1,5,2010,13,29,12,6,0,1,1,1,1,3,2,3,0,1,1,,,
201010426299,2,1,6,2,3,49.28,2,1,6,2010,17,21,12,1,0,2,1,1,3,2,2,3,0,3,1,,,
201010426305,4,1,2,2,3,298.606,2,2,4,2010,21,27,12,1,0,1,3,1,1,1,2,1,0,1,1,,,
201010426307,3,1,2,2,3,27.146,2,2,5,2010,7,46,12,1,0,4,1,1,2,1,2,1,0,1,1,,,
201010426317,3,1,3,2,3,27.146,2,2,7,2010,19,0,12,1,0,2,2,10,3,1,2,1,0,8,1,,,
201010426319,6,1,1,2,3,135.73,1,2,4,2010,14,15,42,0,0,1,1,4,1,1,1,1,0,1,5,,,
201010426321,2,1,1,2,3,27.146,2,2,5,2010,13,15,12,1,0,4,1,1,1,1,2,1,0,1,1,,,
201010426324,6,1,4,2,3,107.773,3,2,3,2010,15,41,12,1,0,1,1,10,1,1,2,8,0,1,1,,,
201010426325,5,1,4,2,3,53.887,1,2,3,2010,5,4,35,0,0,1,2,1,1,1,2,8,0,1,4,,,
201010426328,4,1,4,2,3,269.434,1,2,6,2010,17,50,24,0,0,1,1,1,0,0,2,8,0,1,1,,,
201010426330,6,1,4,2,3,107.773,1,2,3,2010,18,39,34,0,0,1,2,4,0,0,2,8,0,1,4,,,
201010426332,5,1,10,2,3,89.853,2,2,2,2010,19,48,12,2,0,1,2,10,1,4,2,1,0,1,1,,,
201010426333,4,1,10,2,3,269.56,2,2,1,2010,13,35,12,6,0,1,1,1,0,0,2,1,0,1,1,,,
201010426334,6,1,10,2,3,89.853,1,2,6,2010,14,49,34,0,0,1,1,2,0,0,2,1,0,1,4,,,
201010426335,6,1,10,2,3,89.853,2,2,1,2010,23,27,12,6,0,2,2,1,0,0,2,1,0,4,1,,,
201010426336,6,1,10,2,3,89.853,1,2,4,2010,8,56,74,0,0,2,1,4,0,0,2,1,0,3,3,,,
201010426337,6,1,10,2,3,89.853,1,2,5,2010,4,30,30,0,0,1,3,4,0,0,2,1,0,1,4,,,
201010426338,6,1,10,2,3,89.853,2,2,6,2010,10,29,12,2,0,2,1,1,0,0,2,1,0,4,1,,,
201010426345,1,1,3,2,3,27.146,2,2,5,2010,9,56,12,2,0,1,1,1,3,2,2,1,0,1,1,,,
201010426349,6,1,3,2,3,135.73,1,2,3,2010,9,2,74,0,0,1,1,4,0,0,2,1,0,1,4,,,
201010426351,6,1,6,2,3,147.841,1,2,4,2010,22,55,74,0,0,1,2,4,0,0,2,3,0,1,4,,,
201010426355,6,1,2,2,3,135.73,1,2,1,2010,6,0,53,0,0,1,1,1,0,0,2,1,0,1,4,,,
201010426362,2,1,10,2,3,89.853,2,2,3,2010,7,19,12,6,0,2,1,10,1,1,2,1,0,8,1,,,
201010426364,4,1,6,2,3,295.682,1,2,3,2010,13,15,30,0,0,1,1,1,0,0,2,3,0,1,4,,,
201010426365,6,1,10,2,3,89.853,1,2,4,2010,2,30,25,0,0,1,3,4,0,0,2,1,0,1,3,,,
201010426366,1,1,6,2,3,49.28,1,2,3,2010,22,36,42,0,0,1,2,4,3,1,2,3,0,1,4,,,
201010426367,4,1,10,2,3,269.56,2,2,5,2010,12,19,14,0,0,1,1,1,0,0,2,1,1,1,7,,,
201010426368,6,1,10,2,3,89.853,1,2,3,2010,18,49,17,0,0,1,2,10,0,0,2,1,0,1,5,,,
201010426371,5,1,6,2,3,49.28,1,2,3,2010,1,3,74,0,0,1,2,10,2,1,2,3,0,1,3,,,
201010426373,3,1,6,2,3,49.28,1,2,6,2010,3,11,42,0,0,1,2,1,2,1,2,3,0,1,4,,,
201010426374,6,1,6,2,3,147.841,2,1,5,2010,7,42,12,1,0,1,1,2,0,0,2,3,0,1,1,,,
201010426381,4,1,6,2,3,295.682,2,2,3,2010,18,31,45,0,0,1,2,4,0,0,2,3,1,1,1,,,
201010426382,4,1,4,2,3,269.434,2,2,5,2010,12,5,12,1,0,2,1,1,0,0,2,8,0,8,1,,,
201010426409,6,1,1,2,3,135.73,1,2,3,2010,12,35,74,0,0,1,1,4,0,0,2,1,0,1,4,,,
201010426411,4,1,1,2,3,298.606,2,2,1,2010,13,15,12,1,0,2,1,1,1,2,2,1,0,3,1,,,
201010426414,5,1,1,2,3,54.292,1,2,3,2010,14,11,42,0,0,1,1,4,2,1,2,1,0,1,4,,,
201010426424,4,1,3,2,3,298.606,2,2,6,2010,18,0,12,6,0,2,3,10,0,0,2,1,0,10,1,,,
201010426426,5,1,3,2,3,54.292,1,2,7,2010,10,9,1,0,0,1,1,10,1,1,2,1,0,1,4,,,
201010426429,6,1,10,2,3,89.853,1,2,7,2010,0,11,1,0,0,2,3,1,0,0,2,1,0,3,5,,,
201010426431,6,1,10,2,3,89.853,2,2,1,2010,11,27,12,6,0,2,1,1,1,1,2,1,0,2,1,,,
201010426434,6,1,10,2,3,89.853,1,2,3,2010,9,7,42,0,0,1,1,4,0,0,2,1,0,1,5,,,
201010426443,4,1,6,2,3,295.682,1,2,1,2010,20,46,24,0,0,1,3,4,0,0,2,3,0,1,1,,,
201010426446,6,1,4,2,3,107.773,1,2,7,2010,3,32,30,0,0,1,2,1,0,0,1,8,0,1,4,,,
201010426447,5,1,6,2,3,49.28,2,2,6,2010,10,19,12,1,0,1,1,1,1,2,2,3,0,1,1,,,
201010426450,6,1,9,2,3,115.047,2,2,7,2010,18,22,12,6,0,2,3,1,0,0,2,1,0,2,1,,,
201010426452,6,1,9,2,3,115.047,2,2,4,2010,13,0,12,1,0,4,1,10,0,0,2,1,0,1,1,,,
201010426453,4,1,9,2,3,287.619,2,2,5,2010,10,15,12,6,0,4,1,1,1,1,2,1,0,1,1,,,
201010426456,6,1,9,2,3,115.047,1,2,4,2010,1,22,34,0,0,1,2,4,0,0,2,1,0,1,4,,,
201010426457,5,1,9,2,3,57.524,1,1,1,2010,13,55,48,0,0,1,1,2,1,1,2,1,0,1,4,,,
201010426466,4,1,9,2,3,287.619,1,2,4,2010,4,30,34,0,0,1,2,4,0,0,2,1,0,1,4,,,
201010426472,4,1,9,2,3,287.619,1,1,1,2010,12,28,24,0,0,1,1,1,0,0,2,1,0,1,1,,,
201010426477,4,1,9,2,3,287.619,1,1,5,2010,16,30,38,0,0,1,1,10,0,0,2,1,0,1,5,,,
201010426479,6,1,9,2,3,115.047,1,1,2,2010,13,49,35,0,0,1,1,2,0,0,2,1,0,1,4,,,
201010426482,6,1,9,2,3,115.047,1,1,1,2010,19,40,42,0,0,1,3,4,0,0,2,1,0,1,5,,,
201010426483,5,1,9,2,3,57.524,1,1,1,2010,15,18,35,0,0,1,1,2,1,1,2,1,0,1,4,,,
201010426506,5,1,9,2,3,57.524,2,2,3,2010,9,33,12,2,0,1,1,4,1,1,2,1,0,1,1,,,
201010426509,6,1,9,2,3,115.047,2,2,1,2010,19,20,12,6,0,2,2,10,0,0,2,1,0,2,1,,,
201010426510,4,1,9,2,3,287.619,2,2,5,2010,8,29,12,7,0,2,1,1,0,0,2,1,0,2,1,,,
201010426512,5,1,9,2,3,57.524,2,2,5,2010,13,8,12,1,0,1,1,4,1,1,2,1,0,1,1,,,
201010426516,6,1,9,2,3,115.047,1,2,4,2010,8,12,35,0,0,1,1,4,0,0,2,1,0,1,5,,,
201010426520,5,1,2,2,3,54.292,2,2,6,2010,17,13,12,1,0,2,1,1,1,1,2,1,0,10,1,,,
201010426526,6,1,2,2,3,135.73,1,2,1,2010,9,35,42,0,0,1,1,4,0,0,2,1,0,1,4,,,
201010426536,3,1,3,2,3,27.146,1,3,2,2010,6,36,21,0,0,1,1,1,2,1,2,1,0,1,1,,,
201010426537,1,1,3,2,3,27.146,2,3,6,2010,18,43,12,6,0,4,2,1,3,5,2,1,0,1,1,,,
201010426541,4,1,3,2,3,298.606,2,3,5,2010,12,25,12,1,0,2,1,10,0,0,2,1,0,8,1,,,
201010426542,6,1,3,2,3,135.73,2,3,4,2010,12,53,12,6,0,2,1,1,0,0,2,1,0,2,1,,,
201010426547,4,1,10,2,3,269.56,2,2,6,2010,17,37,12,2,0,4,5,2,0,0,2,1,0,1,1,,,
201010426550,4,1,10,2,3,269.56,2,2,5,2010,13,28,12,6,0,4,1,4,0,0,2,1,0,1,1,,,
201010426551,6,1,10,2,3,89.853,2,2,7,2010,11,40,12,6,0,1,1,10,0,0,2,1,0,1,1,,,
201010426552,5,1,10,2,3,89.853,3,3,2,2010,17,13,12,1,0,1,1,1,1,1,2,1,0,1,1,,,
201010426553,5,1,6,2,3,49.28,2,2,7,2010,18,11,12,6,0,2,1,2,1,1,2,3,0,8,1,,,
201010426555,6,1,6,2,3,147.841,1,2,6,2010,23,0,74,0,0,1,2,10,0,0,2,3,0,1,4,,,
201010426559,4,1,6,2,3,295.682,1,2,6,2010,11,28,10,0,0,1,1,4,0,0,2,3,0,1,1,,,
201010426565,6,1,4,2,3,107.773,1,2,3,2010,2,3,53,0,0,1,2,2,0,0,1,8,0,1,4,,,
201010426567,5,1,6,2,3,49.28,1,2,3,2010,17,48,35,0,0,1,5,4,2,1,2,3,0,1,5,,,
201010426568,4,1,4,2,3,269.434,2,2,4,2010,17,11,12,6,0,2,5,10,0,0,2,8,0,2,1,,,
201010426573,6,1,4,2,3,107.773,2,2,5,2010,10,3,12,6,0,2,1,4,1,2,2,8,0,3,1,,,
201010426574,6,1,6,2,3,147.841,1,2,3,2010,13,17,53,0,0,1,1,4,0,0,2,3,0,1,4,,,
201010426576,5,1,6,2,3,49.28,1,2,3,2010,5,32,17,0,0,1,2,4,1,1,2,3,0,1,4,,,
201010426580,4,1,6,2,3,295.682,1,2,2,2010,23,27,59,0,0,1,2,4,0,0,2,3,0,1,4,,,
201010426582,5,1,6,2,3,49.28,1,2,1,2010,3,34,30,0,0,1,3,1,2,1,1,3,0,1,4,,,
201010426583,6,1,4,2,3,107.773,1,2,1,2010,7,58,48,0,0,1,1,4,0,0,2,8,0,1,5,,,
201010426586,4,1,4,2,3,269.434,2,3,3,2010,8,0,12,6,0,4,1,1,0,0,2,8,0,1,1,,,
201010426587,6,1,6,2,3,147.841,2,2,1,2010,15,48,12,6,0,2,1,1,0,0,2,3,0,3,1,,,
201010426588,5,1,6,2,3,49.28,1,2,5,2010,12,13,1,0,0,1,1,10,1,1,2,3,0,1,1,,,
201010426590,5,1,6,2,3,49.28,2,2,5,2010,10,34,12,2,0,1,1,10,1,3,2,3,0,1,1,,,
201010426591,2,1,6,2,3,49.28,1,2,4,2010,15,5,35,0,0,2,1,10,0,0,2,3,0,3,4,,,
201010426596,4,1,6,2,3,295.682,2,2,5,2010,9,28,12,6,0,1,1,4,0,0,2,3,0,1,1,,,
201010426601,6,1,6,2,3,147.841,2,2,4,2010,7,59,12,1,0,2,1,4,0,0,2,3,0,3,1,,,
201010426606,4,1,6,2,3,295.682,1,2,4,2010,14,30,42,0,0,1,1,10,0,0,2,3,0,1,4,,,
201010426608,6,1,6,2,3,147.841,2,2,3,2010,6,36,12,2,0,2,4,4,0,0,2,3,0,3,1,,,
201010426609,5,1,6,2,3,49.28,1,2,3,2010,9,13,42,0,0,1,1,4,1,1,2,3,0,1,5,,,
201010426611,5,1,6,2,3,49.28,1,2,3,2010,9,7,30,0,0,1,1,4,1,1,2,3,0,1,4,,,
201010426624,3,1,2,2,3,27.146,2,3,7,2010,10,45,12,2,0,2,1,1,3,1,2,1,0,8,1,,,
201010426627,4,1,2,2,3,298.606,1,3,6,2010,0,34,59,0,0,1,2,10,0,0,2,1,0,1,4,,,
201010426630,6,1,1,2,3,135.73,1,2,7,2010,15,30,42,0,0,1,3,4,0,0,2,1,0,1,,,,
201010426642,4,1,3,2,3,298.606,2,3,4,2010,19,50,12,6,0,1,2,1,0,0,2,1,0,1,1,,,
201010426650,4,1,6,2,3,295.682,1,3,7,2010,21,25,24,0,0,1,2,1,0,0,2,3,0,1,1,,,
201010426653,6,1,6,2,3,147.841,2,3,4,2010,20,10,12,6,0,4,3,1,0,0,2,3,0,1,1,,,
201010426656,6,1,10,2,3,89.853,2,2,5,2010,5,45,12,6,0,2,4,10,0,0,2,1,0,2,1,,,
201010426657,5,1,6,2,3,49.28,2,3,2,2010,14,11,12,6,0,2,1,1,3,1,2,3,0,3,1,,,
201010426659,4,1,10,2,3,269.56,2,3,7,2010,16,15,12,6,0,2,2,1,0,0,2,1,0,3,1,,,
201010426668,6,1,4,2,3,107.773,1,3,6,2010,15,42,42,0,0,2,1,1,0,0,2,8,0,3,5,,,
201010426684,6,1,16,2,3,106.645,2,1,1,2010,11,55,12,1,0,1,1,2,0,0,2,1,0,1,1,,,
201010426685,6,1,16,2,3,106.645,2,1,1,2010,11,59,12,1,0,1,1,4,0,0,2,1,0,1,1,,,
