CASENUM,VEH_NO,DRIMPAIR
201013539258,1,0
201013539258,2,0
201013539265,1,0
201013539265,2,0
201013539269,1,0
201013539269,2,0
201013539269,3,0
201013539277,1,0
201013539277,2,0
201013539293,1,0
201013539293,2,0
201013539300,1,0
201013539300,2,0
201013539334,1,0
201013539334,2,0
201013539339,1,0
201013539339,2,0
201013539343,1,0
201013539353,1,0
201013539353,2,0
201013539353,3,0
201013539355,1,0
201013539355,2,0
201013539365,1,0
201013539367,1,0
201013539367,2,0
201013539373,1,0
201013539373,2,0
201013539382,1,0
201013539382,2,0
201013539394,1,0
201013539402,1,9
201013539402,2,0
201013539414,1,0
201013539414,2,0
201013539421,1,0
201013539423,1,0
201013539423,2,0
201013539441,1,0
201013539441,2,0
201013539445,1,9
201013539445,2,0
201013539471,1,0
201013539471,2,0
201013539474,1,0
201013539474,2,0
201013539496,1,0
201013539499,1,0
201013539522,1,0
201013539522,2,0
201013539560,1,0
201013539560,2,0
201013539561,1,0
201013539561,2,0
201013539583,1,0
201013539583,2,0
201013539585,1,0
201013539585,2,0
201013539598,1,0
201013539598,2,0
201013539611,0,0
201013539611,1,0
201013539612,1,0
201013539612,2,0
201013539656,1,0
201013539656,2,0
201013539668,1,0
201013539672,1,9
201013539672,2,0
201013539680,1,0
201013539686,1,0
201013539700,1,0
201013539700,2,0
201013539717,1,0
201013539717,2,0
201013539717,3,0
201013539735,1,0
201013539735,2,0
201013539736,1,0
201013539752,1,0
201013539792,1,0
201013539792,2,0
201013539808,1,0
201013539808,2,0
201013539817,1,0
201013539836,1,0
201013539836,2,0
201013539842,1,0
201013539842,2,0
201013539860,1,0
201013539860,2,0
201013539874,1,0
201013539874,2,0
201013539876,1,0
201013539876,2,0
201013539895,1,0
201013539895,2,0
201013539906,1,0
201013539915,1,0
201013539919,1,0
201013539936,1,0
201013539940,1,0
201013539948,1,0
201013539948,2,0
201013539956,1,0
201013539965,1,0
201013539965,2,0
201013539982,1,0
201013539982,2,0
201013539995,1,0
201013540002,1,0
201013540002,2,0
201013540020,1,0
201013540028,1,0
201013540040,1,0
201013540040,2,0
201013540045,1,0
201013540070,1,0
201013540070,2,0
201013540075,1,0
201013540075,2,0
201013540088,1,0
201013540088,2,0
201013540104,1,0
201013540104,2,0
201013540122,1,0
201013540122,2,0
201013540127,1,0
201013540127,2,0
201013540134,1,0
201013540134,2,0
201013540146,1,0
201013540146,2,0
201013540159,1,0
201013540162,1,0
201013540167,1,0
201013540167,2,0
201013540169,1,0
201013540202,1,0
201013540202,2,0
201013540216,2,0
201013540236,1,0
201013540236,2,0
201013540252,1,0
201013540273,1,0
201013540273,2,0
201013540273,3,0
201013540294,1,0
201013540301,1,0
201013540301,2,0
201013540444,1,0
201013540445,1,0
201013540445,2,0
201013540445,3,0
201013540451,2,0
201013540454,1,0
201013540472,1,0
201013540472,2,0
201013540474,1,0
201013540474,2,0
201013540477,1,0
201013540477,2,0
201013540477,3,0
201013540480,1,0
201013540480,2,0
201013540518,1,0
201013540518,2,0
201013540524,1,9
201013540525,1,0
201013540525,2,0
201013540683,1,0
201013540683,2,0
201013540692,1,0
201013540692,2,0
201013540693,1,0
201013540694,1,0
201013540694,2,0
201013540841,1,0
201013541672,1,9
201013541674,1,0
201013541674,2,0
201013700124,1,0
201013700124,2,0
201014066664,1,0
201014066694,2,0
201014066732,2,0
201014066772,1,0
201014066785,1,0
201014066785,2,0
201014066801,1,0
201014066801,2,0
201014066804,1,0
201014066820,1,0
201014066827,1,0
201014066828,1,0
201014066839,1,0
201014066839,2,0
201014066839,3,0
201014066839,4,0
201014066845,1,0
201014066869,1,0
201014066883,1,0
201014066883,2,0
201014066895,1,0
201014066898,2,0
201014066909,1,0
201014066931,1,0
201014066931,2,0
201014066933,1,0
201014066943,0,0
201014066943,1,0
201014066947,1,0
201014066947,2,0
201014066953,1,0
201014066971,2,0
201014066975,1,0
201014067010,2,0
201014067180,1,0
201014067180,2,0
201014067219,1,9
201014067219,2,9
201014067240,1,0
201014067245,2,0
201014067301,1,0
201014067373,1,0
201014067373,2,0
201014067374,1,0
201014067374,2,0
201014067391,1,0
201014067391,2,0
201014067412,1,0
201014067412,2,0
201014067432,1,0
201014067432,2,0
201014067465,1,0
201014067545,1,0
201014067550,1,9
201014067550,2,0
201014067554,1,0
201014067582,1,0
201014067582,2,0
201014067591,1,0
201014067591,2,0
201014067622,1,0
201014067647,1,0
201014067647,2,0
201014067664,1,0
201014067664,2,0
201014067682,1,0
201014067692,0,9
201014067692,1,9
201014067692,2,0
201014067701,1,0
201014067701,2,0
201014067708,0,0
201014067708,1,0
201014067713,2,0
201014067736,1,0
201014067785,1,0
201014067785,2,0
201014067786,1,0
201014067787,1,0
201014067787,2,0
201014067816,1,0
201014067822,1,0
201014067822,2,0
201014067851,1,0
201014067851,2,0
201014067854,1,1
201014067856,1,0
201014067856,2,0
201014067860,1,0
201014067860,2,0
201014067882,1,0
201014067882,2,0
201014067904,1,0
201014067904,2,0
201014067911,1,0
201014067911,2,0
201014067919,1,0
201014067923,1,0
201014067923,2,0
201014067971,1,0
201014067971,2,0
201014068020,1,0
201014068022,1,0
201014068022,2,0
201014068038,1,0
201014068038,2,0
201014068039,2,0
201014068041,1,0
201014068047,1,0
201014068047,2,0
201014068132,1,0
201014068132,2,0
201014068133,1,0
201014068133,2,0
201014068134,1,0
201014068134,2,0
201014068136,1,0
201014068145,1,0
201014068146,2,0
201014068181,1,0
201014068181,2,0
201014068181,3,0
201014068222,1,0
201014068222,2,0
201014068229,1,0
201014068231,1,0
201014068247,1,0
201014068284,1,0
201014068284,2,0
201014068306,1,0
201014068314,1,0
201014068363,1,0
201014068400,1,0
201014068408,1,0
201014068408,2,0
201014068410,1,0
201014068410,2,0
201014068413,1,0
201014068434,1,9
201014068442,1,0
201014068473,2,0
201014068487,1,0
201014068487,2,0
201014068520,1,0
201014068529,1,0
201014068546,1,0
201014068546,2,0
201014068556,1,0
201014068556,2,0
201014068564,1,0
201014068598,0,9
201014068641,1,0
201014068653,1,0
201014068653,2,0
201014068657,1,9
201014068657,2,0
201014068663,1,9
201014068663,2,0
201014068667,1,0
201014068667,2,0
201014068674,1,0
201014068674,2,0
201014068692,1,0
201014068714,1,0
201014068714,2,0
201014068718,1,9
201014068718,2,0
201014068753,1,0
201014068753,2,0
201014068760,1,0
201014068760,2,0
201014068819,1,0
201014068820,1,0
201014068820,2,0
201014068831,1,0
201014068831,2,0
201014068837,1,0
201014068837,2,0
201014068837,3,0
201014068838,1,0
201014068840,1,0
201014068867,1,0
201014068876,1,0
201014068876,2,0
201014068915,1,0
201014068921,1,0
201014068921,2,0
201014068964,1,0
201014068964,2,0
201014068978,1,0
201014068978,2,0
201014068986,1,0
201014068986,2,0
201014068986,3,0
201014068992,1,0
201014068992,2,0
201014069039,1,0
201014069039,2,0
201014069066,1,0
201014069081,1,0
201014069094,1,0
201014069094,2,0
201014069097,1,0
201014069097,2,0
201014069100,1,0
201014069100,2,0
201014069105,1,0
201014069105,2,0
201014069112,2,0
201014069146,1,0
201014069146,2,0
201014069181,1,9
201014069188,1,0
201014069188,2,0
201014069201,2,0
201014069217,1,9
201014069217,2,0
201014069259,1,0
201014069259,2,0
201014069264,1,9
201014069264,2,0
201014069264,3,0
201014069296,1,0
201014069296,2,0
201014069305,1,0
201014069305,2,0
201014069324,1,0
201014069324,2,0
201014069348,0,0
201014069348,1,0
201014069350,1,0
201014069352,1,0
201014069365,2,0
201014069366,1,0
201014069373,1,0
201014069376,1,0
201014069376,2,0
201014069379,1,0
201014069386,1,0
201014069386,2,0
201014069431,1,0
201014069447,1,0
201014069458,1,9
201014069472,1,9
201014069472,2,0
201014069473,1,0
201014069488,1,0
201014069488,2,0
201014069499,1,0
201014069502,1,0
201014069511,1,0
201014069511,2,0
201014069517,1,0
201014069517,2,0
201014069526,1,0
201014069526,2,0
201014069533,1,0
201014069538,1,0
201014069538,2,0
201014069557,1,0
201014069557,2,0
201014069570,2,0
201014069602,1,9
201014069619,1,0
201014069625,1,0
201014069648,1,0
201014069648,2,0
201014069686,1,2
201014069691,1,0
201014069696,1,0
201014069696,2,0
201014069716,1,0
201014069716,2,0
201014069741,1,0
201014069741,2,0
201014069747,1,0
201014069758,1,0
201014069758,2,0
201014069758,3,0
201014069772,1,0
201014069786,1,0
201014069795,1,0
201014069795,2,0
201014069804,1,0
201014069804,2,0
201014069814,1,0
201014069815,1,0
201014069818,1,0
201014069818,2,0
201014069824,1,0
201014069837,1,9
201014069878,0,0
201014069878,1,0
201014069901,0,9
201014069901,1,0
201014069903,1,0
201014069903,2,0
201014069910,1,2
201014069921,1,9
201014069921,2,0
201014069925,1,0
201014069941,1,0
201014069941,2,0
201014069954,1,9
201014069955,1,9
201014070039,1,0
201014070039,2,0
201014070067,1,0
201014070067,2,0
201014070074,1,0
201014070074,2,0
201014070074,3,0
201014070093,1,2
201014070093,2,0
201014070102,1,0
201014070102,2,0
201014070137,1,0
201014070137,2,0
201014070148,1,0
201014070148,2,0
201014070199,1,0
201014070199,2,0
201014070200,1,0
201014070200,2,0
201014070201,1,9
201014070201,2,0
201014070203,1,0
201014070203,2,0
201014070204,1,0
201014070204,2,0
201014070223,1,0
201014070223,2,0
201014070236,1,1
201014070271,1,0
201014070271,2,0
201014070276,1,0
201014070276,2,0
201014070276,3,0
201014070276,4,0
201014070303,1,0
201014070303,2,0
201014070326,1,0
201014070353,1,0
201014070353,2,0
201014070355,1,9
201014070362,1,0
201014070397,1,0
201014070397,2,0
201014070450,1,9
201014070450,2,0
201014070458,1,0
201014070523,1,0
201014070523,2,0
201014070541,1,0
201014070541,2,0
201014070545,1,0
201014070545,2,0
201014070548,1,0
201014070599,1,0
201014070599,2,0
201014070607,1,0
201014070607,2,0
201014070607,3,0
201014070646,1,9
201014070646,2,0
201014070662,1,0
201014070662,2,0
201014070665,1,0
201014070668,1,0
201014070668,2,0
201014070677,1,9
201014070689,1,0
201014070689,2,0
201014070709,1,0
201014070709,2,0
201014070732,1,0
201014070732,2,0
201014070732,3,0
201014070756,0,0
201014070775,2,0
201014070799,1,9
201014070807,1,0
201014070809,1,0
201014070809,2,0
201014070814,1,0
201014070830,1,0
201014070830,2,0
201014070830,3,0
201014070831,1,0
201014070833,1,9
201014070845,1,0
201014070845,2,0
201014070879,1,0
201014070880,1,0
201014070880,2,0
201014070894,1,0
201014070912,1,0
201014070912,2,0
201014070934,1,0
201014070934,2,0
201014070937,1,0
201014070947,1,9
201014070994,0,0
201014070994,1,0
201014071019,1,0
201014071019,2,0
201014071025,1,0
201014071046,1,0
201014071046,2,0
201014071078,1,0
201014071101,1,0
201014071107,1,0
201014071139,1,0
201014071139,2,0
201014071172,1,0
201014071172,2,0
201014071178,1,0
201014071178,2,0
201014071180,1,9
201014071184,0,0
201014071184,1,0
201014071199,1,2
201014071200,1,0
201014071203,1,0
201014071203,2,0
201014071223,1,0
201014071233,1,0
201014071233,2,0
201014071234,1,9
201014071237,1,0
201014071276,1,0
201014071276,2,0
201014071288,1,1
201014071288,2,0
201014071294,1,0
201014071294,2,0
201014071294,3,0
201014071294,4,0
201014071317,1,0
201014071317,2,0
201014071358,1,0
201014071358,2,0
201014071362,1,1
201014071378,1,0
201014071386,1,0
201014071386,2,0
201014071386,3,0
201014071398,2,0
201014071436,1,0
201014071436,2,0
201014071436,3,0
201014071439,1,0
201014071439,2,0
201014071439,3,0
201014071447,1,0
201014071447,2,0
201014071476,1,0
201014071476,2,0
201014071480,1,0
201014071480,2,0
201014071524,2,0
201014071542,1,0
201014071542,2,0
201014071545,1,0
201014071545,2,0
201014071545,3,0
201014071545,4,0
201014071555,1,0
201014071571,1,0
201014071571,2,0
201014071578,1,2
201014071607,1,0
201014071607,2,0
201014071656,1,0
201014071656,2,0
201014071658,1,0
201014071718,1,0
201014071718,2,0
201014071724,1,0
201014071724,2,0
201014071730,1,0
201014071736,1,0
201014071736,2,0
201014071736,3,0
201014071774,1,9
201014071788,2,0
201014071788,3,0
201014071792,1,0
201014071792,2,0
201014071794,1,0
201014071857,1,0
201014071857,2,0
201014071861,1,0
201014071861,2,0
201014071865,1,0
201014071878,1,0
201014071880,1,9
201014071884,1,0
201014071889,2,0
201014071889,3,0
201014071913,1,0
201014071913,2,0
201014071966,1,0
201014071966,2,0
201014071968,1,0
201014071968,2,0
201014071977,2,0
201014071996,1,0
201014071996,2,0
201014072009,1,0
201014072018,1,0
201014072018,2,0
201014072025,1,0
201014072025,2,0
201014072042,1,0
201014072058,1,9
201014072068,1,0
201014072068,2,0
201014072095,2,0
201014072118,1,0
201014072118,2,0
201014072122,1,0
201014072127,1,0
201014072147,1,0
201014072154,1,0
201014072203,1,0
201014072229,1,0
201014072229,2,0
201014072281,1,9
201014072291,1,0
201014072291,2,0
201014072305,1,0
201014072305,2,0
201014072313,2,0
201014072330,1,0
201014072341,1,0
201014072341,2,0
201014072342,1,0
201014072342,2,0
201014072343,1,0
201014072359,1,0
201014072359,2,0
201014072378,1,0
201014072378,2,0
201014072380,1,0
201014072381,1,0
201014072397,1,0
201014072401,1,0
201014072401,2,0
201014072415,1,0
201014072415,2,0
201014072415,3,0
201014072416,1,9
201014072416,2,0
201014072458,1,0
201014072465,0,0
201014072465,1,0
201014072467,1,0
201014072467,2,0
201014072490,1,0
201014072503,1,0
201014072520,1,1
201014072540,1,0
201014072543,1,0
201014072549,1,0
201014072549,2,0
201014072562,1,0
201014072562,2,0
201014072593,2,0
201014072611,1,0
201014072636,1,0
201014072636,2,0
201014072636,3,0
201014072637,1,0
201014072637,2,0
201014072637,3,0
201014072670,1,0
201014072670,2,0
201014072684,1,0
201014072691,1,0
201014072691,2,0
201014072712,0,0
201014072720,1,0
201014072733,1,0
201014072733,2,0
201014072756,1,0
201014072756,2,0
201014072772,1,0
201014072772,2,0
201014072794,1,0
201014072794,2,0
201014072799,2,0
201014072819,1,0
201014072843,1,0
201014072843,2,0
201014072850,1,0
201014072850,2,0
201014072865,1,0
201014072866,1,0
201014072866,2,0
201014072878,1,0
201014072878,2,0
201014072902,1,0
201014072902,2,0
201014072920,1,0
201014072922,1,0
201014072922,2,0
201014072925,1,9
201014072925,2,0
201014072932,1,9
201014072932,2,0
201014072934,1,0
201014072934,2,0
201014072941,1,0
201014072941,2,0
201014072956,1,0
201014073008,1,0
201014073022,0,0
201014073022,1,0
201014073032,1,0
201014073032,2,0
201014073046,1,0
201014073046,2,0
201014073064,1,0
201014073091,1,0
201014073091,2,0
201014073109,2,0
201014073131,1,0
201014073136,1,0
201014073136,2,0
201014073136,3,0
201014073147,1,0
201014073147,2,0
201014073201,1,0
201014073201,2,0
201014073205,1,0
201014073205,2,0
201014073206,1,0
201014073226,1,0
201014073226,2,0
201014073327,1,0
201014073331,2,0
201014073348,1,0
201014073348,2,0
201014073348,3,0
201014073359,1,0
201014073378,1,0
201014073382,1,0
201014073382,2,0
201014073382,3,0
201014073382,4,0
201014073389,1,0
201014073398,1,0
201014073412,1,0
201014073452,1,0
201014073452,2,0
201014073541,1,0
201014073541,2,0
201014073556,1,0
201014073574,1,0
201014073583,1,0
201014073586,1,0
201014073586,2,0
201014073593,1,0
201014073593,2,0
201014073612,1,0
201014073612,2,0
201014073628,1,0
201014073628,2,0
201014073648,1,0
201014073648,2,0
201014073649,1,0
201014073649,2,0
201014073653,1,0
201014073653,2,0
201014073673,1,0
201014073673,2,0
201014073723,1,0
201014073723,2,0
201014073723,3,0
201014073740,1,0
201014073740,2,0
201014073740,3,0
201014073740,4,0
201014073745,1,0
201014073745,2,0
201014073747,1,0
201014073763,1,0
201014073782,1,0
201014073782,2,0
201014073789,1,0
201014073789,2,0
201014073791,1,0
201014073791,2,0
201014073792,1,0
201014073834,1,0
201014073835,1,0
201014073835,2,0
201014073835,3,0
201014073874,1,9
201014073874,2,0
201014073897,1,0
201014073897,2,0
201014073963,1,0
201014073966,1,0
201014074035,1,0
201014074035,2,9
201014074041,1,0
201014074064,1,0
201014074064,2,0
201014074066,2,0
201014074070,1,0
201014074071,1,0
201014074080,1,0
201014074080,2,0
201014074080,3,0
201014074119,1,9
201014074133,1,0
201014074133,2,0
201014074134,1,0
201014074134,3,0
201014074144,1,0
201014074193,1,0
201014074193,2,0
201014074541,2,0
201014074593,1,0
201014074593,2,0
201014100931,1,9
201014100931,2,0
201014100934,1,0
201014100934,2,0
201014100937,1,0
201014100937,2,0
201014100974,1,0
201014100974,2,0
201014101077,1,0
201014101090,1,0
201014101090,2,0
201014101090,3,0
201014101090,4,0
201014101143,1,0
201014101143,2,0
201014101159,1,0
201014101159,2,0
201014101207,1,0
201014101219,1,0
201014101219,2,0
201014101233,1,0
201014101233,2,0
201014101276,1,9
201014101300,1,8
201014101300,2,0
201014101354,1,0
201014101354,2,0
201014101394,0,0
201014101418,1,0
201014101418,2,0
201014101432,1,0
201014101432,2,0
201014101456,1,0
201014101464,1,0
201014101464,2,0
201014101487,1,0
201014101514,1,0
201014101514,2,0
201014101516,1,0
201014101516,2,0
201014101534,1,0
201014101540,1,0
201014101540,2,0
201014101541,1,0
201014101541,2,0
201014101546,1,0
201014101546,2,0
201014101593,1,0
201014101593,2,0
201014101613,1,0
201014101613,2,0
201014101645,1,0
201014101645,2,0
201014101742,2,0
201014101766,1,0
201014101766,2,0
201014101844,1,9
201014101871,2,0
201014101880,1,0
201014101880,2,0
201014101888,1,0
201014101888,2,0
201014101934,1,0
201014101934,2,0
201014101953,1,0
201014101965,1,0
201014101965,2,0
201014101979,1,0
201014101979,2,0
201014101985,1,0
201014101985,2,0
201014101994,1,0
201014101994,2,0
201014101994,3,0
201014101995,1,0
201014101995,2,0
201014102003,1,0
201014102003,2,0
201014102003,3,0
201014102003,4,0
201014102019,1,0
201014102019,2,0
201014102031,1,0
201014102031,2,0
201014102034,1,0
201014102034,2,9
201014102063,1,0
201014102063,2,0
201014102096,1,0
201014102096,2,0
201014102106,1,0
201014102114,1,0
201014102114,2,0
201014102129,1,0
201014102129,2,0
201014102154,1,0
201014102154,2,0
201014102157,1,0
201014102157,2,0
201014102157,3,0
201014102202,1,0
201014102202,2,0
201014102214,1,0
201014102214,2,0
201014102226,1,0
201014102226,2,0
201014102236,1,0
201014102236,2,0
201014102236,3,0
201014102236,4,0
201014102241,1,0
201014102241,2,0
201014102284,1,0
201014102284,2,0
201014102308,0,0
201014102308,1,0
201014102322,1,0
201014102361,1,9
201014102365,1,0
201014102365,2,0
201014102413,1,0
201014102413,2,0
201014102418,1,9
201014102445,1,0
201014102445,2,0
201014102458,1,0
201014102458,2,0
201014102460,0,0
201014102473,1,0
201014102473,2,0
201014102473,3,0
201014102477,1,0
201014102477,2,0
201014102497,0,0
201014102497,1,0
201014102509,1,0
201014102538,1,9
201014102552,1,9
201014102552,2,0
201014102552,3,0
201014102578,1,0
201014102591,1,0
201014102591,2,0
201014102618,1,0
201014102618,2,0
201014102641,1,0
201014102641,2,0
201014102652,1,0
201014102652,2,0
201014102681,1,0
201014102681,2,0
201014102681,3,9
201014102697,1,0
201014102731,1,0
201014102736,1,1
201014102736,1,2
201014102794,1,0
201014102794,2,0
201014102804,1,0
201014102804,2,0
201014102804,3,0
201014102804,4,0
201014102811,0,0
201014102870,1,0
201014102870,2,0
201014102870,3,0
201014102873,1,0
201014102885,1,0
201014102921,1,0
201014102923,1,0
201014102923,2,0
201014102927,1,0
201014102927,2,0
201014102967,0,0
201014102967,1,0
201014102977,1,0
201014102977,2,0
201014102977,3,0
201014102977,4,0
201014102984,1,0
201014102997,1,0
201014102997,2,9
201014102999,1,0
201014102999,2,0
201014103022,1,0
201014103066,1,0
201014103066,2,0
201014103076,1,0
201014103076,2,0
201014103079,1,0
201014103079,2,0
201014103079,3,0
201014103083,1,0
201014103083,2,0
201014103087,1,0
201014103102,1,9
201014103137,1,0
201014103137,2,0
201014103137,3,0
201014103169,1,0
201014103171,2,0
201014103178,1,0
201014103178,2,0
201014103206,0,0
201014103206,1,0
201014103222,1,0
201014103222,2,0
201014103235,1,0
201014103265,1,0
201014103265,2,0
201014103265,3,0
201014103265,4,0
201014103275,1,0
201014103281,1,0
201014103281,2,0
201014103357,1,0
201014103397,1,0
201014103397,2,0
201014103481,1,9
201014103487,1,0
201014103487,2,0
201014103498,1,0
201014103513,1,9
201014103527,0,0
201014103527,1,0
201014103531,1,0
201014103531,2,0
201014103534,1,0
201014103534,2,0
201014103545,1,0
201014103545,2,0
201014103634,1,0
201014103634,2,0
201014103636,1,0
201014103636,2,0
201014103637,1,0
201014103637,2,0
201014103637,3,0
201014103672,1,0
201014103672,2,0
201014103679,1,0
201014103683,1,0
201014103683,2,0
201014103695,1,0
201014103720,1,0
201014103720,2,0
201014103731,1,0
201014103731,2,0
201014103732,1,0
201014103732,2,0
201014103775,1,0
201014103775,2,0
201014103797,1,0
201014103797,2,0
201014103797,3,0
201014103819,0,0
201014103819,1,0
201014103836,1,0
201014103836,2,0
201014103854,1,0
201014103854,2,0
201014103857,1,0
201014103857,2,0
201014103865,1,0
201014103865,2,1
201014103870,1,8
201014103870,2,8
201014103870,3,0
201014103894,1,9
201014103898,1,9
201014103928,1,0
201014103928,2,9
201014103938,1,9
201014103938,2,0
201014103945,1,0
201014103945,2,0
201014103955,1,0
201014103955,2,0
201014103972,1,0
201014104032,1,0
201014104032,2,0
201014104058,1,0
201014104060,1,0
201014104061,0,0
201014104061,1,0
201014104067,1,9
201014104067,2,0
201014104088,1,0
201014104088,2,0
201014104088,3,0
201014104097,1,0
201014104099,1,0
201014104099,2,0
201014104099,3,0
201014104137,2,0
201014104174,0,0
201014104174,2,0
201014104175,2,0
201014104187,1,0
201014104187,2,0
201014104198,1,9
201014104238,0,0
201014104238,1,0
201014104272,1,9
201014104298,0,0
201014104307,1,0
201014104307,2,0
201014104333,1,9
201014104333,2,0
201014104372,1,9
201014104403,1,0
201014104403,2,0
201014104422,1,0
201014104422,2,0
201014104438,1,0
201014104438,2,0
201014104441,1,0
201014104441,2,0
201014104483,1,1
201014104485,1,9
201014104490,1,0
201014104490,2,0
201014104490,3,0
201014104526,1,9
201014104530,1,9
201014104544,1,0
201014104544,2,9
201014104553,1,0
201014104553,2,0
201014104579,1,0
201014104579,2,0
201014104604,1,0
201014104612,1,0
201014104612,2,2
201014104623,1,0
201014104629,1,0
201014104629,2,0
201014104631,1,0
201014104631,2,0
201014104646,1,0
201014104646,2,0
201014104669,1,0
201014104714,1,0
201014104714,2,0
201014104719,1,0
201014104719,2,0
201014104737,1,0
201014104737,2,0
201014104752,1,0
201014104773,1,0
201014104773,2,0
201014104773,3,0
201014104773,4,0
201014104782,1,0
201014104797,1,10
201014104797,2,8
201014104803,1,0
201014104803,2,0
201014104820,0,0
201014104832,1,0
201014104860,1,0
201014104860,2,0
201014104866,1,0
201014104866,2,0
201014104878,0,0
201014104878,1,0
201014104880,1,9
201014104883,1,0
201014104926,1,0
201014104926,2,0
201014104938,1,0
201014104948,1,0
201014104948,2,0
201014104976,1,0
201014104989,1,1
201014104993,0,0
201014104993,1,0
201014104996,1,0
201014104996,2,9
201014104999,1,0
201014105001,1,0
201014105001,2,0
201014105001,3,0
201014105017,1,0
201014105017,2,0
201014105043,0,9
201014105043,1,0
201014105048,1,0
201014105074,1,0
201014105074,2,0
201014105101,1,0
201014105101,2,0
201014105106,1,1
201014105112,1,0
201014105112,2,0
201014105118,1,0
201014105136,1,0
201014105151,1,0
201014105151,2,0
201014105155,1,9
201014105163,1,0
201014105163,2,0
201014105163,3,0
201014105209,1,0
201014105209,2,0
201014105224,1,0
201014105224,2,0
201014105224,3,0
201014105274,1,0
201014105276,1,0
201014105276,2,0
201014105326,0,0
201014105339,1,0
201014105339,2,0
201014105366,1,0
201014105366,2,0
201014105369,1,0
201014105369,2,0
201014105407,1,0
201014105422,1,0
201014105448,1,9
201014105489,1,0
201014105490,1,0
201014105493,1,0
201014105493,2,0
201014105506,1,0
201014105506,2,0
201014105511,1,0
201014105511,2,0
201014105514,1,0
201014105514,2,0
201014105514,3,0
201014105533,1,0
201014105533,2,0
201014105535,1,9
201014105535,2,9
201014105592,1,0
201014105592,2,0
201014105604,1,0
201014105609,1,0
201014105609,2,0
201014105625,0,0
201014105625,1,0
201014105628,1,0
201014105628,2,0
201014105652,1,0
201014105711,1,0
201014105711,2,0
201014105720,1,0
201014105720,2,0
201014105720,3,0
201014105720,4,0
201014105720,5,0
201014105720,6,0
201014105720,7,0
201014105739,1,0
201014105739,2,0
201014105751,0,0
201014105751,1,0
201014105766,1,0
201014105772,1,0
201014105772,2,0
201014105802,1,9
201014105868,1,0
201014105868,2,0
201014105868,3,0
201014105871,1,0
201014105886,1,0
201014105886,2,0
201014105907,1,0
201014105907,2,0
201014105907,3,0
201014105940,1,0
201014105940,2,0
201014105980,1,0
201014105980,2,0
201014105981,1,0
201014105981,2,0
201014105982,1,0
201014105982,2,0
201014105995,1,9
201014105995,3,9
201014106007,0,0
201014106007,1,0
201014106034,1,0
201014106034,2,0
201014106055,1,0
201014106055,2,0
201014106055,3,0
201014106092,1,0
201014106092,2,0
201014106117,1,0
201014106117,2,0
201014106124,1,0
201014106191,1,9
201014106196,1,9
201014106237,0,0
201014106247,1,0
201014106247,2,0
201014106247,3,0
201014106307,1,0
201014106307,2,0
201014106322,1,0
201014106322,2,0
201014106325,1,0
201014106347,1,9
201014106347,2,0
201014106351,1,0
201014106365,1,0
201014106385,1,0
201014106385,2,0
201014106389,1,0
201014106389,2,0
201014106464,1,0
201014106464,2,0
201014106478,1,0
201014106478,2,0
201014106478,3,0
201014106478,4,0
201014106478,5,0
201014106559,1,1
201014106559,2,0
201014106575,1,0
201014106575,2,0
201014106586,1,0
201014106586,2,0
201014106588,1,0
201014106588,2,0
201014106633,1,0
201014106633,2,0
201014106635,1,0
201014106635,2,9
201014106638,1,9
201014106638,2,0
201014106638,3,0
201014106638,4,0
201014106674,1,0
201014106674,2,0
201014106674,3,0
201014106679,1,0
201014106679,2,0
201014106707,1,0
201014106744,1,0
201014106744,2,0
201014106744,3,0
201014106773,1,0
201014106773,2,0
201014106780,1,0
201014106780,2,0
201014106841,1,0
201014106841,2,0
201014106858,1,0
201014106858,2,0
201014106874,1,9
201014106874,2,0
201014106883,1,0
201014106895,1,0
201014106948,1,0
201014106950,1,0
201014106950,2,0
201014106972,1,0
201014107006,1,0
201014107008,1,0
201014107013,1,0
201014107013,2,0
201014107013,3,0
201014107033,1,0
201014107059,0,9
201014107059,1,8
201014107079,1,0
201014107096,1,0
201014107096,2,0
201014738050,1,0
201014738054,1,9
201014738065,1,0
201014738065,2,0
201014738066,1,9
201014738074,1,0
201014738081,1,9
201014738114,1,0
201014738114,2,9
201014738116,1,0
201014738129,1,0
201014738129,2,0
201014738141,1,0
201014738141,2,0
201014738145,1,0
201014738167,1,0
201014738171,1,0
201014738180,1,0
201014738182,1,0
201014738193,1,0
201014738193,2,0
201014738203,1,0
201014738211,1,0
201014738234,1,0
201014738258,1,0
201014738285,1,0
201014738285,2,0
201014738285,3,0
201014738286,1,0
201014738286,2,0
201014738294,1,2
201014738294,2,0
201014738298,1,0
201014738298,2,0
201014738300,1,0
201014738301,1,0
201014738301,2,0
201014738302,1,0
201014738302,2,0
201014738309,1,0
201014738309,2,0
201014738317,1,0
201014738317,2,0
201014738326,1,0
201014738334,1,0
201014738334,2,0
201014738340,1,9
201014738340,2,0
201014738373,1,0
201014738373,2,0
201014738375,2,0
201014738383,1,0
201014738383,2,0
201014738384,1,0
201014738384,2,0
201014738386,1,0
201014738386,2,0
201014738395,1,0
201014738395,2,0
201014738397,1,0
201014738397,2,0
201014738397,3,0
201014738405,1,0
201014738405,2,0
201014738408,0,9
201014738408,1,0
201014738414,1,0
201014738414,2,0
201014738419,1,0
201014738419,2,0
201014738456,1,0
