CASENUM,VEH_NO,DRIMPAIR
201027701555,2,0
201027701556,1,0
201027701556,2,0
201027701558,0,0
201027701558,1,0
201027701561,1,0
201027701561,2,0
201027701568,1,0
201027701568,2,0
201027701568,3,0
201027701569,1,0
201027701569,2,0
201027701572,1,0
201027701577,1,0
201027701577,2,0
201027701581,1,0
201027701581,2,0
201027701582,1,9
201027701583,1,0
201027701584,1,0
201027701584,2,0
201027701585,0,0
201027701591,1,0
201027701591,2,0
201027701591,3,0
201027701595,2,0
201027701602,1,0
201027701602,2,0
201027701603,1,9
201027701604,1,0
201027701609,1,96
201027701613,1,0
201027701613,2,0
201027701617,0,0
201027701617,1,0
201027701621,1,0
201027701621,2,0
201027701624,1,0
201027701624,2,0
201027701628,1,0
201027701628,2,0
201027701628,3,0
201027701632,1,0
201027701632,2,0
201027701633,1,0
201027701633,2,0
201027701637,1,0
201027701640,1,0
201027701640,2,0
201027701644,1,0
201027701644,2,0
201027701644,3,0
201027701646,1,0
201027701646,2,0
201027701649,0,0
201027701651,0,0
201027701654,1,0
201027701654,2,0
201027701655,0,0
201027701655,1,0
201027701657,2,0
201027701662,1,0
201027701662,2,0
201027701665,1,0
201027701670,1,0
201027701674,1,0
201027701679,1,2
201027701681,0,0
201027701681,1,0
201027701689,1,0
201027701689,2,0
201027701691,0,0
201027701692,1,1
201027701693,1,0
201027701694,1,0
201027701694,2,0
201027701695,1,0
201027701695,2,0
201027701703,1,0
201027701703,2,96
201027701707,1,0
201027701709,1,0
201027701709,2,0
201027701710,0,0
201027701710,1,0
201027701713,1,0
201027701713,2,0
201027701714,1,0
201027701720,1,0
201027701720,2,0
201027701721,1,0
201027701722,1,0
201027701722,2,0
201027701728,1,0
201027701728,2,0
201027701731,1,0
201027701731,2,0
201027701739,1,0
201027701739,2,0
201027701742,0,0
201027701744,1,0
201027701744,2,0
201027701745,1,0
201027701745,2,0
201027701749,0,0
201027701749,1,0
201027701752,1,0
201027701753,0,0
201027701753,0,0
201027701754,3,0
201027701755,1,0
201027701755,2,0
201027701756,1,0
201027701756,2,0
201027701757,1,0
201027701757,2,0
201027701765,1,0
201027701765,2,0
201027701766,1,0
201027701766,2,0
201027701768,1,0
201027701769,0,0
201027701769,1,0
201027701771,1,9
201027701776,1,0
201027701776,2,0
201027701777,0,0
201027701777,1,0
201027701778,1,0
201027701779,1,0
201027701779,2,0
201027701780,0,0
201027701780,1,0
201027701783,1,0
201027701786,1,0
201027701786,2,0
201027701789,1,0
201027701789,2,0
201027701791,1,9
201027701794,1,9
201027701795,0,0
201027701795,1,0
201027701800,1,0
201027701803,2,0
201027701807,1,0
201027701807,2,0
201027701807,3,0
201027701807,4,2
201027701814,2,0
201027701819,1,0
201027701819,2,0
201027701820,1,0
201027701820,2,0
201027701827,1,0
201027701827,2,0
201027701827,3,0
201027701834,1,0
201027701839,1,0
201027701839,2,0
201027701841,0,0
201027701841,1,96
201027701845,1,0
201027701854,1,0
201027701859,1,0
201027701865,1,0
201027701865,2,0
201027701873,1,0
201027701873,2,0
201027701873,3,0
201027701874,1,0
201027701875,1,0
201027701875,2,0
201027701875,3,0
201027701875,4,0
201027701878,1,0
201027701878,2,0
201027701880,1,0
201027701881,1,9
201027701881,2,0
201027701881,3,0
201027701888,1,0
201027701888,2,0
201027701908,1,0
201027701908,2,0
201027701909,0,0
201027701909,1,0
201027701912,1,0
201027701913,1,0
201027701919,1,0
201027701920,1,0
201027701923,1,0
201027701923,2,0
201027701927,0,0
201027701927,1,0
201027701928,1,0
201027701928,2,0
201027701930,0,0
201027701934,1,2
201027701935,1,0
201027701935,2,0
201027701939,1,0
201027701941,1,0
201027701941,2,0
201027701946,1,0
201027701946,2,0
201027701955,0,0
201027701955,1,0
201027701958,0,0
201027701964,1,0
201027701965,1,0
201027701965,2,0
201027701970,1,0
201027701970,2,0
201027701975,1,0
201027701975,2,0
201027701981,1,0
201027701981,2,0
201027701987,1,0
201027701987,2,0
201027701988,1,0
201027701988,2,0
201027701996,1,0
201027701996,2,0
201027702002,1,0
201027702005,1,0
201027702005,2,0
201027702014,1,0
201027702014,2,0
201027702017,1,0
201027702017,2,0
201027702020,1,0
201027702021,1,0
201027702021,2,0
201027702025,1,0
201027702025,2,0
201027702030,1,0
201027702030,2,0
201027702037,1,0
201027702039,1,96
201027702039,2,0
201027702041,1,0
201027702041,2,0
201027702046,1,0
201027702046,2,0
201027702046,3,0
201027702048,1,9
201027702048,2,0
201027702052,1,0
201027702052,2,0
201027702079,1,0
201027702079,2,0
201027702081,1,0
201027702081,2,0
201027702082,1,9
201027702082,2,0
201027702087,1,0
201027702087,2,0
201027702089,1,0
201027702092,1,0
201027702093,1,0
201027702093,2,0
201027702100,1,0
201027702107,1,0
201027702107,2,0
201027702112,1,0
201027702114,1,0
201027702114,2,0
201027702114,3,0
201027702117,1,9
201027702124,1,0
201027702124,2,0
201027702126,1,0
201027702126,2,0
201027702126,3,0
201027702126,4,0
201027702127,0,0
201027702127,1,0
201027702133,1,0
201027702136,0,0
201027702140,1,0
201027702140,2,0
201027702144,0,0
201027702144,1,0
201027702145,1,0
201027702146,1,0
201027702151,0,0
201027702151,1,0
201027702152,1,0
201027702152,2,0
201027702157,1,0
201027702157,2,0
201027702158,1,0
201027702158,2,0
201027702162,1,0
201027702165,1,0
201027702165,2,0
201027702166,1,0
201027702166,2,0
201027702166,3,0
201027702166,4,0
201027702168,1,0
201027702168,2,0
201027702169,1,0
201027702173,1,0
201027702173,2,0
201027702175,1,0
201027702175,2,0
201027702176,1,0
201027702177,1,0
201027702177,2,0
201027702178,1,0
201027702178,2,0
201027702180,1,9
201027702180,2,0
201027702201,0,9
201027702201,1,0
201027702202,1,0
201027702206,1,9
201027800398,1,0
201027800398,2,0
201027800441,1,0
201027800441,2,0
201027800465,1,0
201027800465,2,0
201027800470,1,0
201027800470,2,0
201027800474,1,0
201027800474,2,0
201027800480,1,0
201027800487,1,0
201027800487,2,0
201027800551,1,0
201027800551,2,0
201027800551,3,0
201027800553,1,0
201027800553,2,0
201027800603,1,0
201027800603,2,0
201027800711,1,0
201027800711,2,0
201027800715,1,0
201027800715,2,0
201027800752,1,96
201027800769,1,0
201027800769,2,0
201027800780,1,0
201027800787,1,0
201027800787,2,0
201027800803,1,1
201027800807,1,0
201027800813,1,9
201027800815,1,0
201027800815,2,0
201027800826,1,0
201027800872,1,0
201027800880,1,9
201027800883,1,0
201027800911,1,0
201027800918,1,0
201027800918,2,0
201027800924,1,0
201027800924,2,0
201027800943,1,0
201027800943,2,0
201027800943,3,0
201027800943,4,0
201027800946,1,0
201027800946,2,0
201027800978,1,0
201027800978,2,0
201027801019,1,0
201027801033,1,0
201027801033,2,0
201027801066,2,0
201027801066,3,0
201027801066,4,0
201027801092,1,0
201027801092,2,0
201027801109,2,0
201027801152,1,0
201027801152,2,0
201027801184,1,0
201027801192,1,0
201027801192,2,0
201027801206,1,0
201027801213,1,0
201027801213,2,0
201027801213,3,0
201027801272,1,0
201027801272,2,0
201027801275,1,0
201027801275,2,0
201027801306,1,9
201027801306,2,0
201027801331,1,0
201027801331,2,0
201027801363,1,0
201027801363,2,0
201027801412,1,0
201027801453,1,0
201027801453,2,0
201027801485,1,0
201027801485,2,0
201027801485,3,0
201027801510,1,0
201027801510,2,0
201027801517,1,9
201027801524,1,0
201027801524,2,0
201027801534,1,0
201027801534,2,0
201027801559,1,0
201027801559,2,0
201027801564,2,0
201027801580,2,0
201027801586,1,0
201027801586,2,0
201027801600,1,0
201027801602,2,0
201027801602,3,0
201027801621,1,0
201027801651,2,0
201027801652,1,0
201027801700,1,0
201027801700,2,0
201027801747,1,0
201027801747,2,0
201027801749,1,0
201027801749,2,0
201027801769,1,0
201027801769,2,0
201027801773,1,0
201027801773,2,0
201027801794,1,0
201027801803,1,0
201027801803,2,0
201027801806,1,0
201027801806,2,0
201027801818,1,0
201027801818,2,0
201027801820,1,0
201027801820,2,0
201027801823,1,0
201027801823,3,0
201027801832,1,0
201027801832,2,0
201027801866,1,0
201027801866,2,0
201027801913,1,0
201027801913,2,0
201027802039,1,0
201027802039,2,0
201027802067,2,0
201027802071,1,0
201027802081,1,0
201027802095,1,0
201027802095,2,0
201027802133,1,0
201027802168,1,9
201027802168,2,0
201027802168,3,0
201027802184,1,9
201027802186,1,0
201027802186,2,0
201027802202,1,0
201027802202,2,0
201027802209,1,0
201027802209,2,0
201027802209,3,0
201027802213,1,0
201027802213,2,0
201027802221,2,0
201027802236,1,0
201027802236,2,0
201027802236,3,0
201027802236,4,0
201027802276,1,0
201027802276,2,0
201027802294,1,0
201027802294,2,0
201027802325,1,0
201027802325,2,0
201027802330,1,0
201027802383,1,0
201027802386,1,0
201027802386,2,0
201027802448,1,9
201027802451,1,0
201027802451,2,0
201027802483,1,0
201027802483,2,0
201027802520,1,9
201027802612,1,0
201027802625,1,1
201027802625,2,0
201027802626,1,0
201027802626,2,0
201027802634,1,0
201027802634,2,0
201027802646,2,0
201027802653,2,0
201027802692,1,0
201027802692,2,0
201027802705,1,0
201027802707,1,1
201027802710,0,0
201027802710,1,0
201027802714,1,9
201027802753,1,0
201027802764,1,0
201027802764,2,0
201027802775,1,0
201027802775,2,0
201027802810,1,0
201027802810,2,0
201027802839,1,0
201027802839,2,0
201027802854,2,0
201027802879,0,0
201027802879,1,0
201027802880,1,0
201027802880,2,0
201027802880,3,0
201027802902,1,0
201027802902,2,0
201027802937,2,0
201027802962,1,0
201027803010,1,0
201027803032,1,0
201027803032,2,9
201027803091,2,0
201027803091,3,0
201027803127,1,0
201027803127,2,0
201027803127,3,0
201027803127,4,0
201027803127,5,0
201027803127,6,0
201027803127,7,0
201027803127,8,0
201027803127,9,0
201027803127,10,0
201027803127,11,0
201027803205,1,9
201027803229,1,0
201027803250,1,0
201027803250,2,0
201027803250,3,0
201027803286,2,0
201027803297,2,0
201027803348,1,0
201027803348,2,0
201027803357,1,0
201027803357,2,0
201027803373,1,0
201027803373,2,0
201027803373,3,0
201027803373,4,0
201027803467,1,0
201027803467,2,0
201027803469,1,0
201027803469,2,0
201027803470,1,0
201027803470,2,0
201027803472,2,0
201027803481,1,0
201027803481,2,0
201027803481,3,0
201027803485,1,0
201027803485,2,0
201027803493,1,9
201027803493,2,0
201027803511,1,0
201027803513,1,0
201027803513,2,0
201027803578,1,0
201027803578,2,0
201027803634,1,0
201027803634,2,0
201027803643,1,0
201027803643,2,0
201027803669,1,0
201027803678,1,0
201027803678,2,0
201027803685,1,0
201027803685,2,0
201027803685,3,0
201027803685,4,0
201027803703,1,0
201027803703,2,0
201027803728,1,0
201027803741,1,0
201027803757,1,0
201027803790,1,0
201027803860,1,1
201027803861,1,0
201027803861,2,0
201027803872,1,0
201027803877,1,0
201027803877,2,0
201027803883,1,9
201027803901,1,0
201027803909,2,0
201027803919,1,0
201027803931,1,0
201027803931,2,0
201027803970,1,0
201027804001,1,0
201027804001,2,0
201027804015,1,0
201027804022,1,0
201027804022,2,0
201027804022,3,0
201027804057,1,0
201027804107,1,0
201027804107,2,0
201027804131,1,0
201027804131,2,0
201027804135,1,0
201027804135,2,0
201027804148,1,0
201027804148,2,0
201027804148,3,0
201027804151,1,9
201027804153,1,0
201027804153,2,0
201027804199,1,0
201027804217,1,0
201027804217,2,0
201027804231,1,0
201027804231,2,0
201027804239,1,0
201027804239,2,0
201027804276,1,0
201027804322,1,0
201027804322,2,0
201027804330,1,0
201027804378,2,0
201027804380,1,0
201027804380,2,0
201027804398,1,9
201027804398,2,0
201027804398,3,0
201027804412,1,0
201027804412,2,0
201027804412,3,0
201027804412,4,0
201027804428,1,1
201027804429,1,0
201027804429,2,0
201027804438,2,0
201027804450,1,0
201027804467,0,0
201027804468,1,0
201027804468,2,0
201027804483,1,0
201027804483,2,0
201027804484,0,0
201027804484,0,0
201027804484,1,0
201027804491,1,0
201027804493,1,0
201027804536,1,0
201027804591,1,0
201027804598,1,0
201027804633,1,0
201027804646,1,9
201027804646,2,0
201027804666,1,9
201027804677,1,0
201027804677,2,0
201027804718,1,0
201027804718,2,0
201027804722,1,0
201027804722,2,0
201027804750,1,0
201027804750,2,0
201027804809,1,0
201027804809,2,0
201027804809,3,0
201027804819,1,0
201027804821,1,0
201027804859,1,0
201027804859,2,0
201027804861,1,0
201027804861,2,0
201027804861,3,0
201027804866,1,0
201027804866,2,0
201027804866,3,0
201027804866,4,0
201027804866,5,0
201027804866,6,0
201027804879,1,0
201027804879,2,0
201027804910,1,0
201027804910,2,0
201027804938,1,0
201027804938,2,0
201027804997,1,0
201027805044,1,0
201027805044,2,0
201027805050,1,9
201027805050,2,0
201027805071,1,9
201027805086,1,0
201027805086,2,0
201027805086,3,0
201027805110,1,9
201027805117,1,0
201027805117,2,0
201027805123,1,0
201027805123,2,0
201027805123,3,0
201027805123,4,0
201027805137,1,0
201027805137,2,0
201027805137,3,0
201027805137,4,0
201027805137,5,0
201027805143,1,0
201027805143,2,0
201027805158,1,9
201027805160,1,0
201027805178,1,0
201027805178,2,0
201027805190,1,0
201027805194,2,0
201027805194,3,0
201027805249,1,0
201027805249,2,0
201027805273,1,0
201027805273,2,0
201027805273,3,0
201027805273,4,0
201027805309,1,0
201027805374,1,1
201027805379,1,9
201027805379,2,0
201027805384,0,0
201027805410,1,0
201027805418,1,0
201027805418,2,0
201027805436,2,0
201027805441,1,0
201027805441,2,0
201027805452,1,0
201027805452,2,0
201027805470,1,0
201027805479,2,0
201027805480,0,0
201027805480,1,0
201027805485,0,0
201027805485,1,0
201027805492,1,0
201027805495,0,0
201027805505,1,0
201027805507,1,0
201027805509,1,0
201027805521,2,0
201027805524,2,0
201027805527,1,0
201027805527,2,0
201027805529,1,0
201027805535,1,0
201027805535,2,0
201027805544,1,0
201027805544,2,0
201027805548,1,0
201027805548,2,0
201027805549,1,0
201027805549,2,0
201027805557,1,0
201027805566,1,9
201027805566,2,0
201027805569,1,0
201027805569,2,0
201027805580,1,9
201027805590,1,0
201027805590,2,0
201027805604,1,0
201027805604,2,0
201027805655,1,0
201027805655,2,0
201027805665,1,0
201027805685,1,0
201027805685,2,0
201027805729,1,0
201027805729,2,0
201027805759,1,0
201027805759,2,0
201027805774,1,0
201027805774,2,0
201027805774,3,0
201027805786,2,0
201027805799,1,0
201027805799,2,0
201027805818,1,0
201027805818,2,0
201027805824,0,0
201027805824,0,0
201027805824,1,0
201027805829,0,0
201027805833,1,0
201027805839,2,0
201027805856,1,0
201027805860,2,0
201027805869,1,9
201027805869,2,0
201027805873,1,9
201027805882,1,0
201027805882,2,0
201027805882,3,0
201027805890,1,0
201027805890,2,0
201027805890,3,0
201027805891,1,0
201027805891,2,0
201027805896,1,0
201027805907,1,0
201027805938,1,0
201027805938,2,0
201027805957,1,0
201027805957,2,0
201027805958,1,0
201027805958,2,0
201027805982,1,0
201027805982,2,0
201027805991,1,0
201027805991,2,0
201027806008,1,2
201027806023,1,1
201027806026,1,0
201027806039,1,0
201027806039,2,0
201027806067,1,0
201027806067,2,0
201027806067,3,0
201027806068,1,9
201027806096,1,0
201027806104,1,0
201027806104,2,0
201027806104,3,0
201027806195,1,2
201027806195,2,0
201027806216,1,0
201027806216,2,0
201027806216,3,0
201027806219,1,0
201027806219,2,0
201027806287,1,0
201027806291,1,0
201027806291,2,0
201027806308,1,0
201027806316,1,0
201027806316,2,0
201027806394,1,0
201027806394,2,0
201027806402,1,0
201027806402,2,0
201027806430,1,0
201027806430,2,0
201027806430,3,0
201027806444,1,0
201027806444,2,0
201027806509,1,0
201027806509,2,0
201027806558,1,0
201027806558,2,9
201027806575,1,0
201027806578,1,0
201027806578,2,0
201027806578,3,0
201027806578,4,0
201027806637,1,0
201027806637,2,0
201027806651,1,9
201027806704,1,0
201027806704,2,0
201027806718,1,0
201027806718,2,0
201027806751,1,0
201027806751,2,0
201027806751,3,0
201027806762,1,0
201027806792,1,0
201027806792,2,0
201027806797,2,0
201027806817,2,0
201027806834,1,0
201027806834,2,0
201027806840,1,0
201027806840,2,0
201027806865,1,0
201027806880,1,0
201027806880,2,0
201027806891,2,0
201027806896,1,0
201027806898,1,0
201027806898,2,0
201027806904,1,9
201027806904,2,0
201027806933,1,0
201027806933,2,0
201027806937,1,0
201027806937,2,0
201027806939,1,0
201027806939,2,0
201027806981,1,0
201027806989,1,0
201027806989,2,0
201027806989,3,0
201027806989,4,0
201027806989,5,0
201027807031,1,0
201027807059,1,0
201027807059,2,0
201027807103,1,0
201027807104,1,0
201027807104,2,0
201027807113,1,0
201027807113,2,0
201027807127,1,0
201027807127,2,0
201027807141,1,9
201027807145,2,0
201027807150,1,9
201027807155,1,0
201027807155,2,0
201027807162,2,0
201027807173,1,0
201027807187,1,9
201027807187,2,0
201027807189,1,0
201027807189,2,0
201027807208,1,0
201027807208,2,0
201027807287,1,9
201027807287,2,0
201027807342,2,0
201027807349,1,0
201027807349,2,0
201027807384,1,0
201027807406,1,0
201027807406,2,0
201027807406,3,0
201027807407,1,0
201027807407,2,0
201027807454,1,0
201027807454,2,0
201027807464,1,0
201027807493,2,0
201027807508,1,9
201027807518,1,0
201027807518,2,0
201027807551,1,0
201027807574,2,0
201027807583,1,0
201027807583,2,0
201027807587,2,0
201027807588,1,0
201027807588,2,0
201027807600,1,9
201027807604,1,0
201027807608,1,0
201027807608,2,0
201027807619,1,9
201027807632,1,0
201027807641,1,0
201027807641,2,0
201027807645,1,0
201027807645,2,0
201027807655,1,0
201027807655,2,0
201027807666,1,0
201027807681,1,0
201027807681,2,0
201027807686,1,0
201027807686,2,0
201027807721,1,0
201027807769,1,0
201027807769,2,0
201027807771,1,0
201027807771,2,0
201027807817,2,0
201027807852,1,0
201027807852,2,0
201027807866,1,0
201027807866,2,0
201027807866,3,0
201027807890,1,0
201027807890,2,0
201027807966,1,0
201027807979,1,0
201027807979,2,0
201027807985,1,0
201027807989,1,0
201027807989,2,0
201027808023,1,0
201027808023,2,0
201027808023,3,0
201027808219,1,0
201027808244,1,0
201027808244,2,0
201027808257,1,0
201027808257,2,0
201027808277,1,9
201027900358,1,0
201027900358,2,0
201027900360,1,0
201027900360,2,0
201027900365,1,0
201027900367,1,0
201027900367,2,0
201027900368,1,0
201027900370,1,9
201027900375,1,0
201027900375,2,0
201027900375,3,0
201027900380,1,0
201027900380,2,0
201027900381,1,0
201027900381,2,0
201027900381,3,0
201027900384,1,0
201027900391,0,0
201027900391,1,0
201027900407,1,0
201027900407,2,0
201027900407,3,0
201027900415,1,0
201027900415,2,0
201027900418,2,0
201027900418,3,0
201027900430,1,0
201027900430,2,0
201027900468,1,0
201027900468,2,96
201027900479,1,0
201027900479,2,0
201027900482,1,0
201027900482,2,0
201027900486,0,0
201027900486,1,0
201027900489,1,0
201027900489,2,0
201027900491,1,0
201027900493,1,0
201027900493,2,0
201027900496,2,0
201027900496,3,0
201027900501,1,0
201027900501,2,0
201027900501,3,0
201027900502,1,0
201027900502,2,0
201027900503,1,0
201027900503,2,0
201027900506,1,0
201027900506,2,0
201027900516,1,0
201027900516,2,0
201027900576,1,0
201027900576,2,0
201027900600,1,9
201027900638,2,0
201027900644,1,0
201027900644,2,0
201027900644,3,0
201027900644,4,0
201027900682,1,9
201027900686,1,0
201027900692,1,9
201027900692,2,0
201027900693,0,0
201027900693,1,0
201027900693,2,0
201027900694,0,0
201027900694,1,0
201027900695,1,0
201027900698,1,0
201027900698,2,0
201027900705,1,0
201027900712,1,0
201027900712,2,0
201027900714,1,0
201027900714,2,0
201027900715,1,0
201027900715,2,0
201027900721,1,96
201027900721,2,0
201027900722,1,0
201027900722,2,0
201027900725,1,0
201027900725,2,0
201027900725,3,0
201027900727,0,0
201027900727,1,0
201027900729,1,0
201027900729,2,0
201027900731,1,0
201027900731,2,0
201027900731,3,0
201027900737,1,96
201027900737,2,0
201027900746,1,0
201027900746,2,0
201027900751,1,0
201027900767,1,0
201027900767,2,0
201027900778,1,0
201027900778,2,0
201027900779,1,0
201027900779,2,0
201027900782,2,0
201027900785,1,0
201027900785,2,0
201027900832,1,0
201027900832,2,0
201027900835,0,0
201027900835,1,0
201027900845,1,1
201027900861,1,0
201027900861,2,0
201027900865,1,0
201027900865,2,0
201027900878,0,0
201027900878,1,0
201027900892,1,0
201027900892,2,0
201027900898,1,1
201027900898,2,0
201027900898,3,0
201027900898,4,0
201027900898,5,0
201027900919,0,0
201027900919,1,0
201027900929,1,0
201027900929,2,0
201027900935,1,0
201027900948,1,0
201027900950,1,0
201027900950,2,0
201027900951,1,0
201027900951,2,0
201027900956,1,0
201027900958,1,0
201027900959,2,0
201027900960,1,0
201027900960,2,0
201027900961,1,0
201027900961,2,0
201027900966,1,0
201027900968,1,9
201027900968,2,0
201027900975,1,0
201027900975,2,0
201027900977,1,0
201027900977,2,0
201027900981,1,0
201027900981,2,0
201027900997,1,0
201027901013,1,10
201027901049,1,0
201027901049,2,0
201027901078,0,0
201027901078,1,0
201027901084,1,0
201027901106,1,0
201027901106,2,0
201027901109,1,0
201027901125,1,0
201027901137,1,0
201027901137,2,0
201027901139,1,0
201027901139,2,0
201027901159,1,0
201027901159,2,0
201027901159,3,0
201027901159,4,0
201027901163,0,0
201027901163,1,0
201027901171,1,0
201027901171,2,0
201027901191,2,0
201027901198,0,0
201027901198,1,0
201027901206,1,0
201027901206,2,0
201027901226,1,0
201027901226,2,0
201027901249,1,0
201027901249,2,0
201027901267,1,0
201027901267,2,0
201027901272,1,0
201027901272,2,0
201027901274,1,0
201027901274,2,0
201027901275,1,0
201027901276,1,0
201027901276,2,0
201027901282,1,0
201027901282,2,0
201027901283,1,0
201027901283,2,0
201027901286,1,1
201027901287,1,9
201027901287,2,0
201027901288,1,0
201027901289,1,0
201027901292,1,2
201027901300,1,0
201027901300,2,0
201027901307,1,0
201027901307,2,0
201027901315,1,96
201027901315,2,96
201027901315,3,0
201027901320,1,96
201027901320,2,0
201027901329,1,0
201027901329,2,0
201027901332,1,0
201027901332,2,0
201027901334,1,0
201027901358,1,0
201027901358,2,0
201027901360,1,0
201027901360,2,0
201027901375,1,0
201027901375,2,0
201027901375,3,0
201027901416,1,0
201027901416,2,0
201027901420,1,0
201027901420,2,0
201027901420,3,0
201027901424,0,0
201027901424,1,0
201027901432,1,1
201027901445,2,0
201027901486,0,0
201027901486,1,0
201027901494,1,0
201027901494,2,0
201027901509,1,0
201027901509,2,0
201027901550,1,0
201027901550,2,0
201027901552,2,0
201027901555,0,4
201027901570,1,0
201027901573,1,10
201027901573,2,0
201027901581,1,0
201027901608,1,0
201027901626,1,0
201027901641,1,0
201027901641,2,0
201027901643,1,0
201027901648,1,0
201027901648,2,0
201027901656,1,0
201027901657,1,0
201027901657,2,0
201027901659,1,0
201027901659,2,0
201027901660,1,0
201027901660,2,0
201027901672,1,0
201027901672,2,0
201027901682,0,0
201027901682,1,0
201027901688,1,0
201027901691,1,0
201027901691,2,0
201027901702,1,9
201027901702,2,0
201027901702,3,0
201027901705,1,0
201027901705,2,0
201027901711,1,0
201027901711,2,0
201027901731,1,0
201027901731,2,0
201027901759,1,0
201027901804,1,96
201027901804,2,0
201027901834,1,0
201027901838,1,0
201027901838,2,0
201027901878,1,0
201027901893,0,0
201027901893,1,0
201027901899,1,0
201027901910,1,0
201027901971,1,0
201027901972,1,0
201027901972,2,0
201027902016,1,1
201027902018,1,0
201027902038,1,0
201027902038,2,0
201027902038,3,0
201027902038,4,0
201027902040,1,0
201027902041,1,0
201027902041,2,0
201027902044,0,0
201027902044,1,0
201027902046,1,0
201027902046,2,0
201027902048,1,0
201027902048,2,0
201027902051,0,0
201027902051,1,0
201027902054,1,0
201027902054,2,0
201027902055,1,0
201027902055,2,0
201027902055,3,0
201027902058,1,0
201027902058,2,0
201027902058,3,0
201027902059,1,0
201027902059,2,0
201027902064,1,0
201027902064,2,0
201027902065,1,0
201027902084,1,0
201027902084,2,0
201027902084,3,0
201027902089,1,0
201027902089,2,0
201027902103,1,0
201027902108,1,0
201027902108,2,0
201027902117,1,0
201027902117,2,0
201027902122,1,0
201027902122,2,0
201027902123,1,0
201027902124,0,0
201027902124,1,0
201027902128,1,0
201027902128,2,0
201027902130,1,1
201027902132,1,2
201027902135,1,0
201027902135,2,0
201027902137,1,0
201027902137,2,0
201027902137,3,0
201027902139,1,0
201027902139,2,0
201027902141,1,0
201027902141,2,0
201027902148,1,0
201027902148,2,0
201027902149,1,0
201027902149,2,0
201027902157,1,0
201027902158,1,0
201027902158,2,0
201027902158,3,0
201027902158,4,0
201027902171,1,0
201027902171,2,0
201027902171,3,0
201027902171,4,0
201027902214,2,0
201027902235,1,0
201027902235,2,0
201027902270,1,0
201027902270,2,0
201027902282,1,0
201027902326,0,0
201027902326,1,0
201027902332,1,0
201027902332,2,0
201027902344,1,0
201027902344,2,0
201027902350,1,0
201027902350,2,0
201027902376,1,0
201027902376,2,0
201027902416,0,0
201027902416,1,0
201027902422,1,0
201027902422,2,0
201027902423,1,0
201027902423,2,0
201027902438,1,0
201027902438,2,0
201027902442,1,0
201027902444,1,0
201027902444,2,0
201027902446,1,0
201027902447,1,0
201027902447,2,0
201027902447,3,0
201027902451,1,0
201027902451,2,0
201027902454,1,0
201027902454,2,0
201027902455,1,9
201027902457,1,1
201027902458,1,0
201027902458,2,0
201027902459,1,0
201027902460,1,0
201027902460,2,0
201027902463,1,0
201027902463,2,0
201027902464,1,0
201027902466,1,0
201027902479,1,0
201027902479,2,0
201027902480,1,0
201027902488,1,0
201027902502,1,0
201027902506,1,0
201027902506,2,0
201027902520,1,0
201027902542,1,0
201027902542,2,0
201027902554,1,0
201027902554,2,0
201027902565,1,0
201027902565,2,0
201027902566,1,0
201027902566,2,0
201027902573,1,0
201027902573,2,0
201027902597,1,0
201027902597,2,0
201027902605,1,0
201027902605,2,0
201027902618,0,0
201027902637,1,0
201027902637,2,0
201027902639,1,0
201027902639,2,0
201027902642,1,0
201027902642,2,0
201027902650,1,0
201027902688,1,0
201027902688,2,0
201027902697,1,0
201027902697,2,0
201027902720,1,0
201027902720,2,0
201027902814,2,0
201027902814,3,0
201027902842,1,0
201027902842,2,0
201027902861,1,0
201027902862,1,0
201027902862,2,0
201027902866,1,0
201027902866,2,0
201027902870,1,0
201027902870,2,0
201027902871,1,0
201027902871,2,0
201027902874,1,0
201027902874,2,0
201027902875,1,0
201027902875,2,0
201027902875,3,0
201027902879,1,0
201027902879,2,0
201027902887,1,2
201027902912,1,0
201027902912,2,0
201027902931,1,0
201027902954,1,0
201027902954,2,0
201027902967,1,0
201027902971,1,0
201027902974,1,9
201027902980,1,0
201027902984,1,0
201027902984,2,0
201027902984,3,0
201027902984,4,0
201027902985,1,0
201027902986,1,0
201027902987,1,0
201027902987,2,0
201027902990,0,0
201027902991,1,0
201027902992,1,0
201027902995,1,0
201027902995,2,0
201027902995,3,0
201027902998,1,0
201027902998,2,0
201027903000,1,0
201027903000,2,0
201027903004,1,0
201027903007,0,0
201027903007,1,0
201027903008,1,0
201027903008,2,0
201027903013,0,10
201027903013,1,0
201027903017,1,0
201027903017,2,0
201027903018,1,0
201027903018,2,0
201027903018,3,0
201027903020,1,0
201027903020,2,0
201027903028,1,0
201027903028,2,0
201027903036,1,0
201027903043,1,0
201027903043,2,0
201027903043,3,0
201027903043,4,0
201027903045,1,0
201027903045,2,0
201027903071,1,0
201027903071,2,0
201027903076,1,0
201027903076,2,0
201027903093,1,0
201027903136,2,0
201027903138,1,0
201027903138,2,0
201027903141,1,0
201027903143,1,0
201027903143,2,0
201027903153,0,0
201027903153,1,0
201027903182,2,0
201027903207,1,1
201027903207,1,2
201027903209,1,0
201027903209,2,0
201027903228,1,0
201027903228,2,0
201027903234,1,0
201027903237,1,9
201027903237,2,0
201027903237,3,0
201027903239,0,0
201027903239,1,0
201027903244,1,0
201027903244,2,0
201027903244,3,0
